Segment,EDA Values
84,"[0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885]"
85,"[0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987]"
86,"[0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885]"
87,"[0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030220000073313713, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885]"
88,"[0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885]"
89,"[0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987]"
90,"[0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030220000073313713, 0.03022100031375885, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713]"
91,"[0.030220000073313713, 0.030220000073313713, 0.03022100031375885, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987]"
92,"[0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987]"
93,"[0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987]"
94,"[0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987]"
95,"[0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987]"
96,"[0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885]"
97,"[0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885]"
98,"[0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.03022100031375885, 0.030220000073313713, 0.03022100031375885, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.03022100031375885, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.03022100031375885, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.030220000073313713, 0.03022100031375885, 0.030220000073313713, 0.030220000073313713, 0.03022100031375885, 0.030220000073313713, 0.03022100031375885, 0.030220000073313713, 0.030220000073313713, 0.03022100031375885]"
99,"[0.03022100031375885, 0.030220000073313713, 0.030220000073313713, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030220000073313713, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030220000073313713, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885]"
100,"[0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.03022100031375885, 0.03022100031375885, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987]"
101,"[0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987, 0.030222000554203987]"
