Segment,EDA Values
17,"[33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.65456008911133, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.17385482788086, 33.493309020996094, 33.493309020996094, 33.493309020996094, 32.86043930053711, 33.493309020996094, 33.493309020996094, 33.333595275878906, 33.493309020996094, 33.333595275878906, 33.333595275878906, 33.17385482788086, 33.17385482788086, 33.333595275878906, 33.333595275878906, 33.17385482788086, 33.01716995239258, 33.17385482788086, 33.333595275878906, 33.01716995239258, 33.333595275878906, 33.333595275878906, 33.333595275878906, 33.493309020996094, 33.333595275878906, 33.333595275878906, 33.493309020996094, 33.333595275878906, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.333595275878906, 33.493309020996094, 33.493309020996094, 33.333595275878906, 33.17385482788086, 33.333595275878906, 33.17385482788086, 32.86043930053711, 33.17385482788086, 32.86043930053711, 32.86043930053711, 32.706687927246094, 32.706687927246094, 32.706687927246094]"
18,"[32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.55437088012695, 32.55437088012695, 32.252498626708984, 32.55437088012695, 31.956167221069336, 32.252498626708984, 31.956167221069336, 31.956167221069336, 32.10292434692383, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 32.10292434692383, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 32.40199661254883, 32.10292434692383, 32.10292434692383, 32.10292434692383, 32.10292434692383, 32.706687927246094, 32.706687927246094, 32.55437088012695, 32.55437088012695, 32.706687927246094, 32.706687927246094, 32.55437088012695, 32.706687927246094, 32.55437088012695, 32.40199661254883, 32.55437088012695, 32.252498626708984, 32.55437088012695, 32.40199661254883]"
19,"[32.252498626708984, 32.252498626708984, 31.956167221069336, 32.252498626708984, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 32.10292434692383, 31.956167221069336, 31.956167221069336, 31.956167221069336, 32.10292434692383, 31.956167221069336, 31.956167221069336, 31.956167221069336, 32.10292434692383, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 32.10292434692383, 32.10292434692383, 32.55437088012695, 32.10292434692383, 32.10292434692383, 32.40199661254883, 32.10292434692383, 32.10292434692383, 32.252498626708984, 32.40199661254883, 31.956167221069336, 32.10292434692383, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 32.10292434692383, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 32.10292434692383, 32.10292434692383, 32.252498626708984, 32.55437088012695, 32.706687927246094, 32.86043930053711, 33.01716995239258, 33.493309020996094, 33.493309020996094, 33.65456008911133, 33.65456008911133, 33.81897735595703, 33.65456008911133, 33.493309020996094, 33.493309020996094, 33.81897735595703, 33.65456008911133, 33.493309020996094, 33.65456008911133, 33.493309020996094, 33.333595275878906]"
20,"[33.493309020996094, 33.01716995239258, 32.86043930053711, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.55437088012695, 32.40199661254883, 32.252498626708984, 32.10292434692383, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.810745239257812, 31.522443771362305, 31.522443771362305, 31.66523551940918, 31.522443771362305, 31.66523551940918, 31.37955093383789, 31.522443771362305, 31.522443771362305, 31.37955093383789, 31.37955093383789, 31.37955093383789, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.10033416748047, 30.82470703125, 30.82470703125, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.287857055664062, 30.15719223022461, 30.287857055664062, 30.026384353637695, 30.15719223022461, 29.897960662841797, 30.15719223022461, 30.15719223022461, 30.15719223022461, 30.15719223022461, 30.287857055664062, 30.553924560546875, 30.553924560546875]"
21,"[30.553924560546875, 30.553924560546875, 30.420957565307617, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.688058853149414, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.688058853149414, 30.688058853149414, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.688058853149414, 30.553924560546875, 30.688058853149414, 30.96123504638672, 31.23931884765625, 31.23931884765625, 31.37955093383789, 31.37955093383789, 31.23931884765625, 31.23931884765625, 31.37955093383789, 31.23931884765625, 31.23931884765625, 31.23931884765625, 30.688058853149414, 30.82470703125, 30.553924560546875, 30.553924560546875, 30.420957565307617, 29.897960662841797, 29.897960662841797, 29.643146514892578, 29.643146514892578, 29.269569396972656, 29.269569396972656, 29.025312423706055, 29.147525787353516, 28.905290603637695, 28.905290603637695, 29.025312423706055, 28.785097122192383, 28.905290603637695, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.905290603637695, 28.905290603637695, 28.667051315307617, 28.785097122192383, 28.905290603637695, 28.785097122192383, 28.667051315307617, 28.905290603637695, 28.667051315307617, 28.785097122192383, 28.667051315307617, 28.785097122192383, 28.785097122192383, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617]"
22,"[28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.549970626831055, 28.317527770996094, 28.432708740234375, 28.317527770996094, 28.549970626831055, 28.317527770996094, 28.08884048461914, 28.317527770996094, 28.08884048461914, 28.08884048461914, 28.08884048461914, 28.08884048461914, 28.08884048461914, 28.08884048461914, 28.667051315307617, 28.667051315307617, 28.905290603637695, 29.147525787353516, 29.269569396972656, 29.269569396972656, 29.269569396972656, 29.269569396972656, 29.269569396972656, 29.147525787353516, 28.905290603637695, 28.549970626831055, 28.08884048461914, 27.863815307617188, 27.317241668701172, 26.99967384338379, 26.895790100097656, 26.486164093017578, 26.386186599731445, 25.9918212890625, 25.9918212890625, 25.60906982421875, 25.60906982421875, 25.60906982421875, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.42279815673828, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.60906982421875, 25.60906982421875, 25.515594482421875, 25.704160690307617, 25.704160690307617, 25.799026489257812, 25.704160690307617, 25.89553451538086, 25.799026489257812, 25.89553451538086, 25.9918212890625, 25.9918212890625, 25.9918212890625, 25.9918212890625, 25.9918212890625]"
23,"[25.9918212890625, 25.9918212890625, 25.9918212890625, 25.9918212890625, 25.9918212890625, 25.9918212890625, 25.9918212890625, 25.9918212890625, 26.08882713317871, 25.9918212890625, 26.187519073486328, 26.486164093017578, 26.386186599731445, 26.486164093017578, 26.486164093017578, 26.486164093017578, 26.486164093017578, 26.285993576049805, 25.9918212890625, 25.9918212890625, 25.9918212890625, 25.60906982421875, 25.515594482421875, 25.42279815673828, 25.14664077758789, 25.05650520324707, 25.05650520324707, 25.05650520324707, 25.05650520324707, 25.05650520324707, 25.05650520324707, 25.05650520324707, 24.967010498046875, 25.05650520324707, 25.05650520324707, 25.05650520324707, 25.14664077758789, 25.515594482421875, 25.515594482421875, 25.515594482421875, 25.89553451538086, 25.799026489257812, 25.799026489257812, 25.9918212890625, 25.9918212890625, 25.9918212890625, 26.187519073486328, 26.386186599731445, 26.486164093017578, 26.486164093017578, 26.58690071105957, 26.68940544128418, 26.68940544128418, 26.99967384338379, 26.99967384338379, 26.99967384338379, 26.99967384338379, 27.210905075073242, 27.317241668701172, 27.533489227294922, 27.533489227294922, 27.533489227294922, 27.533489227294922, 27.533489227294922, 27.753189086914062, 27.64236831665039, 27.976423263549805, 27.976423263549805, 27.753189086914062, 28.08884048461914, 28.08884048461914, 28.08884048461914, 28.08884048461914, 27.976423263549805, 28.08884048461914]"
24,"[28.08884048461914, 28.08884048461914, 28.08884048461914, 28.08884048461914, 28.08884048461914, 28.202163696289062, 28.317527770996094, 28.08884048461914, 28.432708740234375, 28.667051315307617, 28.432708740234375, 28.667051315307617, 28.432708740234375, 28.549970626831055, 28.667051315307617, 28.549970626831055, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.549970626831055, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.549970626831055, 28.432708740234375, 28.432708740234375, 28.549970626831055, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.549970626831055, 28.667051315307617, 28.549970626831055, 28.667051315307617, 28.667051315307617, 28.549970626831055, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.667051315307617, 28.549970626831055, 28.667051315307617, 28.667051315307617]"
1,"[19.18755340576172, 19.13503074645996, 19.18755340576172, 19.18755340576172, 19.08228302001953, 19.03033447265625, 19.03033447265625, 19.08228302001953, 19.03033447265625, 18.97816276550293, 19.13503074645996, 19.08228302001953, 18.97816276550293, 19.13503074645996, 19.08228302001953, 19.18755340576172, 19.13503074645996, 19.18755340576172, 19.13503074645996, 19.08228302001953, 19.08228302001953, 19.18755340576172, 19.13503074645996, 19.08228302001953, 19.13503074645996, 19.13503074645996, 19.18755340576172, 19.03033447265625, 19.13503074645996, 19.13503074645996, 18.97816276550293, 19.08228302001953, 18.97816276550293, 19.08228302001953, 19.03033447265625, 19.03033447265625, 19.08228302001953, 19.13503074645996, 18.97816276550293, 19.08228302001953, 19.08228302001953, 19.08228302001953, 19.13503074645996, 18.97816276550293, 19.13503074645996, 19.08228302001953, 19.08228302001953, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.240365982055664, 19.455615997314453, 19.4016170501709, 19.455615997314453, 19.455615997314453, 19.5650577545166, 19.73127555847168, 19.73127555847168, 19.73127555847168, 19.843849182128906, 19.957714080810547, 20.01485824584961, 20.01485824584961, 20.01485824584961, 20.01485824584961, 20.01485824584961, 20.01485824584961, 20.01485824584961, 20.130701065063477, 20.072328567504883, 20.306711196899414, 20.306711196899414, 20.306711196899414, 20.365873336791992]"
2,"[20.48582649230957, 20.425966262817383, 20.365873336791992, 20.306711196899414, 20.306711196899414, 20.130701065063477, 20.01485824584961, 20.01485824584961, 19.73127555847168, 19.73127555847168, 19.73127555847168, 19.73127555847168, 19.5650577545166, 19.5650577545166, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.29399299621582, 19.29399299621582, 19.240365982055664, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.08228302001953, 19.03033447265625, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.87567138671875, 18.773786544799805, 18.87567138671875, 18.87567138671875, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 19.08228302001953, 19.13503074645996, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.03033447265625, 19.13503074645996, 19.08228302001953, 19.03033447265625, 19.08228302001953, 18.926776885986328, 19.03033447265625, 18.926776885986328, 18.926776885986328, 19.03033447265625, 19.03033447265625, 18.926776885986328, 19.03033447265625, 18.926776885986328, 19.08228302001953, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172]"
3,"[19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.08228302001953, 19.03033447265625, 18.97816276550293, 18.97816276550293, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.97816276550293, 19.03033447265625, 18.926776885986328, 18.97816276550293, 19.13503074645996, 19.13503074645996, 19.08228302001953, 19.13503074645996, 19.18755340576172, 19.13503074645996, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.240365982055664, 19.18755340576172, 19.347393035888672, 19.347393035888672, 19.29399299621582, 19.29399299621582, 19.29399299621582, 19.29399299621582, 19.4016170501709, 19.4016170501709, 19.455615997314453, 19.455615997314453, 19.4016170501709, 19.29399299621582, 19.29399299621582, 19.4016170501709, 19.4016170501709, 19.347393035888672, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.509916305541992, 19.455615997314453, 19.5650577545166, 19.509916305541992, 19.675737380981445, 19.73127555847168, 19.619972229003906, 19.73127555847168, 19.73127555847168, 19.73127555847168, 19.675737380981445]"
4,"[19.675737380981445, 19.73127555847168, 19.5650577545166, 19.73127555847168, 19.73127555847168, 19.73127555847168, 19.73127555847168, 19.619972229003906, 19.5650577545166, 19.619972229003906, 19.675737380981445, 19.509916305541992, 19.509916305541992, 19.509916305541992, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.4016170501709, 19.4016170501709, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.4016170501709, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.4016170501709, 19.347393035888672, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.509916305541992, 19.619972229003906, 19.509916305541992, 19.455615997314453, 19.509916305541992, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.455615997314453, 19.347393035888672, 19.347393035888672, 19.4016170501709, 19.347393035888672, 19.347393035888672, 19.4016170501709, 19.347393035888672, 19.455615997314453, 19.4016170501709, 19.455615997314453, 19.4016170501709, 19.4016170501709, 19.18755340576172]"
5,"[19.240365982055664, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.03033447265625, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.13503074645996, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.13503074645996, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.13503074645996, 19.03033447265625, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.97816276550293, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.97816276550293, 19.08228302001953, 18.97816276550293, 19.08228302001953, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.29399299621582, 19.240365982055664, 19.18755340576172, 19.29399299621582, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.18755340576172, 19.08228302001953, 19.03033447265625, 19.08228302001953, 18.97816276550293, 19.03033447265625, 18.97816276550293, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.926776885986328, 18.87567138671875]"
6,"[18.926776885986328, 18.926776885986328, 18.926776885986328, 18.87567138671875, 18.87567138671875, 18.87567138671875, 18.87567138671875, 18.824342727661133, 18.67299461364746, 18.773786544799805, 18.824342727661133, 18.824342727661133, 18.773786544799805, 18.773786544799805, 18.67299461364746, 18.773786544799805, 18.824342727661133, 18.72300910949707, 18.72300910949707, 18.72300910949707, 18.67299461364746, 18.824342727661133, 18.72300910949707, 18.72300910949707, 18.773786544799805, 18.67299461364746, 18.773786544799805, 18.773786544799805, 18.72300910949707, 18.72300910949707, 18.773786544799805, 18.87567138671875, 18.87567138671875, 18.824342727661133, 18.926776885986328, 18.87567138671875, 18.87567138671875, 18.67299461364746, 18.67299461364746, 18.67299461364746, 18.926776885986328, 18.87567138671875, 18.824342727661133, 18.824342727661133, 18.72300910949707, 18.67299461364746, 18.67299461364746, 18.67299461364746, 18.67299461364746, 18.67299461364746, 18.67299461364746, 18.67299461364746, 18.573280334472656, 18.52406120300293, 18.52406120300293, 18.425928115844727, 18.474624633789062, 18.52406120300293, 18.623247146606445, 18.573280334472656, 18.623247146606445, 18.52406120300293, 18.52406120300293, 18.573280334472656, 18.573280334472656, 18.67299461364746, 18.623247146606445, 18.573280334472656, 18.623247146606445, 18.623247146606445, 18.67299461364746, 18.623247146606445, 18.52406120300293, 18.52406120300293, 18.623247146606445]"
7,"[18.623247146606445, 18.623247146606445, 18.67299461364746, 18.623247146606445, 18.52406120300293, 18.573280334472656, 18.573280334472656, 18.573280334472656, 18.67299461364746, 18.52406120300293, 18.474624633789062, 18.474624633789062, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.474624633789062, 18.425928115844727, 18.474624633789062, 18.474624633789062, 18.474624633789062, 18.425928115844727, 18.425928115844727, 18.52406120300293, 18.52406120300293, 18.474624633789062, 18.474624633789062, 18.474624633789062, 18.573280334472656, 18.623247146606445, 18.623247146606445, 18.67299461364746, 18.67299461364746, 18.623247146606445, 18.573280334472656, 18.474624633789062, 18.67299461364746, 18.474624633789062, 18.67299461364746, 18.474624633789062, 18.52406120300293, 18.52406120300293, 18.52406120300293, 18.573280334472656, 18.573280334472656, 18.425928115844727, 18.474624633789062, 18.425928115844727, 18.474624633789062, 18.52406120300293, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.377485275268555, 18.425928115844727, 18.377485275268555, 18.328826904296875, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.328826904296875, 18.425928115844727, 18.425928115844727, 18.377485275268555, 18.425928115844727, 18.425928115844727, 18.474624633789062]"
8,"[18.52406120300293, 18.425928115844727, 18.474624633789062, 18.623247146606445, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.474624633789062, 18.425928115844727, 18.425928115844727, 18.474624633789062, 18.425928115844727, 18.425928115844727, 18.474624633789062, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.377485275268555, 18.425928115844727, 18.377485275268555, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.474624633789062, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.474624633789062, 18.474624633789062, 18.474624633789062, 18.474624633789062, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.425928115844727, 18.474624633789062, 18.425928115844727, 18.425928115844727, 18.377485275268555, 18.377485275268555, 18.280895233154297, 18.232746124267578, 18.232746124267578, 18.185314178466797, 18.185314178466797, 18.185314178466797, 18.185314178466797, 18.13812828063965, 18.185314178466797, 18.090726852416992, 17.99711799621582, 18.044029235839844, 17.950902938842773, 17.99711799621582, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.99711799621582]"
9,"[17.950902938842773, 17.99711799621582, 17.99711799621582, 17.99711799621582, 17.99711799621582, 17.99711799621582, 17.99711799621582, 17.950902938842773, 17.99711799621582, 17.99711799621582, 17.950902938842773, 17.99711799621582, 17.950902938842773, 17.950902938842773, 17.99711799621582, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.904924392700195, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.904924392700195, 17.950902938842773, 17.950902938842773, 17.950902938842773, 17.858732223510742, 17.950902938842773, 17.858732223510742, 17.904924392700195, 17.858732223510742, 17.813222885131836, 17.813222885131836, 17.813222885131836, 17.813222885131836, 17.722457885742188, 17.813222885131836, 17.76750373840332, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.76750373840332, 17.722457885742188, 17.722457885742188, 17.76750373840332, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.677640914916992, 17.722457885742188, 17.677640914916992, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.677640914916992, 17.722457885742188, 17.722457885742188, 17.677640914916992, 17.632612228393555, 17.632612228393555, 17.722457885742188, 17.722457885742188]"
10,"[17.677640914916992, 17.588247299194336, 17.632612228393555, 17.632612228393555, 17.588247299194336, 17.632612228393555, 17.722457885742188, 17.722457885742188, 17.677640914916992, 17.543672561645508, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.722457885742188, 17.677640914916992, 17.677640914916992, 17.722457885742188, 17.722457885742188, 17.632612228393555, 17.677640914916992, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.543672561645508, 17.543672561645508, 17.632612228393555, 17.543672561645508, 17.543672561645508, 17.499753952026367, 17.499753952026367, 17.543672561645508, 17.543672561645508, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.543672561645508, 17.499753952026367, 17.543672561645508, 17.632612228393555, 17.722457885742188, 17.588247299194336, 17.632612228393555, 17.632612228393555, 17.632612228393555, 17.677640914916992, 17.677640914916992, 17.722457885742188, 17.722457885742188, 17.677640914916992, 17.722457885742188, 17.632612228393555, 17.722457885742188, 17.543672561645508, 17.543672561645508, 17.588247299194336, 17.588247299194336, 17.499753952026367, 17.499753952026367, 17.588247299194336, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.499753952026367]"
11,"[17.543672561645508, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.4560546875, 17.499753952026367, 17.499753952026367, 17.499753952026367, 17.4560546875, 17.499753952026367, 17.412147521972656, 17.412147521972656, 17.4560546875, 17.32541275024414, 17.36888313293457, 17.32541275024414, 17.282577514648438, 17.32541275024414, 17.32541275024414, 17.282577514648438, 17.282577514648438, 17.282577514648438, 17.282577514648438, 17.282577514648438, 17.282577514648438, 17.282577514648438, 17.282577514648438, 17.282577514648438, 17.239953994750977, 17.282577514648438, 17.282577514648438, 17.282577514648438, 17.282577514648438, 17.282577514648438, 17.282577514648438, 17.239953994750977, 17.282577514648438, 17.239953994750977, 17.282577514648438, 17.239953994750977, 17.282577514648438, 17.197126388549805, 17.239953994750977, 17.154922485351562, 17.112516403198242, 17.07072639465332, 17.07072639465332, 17.112516403198242, 17.07072639465332, 17.07072639465332, 17.07072639465332, 17.07072639465332, 17.07072639465332, 17.07072639465332, 17.07072639465332, 17.07072639465332, 17.07072639465332, 17.02914047241211, 17.07072639465332, 17.07072639465332, 17.07072639465332, 17.07072639465332, 17.02914047241211, 17.07072639465332, 17.02914047241211, 17.02914047241211, 17.02914047241211, 17.02914047241211, 16.946170806884766, 16.904787063598633, 16.904787063598633, 16.946170806884766, 16.946170806884766, 16.946170806884766, 16.86400604248047]"
12,"[16.86400604248047, 16.82341957092285, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.82341957092285, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.82341957092285, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.78263282775879, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.82341957092285, 16.78263282775879, 16.86400604248047, 16.82341957092285, 16.7424373626709, 16.7424373626709, 16.78263282775879, 16.7424373626709, 16.702041625976562, 16.7424373626709, 16.702041625976562, 16.7424373626709, 16.7424373626709, 16.82341957092285, 16.702041625976562, 16.702041625976562, 16.7424373626709, 16.6622314453125, 16.6622314453125, 16.702041625976562, 16.6622314453125, 16.702041625976562, 16.7424373626709, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125]"
