Segment,EDA Values
21,"[59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 58.56733703613281, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.56544876098633, 60.082435607910156, 59.062171936035156, 61.138572692871094, 61.678016662597656, 61.678016662597656, 62.791507720947266, 63.360652923583984, 64.53630828857422, 64.53630828857422, 64.53630828857422, 62.22706604003906, 61.678016662597656, 61.678016662597656, 60.603328704833984, 60.082435607910156, 59.56544876098633, 59.062171936035156, 57.59746551513672, 56.6591911315918, 56.6591911315918, 55.309879302978516, 54.8714599609375, 54.444095611572266, 54.444095611572266, 54.02333450317383, 53.197059631347656, 52.79137420654297, 54.02333450317383, 54.02333450317383, 52.79137420654297, 53.197059631347656, 53.197059631347656, 52.79137420654297, 53.60499954223633, 53.60499954223633, 54.02333450317383, 54.444095611572266, 54.02333450317383, 54.444095611572266, 54.444095611572266, 54.444095611572266, 54.444095611572266, 54.444095611572266, 54.444095611572266, 54.444095611572266, 55.309879302978516, 55.309879302978516, 55.750999450683594, 55.750999450683594, 56.6591911315918, 56.6591911315918, 56.6591911315918, 57.122188568115234, 57.122188568115234, 57.122188568115234, 57.122188568115234, 58.07598876953125, 57.122188568115234, 57.122188568115234, 57.59746551513672, 57.122188568115234, 58.07598876953125]"
22,"[57.122188568115234, 58.07598876953125, 59.062171936035156, 58.56733703613281, 59.062171936035156, 58.07598876953125, 58.56733703613281, 58.56733703613281, 57.59746551513672, 57.59746551513672, 58.56733703613281, 58.56733703613281, 58.56733703613281, 58.56733703613281, 58.07598876953125, 58.56733703613281, 58.56733703613281, 58.56733703613281, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 58.56733703613281, 58.07598876953125, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 57.122188568115234, 57.122188568115234, 57.122188568115234, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 57.122188568115234, 56.6591911315918, 57.122188568115234, 56.6591911315918, 56.6591911315918, 56.6591911315918, 57.122188568115234, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918]"
23,"[56.6591911315918, 56.6591911315918, 56.6591911315918, 56.20363998413086, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.20363998413086, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.20363998413086, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 57.122188568115234, 57.59746551513672, 57.59746551513672, 58.56733703613281, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 59.062171936035156, 60.082435607910156, 59.062171936035156, 58.56733703613281, 58.56733703613281, 58.56733703613281, 57.122188568115234, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.6591911315918, 56.20363998413086, 56.6591911315918, 54.8714599609375, 56.20363998413086, 56.6591911315918, 56.20363998413086, 55.750999450683594, 55.309879302978516, 54.444095611572266, 55.309879302978516, 54.444095611572266, 54.8714599609375, 54.444095611572266, 54.8714599609375, 54.444095611572266, 54.444095611572266, 54.444095611572266, 54.8714599609375, 54.444095611572266, 54.8714599609375, 54.444095611572266, 54.8714599609375, 54.444095611572266, 54.8714599609375, 54.444095611572266, 54.444095611572266, 54.444095611572266]"
24,"[54.444095611572266, 54.444095611572266, 53.60499954223633, 53.197059631347656, 52.79137420654297, 52.39567947387695, 52.39567947387695, 52.39567947387695, 52.39567947387695, 50.49581527709961, 50.49581527709961, 50.49581527709961, 50.49581527709961, 50.49581527709961, 50.49581527709961, 50.1336669921875, 49.77320098876953, 49.77320098876953, 49.42130661010742, 49.77320098876953, 49.42130661010742, 49.42130661010742, 49.07097625732422, 49.07097625732422, 49.42130661010742, 49.07097625732422, 49.07097625732422, 48.728912353515625, 49.42130661010742, 48.728912353515625, 48.728912353515625, 49.07097625732422, 48.728912353515625, 48.728912353515625, 48.728912353515625, 47.7275390625, 48.391578674316406, 48.391578674316406, 48.391578674316406, 48.05564880371094, 48.391578674316406, 47.40073013305664, 47.40073013305664, 47.081478118896484, 47.40073013305664, 47.081478118896484, 47.081478118896484, 47.081478118896484, 47.081478118896484, 46.76649475097656, 46.76649475097656, 47.081478118896484, 47.081478118896484, 46.76649475097656, 46.45267105102539, 46.45267105102539, 46.76649475097656, 46.146018981933594, 45.8404426574707, 46.45267105102539, 45.8404426574707, 45.54179382324219, 45.54179382324219, 45.54179382324219, 45.8404426574707, 45.54179382324219, 45.54179382324219, 45.54179382324219, 45.54179382324219, 45.8404426574707, 45.54179382324219, 45.54179382324219, 45.54179382324219, 45.54179382324219, 45.54179382324219]"
1,"[32.40199661254883, 32.55437088012695, 32.40199661254883, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 33.17385482788086, 33.333595275878906, 33.333595275878906, 33.65456008911133, 33.493309020996094, 34.151039123535156, 33.9833869934082, 33.493309020996094, 33.493309020996094, 33.493309020996094, 32.86043930053711, 32.706687927246094, 31.956167221069336, 31.810745239257812, 31.23931884765625, 31.10033416748047, 30.553924560546875, 30.420957565307617, 30.026384353637695, 29.897960662841797, 29.897960662841797, 29.269569396972656, 29.269569396972656, 29.269569396972656, 29.269569396972656, 29.269569396972656, 29.392641067504883, 29.269569396972656, 29.269569396972656, 29.392641067504883, 29.392641067504883, 29.269569396972656, 29.269569396972656, 29.025312423706055, 28.785097122192383, 28.667051315307617, 28.785097122192383, 28.785097122192383, 28.667051315307617, 28.667051315307617, 28.785097122192383, 29.147525787353516, 29.269569396972656, 29.269569396972656, 29.392641067504883, 29.392641067504883, 29.897960662841797, 29.897960662841797, 29.897960662841797, 30.026384353637695, 30.026384353637695, 30.420957565307617, 30.420957565307617, 30.420957565307617, 30.287857055664062, 30.287857055664062, 30.553924560546875, 30.420957565307617, 30.287857055664062, 30.420957565307617, 30.15719223022461, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.7706298828125]"
2,"[29.643146514892578, 29.897960662841797, 29.392641067504883, 29.7706298828125, 29.517972946166992, 29.517972946166992, 29.643146514892578, 29.392641067504883, 29.392641067504883, 29.517972946166992, 29.643146514892578, 29.643146514892578, 29.7706298828125, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 30.026384353637695, 30.420957565307617, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.553924560546875, 31.23931884765625, 31.10033416748047, 31.23931884765625, 31.23931884765625, 31.66523551940918, 31.522443771362305, 31.810745239257812, 31.66523551940918, 31.522443771362305, 31.810745239257812, 31.66523551940918, 31.66523551940918, 31.522443771362305, 31.23931884765625, 31.23931884765625, 31.37955093383789, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.37955093383789, 31.37955093383789, 31.66523551940918, 31.66523551940918, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 32.10292434692383, 32.10292434692383, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.810745239257812, 31.810745239257812, 31.23931884765625, 31.23931884765625, 30.688058853149414, 30.553924560546875, 30.553924560546875, 30.420957565307617, 30.15719223022461, 29.897960662841797, 29.897960662841797, 29.643146514892578, 29.643146514892578, 29.517972946166992, 29.269569396972656, 29.025312423706055, 28.905290603637695]"
3,"[28.667051315307617, 28.667051315307617, 28.549970626831055, 28.202163696289062, 28.317527770996094, 28.202163696289062, 28.08884048461914, 28.08884048461914, 28.08884048461914, 28.08884048461914, 27.976423263549805, 27.863815307617188, 27.533489227294922, 27.863815307617188, 27.533489227294922, 27.533489227294922, 27.317241668701172, 27.425466537475586, 27.317241668701172, 27.10436248779297, 26.99967384338379, 26.99967384338379, 26.99967384338379, 26.99967384338379, 26.99967384338379, 26.99967384338379, 26.99967384338379, 26.99967384338379, 27.317241668701172, 27.425466537475586, 27.533489227294922, 27.533489227294922, 27.533489227294922, 27.533489227294922, 27.533489227294922, 27.533489227294922, 27.863815307617188, 28.08884048461914, 27.976423263549805, 28.08884048461914, 28.08884048461914, 28.08884048461914, 28.08884048461914, 28.202163696289062, 28.202163696289062, 28.432708740234375, 28.432708740234375, 28.667051315307617, 28.785097122192383, 28.667051315307617, 28.905290603637695, 28.667051315307617, 28.905290603637695, 28.905290603637695, 29.269569396972656, 29.147525787353516, 29.269569396972656, 29.269569396972656, 29.269569396972656, 29.269569396972656, 29.269569396972656, 29.7706298828125, 29.643146514892578, 29.643146514892578, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 30.15719223022461, 30.553924560546875, 30.420957565307617, 30.420957565307617, 30.553924560546875, 30.553924560546875]"
4,"[30.688058853149414, 30.553924560546875, 30.688058853149414, 30.553924560546875, 30.553924560546875, 30.82470703125, 30.96123504638672, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.10033416748047, 30.688058853149414, 30.96123504638672, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.287857055664062, 30.026384353637695, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 29.897960662841797, 30.420957565307617, 30.553924560546875, 30.553924560546875, 30.553924560546875, 30.688058853149414, 30.553924560546875, 30.96123504638672, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.810745239257812, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 32.10292434692383, 32.55437088012695, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.55437088012695, 32.40199661254883, 32.706687927246094, 32.706687927246094, 32.55437088012695, 32.55437088012695, 32.40199661254883, 32.40199661254883, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.86043930053711, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094]"
5,"[33.01716995239258, 32.86043930053711, 32.86043930053711, 32.86043930053711, 32.86043930053711, 32.706687927246094, 33.01716995239258, 33.17385482788086, 33.01716995239258, 33.17385482788086, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.65456008911133, 33.81897735595703, 34.318702697753906, 34.151039123535156, 34.318702697753906, 34.318702697753906, 34.48801803588867, 34.318702697753906, 34.318702697753906, 34.48801803588867, 35.1858024597168, 35.00958251953125, 35.1858024597168, 35.1858024597168, 35.1858024597168, 35.1858024597168, 35.1858024597168, 35.1858024597168, 35.1858024597168, 35.363807678222656, 35.7270622253418, 35.7270622253418, 35.91240692138672, 35.91240692138672, 36.09785842895508, 36.09785842895508, 36.09785842895508, 36.09785842895508, 36.09785842895508, 36.09785842895508, 36.28523254394531, 36.66776657104492, 36.66776657104492, 36.86302947998047, 36.09785842895508, 36.09785842895508, 36.28523254394531, 36.09785842895508, 36.09785842895508, 36.09785842895508, 36.09785842895508, 36.09785842895508, 36.09785842895508, 36.09785842895508, 36.09785842895508, 36.28523254394531, 36.28523254394531, 36.66776657104492, 36.66776657104492, 36.66776657104492, 36.86302947998047, 36.86302947998047, 37.05845260620117, 37.05845260620117, 37.255958557128906, 37.457550048828125, 37.457550048828125, 37.86534118652344, 37.86534118652344, 37.86534118652344, 37.86534118652344, 38.07156753540039]"
6,"[38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.280052185058594, 38.280052185058594, 38.706050872802734, 38.49291229248047, 38.49291229248047, 39.14163589477539, 38.706050872802734, 38.92368698120117, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.36204147338867, 39.36204147338867, 39.812599182128906, 40.04289627075195, 39.14163589477539, 39.587135314941406, 39.587135314941406, 39.587135314941406, 39.14163589477539, 40.04289627075195, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 38.92368698120117, 38.280052185058594, 38.49291229248047, 38.706050872802734, 38.49291229248047, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.280052185058594, 38.706050872802734, 38.92368698120117, 38.706050872802734, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.36204147338867, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539]"
7,"[39.14163589477539, 39.14163589477539, 39.36204147338867, 39.14163589477539, 39.36204147338867, 39.36204147338867, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 38.92368698120117, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.36204147338867, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 38.92368698120117, 39.14163589477539, 39.14163589477539, 39.14163589477539, 38.92368698120117, 38.706050872802734, 39.14163589477539, 38.92368698120117, 38.92368698120117, 38.92368698120117, 38.92368698120117, 38.706050872802734, 38.92368698120117, 39.14163589477539, 39.14163589477539, 39.14163589477539, 38.92368698120117, 38.92368698120117, 39.14163589477539, 38.706050872802734, 38.706050872802734, 38.706050872802734, 38.92368698120117, 39.14163589477539, 38.92368698120117, 39.14163589477539, 38.92368698120117, 38.92368698120117, 39.14163589477539, 38.49291229248047, 39.14163589477539, 38.49291229248047, 38.07156753540039, 38.280052185058594, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039]"
8,"[38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.280052185058594, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.49291229248047, 38.280052185058594, 38.706050872802734, 38.280052185058594, 38.280052185058594, 38.280052185058594, 38.07156753540039, 38.280052185058594, 38.706050872802734, 38.280052185058594, 38.280052185058594, 38.49291229248047, 38.280052185058594, 38.280052185058594, 38.92368698120117, 39.14163589477539, 38.706050872802734, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.36204147338867, 39.14163589477539, 39.14163589477539, 39.587135314941406, 39.587135314941406, 39.812599182128906, 39.812599182128906, 39.812599182128906, 39.587135314941406, 40.04289627075195, 40.273597717285156, 40.04289627075195]"
9,"[40.04289627075195, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.5069694519043, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.273597717285156, 39.812599182128906, 40.04289627075195, 39.587135314941406, 39.812599182128906, 39.14163589477539, 40.04289627075195, 39.36204147338867, 39.36204147338867, 39.812599182128906, 39.587135314941406, 39.812599182128906, 39.36204147338867, 39.36204147338867, 39.812599182128906, 39.812599182128906, 40.04289627075195, 40.273597717285156, 40.04289627075195, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.5069694519043, 40.273597717285156, 40.273597717285156, 40.5069694519043, 41.47297668457031, 41.22837448120117, 41.22837448120117, 40.5069694519043, 41.47297668457031, 41.22837448120117, 40.984283447265625, 40.5069694519043, 40.745391845703125, 40.273597717285156, 40.5069694519043, 40.273597717285156, 40.273597717285156, 40.273597717285156, 40.5069694519043, 40.273597717285156, 40.5069694519043, 40.273597717285156, 40.273597717285156, 40.273597717285156]"
10,"[40.273597717285156, 40.273597717285156, 40.273597717285156, 39.812599182128906, 40.273597717285156, 40.273597717285156, 40.04289627075195, 39.812599182128906, 40.04289627075195, 39.812599182128906, 40.273597717285156, 40.273597717285156, 40.04289627075195, 39.36204147338867, 39.36204147338867, 39.14163589477539, 39.36204147338867, 39.14163589477539, 39.36204147338867, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 39.14163589477539, 38.92368698120117, 38.92368698120117, 39.14163589477539, 38.49291229248047, 38.49291229248047, 38.280052185058594, 38.280052185058594, 38.280052185058594, 38.280052185058594, 38.07156753540039, 38.07156753540039, 38.280052185058594, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 37.86534118652344, 37.255958557128906, 37.65934753417969, 37.457550048828125, 37.05845260620117, 37.255958557128906, 37.05845260620117, 37.255958557128906, 37.05845260620117, 37.255958557128906, 37.05845260620117, 37.05845260620117, 37.255958557128906, 37.05845260620117, 37.05845260620117, 37.05845260620117, 37.05845260620117, 37.05845260620117, 37.05845260620117, 37.05845260620117, 37.05845260620117, 37.05845260620117, 37.05845260620117, 37.05845260620117, 36.86302947998047, 37.05845260620117]"
11,"[36.66776657104492, 37.05845260620117, 37.05845260620117, 37.05845260620117, 37.255958557128906, 37.65934753417969, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.07156753540039, 38.706050872802734, 38.07156753540039, 37.86534118652344, 37.86534118652344, 37.05845260620117, 36.86302947998047, 36.47643280029297, 36.09785842895508, 36.09785842895508, 35.54539489746094, 35.1858024597168, 35.1858024597168, 35.1858024597168, 35.00958251953125, 34.83341598510742, 34.660701751708984, 34.48801803588867, 34.318702697753906, 34.318702697753906, 34.48801803588867, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.151039123535156, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.151039123535156, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.151039123535156, 34.318702697753906, 34.151039123535156, 33.9833869934082, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.151039123535156, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.151039123535156, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.151039123535156]"
12,"[34.151039123535156, 33.9833869934082, 33.81897735595703, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.17385482788086, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.65456008911133, 33.9833869934082, 34.318702697753906, 34.151039123535156, 33.9833869934082, 33.9833869934082, 33.9833869934082, 33.65456008911133, 33.65456008911133, 33.493309020996094, 33.333595275878906, 33.17385482788086, 32.86043930053711, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.40199661254883, 31.956167221069336, 32.10292434692383, 31.956167221069336, 31.956167221069336, 31.810745239257812, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 32.40199661254883, 32.10292434692383, 32.40199661254883, 32.706687927246094, 32.55437088012695, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.86043930053711, 32.706687927246094, 32.706687927246094, 32.86043930053711, 32.706687927246094, 33.01716995239258, 32.706687927246094, 33.17385482788086, 33.333595275878906, 33.17385482788086]"
13,"[33.333595275878906, 33.333595275878906, 33.17385482788086, 33.333595275878906, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.333595275878906, 33.333595275878906, 32.86043930053711, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.55437088012695, 32.40199661254883, 32.55437088012695, 32.10292434692383, 31.956167221069336, 31.956167221069336, 32.10292434692383, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 32.10292434692383, 31.956167221069336, 32.10292434692383, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.810745239257812]"
14,"[31.810745239257812, 31.66523551940918, 31.810745239257812, 31.810745239257812, 31.956167221069336, 31.810745239257812, 31.66523551940918, 31.66523551940918, 31.66523551940918, 31.522443771362305, 31.956167221069336, 31.66523551940918, 31.522443771362305, 31.522443771362305, 31.37955093383789, 31.37955093383789, 31.37955093383789, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.10033416748047, 31.23931884765625, 31.10033416748047, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.522443771362305, 31.37955093383789, 31.37955093383789, 31.23931884765625, 31.522443771362305, 31.23931884765625, 31.522443771362305, 31.66523551940918, 31.37955093383789, 31.23931884765625, 31.37955093383789, 31.10033416748047, 30.553924560546875, 31.10033416748047, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.23931884765625, 31.522443771362305, 31.37955093383789, 31.522443771362305, 31.522443771362305, 31.37955093383789, 31.810745239257812, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336, 31.956167221069336]"
15,"[31.956167221069336, 32.10292434692383, 31.956167221069336, 31.956167221069336, 32.40199661254883, 31.956167221069336, 31.956167221069336, 32.252498626708984, 32.10292434692383, 32.40199661254883, 32.55437088012695, 32.40199661254883, 32.252498626708984, 32.55437088012695, 32.55437088012695, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.86043930053711, 32.86043930053711, 32.86043930053711, 32.86043930053711, 33.01716995239258, 32.86043930053711, 32.706687927246094, 32.86043930053711, 32.706687927246094, 32.86043930053711, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.55437088012695, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.706687927246094, 32.86043930053711, 32.86043930053711, 32.86043930053711, 33.01716995239258, 33.17385482788086, 33.17385482788086, 33.333595275878906, 33.493309020996094, 33.333595275878906, 33.17385482788086, 33.333595275878906, 33.493309020996094, 33.17385482788086, 33.333595275878906, 33.493309020996094, 33.333595275878906, 33.17385482788086, 33.493309020996094, 33.01716995239258, 33.17385482788086]"
16,"[33.01716995239258, 33.17385482788086, 33.17385482788086, 33.01716995239258, 33.17385482788086, 33.01716995239258, 33.333595275878906, 33.493309020996094, 33.333595275878906, 33.333595275878906, 33.333595275878906, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.65456008911133, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.493309020996094, 33.65456008911133, 33.65456008911133, 34.151039123535156, 33.81897735595703, 34.151039123535156, 34.151039123535156, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.151039123535156, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.151039123535156, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.318702697753906, 34.151039123535156, 34.318702697753906, 34.151039123535156, 34.318702697753906, 34.151039123535156, 33.9833869934082, 34.318702697753906, 33.9833869934082, 33.65456008911133]"
