Segment,EDA Values
21,"[13.602408409118652, 13.655814170837402, 13.655814170837402, 13.629188537597656, 13.629188537597656, 13.655814170837402, 13.709641456604004, 13.629188537597656, 13.629188537597656, 13.5759916305542, 13.5759916305542, 13.709641456604004, 13.709641456604004, 13.709641456604004, 13.709641456604004, 13.709641456604004, 13.709641456604004, 13.818578720092773, 13.763894081115723, 13.818578720092773, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.984994888305664, 14.041452407836914, 14.069714546203613, 14.213314056396484, 14.300830841064453, 14.359874725341797, 14.419405937194824, 14.449211120605469, 14.419405937194824, 14.479434967041016, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.449211120605469, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.389723777770996, 14.419405937194824, 14.359874725341797, 14.389723777770996, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.449211120605469, 14.509489059448242, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.539963722229004, 14.539963722229004, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078]"
22,"[14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.600703239440918, 14.600703239440918, 14.600703239440918, 14.600703239440918, 14.63156509399414, 14.63156509399414, 14.63156509399414, 14.570270538330078, 14.570270538330078, 14.662254333496094, 14.662254333496094, 14.600703239440918, 14.63156509399414, 14.63156509399414, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.509489059448242, 14.479434967041016, 14.449211120605469, 14.419405937194824, 14.449211120605469, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.389723777770996, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.389723777770996, 14.359874725341797, 14.419405937194824, 14.389723777770996, 14.300830841064453, 14.389723777770996, 14.389723777770996, 14.271634101867676, 14.389723777770996, 14.330435752868652, 14.359874725341797, 14.359874725341797, 14.300830841064453, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.479434967041016, 14.449211120605469]"
23,"[14.449211120605469, 14.419405937194824, 14.479434967041016, 14.570270538330078, 14.570270538330078, 14.509489059448242, 14.509489059448242, 14.419405937194824, 14.509489059448242, 14.539963722229004, 14.539963722229004, 14.449211120605469, 14.449211120605469, 14.449211120605469, 14.449211120605469, 14.449211120605469, 14.419405937194824, 14.419405937194824, 14.389723777770996, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.389723777770996, 14.419405937194824, 14.419405937194824, 14.389723777770996, 14.389723777770996, 14.389723777770996, 14.419405937194824, 14.359874725341797, 14.330435752868652, 14.271634101867676, 14.271634101867676, 14.300830841064453, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.213314056396484, 14.184473037719727, 14.184473037719727, 14.126859664916992, 14.213314056396484, 14.15546703338623, 14.213314056396484, 14.126859664916992, 14.126859664916992, 14.126859664916992, 14.126859664916992, 14.041452407836914, 14.013029098510742, 13.984994888305664, 13.984994888305664, 14.013029098510742, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.901288032531738]"
24,"[13.928988456726074, 13.984994888305664, 13.873428344726562, 13.928988456726074, 13.984994888305664, 13.957072257995605, 13.845949172973633, 13.873428344726562, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.818578720092773, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.901288032531738, 13.845949172973633, 13.845949172973633, 13.928988456726074, 13.901288032531738, 13.957072257995605, 13.957072257995605, 13.928988456726074, 13.957072257995605, 13.984994888305664, 13.928988456726074, 13.957072257995605, 13.901288032531738, 13.901288032531738, 13.873428344726562, 13.928988456726074, 13.928988456726074, 13.901288032531738, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.901288032531738, 13.873428344726562, 13.901288032531738, 13.873428344726562, 13.901288032531738, 13.928988456726074, 13.928988456726074, 13.928988456726074, 13.901288032531738, 13.928988456726074, 13.957072257995605, 13.984994888305664, 13.928988456726074, 13.984994888305664, 13.873428344726562, 13.928988456726074, 13.901288032531738]"
25,"[13.901288032531738, 13.845949172973633, 13.873428344726562, 13.901288032531738, 13.873428344726562, 13.901288032531738, 13.845949172973633, 13.873428344726562, 13.873428344726562, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.818578720092773, 13.818578720092773, 13.818578720092773, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.873428344726562, 13.845949172973633, 13.873428344726562, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.818578720092773, 13.818578720092773, 13.845949172973633, 13.818578720092773, 13.818578720092773, 13.845949172973633, 13.845949172973633, 13.818578720092773, 13.791048049926758, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.791048049926758, 13.818578720092773, 13.791048049926758, 13.791048049926758, 13.818578720092773, 13.791048049926758, 13.818578720092773, 13.818578720092773]"
26,"[13.763894081115723, 13.763894081115723, 13.845949172973633, 13.845949172973633, 13.791048049926758, 13.736581802368164, 13.845949172973633, 13.818578720092773, 13.791048049926758, 13.845949172973633, 13.818578720092773, 13.845949172973633, 13.818578720092773, 13.818578720092773, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.818578720092773, 13.818578720092773, 13.763894081115723, 13.763894081115723, 13.763894081115723, 13.709641456604004, 13.709641456604004, 13.736581802368164, 13.736581802368164, 13.736581802368164, 13.736581802368164, 13.709641456604004, 13.709641456604004, 13.709641456604004, 13.709641456604004, 13.709641456604004, 13.709641456604004, 13.655814170837402, 13.709641456604004, 13.709641456604004, 13.709641456604004, 13.682806015014648, 13.655814170837402, 13.655814170837402, 13.602408409118652, 13.602408409118652, 13.602408409118652, 13.5759916305542, 13.629188537597656, 13.682806015014648, 13.629188537597656, 13.655814170837402, 13.655814170837402, 13.629188537597656, 13.709641456604004, 13.709641456604004, 13.682806015014648, 13.709641456604004, 13.682806015014648, 13.709641456604004, 13.682806015014648, 13.709641456604004, 13.629188537597656, 13.682806015014648, 13.655814170837402, 13.602408409118652, 13.655814170837402, 13.655814170837402, 13.602408409118652, 13.602408409118652, 13.5759916305542, 13.655814170837402, 13.709641456604004, 13.655814170837402, 13.629188537597656, 13.655814170837402, 13.682806015014648]"
27,"[13.655814170837402, 13.602408409118652, 13.5759916305542, 13.5759916305542, 13.549676895141602, 13.549676895141602, 13.5759916305542, 13.549676895141602, 13.5759916305542, 13.523205757141113, 13.497095108032227, 13.497095108032227, 13.470830917358398, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.419112205505371, 13.419112205505371, 13.419112205505371, 13.393149375915527, 13.393149375915527, 13.419112205505371, 13.419112205505371, 13.419112205505371, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.419112205505371, 13.419112205505371, 13.419112205505371, 13.44492244720459, 13.393149375915527, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.470830917358398, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.419112205505371, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.419112205505371, 13.419112205505371, 13.44492244720459, 13.44492244720459, 13.419112205505371, 13.419112205505371, 13.367536544799805, 13.393149375915527, 13.419112205505371, 13.393149375915527]"
28,"[13.44492244720459, 13.419112205505371, 13.393149375915527, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.44492244720459, 13.419112205505371, 13.419112205505371, 13.419112205505371, 13.341774940490723, 13.316360473632812, 13.367536544799805, 13.341774940490723, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.291040420532227, 13.291040420532227, 13.316360473632812, 13.316360473632812, 13.291040420532227, 13.291040420532227, 13.291040420532227, 13.316360473632812, 13.291040420532227, 13.215167999267578, 13.265569686889648, 13.291040420532227, 13.240443229675293, 13.240443229675293, 13.190231323242188, 13.240443229675293, 13.240443229675293, 13.240443229675293, 13.265569686889648, 13.265569686889648, 13.291040420532227, 13.316360473632812, 13.291040420532227, 13.240443229675293, 13.265569686889648, 13.265569686889648, 13.265569686889648, 13.215167999267578, 13.190231323242188, 13.190231323242188, 13.240443229675293, 13.240443229675293, 13.215167999267578, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188]"
29,"[13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.291040420532227, 13.190231323242188, 13.215167999267578, 13.190231323242188, 13.265569686889648, 13.215167999267578, 13.265569686889648, 13.190231323242188, 13.265569686889648, 13.240443229675293, 13.215167999267578, 13.215167999267578, 13.240443229675293, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.140398025512695, 13.190231323242188, 13.165390014648438, 13.190231323242188, 13.140398025512695, 13.190231323242188, 13.140398025512695, 13.066471099853516, 13.090940475463867, 13.066471099853516, 13.066471099853516, 13.066471099853516, 13.066471099853516, 13.066471099853516, 13.066471099853516, 13.066471099853516, 13.090940475463867, 13.090940475463867, 13.090940475463867, 13.066471099853516, 13.090940475463867, 13.090940475463867, 13.140398025512695, 13.165390014648438, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.265569686889648, 13.240443229675293, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.291040420532227, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.341774940490723, 13.316360473632812, 13.341774940490723, 13.316360473632812, 13.341774940490723, 13.393149375915527, 13.341774940490723, 13.316360473632812]"
30,"[13.316360473632812, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.316360473632812, 13.265569686889648, 13.291040420532227, 13.215167999267578, 13.240443229675293, 13.190231323242188, 13.190231323242188, 13.190231323242188, 13.165390014648438, 13.190231323242188, 13.140398025512695, 13.165390014648438, 13.090940475463867, 13.115742683410645, 13.066471099853516, 13.140398025512695, 13.066471099853516, 13.066471099853516, 13.066471099853516, 13.042092323303223, 13.042092323303223, 12.993370056152344, 12.96902847290039, 13.017566680908203, 12.945011138916016, 12.945011138916016, 12.921083450317383, 12.89700984954834, 12.873259544372559, 12.849364280700684, 12.825787544250488, 12.825787544250488, 12.825787544250488, 12.825787544250488, 12.849364280700684, 12.873259544372559, 12.873259544372559, 12.921083450317383, 12.921083450317383, 12.945011138916016, 12.921083450317383, 12.921083450317383, 12.873259544372559, 12.849364280700684, 12.825787544250488, 12.825787544250488, 12.825787544250488, 12.825787544250488, 12.825787544250488, 12.755350112915039, 12.755350112915039, 12.802298545837402, 12.755350112915039, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.6624755859375, 12.6624755859375, 12.639579772949219, 12.6624755859375, 12.6624755859375, 12.68567943572998, 12.6624755859375, 12.68567943572998, 12.61654281616211, 12.593812942504883, 12.593812942504883]"
31,"[12.593812942504883, 12.593812942504883, 12.593812942504883, 12.593812942504883, 12.593812942504883, 12.593812942504883, 12.503267288208008, 12.52589225769043, 12.52589225769043, 12.503267288208008, 12.503267288208008, 12.57116413116455, 12.57116413116455, 12.593812942504883, 12.61654281616211, 12.61654281616211, 12.68567943572998, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.731889724731445, 12.755350112915039, 12.802298545837402, 12.778667449951172, 12.755350112915039, 12.755350112915039, 12.778667449951172, 12.755350112915039, 12.708742141723633, 12.708742141723633, 12.708742141723633, 12.6624755859375, 12.593812942504883, 12.61654281616211, 12.593812942504883, 12.593812942504883, 12.593812942504883, 12.593812942504883, 12.57116413116455, 12.593812942504883, 12.593812942504883, 12.593812942504883, 12.57116413116455, 12.52589225769043, 12.54837703704834, 12.48094367980957, 12.52589225769043, 12.52589225769043, 12.48094367980957, 12.48094367980957, 12.48094367980957, 12.48094367980957, 12.48094367980957, 12.48094367980957, 12.48094367980957, 12.48094367980957, 12.458699226379395, 12.48094367980957, 12.414231300354004, 12.392007827758789, 12.392007827758789, 12.370079040527344, 12.370079040527344, 12.392007827758789, 12.370079040527344]"
32,"[12.370079040527344, 12.348228454589844, 12.348228454589844, 12.261167526245117, 12.282711029052734, 12.261167526245117, 12.261167526245117, 12.261167526245117, 12.261167526245117, 12.218095779418945, 12.196778297424316, 12.175325393676758, 12.154155731201172, 12.154155731201172, 12.154155731201172, 12.154155731201172, 12.154155731201172, 12.154155731201172, 12.069801330566406, 12.048996925354004, 12.048996925354004, 11.986810684204102, 11.945642471313477, 11.945642471313477, 11.945642471313477, 11.966090202331543, 11.945642471313477, 11.945642471313477, 11.945642471313477, 11.904755592346191, 11.86414623260498, 11.844045639038086, 11.844045639038086, 11.82401180267334, 11.783950805664062, 11.803849220275879, 11.763927459716797, 11.783950805664062, 11.803849220275879, 11.763927459716797, 11.763927459716797, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.70464038848877, 11.724464416503906, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.724464416503906, 11.70464038848877, 11.70464038848877, 11.645949363708496, 11.685074806213379, 11.665384292602539, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.626579284667969, 11.645949363708496, 11.645949363708496, 11.645949363708496]"
33,"[11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.58784294128418, 11.56847858428955, 11.607084274291992, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.58784294128418, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.511140823364258, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.43563175201416, 11.43563175201416, 11.43563175201416, 11.398155212402344, 11.379419326782227, 11.398155212402344, 11.379419326782227, 11.379419326782227, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.379419326782227, 11.379419326782227, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.379419326782227, 11.360925674438477, 11.360925674438477, 11.379419326782227, 11.360925674438477, 11.45436954498291, 11.416770935058594, 11.416770935058594, 11.416770935058594, 11.43563175201416, 11.398155212402344, 11.379419326782227, 11.360925674438477, 11.379419326782227, 11.360925674438477, 11.360925674438477, 11.379419326782227, 11.360925674438477, 11.379419326782227, 11.416770935058594, 11.416770935058594, 11.45436954498291, 11.45436954498291, 11.43563175201416, 11.379419326782227, 11.43563175201416]"
34,"[11.398155212402344, 11.379419326782227, 11.379419326782227, 11.360925674438477, 11.398155212402344, 11.416770935058594, 11.398155212402344, 11.398155212402344, 11.45436954498291, 11.416770935058594, 11.43563175201416, 11.398155212402344, 11.416770935058594, 11.43563175201416, 11.416770935058594, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.492217063903809, 11.492217063903809, 11.473170280456543, 11.473170280456543, 11.530315399169922, 11.473170280456543, 11.45436954498291, 11.492217063903809, 11.492217063903809, 11.511140823364258, 11.530315399169922, 11.492217063903809, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.473170280456543, 11.473170280456543, 11.473170280456543, 11.492217063903809, 11.492217063903809, 11.511140823364258, 11.530315399169922, 11.492217063903809, 11.511140823364258, 11.492217063903809, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.473170280456543, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.473170280456543, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.43563175201416, 11.43563175201416, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.43563175201416, 11.45436954498291, 11.45436954498291]"
35,"[11.45436954498291, 11.473170280456543, 11.473170280456543, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.530315399169922, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.56847858428955, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.530315399169922, 11.492217063903809, 11.492217063903809, 11.511140823364258, 11.473170280456543, 11.492217063903809, 11.473170280456543, 11.530315399169922, 11.530315399169922, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.530315399169922, 11.530315399169922, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.511140823364258, 11.511140823364258, 11.530315399169922, 11.492217063903809, 11.492217063903809, 11.492217063903809, 11.511140823364258, 11.473170280456543, 11.473170280456543, 11.45436954498291, 11.473170280456543, 11.511140823364258, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137]"
36,"[11.530315399169922, 11.530315399169922, 11.530315399169922, 11.549365043640137, 11.511140823364258, 11.549365043640137, 11.549365043640137, 11.58784294128418, 11.549365043640137, 11.56847858428955, 11.56847858428955, 11.56847858428955, 11.549365043640137, 11.607084274291992, 11.58784294128418, 11.58784294128418, 11.58784294128418, 11.58784294128418, 11.626579284667969, 11.626579284667969, 11.607084274291992, 11.626579284667969, 11.607084274291992, 11.645949363708496, 11.626579284667969, 11.626579284667969, 11.645949363708496, 11.626579284667969, 11.645949363708496, 11.607084274291992, 11.645949363708496, 11.645949363708496, 11.665384292602539, 11.665384292602539, 11.70464038848877, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.803849220275879, 11.803849220275879, 11.82401180267334, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.86414623260498, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.82401180267334, 11.763927459716797, 11.783950805664062, 11.763927459716797, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.70464038848877, 11.685074806213379, 11.685074806213379, 11.645949363708496, 11.685074806213379, 11.665384292602539, 11.70464038848877, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496]"
37,"[11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.626579284667969, 11.626579284667969, 11.58784294128418, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.530315399169922, 11.492217063903809, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.416770935058594, 11.379419326782227, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.342491149902344, 11.305622100830078, 11.287188529968262, 11.26899242401123, 11.250855445861816, 11.250855445861816, 11.26899242401123, 11.250855445861816, 11.232598304748535, 11.196440696716309, 11.178535461425781, 11.178535461425781, 11.178535461425781, 11.178535461425781, 11.160688400268555, 11.107139587402344, 11.142723083496094, 11.107139587402344, 11.089520454406738, 11.071954727172852, 11.089520454406738, 11.036820411682129, 11.071954727172852, 11.01925277709961, 11.001909255981445, 11.001909255981445, 11.001909255981445, 11.001909255981445, 10.967218399047852, 10.932744979858398, 10.91567325592041, 10.91567325592041, 10.984621047973633, 10.91567325592041, 10.95003890991211, 10.932744979858398, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.881523132324219, 10.830778121948242, 10.881523132324219, 10.881523132324219, 10.881523132324219, 10.91567325592041]"
38,"[10.91567325592041, 10.881523132324219, 10.86461067199707, 10.881523132324219, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.780505180358887, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.730695724487305, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.730695724487305, 10.730695724487305, 10.714088439941406, 10.681184768676758, 10.747193336486816, 10.681184768676758, 10.681184768676758, 10.697691917419434, 10.697691917419434, 10.697691917419434, 10.697691917419434, 10.747193336486816, 10.697691917419434, 10.730695724487305, 10.714088439941406, 10.730695724487305, 10.714088439941406, 10.681184768676758, 10.681184768676758, 10.681184768676758, 10.664889335632324, 10.681184768676758, 10.697691917419434, 10.681184768676758, 10.714088439941406, 10.681184768676758, 10.664889335632324, 10.730695724487305, 10.664889335632324, 10.747193336486816, 10.681184768676758, 10.681184768676758, 10.697691917419434, 10.664889335632324, 10.697691917419434, 10.697691917419434, 10.714088439941406, 10.681184768676758, 10.714088439941406, 10.730695724487305, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.763742446899414, 10.747193336486816, 10.747193336486816]"
39,"[10.763742446899414, 10.747193336486816, 10.747193336486816, 10.780505180358887, 10.8140230178833, 10.79715633392334, 10.830778121948242, 10.8140230178833, 10.8140230178833, 10.763742446899414, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.79715633392334, 10.780505180358887, 10.79715633392334, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.86461067199707, 10.847585678100586, 10.847585678100586, 10.86461067199707, 10.881523132324219, 10.830778121948242, 10.86461067199707, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.89865493774414, 10.89865493774414, 10.89865493774414, 10.89865493774414, 10.881523132324219, 10.86461067199707, 10.847585678100586, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242]"
40,"[10.830778121948242, 10.830778121948242, 10.79715633392334, 10.79715633392334, 10.79715633392334, 10.79715633392334, 10.780505180358887, 10.8140230178833, 10.79715633392334, 10.8140230178833, 10.8140230178833, 10.8140230178833, 10.830778121948242, 10.8140230178833, 10.79715633392334, 10.763742446899414, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.8140230178833, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.8140230178833, 10.8140230178833, 10.780505180358887, 10.79715633392334, 10.79715633392334, 10.79715633392334, 10.8140230178833, 10.780505180358887, 10.8140230178833, 10.780505180358887, 10.8140230178833, 10.763742446899414, 10.79715633392334, 10.79715633392334, 10.79715633392334, 10.79715633392334, 10.830778121948242, 10.780505180358887, 10.830778121948242, 10.79715633392334, 10.780505180358887, 10.79715633392334, 10.79715633392334, 10.763742446899414, 10.830778121948242, 10.79715633392334, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.8140230178833, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242]"
