LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1713787997.431988,123788.000,18310,2,RD,1,100,TL
1713787997.431988,123788.000,18310,2,RD,1,100,TU
1713787999.989521,126345.500,19161,2,RD,1,100,TL
1713788002.547054,128903.000,19161,2,RD,1,100,TU
1713788005.102087,131458.000,19993,2,RD,1,100,TL
1713788007.657120,134013.000,19993,2,RD,1,100,TU
1713788010.222152,136578.000,20845,2,RD,1,100,TL
1713788012.787185,139143.000,20845,2,RD,1,100,TU
1713788015.342218,141698.000,21678,2,RD,1,100,TL
1713788017.897251,144253.000,21678,2,RD,1,100,TU
1713788020.451784,146807.500,22509,2,RD,1,100,TL
1713788023.006316,149362.000,22509,2,RD,1,100,TU
1713788025.572349,151928.000,23365,2,RD,1,100,TL
1713788028.138382,154494.000,23365,2,RD,1,100,TU
1713788030.698415,157054.000,24197,2,RD,1,100,TL
1713788033.258448,159614.000,24197,2,RD,1,100,TU
1713788035.811981,162167.500,25029,2,RD,1,100,TL
1713788038.365514,164721.000,25029,2,RD,1,100,TU
1713788040.919546,167275.000,25860,2,RD,1,100,TL
1713788043.473579,169829.000,25860,2,RD,1,100,TU
1713788046.039612,172395.000,26709,2,RD,1,100,TL
1713788048.605645,174961.000,26709,2,RD,1,100,TU
1713788051.159678,177515.000,27552,2,RD,1,100,TL
1713788053.713710,180069.000,27552,2,RD,1,100,TU
1713788056.287243,182642.500,28403,2,RD,1,100,TL
1713788058.860776,185216.000,28403,2,RD,1,100,TU
1713788061.413309,187768.500,29232,2,RD,1,100,TL
1713788063.965842,190321.000,29232,2,RD,1,100,TU
1713788066.519375,192874.500,30063,2,RD,1,100,TL
1713788069.072907,195428.000,30063,2,RD,1,100,TU
1713788071.644440,197999.500,30912,2,RD,1,100,TL
1713788074.215973,200571.000,30912,2,RD,1,100,TU
1713788076.769506,203124.500,31751,2,RD,1,100,TL
1713788079.323039,205678.000,31751,2,RD,1,100,TU
1713788081.894572,208249.500,32602,2,RD,1,100,TL
1713788084.466105,210821.000,32602,2,RD,1,100,TU
1713788087.019638,213374.500,33448,2,RD,1,100,TL
1713788089.573170,215928.000,33448,2,RD,1,100,TU
1713788092.126203,218481.000,34282,2,RD,1,100,TL
1713788094.679236,221034.000,34282,2,RD,1,100,TU
1713788097.239769,223594.500,35119,2,RD,1,100,TL
1713788099.800302,226155.000,35119,2,RD,1,100,TU
1713788102.353834,228708.500,35937,2,RD,1,100,TL
1713788104.907367,231262.000,35937,2,RD,1,100,TU
1713788107.465900,233820.500,36777,2,RD,1,100,TL
1713788110.024433,236379.000,36777,2,RD,1,100,TU
1713788112.586466,238941.000,37625,2,RD,1,100,TL
1713788115.148499,241503.000,37625,2,RD,1,100,TU
1713788117.705031,244059.500,38464,2,RD,1,100,TL
1713788120.261564,246616.000,38464,2,RD,1,100,TU
1713788122.822597,249177.000,39300,2,RD,1,100,TL
1713788125.383630,251738.000,39300,2,RD,1,100,TU
1713788127.940163,254294.500,40141,2,RD,1,100,TL
1713788130.496696,256851.000,40141,2,RD,1,100,TU
1713788133.052228,259406.500,40965,2,RD,1,100,TL
1713788135.607761,261962.000,40965,2,RD,1,100,TU
1713788138.161794,264516.000,41803,2,RD,1,100,TL
1713788140.715827,267070.000,41803,2,RD,1,100,TU
1713788143.270859,269625.000,42638,2,RD,1,100,TL
1713788145.825892,272180.000,42638,2,RD,1,100,TU
1713788148.382925,274737.000,43469,2,RD,1,100,TL
1713788150.939958,277294.000,43469,2,RD,1,100,TU
1713788153.496990,279851.000,44309,2,RD,1,100,TL
1713788156.054023,282408.000,44309,2,RD,1,100,TU
1713788158.612056,284966.000,45164,2,RD,1,100,TL
1713788161.170089,287524.000,45164,2,RD,1,100,TU
1713788163.728122,290082.000,46012,2,RD,1,100,TL
1713788166.286155,292640.000,46012,2,RD,1,100,TU
1713788168.839687,295193.500,46831,2,RD,1,100,TL
1713788171.393220,297747.000,46831,2,RD,1,100,TU
1713788173.951253,300305.000,47671,2,RD,1,100,TL
1713788176.509286,302863.000,47671,2,RD,1,100,TU
1713788179.070319,305424.000,48509,2,RD,1,100,TL
1713788181.631351,307985.000,48509,2,RD,1,100,TU
1713788184.191384,310545.000,49348,2,RD,1,100,TL
1713788186.751417,313105.000,49348,2,RD,1,100,TU
1713788189.307450,315661.000,50183,2,RD,1,100,TL
1713788191.863483,318217.000,50183,2,RD,1,100,TU
1713788194.429016,320782.500,51019,2,RD,1,100,TL
1713788196.994549,323348.000,51019,2,RD,1,100,TU
1713788199.552081,325905.500,51861,2,RD,1,100,TL
1713788202.109614,328463.000,51861,2,RD,1,100,TU
1713788204.663147,331016.500,52694,2,RD,1,100,TL
1713788207.216680,333570.000,52694,2,RD,1,100,TU
