LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1713793799.688437,302126.000,47134,2,AY,1,100,-0.455
1713793799.728437,302166.000,47150,3,AY,1,100,-0.460
1713793799.768438,302206.000,47150,3,AY,1,100,-0.453
1713793799.808438,302246.000,47150,3,AY,1,100,-0.457
1713793799.848439,302286.000,47167,3,AY,1,100,-0.456
1713793799.888439,302326.000,47167,3,AY,1,100,-0.454
1713793799.928440,302366.000,47167,3,AY,1,100,-0.457
1713793799.968441,302406.000,47184,2,AY,1,100,-0.455
1713793800.008441,302446.000,47184,2,AY,1,100,-0.456
1713793800.048442,302486.000,47199,3,AY,1,100,-0.457
1713793800.088442,302526.000,47199,3,AY,1,100,-0.455
1713793800.128443,302566.000,47199,3,AY,1,100,-0.458
1713793800.168443,302606.000,47215,2,AY,1,100,-0.455
1713793800.208444,302646.000,47215,2,AY,1,100,-0.457
1713793800.248445,302686.000,47233,3,AY,1,100,-0.458
1713793800.288445,302726.000,47233,3,AY,1,100,-0.455
1713793800.328446,302766.000,47233,3,AY,1,100,-0.452
1713793800.368447,302806.000,47249,2,AY,1,100,-0.458
1713793800.408447,302846.000,47249,2,AY,1,100,-0.453
1713793800.448448,302886.000,47264,3,AY,1,100,-0.456
1713793800.488448,302926.000,47264,3,AY,1,100,-0.454
1713793800.528449,302966.000,47264,3,AY,1,100,-0.465
1713793800.568449,303006.000,47281,2,AY,1,100,-0.462
1713793800.608450,303046.000,47281,2,AY,1,100,-0.449
1713793800.648451,303086.000,47298,3,AY,1,100,-0.449
1713793800.688451,303126.000,47298,3,AY,1,100,-0.455
1713793800.728452,303166.000,47298,3,AY,1,100,-0.455
1713793800.768452,303206.000,47314,2,AY,1,100,-0.458
1713793800.808453,303246.000,47314,2,AY,1,100,-0.458
1713793800.848454,303286.000,47329,3,AY,1,100,-0.455
1713793800.888454,303326.000,47329,3,AY,1,100,-0.453
1713793800.928455,303366.000,47329,3,AY,1,100,-0.455
1713793800.967955,303405.500,47346,2,AY,1,100,-0.453
1713793801.007456,303445.000,47346,2,AY,1,100,-0.456
1713793801.047457,303485.000,47365,3,AY,1,100,-0.456
1713793801.087457,303525.000,47365,3,AY,1,100,-0.457
1713793801.127458,303565.000,47365,3,AY,1,100,-0.454
1713793801.174459,303612.000,47381,2,AY,1,100,-0.453
1713793801.221459,303659.000,47381,2,AY,1,100,-0.452
1713793801.261460,303699.000,47398,3,AY,1,100,-0.455
1713793801.301460,303739.000,47398,3,AY,1,100,-0.457
1713793801.341461,303779.000,47398,3,AY,1,100,-0.456
1713793801.381462,303819.000,47413,2,AY,1,100,-0.455
1713793801.421462,303859.000,47413,2,AY,1,100,-0.456
1713793801.461463,303899.000,47430,3,AY,1,100,-0.454
1713793801.501463,303939.000,47430,3,AY,1,100,-0.457
1713793801.541464,303979.000,47430,3,AY,1,100,-0.455
1713793801.581465,304019.000,47447,2,AY,1,100,-0.452
1713793801.621465,304059.000,47447,2,AY,1,100,-0.451
1713793801.661466,304099.000,47463,3,AY,1,100,-0.455
1713793801.701466,304139.000,47463,3,AY,1,100,-0.457
1713793801.741467,304179.000,47463,3,AY,1,100,-0.457
1713793801.781467,304219.000,47478,2,AY,1,100,-0.457
1713793801.821468,304259.000,47478,2,AY,1,100,-0.456
1713793801.861469,304299.000,47498,3,AY,1,100,-0.456
1713793801.901469,304339.000,47498,3,AY,1,100,-0.451
1713793801.941470,304379.000,47498,3,AY,1,100,-0.451
1713793801.981470,304419.000,47514,2,AY,1,100,-0.457
1713793802.021471,304459.000,47514,2,AY,1,100,-0.458
1713793802.061472,304499.000,47531,3,AY,1,100,-0.456
1713793802.101472,304539.000,47531,3,AY,1,100,-0.456
1713793802.141473,304579.000,47531,3,AY,1,100,-0.457
1713793802.181473,304619.000,47545,2,AY,1,100,-0.451
1713793802.221474,304659.000,47545,2,AY,1,100,-0.457
1713793802.261475,304699.000,47565,3,AY,1,100,-0.461
1713793802.301475,304739.000,47565,3,AY,1,100,-0.443
1713793802.341476,304779.000,47565,3,AY,1,100,-0.454
1713793802.381476,304819.000,47581,3,AY,1,100,-0.465
1713793802.421477,304859.000,47581,3,AY,1,100,-0.467
1713793802.461478,304899.000,47581,3,AY,1,100,-0.456
1713793802.501478,304939.000,47598,2,AY,1,100,-0.444
1713793802.541479,304979.000,47598,2,AY,1,100,-0.452
1713793802.581479,305019.000,47613,3,AY,1,100,-0.453
1713793802.621480,305059.000,47613,3,AY,1,100,-0.460
1713793802.661480,305099.000,47613,3,AY,1,100,-0.458
1713793802.701481,305139.000,47632,2,AY,1,100,-0.457
1713793802.741482,305179.000,47632,2,AY,1,100,-0.460
1713793802.781482,305219.000,47648,3,AY,1,100,-0.461
1713793802.821483,305259.000,47648,3,AY,1,100,-0.449
1713793802.861483,305299.000,47648,3,AY,1,100,-0.443
1713793802.901484,305339.000,47666,2,AY,1,100,-0.455
1713793802.941485,305379.000,47666,2,AY,1,100,-0.463
1713793802.981485,305419.000,47680,3,AY,1,100,-0.460
1713793803.021486,305459.000,47680,3,AY,1,100,-0.453
1713793803.061486,305499.000,47680,3,AY,1,100,-0.450
1713793803.101487,305539.000,47699,2,AY,1,100,-0.455
1713793803.141488,305579.000,47699,2,AY,1,100,-0.461
1713793803.186155,305623.667,47715,3,AY,1,100,-0.459
1713793803.230822,305668.333,47715,3,AY,1,100,-0.454
1713793803.275490,305713.000,47715,3,AY,1,100,-0.452
1713793803.315490,305753.000,47733,2,AY,1,100,-0.457
1713793803.355491,305793.000,47733,2,AY,1,100,-0.460
1713793803.395491,305833.000,47747,3,AY,1,100,-0.459
1713793803.435492,305873.000,47747,3,AY,1,100,-0.454
1713793803.475492,305913.000,47747,3,AY,1,100,-0.451
1713793803.515493,305953.000,47764,2,AY,1,100,-0.456
1713793803.555494,305993.000,47764,2,AY,1,100,-0.458
1713793803.595494,306033.000,47783,3,AY,1,100,-0.458
1713793803.635495,306073.000,47783,3,AY,1,100,-0.458
1713793803.675495,306113.000,47783,3,AY,1,100,-0.457
1713793803.715496,306153.000,47800,2,AY,1,100,-0.455
1713793803.755497,306193.000,47800,2,AY,1,100,-0.455
1713793803.795497,306233.000,47815,3,AY,1,100,-0.456
1713793803.835498,306273.000,47815,3,AY,1,100,-0.456
1713793803.875499,306313.000,47815,3,AY,1,100,-0.455
1713793803.915499,306353.000,47832,2,AY,1,100,-0.455
1713793803.955500,306393.000,47832,2,AY,1,100,-0.456
1713793803.995167,306432.667,47850,3,AY,1,100,-0.456
1713793804.034834,306472.333,47850,3,AY,1,100,-0.456
1713793804.074502,306512.000,47850,3,AY,1,100,-0.455
1713793804.115002,306552.500,47867,2,AY,1,100,-0.455
1713793804.155503,306593.000,47867,2,AY,1,100,-0.458
1713793804.195253,306632.750,47890,4,AY,1,100,-0.458
1713793804.235004,306672.500,47890,4,AY,1,100,-0.459
1713793804.274754,306712.250,47890,4,AY,1,100,-0.455
1713793804.314505,306752.000,47890,4,AY,1,100,-0.458
1713793804.354506,306792.000,47906,3,AY,1,100,-0.456
1713793804.394506,306832.000,47906,3,AY,1,100,-0.455
1713793804.434507,306872.000,47906,3,AY,1,100,-0.454
1713793804.474507,306912.000,47921,2,AY,1,100,-0.456
1713793804.514508,306952.000,47921,2,AY,1,100,-0.457
1713793804.554508,306992.000,47938,3,AY,1,100,-0.455
1713793804.594509,307032.000,47938,3,AY,1,100,-0.457
1713793804.634510,307072.000,47938,3,AY,1,100,-0.456
1713793804.674510,307112.000,47955,2,AY,1,100,-0.454
1713793804.714511,307152.000,47955,2,AY,1,100,-0.459
1713793804.754512,307192.000,47973,3,AY,1,100,-0.457
1713793804.794512,307232.000,47973,3,AY,1,100,-0.451
1713793804.834513,307272.000,47973,3,AY,1,100,-0.457
1713793804.874513,307312.000,47988,2,AY,1,100,-0.458
1713793804.914514,307352.000,47988,2,AY,1,100,-0.458
1713793804.954515,307392.000,48007,3,AY,1,100,-0.456
1713793804.994515,307432.000,48007,3,AY,1,100,-0.457
1713793805.034516,307472.000,48007,3,AY,1,100,-0.455
1713793805.074516,307512.000,48024,2,AY,1,100,-0.454
1713793805.114517,307552.000,48024,2,AY,1,100,-0.458
1713793805.154517,307592.000,48040,3,AY,1,100,-0.455
1713793805.194518,307632.000,48040,3,AY,1,100,-0.456
1713793805.234519,307672.000,48040,3,AY,1,100,-0.457
1713793805.274519,307712.000,48057,2,AY,1,100,-0.454
1713793805.314520,307752.000,48057,2,AY,1,100,-0.455
1713793805.358854,307796.333,48072,3,AY,1,100,-0.456
1713793805.403188,307840.667,48072,3,AY,1,100,-0.453
1713793805.447522,307885.000,48072,3,AY,1,100,-0.457
1713793805.487522,307925.000,48089,2,AY,1,100,-0.458
1713793805.527523,307965.000,48089,2,AY,1,100,-0.457
1713793805.567523,308005.000,48106,3,AY,1,100,-0.458
1713793805.607524,308045.000,48106,3,AY,1,100,-0.453
1713793805.647525,308085.000,48106,3,AY,1,100,-0.451
1713793805.687525,308125.000,48123,2,AY,1,100,-0.454
1713793805.727526,308165.000,48123,2,AY,1,100,-0.454
1713793805.767526,308205.000,48137,3,AY,1,100,-0.457
1713793805.807527,308245.000,48137,3,AY,1,100,-0.456
1713793805.847528,308285.000,48137,3,AY,1,100,-0.456
1713793805.887528,308325.000,48157,2,AY,1,100,-0.458
1713793805.927529,308365.000,48157,2,AY,1,100,-0.457
1713793805.967530,308405.000,48173,3,AY,1,100,-0.455
1713793806.007530,308445.000,48173,3,AY,1,100,-0.454
1713793806.047531,308485.000,48173,3,AY,1,100,-0.454
1713793806.087531,308525.000,48190,2,AY,1,100,-0.453
1713793806.127532,308565.000,48190,2,AY,1,100,-0.454
1713793806.167532,308605.000,48204,3,AY,1,100,-0.457
1713793806.207533,308645.000,48204,3,AY,1,100,-0.455
1713793806.247534,308685.000,48204,3,AY,1,100,-0.455
1713793806.287534,308725.000,48224,3,AY,1,100,-0.456
1713793806.327535,308765.000,48224,3,AY,1,100,-0.454
1713793806.367535,308805.000,48224,3,AY,1,100,-0.452
1713793806.407536,308845.000,48240,2,AY,1,100,-0.457
1713793806.447536,308885.000,48240,2,AY,1,100,-0.456
1713793806.487537,308925.000,48257,3,AY,1,100,-0.457
1713793806.527538,308965.000,48257,3,AY,1,100,-0.456
1713793806.567538,309005.000,48257,3,AY,1,100,-0.452
1713793806.607539,309045.000,48272,2,AY,1,100,-0.454
1713793806.647540,309085.000,48272,2,AY,1,100,-0.454
1713793806.687540,309125.000,48289,3,AY,1,100,-0.454
1713793806.727541,309165.000,48289,3,AY,1,100,-0.456
1713793806.767541,309205.000,48289,3,AY,1,100,-0.454
1713793806.807542,309245.000,48305,2,AY,1,100,-0.454
1713793806.847543,309285.000,48305,2,AY,1,100,-0.458
1713793806.887543,309325.000,48323,3,AY,1,100,-0.458
1713793806.927544,309365.000,48323,3,AY,1,100,-0.454
1713793806.967544,309405.000,48323,3,AY,1,100,-0.454
1713793807.007545,309445.000,48337,2,AY,1,100,-0.456
1713793807.047545,309485.000,48337,2,AY,1,100,-0.454
1713793807.087546,309525.000,48354,3,AY,1,100,-0.455
1713793807.127547,309565.000,48354,3,AY,1,100,-0.457
1713793807.167547,309605.000,48354,3,AY,1,100,-0.456
1713793807.207548,309645.000,48370,2,AY,1,100,-0.456
1713793807.247548,309685.000,48370,2,AY,1,100,-0.453
1713793807.291883,309729.333,48388,3,AY,1,100,-0.457
1713793807.336216,309773.667,48388,3,AY,1,100,-0.456
1713793807.380550,309818.000,48388,3,AY,1,100,-0.456
1713793807.420551,309858.000,48403,2,AY,1,100,-0.455
1713793807.460552,309898.000,48403,2,AY,1,100,-0.458
1713793807.500552,309938.000,48419,3,AY,1,100,-0.455
1713793807.540553,309978.000,48419,3,AY,1,100,-0.456
1713793807.580553,310018.000,48419,3,AY,1,100,-0.456
1713793807.620554,310058.000,48436,2,AY,1,100,-0.454
1713793807.660555,310098.000,48436,2,AY,1,100,-0.455
1713793807.700555,310138.000,48453,3,AY,1,100,-0.456
1713793807.740556,310178.000,48453,3,AY,1,100,-0.458
1713793807.780556,310218.000,48453,3,AY,1,100,-0.456
1713793807.820557,310258.000,48469,2,AY,1,100,-0.456
1713793807.860558,310298.000,48469,2,AY,1,100,-0.456
1713793807.900558,310338.000,48485,3,AY,1,100,-0.455
1713793807.940559,310378.000,48485,3,AY,1,100,-0.457
1713793807.980559,310418.000,48485,3,AY,1,100,-0.457
1713793808.020560,310458.000,48501,2,AY,1,100,-0.454
1713793808.060560,310498.000,48501,2,AY,1,100,-0.456
1713793808.100561,310538.000,48518,3,AY,1,100,-0.455
1713793808.140562,310578.000,48518,3,AY,1,100,-0.456
1713793808.180562,310618.000,48518,3,AY,1,100,-0.456
1713793808.220563,310658.000,48535,2,AY,1,100,-0.455
1713793808.260563,310698.000,48535,2,AY,1,100,-0.457
1713793808.300564,310738.000,48550,3,AY,1,100,-0.453
1713793808.340564,310778.000,48550,3,AY,1,100,-0.456
1713793808.380565,310818.000,48550,3,AY,1,100,-0.453
1713793808.420566,310858.000,48566,3,AY,1,100,-0.454
1713793808.460566,310898.000,48566,3,AY,1,100,-0.456
1713793808.500567,310938.000,48566,3,AY,1,100,-0.457
1713793808.540568,310978.000,48583,2,AY,1,100,-0.457
1713793808.580568,311018.000,48583,2,AY,1,100,-0.455
1713793808.620569,311058.000,48600,3,AY,1,100,-0.453
1713793808.660569,311098.000,48600,3,AY,1,100,-0.454
1713793808.700570,311138.000,48600,3,AY,1,100,-0.457
1713793808.740571,311178.000,48615,2,AY,1,100,-0.454
1713793808.780571,311218.000,48615,2,AY,1,100,-0.455
1713793808.820572,311258.000,48631,3,AY,1,100,-0.457
1713793808.860572,311298.000,48631,3,AY,1,100,-0.455
1713793808.900573,311338.000,48631,3,AY,1,100,-0.456
1713793808.940573,311378.000,48649,2,AY,1,100,-0.455
1713793808.980574,311418.000,48649,2,AY,1,100,-0.453
1713793809.020575,311458.000,48667,3,AY,1,100,-0.457
1713793809.060575,311498.000,48667,3,AY,1,100,-0.457
1713793809.100576,311538.000,48667,3,AY,1,100,-0.456
1713793809.140576,311578.000,48682,2,AY,1,100,-0.458
1713793809.180577,311618.000,48682,2,AY,1,100,-0.457
1713793809.220578,311658.000,48699,3,AY,1,100,-0.456
1713793809.260578,311698.000,48699,3,AY,1,100,-0.455
1713793809.300579,311738.000,48699,3,AY,1,100,-0.456
1713793809.344913,311782.333,48721,3,AY,1,100,-0.458
1713793809.389247,311826.667,48721,3,AY,1,100,-0.456
1713793809.433581,311871.000,48721,3,AY,1,100,-0.458
1713793809.473581,311911.000,48737,3,AY,1,100,-0.457
1713793809.513582,311951.000,48737,3,AY,1,100,-0.455
1713793809.553583,311991.000,48737,3,AY,1,100,-0.454
1713793809.593583,312031.000,48755,2,AY,1,100,-0.457
1713793809.633584,312071.000,48755,2,AY,1,100,-0.452
1713793809.673584,312111.000,48771,3,AY,1,100,-0.454
1713793809.713585,312151.000,48771,3,AY,1,100,-0.455
1713793809.753586,312191.000,48771,3,AY,1,100,-0.453
1713793809.793586,312231.000,48786,2,AY,1,100,-0.456
1713793809.833587,312271.000,48786,2,AY,1,100,-0.456
1713793809.873587,312311.000,48803,3,AY,1,100,-0.455
1713793809.913588,312351.000,48803,3,AY,1,100,-0.454
1713793809.953588,312391.000,48803,3,AY,1,100,-0.456
1713793809.993589,312431.000,48820,2,AY,1,100,-0.456
1713793810.033590,312471.000,48820,2,AY,1,100,-0.460
1713793810.073590,312511.000,48836,3,AY,1,100,-0.453
1713793810.113591,312551.000,48836,3,AY,1,100,-0.455
1713793810.153591,312591.000,48836,3,AY,1,100,-0.456
1713793810.193592,312631.000,48851,2,AY,1,100,-0.454
1713793810.233593,312671.000,48851,2,AY,1,100,-0.455
1713793810.273593,312711.000,48868,3,AY,1,100,-0.457
1713793810.313594,312751.000,48868,3,AY,1,100,-0.456
1713793810.353595,312791.000,48868,3,AY,1,100,-0.454
1713793810.393595,312831.000,48885,2,AY,1,100,-0.456
1713793810.433596,312871.000,48885,2,AY,1,100,-0.456
1713793810.473596,312911.000,48901,3,AY,1,100,-0.457
1713793810.513597,312951.000,48901,3,AY,1,100,-0.454
1713793810.553597,312991.000,48901,3,AY,1,100,-0.456
1713793810.593598,313031.000,48917,2,AY,1,100,-0.454
1713793810.633599,313071.000,48917,2,AY,1,100,-0.454
1713793810.673599,313111.000,48933,3,AY,1,100,-0.456
1713793810.713600,313151.000,48933,3,AY,1,100,-0.455
1713793810.753600,313191.000,48933,3,AY,1,100,-0.455
1713793810.793601,313231.000,48950,3,AY,1,100,-0.456
1713793810.833601,313271.000,48950,3,AY,1,100,-0.459
1713793810.873602,313311.000,48950,3,AY,1,100,-0.453
1713793810.913603,313351.000,48968,5,AY,1,100,-0.451
1713793810.953603,313391.000,48968,5,AY,1,100,-0.455
1713793810.993604,313431.000,48968,5,AY,1,100,-0.456
1713793811.033604,313471.000,48968,5,AY,1,100,-0.454
1713793811.073605,313511.000,48968,5,AY,1,100,-0.457
1713793811.113606,313551.000,48983,2,AY,1,100,-0.456
1713793811.153606,313591.000,48983,2,AY,1,100,-0.454
1713793811.193607,313631.000,49000,3,AY,1,100,-0.455
1713793811.233608,313671.000,49000,3,AY,1,100,-0.456
1713793811.273608,313711.000,49000,3,AY,1,100,-0.458
1713793811.313609,313751.000,49017,2,AY,1,100,-0.457
1713793811.353609,313791.000,49017,2,AY,1,100,-0.454
1713793811.400610,313838.000,49033,2,AY,1,100,-0.455
1713793811.447611,313885.000,49033,2,AY,1,100,-0.455
1713793811.487611,313925.000,49048,3,AY,1,100,-0.454
1713793811.527612,313965.000,49048,3,AY,1,100,-0.456
1713793811.567612,314005.000,49048,3,AY,1,100,-0.455
1713793811.607613,314045.000,49066,3,AY,1,100,-0.453
1713793811.647614,314085.000,49066,3,AY,1,100,-0.457
1713793811.687614,314125.000,49066,3,AY,1,100,-0.454
1713793811.727615,314165.000,49082,2,AY,1,100,-0.452
1713793811.767615,314205.000,49082,2,AY,1,100,-0.458
1713793811.807616,314245.000,49099,3,AY,1,100,-0.454
1713793811.847617,314285.000,49099,3,AY,1,100,-0.453
1713793811.887617,314325.000,49099,3,AY,1,100,-0.455
1713793811.927618,314365.000,49114,2,AY,1,100,-0.458
1713793811.967618,314405.000,49114,2,AY,1,100,-0.456
1713793812.007619,314445.000,49131,3,AY,1,100,-0.456
1713793812.047620,314485.000,49131,3,AY,1,100,-0.454
1713793812.087620,314525.000,49131,3,AY,1,100,-0.455
1713793812.127621,314565.000,49147,2,AY,1,100,-0.455
1713793812.167621,314605.000,49147,2,AY,1,100,-0.455
1713793812.207622,314645.000,49165,3,AY,1,100,-0.454
1713793812.247622,314685.000,49165,3,AY,1,100,-0.455
1713793812.287623,314725.000,49165,3,AY,1,100,-0.455
1713793812.327624,314765.000,49179,2,AY,1,100,-0.456
1713793812.367624,314805.000,49179,2,AY,1,100,-0.454
1713793812.407625,314845.000,49196,3,AY,1,100,-0.453
1713793812.447625,314885.000,49196,3,AY,1,100,-0.457
1713793812.487626,314925.000,49196,3,AY,1,100,-0.454
1713793812.527627,314965.000,49212,3,AY,1,100,-0.460
1713793812.567627,315005.000,49212,3,AY,1,100,-0.455
1713793812.607628,315045.000,49212,3,AY,1,100,-0.455
1713793812.647628,315085.000,49230,2,AY,1,100,-0.456
1713793812.687629,315125.000,49230,2,AY,1,100,-0.454
1713793812.727630,315165.000,49244,3,AY,1,100,-0.455
1713793812.767630,315205.000,49244,3,AY,1,100,-0.454
1713793812.807631,315245.000,49244,3,AY,1,100,-0.458
1713793812.847631,315285.000,49261,2,AY,1,100,-0.454
1713793812.887632,315325.000,49261,2,AY,1,100,-0.455
1713793812.927633,315365.000,49278,3,AY,1,100,-0.453
1713793812.967633,315405.000,49278,3,AY,1,100,-0.455
1713793813.007634,315445.000,49278,3,AY,1,100,-0.458
1713793813.047634,315485.000,49295,2,AY,1,100,-0.454
1713793813.087635,315525.000,49295,2,AY,1,100,-0.454
1713793813.127635,315565.000,49310,3,AY,1,100,-0.457
1713793813.167636,315605.000,49310,3,AY,1,100,-0.457
1713793813.207637,315645.000,49310,3,AY,1,100,-0.454
1713793813.247637,315685.000,49328,3,AY,1,100,-0.452
1713793813.287638,315725.000,49328,3,AY,1,100,-0.454
1713793813.327638,315765.000,49328,3,AY,1,100,-0.455
1713793813.367639,315805.000,49343,3,AY,1,100,-0.455
1713793813.407640,315845.000,49343,3,AY,1,100,-0.458
1713793813.447640,315885.000,49343,3,AY,1,100,-0.458
1713793813.494141,315931.500,49360,2,AY,1,100,-0.458
1713793813.540642,315978.000,49360,2,AY,1,100,-0.455
1713793813.580642,316018.000,49377,2,AY,1,100,-0.456
1713793813.620643,316058.000,49377,2,AY,1,100,-0.453
1713793813.660643,316098.000,49394,3,AY,1,100,-0.452
1713793813.700644,316138.000,49394,3,AY,1,100,-0.455
1713793813.740645,316178.000,49394,3,AY,1,100,-0.453
1713793813.780645,316218.000,49408,2,AY,1,100,-0.457
1713793813.820646,316258.000,49408,2,AY,1,100,-0.454
1713793813.860646,316298.000,49426,3,AY,1,100,-0.458
1713793813.900647,316338.000,49426,3,AY,1,100,-0.454
1713793813.940648,316378.000,49426,3,AY,1,100,-0.458
1713793813.980648,316418.000,49444,3,AY,1,100,-0.454
1713793814.020649,316458.000,49444,3,AY,1,100,-0.454
1713793814.060649,316498.000,49444,3,AY,1,100,-0.455
1713793814.100150,316537.500,49461,2,AY,1,100,-0.453
1713793814.139651,316577.000,49461,2,AY,1,100,-0.456
1713793814.179984,316617.333,49475,3,AY,1,100,-0.456
1713793814.220318,316657.667,49475,3,AY,1,100,-0.454
1713793814.260652,316698.000,49475,3,AY,1,100,-0.456
1713793814.300653,316738.000,49493,2,AY,1,100,-0.455
1713793814.340653,316778.000,49493,2,AY,1,100,-0.456
1713793814.380454,316817.800,49515,5,AY,1,100,-0.458
1713793814.420255,316857.600,49515,5,AY,1,100,-0.457
1713793814.460055,316897.400,49515,5,AY,1,100,-0.456
1713793814.499856,316937.200,49515,5,AY,1,100,-0.453
1713793814.539656,316977.000,49515,5,AY,1,100,-0.454
1713793814.579990,317017.333,49530,3,AY,1,100,-0.453
1713793814.620324,317057.667,49530,3,AY,1,100,-0.458
1713793814.660658,317098.000,49530,3,AY,1,100,-0.452
1713793814.700659,317138.000,49547,2,AY,1,100,-0.451
1713793814.740659,317178.000,49547,2,AY,1,100,-0.458
1713793814.780660,317218.000,49565,3,AY,1,100,-0.457
1713793814.820661,317258.000,49565,3,AY,1,100,-0.455
1713793814.860661,317298.000,49565,3,AY,1,100,-0.455
1713793814.900662,317338.000,49583,2,AY,1,100,-0.456
1713793814.940662,317378.000,49583,2,AY,1,100,-0.457
1713793814.980663,317418.000,49597,3,AY,1,100,-0.454
1713793815.020663,317458.000,49597,3,AY,1,100,-0.456
1713793815.060664,317498.000,49597,3,AY,1,100,-0.458
1713793815.100665,317538.000,49614,2,AY,1,100,-0.456
1713793815.140665,317578.000,49614,2,AY,1,100,-0.455
1713793815.180666,317618.000,49630,3,AY,1,100,-0.455
1713793815.220667,317658.000,49630,3,AY,1,100,-0.456
1713793815.260667,317698.000,49630,3,AY,1,100,-0.458
1713793815.300668,317738.000,49648,2,AY,1,100,-0.454
1713793815.340668,317778.000,49648,2,AY,1,100,-0.454
1713793815.380669,317818.000,49664,3,AY,1,100,-0.456
1713793815.420670,317858.000,49664,3,AY,1,100,-0.456
1713793815.460670,317898.000,49664,3,AY,1,100,-0.454
1713793815.505004,317942.333,49679,3,AY,1,100,-0.454
1713793815.549338,317986.667,49679,3,AY,1,100,-0.455
1713793815.593672,318031.000,49679,3,AY,1,100,-0.458
1713793815.633673,318071.000,49696,2,AY,1,100,-0.450
1713793815.673673,318111.000,49696,2,AY,1,100,-0.455
1713793815.713674,318151.000,49713,3,AY,1,100,-0.455
1713793815.753675,318191.000,49713,3,AY,1,100,-0.456
1713793815.793675,318231.000,49713,3,AY,1,100,-0.456
1713793815.833676,318271.000,49729,2,AY,1,100,-0.455
1713793815.873676,318311.000,49729,2,AY,1,100,-0.457
1713793815.913677,318351.000,49746,3,AY,1,100,-0.454
1713793815.953677,318391.000,49746,3,AY,1,100,-0.456
1713793815.993678,318431.000,49746,3,AY,1,100,-0.455
1713793816.033679,318471.000,49761,3,AY,1,100,-0.458
1713793816.073679,318511.000,49761,3,AY,1,100,-0.454
1713793816.113680,318551.000,49761,3,AY,1,100,-0.457
1713793816.153680,318591.000,49778,2,AY,1,100,-0.455
1713793816.193681,318631.000,49778,2,AY,1,100,-0.455
1713793816.233681,318671.000,49795,3,AY,1,100,-0.455
1713793816.273682,318711.000,49795,3,AY,1,100,-0.457
1713793816.313683,318751.000,49795,3,AY,1,100,-0.455
1713793816.353683,318791.000,49811,2,AY,1,100,-0.456
1713793816.393684,318831.000,49811,2,AY,1,100,-0.456
1713793816.433685,318871.000,49828,3,AY,1,100,-0.457
1713793816.473685,318911.000,49828,3,AY,1,100,-0.455
1713793816.513686,318951.000,49828,3,AY,1,100,-0.456
1713793816.553686,318991.000,49846,2,AY,1,100,-0.455
1713793816.593687,319031.000,49846,2,AY,1,100,-0.455
1713793816.633687,319071.000,49862,3,AY,1,100,-0.456
