LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1716209345.366791,358132,57138,1,SR,1,100,0.066667
1716209345.833796,358599,57254,1,SR,1,100,0.266667
1716209346.232801,358998,57338,1,SR,1,100,0.400000
1716209346.766807,359532,57374,1,SR,1,100,0.066667
1716209347.099811,359865,57425,1,SR,1,100,0.066667
1716209347.299813,360065,57465,1,SR,1,100,0.133333
1716209347.699818,360465,57598,1,SR,1,100,0.466667
1716209348.433826,361199,57667,1,SR,1,100,0.133333
1716209348.966833,361732,57752,1,SR,1,100,0.133333
1716209349.233836,361999,57822,1,SR,1,100,0.266667
1716209349.632841,362398,57873,1,SR,1,100,0.200000
1716209350.232847,362998,57958,1,SR,1,100,0.066667
1716209350.432850,363198,58043,1,SR,1,100,0.400000
1716209351.232859,363998,58127,1,SR,1,100,0.066667
1716209351.432862,364198,58181,1,SR,1,100,0.266667
1716209351.965868,364731,58248,1,SR,1,100,0.133333
1716209352.365872,365131,58356,1,SR,1,100,0.333333
1716209353.098881,365864,58491,1,SR,1,100,0.466667
1716209353.966891,366732,58592,1,SR,1,100,0.200000
1716209354.432897,367198,58659,1,SR,1,100,0.066667
1716209354.632899,367398,58759,1,SR,1,100,0.466667
1716209355.632911,368398,58875,1,SR,1,100,0.200000
1716209355.965914,368731,58910,1,SR,1,100,0.133333
1716209356.499921,369265,59009,1,SR,1,100,0.133333
1716209356.765924,369531,59045,1,SR,1,100,0.066667
1716209356.965926,369731,59081,1,SR,1,100,0.133333
1716209357.231929,369997,59133,1,SR,1,100,0.200000
1716209357.698935,370464,59205,1,SR,1,100,0.133333
1716209357.965938,370731,59258,1,SR,1,100,0.200000
1716209358.431943,371197,59410,1,SR,1,100,0.600000
1716209359.698958,372464,59544,1,SR,1,100,0.133333
1716209360.098963,372864,59595,1,SR,1,100,0.066667
1716209360.432967,373198,59662,1,SR,1,100,0.200000
1716209361.032974,373798,59763,1,SR,1,100,0.200000
1716209361.632981,374398,59897,1,SR,1,100,0.333333
1716209362.364989,375130,59998,1,SR,1,100,0.266667
1716209363.432002,376197,60205,1,SR,1,100,0.466667
1716209364.032009,376797,60238,1,SR,1,100,0.066667
1716209364.632016,377397,60408,1,SR,1,100,0.466667
1716209365.232023,377997,60442,1,SR,1,100,0.066667
1716209365.566027,378331,60497,1,SR,1,100,0.066667
1716209366.032032,378797,60579,1,SR,1,100,0.133333
1716209366.565038,379330,60681,1,SR,1,100,0.133333
1716209366.965043,379730,60732,1,SR,1,100,0.066667
1716209367.165045,379930,60785,1,SR,1,100,0.133333
1716209367.431048,380196,60820,1,SR,1,100,0.066667
1716209367.765052,380530,60892,1,SR,1,100,0.200000
1716209368.232058,380997,60944,1,SR,1,100,0.066667
1716209368.432060,381197,60978,1,SR,1,100,0.133333
1716209368.698063,381463,61016,1,SR,1,100,0.133333
1716209369.498073,382263,61162,1,SR,1,100,0.200000
1716209369.831076,382596,61198,1,SR,1,100,0.066667
1716209370.298082,383063,61285,1,SR,1,100,0.200000
1716209370.632086,383397,61372,1,SR,1,100,0.400000
1716209371.164092,383929,61439,1,SR,1,100,0.200000
1716209371.632097,384397,61526,1,SR,1,100,0.266667
1716209372.031102,384796,61576,1,SR,1,100,0.200000
1716209372.764111,385529,61702,1,SR,1,100,0.200000
1716209373.097115,385862,61721,1,SR,1,100,0.066667
1716209373.298117,386063,61755,1,SR,1,100,0.066667
1716209373.898124,386663,61874,1,SR,1,100,0.133333
1716209374.164127,386929,61908,1,SR,1,100,0.133333
1716209374.431130,387196,61944,1,SR,1,100,0.066667
1716209374.631133,387396,61994,1,SR,1,100,0.200000
1716209375.497143,388262,62143,1,SR,1,100,0.200000
1716209375.831146,388596,62210,1,SR,1,100,0.266667
1716209376.630156,389395,62311,1,SR,1,100,0.133333
1716209376.898159,389663,62347,1,SR,1,100,0.066667
1716209378.164174,390929,62550,1,SR,1,100,0.066667
1716209379.297187,392062,62739,1,SR,1,100,0.133333
1716209379.830193,392595,62825,1,SR,1,100,0.066667
1716209380.164197,392929,62892,1,SR,1,100,0.200000
1716209380.763204,393528,63026,1,SR,1,100,0.466667
1716209381.497213,394262,63159,1,SR,1,100,0.533333
1716209382.430224,395195,63243,1,SR,1,100,0.133333
1716209382.697227,395462,63263,1,SR,1,100,0.266667
1716209383.096231,395861,63290,1,SR,1,100,0.133333
1716209383.364235,396129,63326,1,SR,1,100,0.133333
1716209384.030242,396795,63443,1,SR,1,100,0.200000
1716209384.363246,397128,63544,1,SR,1,100,0.466667
1716209384.963253,397728,63577,1,SR,1,100,0.066667
1716209385.163256,397928,63613,1,SR,1,100,0.066667
1716209385.363258,398128,63646,1,SR,1,100,0.066667
1716209385.830263,398595,63715,1,SR,1,100,0.066667
1716209386.563272,399328,63850,1,SR,1,100,0.133333
1716209387.096278,399861,63966,1,SR,1,100,0.266667
1716209387.630284,400395,64033,1,SR,1,100,0.133333
1716209387.896287,400661,64067,1,SR,1,100,0.066667
1716209388.096290,400861,64121,1,SR,1,100,0.200000
1716209388.430294,401195,64161,1,SR,1,100,0.200000
1716209389.030301,401795,64297,1,SR,1,100,0.333333
1716209389.630308,402395,64366,1,SR,1,100,0.133333
1716209390.030313,402795,64434,1,SR,1,100,0.133333
1716209390.563319,403328,64501,1,SR,1,100,0.066667
1716209390.896322,403661,64585,1,SR,1,100,0.200000
1716209391.229326,403994,64619,1,SR,1,100,0.066667
1716209392.096337,404861,64787,1,SR,1,100,0.200000
1716209392.429341,405194,64837,1,SR,1,100,0.266667
1716209392.829345,405594,64892,1,SR,1,100,0.133333
1716209393.496353,406261,64998,1,SR,1,100,0.133333
1716209393.763356,406528,65052,1,SR,1,100,0.133333
1716209394.029359,406794,65086,1,SR,1,100,0.133333
1716209394.429364,407194,65251,1,SR,1,100,0.666667
1716209395.229373,407994,65286,1,SR,1,100,0.133333
1716209395.629378,408394,65338,1,SR,1,100,0.066667
1716209396.096383,408861,65437,1,SR,1,100,0.133333
1716209396.362386,409127,65489,1,SR,1,100,0.200000
1716209396.696390,409461,4,1,SR,1,100,0.133333
1716209396.962394,409727,54,1,SR,1,100,0.200000
1716209397.562400,410327,174,1,SR,1,100,0.333333
1716209398.695414,411460,328,1,SR,1,100,0.133333
1716209399.295421,412060,463,1,SR,1,100,0.333333
1716209401.495446,414260,780,1,SR,1,100,0.133333
1716209402.028453,414793,863,1,SR,1,100,0.066667
1716209404.028476,416793,1184,1,SR,1,100,0.066667
1716209404.562482,417327,1285,1,SR,1,100,0.133333
1716209404.828485,417593,1319,1,SR,1,100,0.066667
1716209405.161489,417926,1372,1,SR,1,100,0.133333
1716209405.428492,418193,1408,1,SR,1,100,0.066667
1716209406.494505,419259,1592,1,SR,1,100,0.066667
1716209407.294514,420059,1726,1,SR,1,100,0.133333
1716209407.961522,420726,1827,1,SR,1,100,0.066667
1716209410.294549,423059,2249,1,SR,1,100,0.333333
1716209410.894556,423659,2334,1,SR,1,100,0.333333
1716209411.361562,424126,2386,1,SR,1,100,0.133333
1716209411.761566,424526,2437,1,SR,1,100,0.066667
1716209411.961569,424726,2486,1,SR,1,100,0.133333
1716209412.227572,424992,2522,1,SR,1,100,0.066667
1716209412.561576,425326,2623,1,SR,1,100,0.400000
1716209413.227583,425992,2674,1,SR,1,100,0.066667
1716209413.428586,426193,2724,1,SR,1,100,0.133333
1716209413.827590,426592,2798,1,SR,1,100,0.133333
1716209414.093594,426858,2866,1,SR,1,100,0.266667
1716209414.761601,427526,2950,1,SR,1,100,0.200000
1716209415.227607,427992,3003,1,SR,1,100,0.066667
1716209415.427609,428192,3023,1,SR,1,100,0.200000
1716209415.760613,428525,3043,1,SR,1,100,0.133333
1716209416.027616,428792,3095,1,SR,1,100,0.133333
1716209416.560622,429325,3194,1,SR,1,100,0.266667
1716209417.227630,429992,3327,1,SR,1,100,0.400000
1716209417.893638,430658,3379,1,SR,1,100,0.066667
1716209418.226642,430991,3480,1,SR,1,100,0.333333
1716209418.693647,431458,3534,1,SR,1,100,0.133333
1716209419.360655,432125,3687,1,SR,1,100,0.400000
1716209420.293666,433058,3803,1,SR,1,100,0.133333
1716209420.693671,433458,3888,1,SR,1,100,0.266667
1716209421.093675,433858,3955,1,SR,1,100,0.266667
1716209421.759683,434524,4023,1,SR,1,100,0.066667
1716209422.359690,435124,4155,1,SR,1,100,0.266667
1716209422.759695,435524,4207,1,SR,1,100,0.133333
1716209423.027698,435792,4258,1,SR,1,100,0.200000
1716209423.626705,436391,4360,1,SR,1,100,0.133333
1716209424.426714,437191,4481,1,SR,1,100,0.066667
1716209425.360725,438125,4647,1,SR,1,100,0.133333
1716209425.626728,438391,4681,1,SR,1,100,0.066667
1716209425.826731,438591,4700,1,SR,1,100,0.066667
1716209426.026733,438791,4754,1,SR,1,100,0.133333
1716209426.493738,439258,4821,1,SR,1,100,0.066667
1716209427.159746,439924,4937,1,SR,1,100,0.066667
1716209427.625752,440390,5020,1,SR,1,100,0.133333
1716209428.159758,440924,5121,1,SR,1,100,0.200000
1716209428.492762,441257,5157,1,SR,1,100,0.066667
1716209428.959767,441724,5298,1,SR,1,100,0.533333
1716209430.158781,442923,5432,1,SR,1,100,0.066667
1716209430.358783,443123,5467,1,SR,1,100,0.066667
1716209430.558786,443323,5501,1,SR,1,100,0.066667
1716209431.158793,443923,5620,1,SR,1,100,0.266667
1716209431.692799,444457,5688,1,SR,1,100,0.133333
1716209432.092804,444857,5820,1,SR,1,100,0.533333
1716209432.891813,445656,5887,1,SR,1,100,0.066667
1716209433.091815,445856,5938,1,SR,1,100,0.200000
1716209433.692822,446457,6059,1,SR,1,100,0.333333
1716209434.158828,446923,6149,1,SR,1,100,0.400000
1716209434.692834,447457,6182,1,SR,1,100,0.066667
1716209435.425843,448190,6333,1,SR,1,100,0.266667
1716209436.491855,449256,6485,1,SR,1,100,0.066667
1716209436.825859,449590,6569,1,SR,1,100,0.333333
1716209437.424866,450189,6636,1,SR,1,100,0.066667
1716209437.758870,450523,6734,1,SR,1,100,0.333333
1716209438.224875,450989,6770,1,SR,1,100,0.066667
1716209438.424878,451189,6804,1,SR,1,100,0.133333
1716209438.824883,451589,6924,1,SR,1,100,0.400000
1716209439.358889,452123,6996,1,SR,1,100,0.333333
1716209440.357900,453122,7113,1,SR,1,100,0.066667
1716209440.691904,453456,7214,1,SR,1,100,0.266667
1716209441.091909,453856,7250,1,SR,1,100,0.133333
1716209441.891918,454656,7366,1,SR,1,100,0.066667
1716209442.224922,454989,7433,1,SR,1,100,0.066667
