LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1716209202.579123,215346.000,33548,1,EL,1,100,2472.600098
1716209202.646123,215413.000,33565,2,EL,1,100,2471.800049
1716209202.713124,215480.000,33565,2,EL,1,100,2468.000000
1716209202.779125,215546.000,33581,1,EL,1,100,2463.199951
1716209202.845626,215612.500,33597,2,EL,1,100,2460.399902
1716209202.912127,215679.000,33597,2,EL,1,100,2457.199951
1716209202.979127,215746.000,33613,1,EL,1,100,2453.000000
1716209203.045628,215812.500,33632,2,EL,1,100,2452.800049
1716209203.112129,215879.000,33632,2,EL,1,100,2451.199951
1716209203.179130,215946.000,33649,1,EL,1,100,2450.600098
1716209203.245631,216012.500,33665,2,EL,1,100,2450.399902
1716209203.312131,216079.000,33665,2,EL,1,100,2447.399902
1716209203.379132,216146.000,33680,1,EL,1,100,2448.600098
1716209203.445633,216212.500,33698,2,EL,1,100,2445.399902
1716209203.512134,216279.000,33698,2,EL,1,100,2441.199951
1716209203.579134,216346.000,33714,1,EL,1,100,2437.399902
1716209203.645635,216412.500,33730,2,EL,1,100,2432.399902
1716209203.712136,216479.000,33730,2,EL,1,100,2429.000000
1716209203.779137,216546.000,33754,2,EL,1,100,2428.000000
1716209203.846138,216613.000,33754,2,EL,1,100,2426.000000
1716209203.912638,216679.500,33774,2,EL,1,100,2423.600098
1716209203.979139,216746.000,33774,2,EL,1,100,2422.399902
1716209204.046140,216813.000,33790,1,EL,1,100,2419.399902
1716209204.112641,216879.500,33807,2,EL,1,100,2417.000000
1716209204.179141,216946.000,33807,2,EL,1,100,2414.600098
1716209204.246142,217013.000,33824,1,EL,1,100,2412.399902
1716209204.312643,217079.500,33839,2,EL,1,100,2410.000000
1716209204.379144,217146.000,33839,2,EL,1,100,2408.399902
1716209204.445644,217212.500,33856,2,EL,1,100,2406.600098
1716209204.512145,217279.000,33856,2,EL,1,100,2403.800049
1716209204.579146,217346.000,33872,1,EL,1,100,2399.800049
1716209204.645647,217412.500,33889,2,EL,1,100,2395.000000
1716209204.712147,217479.000,33889,2,EL,1,100,2390.600098
1716209204.779148,217546.000,33905,1,EL,1,100,2387.600098
1716209204.845649,217612.500,33923,2,EL,1,100,2386.600098
1716209204.912150,217679.000,33923,2,EL,1,100,2386.199951
1716209204.979151,217746.000,33939,1,EL,1,100,2385.000000
1716209205.045651,217812.500,33956,2,EL,1,100,2385.800049
1716209205.112152,217879.000,33956,2,EL,1,100,2389.399902
1716209205.179153,217946.000,33973,1,EL,1,100,2389.199951
1716209205.245654,218012.500,33988,2,EL,1,100,2385.800049
1716209205.312155,218079.000,33988,2,EL,1,100,2384.199951
1716209205.379155,218146.000,34004,1,EL,1,100,2384.600098
1716209205.445656,218212.500,34022,2,EL,1,100,2384.000000
1716209205.512157,218279.000,34022,2,EL,1,100,2387.600098
1716209205.579158,218346.000,34038,1,EL,1,100,2386.399902
1716209205.645658,218412.500,34053,2,EL,1,100,2376.000000
1716209205.712159,218479.000,34053,2,EL,1,100,2370.399902
1716209205.779160,218546.000,34069,1,EL,1,100,2365.800049
1716209205.845661,218612.500,34087,2,EL,1,100,2361.000000
1716209205.912162,218679.000,34087,2,EL,1,100,2359.000000
1716209205.979162,218746.000,34105,1,EL,1,100,2361.199951
1716209206.045663,218812.500,34120,2,EL,1,100,2354.600098
1716209206.112164,218879.000,34120,2,EL,1,100,2347.199951
1716209206.179165,218946.000,34137,1,EL,1,100,2340.199951
1716209206.245666,219012.500,34154,2,EL,1,100,2339.199951
1716209206.312166,219079.000,34154,2,EL,1,100,2336.000000
1716209206.379167,219146.000,34170,1,EL,1,100,2333.000000
1716209206.445668,219212.500,34187,2,EL,1,100,2330.000000
1716209206.512169,219279.000,34187,2,EL,1,100,2327.199951
1716209206.579169,219346.000,34204,1,EL,1,100,2325.000000
1716209206.645670,219412.500,34221,2,EL,1,100,2321.399902
1716209206.712171,219479.000,34221,2,EL,1,100,2316.600098
1716209206.779172,219546.000,34237,1,EL,1,100,2312.399902
1716209206.845672,219612.500,34254,2,EL,1,100,2310.199951
1716209206.912173,219679.000,34254,2,EL,1,100,2307.000000
1716209206.978674,219745.500,34271,2,EL,1,100,2305.399902
1716209207.045175,219812.000,34271,2,EL,1,100,2301.199951
1716209207.112175,219879.000,34288,1,EL,1,100,2296.000000
1716209207.178676,219945.500,34307,2,EL,1,100,2294.000000
1716209207.245177,220012.000,34307,2,EL,1,100,2291.600098
1716209207.312178,220079.000,34324,1,EL,1,100,2289.399902
1716209207.378679,220145.500,34338,2,EL,1,100,2288.399902
1716209207.445179,220212.000,34338,2,EL,1,100,2287.199951
1716209207.512180,220279.000,34356,1,EL,1,100,2284.800049
1716209207.578681,220345.500,34372,2,EL,1,100,2280.000000
1716209207.645182,220412.000,34372,2,EL,1,100,2278.199951
1716209207.712183,220479.000,34389,1,EL,1,100,2278.199951
1716209207.778683,220545.500,34404,2,EL,1,100,2278.399902
1716209207.845184,220612.000,34404,2,EL,1,100,2280.800049
1716209207.912185,220679.000,34421,1,EL,1,100,2283.600098
1716209207.978686,220745.500,34437,2,EL,1,100,2291.000000
1716209208.045187,220812.000,34437,2,EL,1,100,2298.399902
1716209208.112187,220879.000,34454,1,EL,1,100,2301.800049
1716209208.178688,220945.500,34469,2,EL,1,100,2313.800049
1716209208.245189,221012.000,34469,2,EL,1,100,2322.399902
1716209208.312190,221079.000,34486,1,EL,1,100,2330.000000
1716209208.378690,221145.500,34502,2,EL,1,100,2336.600098
1716209208.445191,221212.000,34502,2,EL,1,100,2343.399902
1716209208.512192,221279.000,34522,1,EL,1,100,2349.399902
1716209208.578693,221345.500,34537,2,EL,1,100,2357.199951
1716209208.645194,221412.000,34537,2,EL,1,100,2359.399902
1716209208.712194,221479.000,34553,1,EL,1,100,2360.199951
1716209208.778695,221545.500,34570,2,EL,1,100,2360.199951
1716209208.845196,221612.000,34570,2,EL,1,100,2357.600098
1716209208.912197,221679.000,34594,2,EL,1,100,2354.800049
1716209208.979197,221746.000,34594,2,EL,1,100,2354.800049
1716209209.045698,221812.500,34610,2,EL,1,100,2352.199951
1716209209.112199,221879.000,34610,2,EL,1,100,2351.600098
1716209209.179200,221946.000,34630,1,EL,1,100,2352.199951
1716209209.245701,222012.500,34645,2,EL,1,100,2356.000000
1716209209.312201,222079.000,34645,2,EL,1,100,2359.000000
1716209209.379202,222146.000,34661,1,EL,1,100,2354.399902
1716209209.445703,222212.500,34678,2,EL,1,100,2344.800049
1716209209.512204,222279.000,34678,2,EL,1,100,2336.600098
1716209209.578704,222345.500,34695,2,EL,1,100,2323.199951
1716209209.645205,222412.000,34695,2,EL,1,100,2299.600098
1716209209.712206,222479.000,34711,1,EL,1,100,2279.399902
1716209209.778707,222545.500,34727,2,EL,1,100,2257.399902
1716209209.845207,222612.000,34727,2,EL,1,100,2236.399902
1716209209.912208,222679.000,34743,1,EL,1,100,2222.600098
1716209209.978709,222745.500,34760,2,EL,1,100,2222.800049
1716209210.045210,222812.000,34760,2,EL,1,100,2225.199951
1716209210.112211,222879.000,34778,1,EL,1,100,2225.199951
1716209210.178711,222945.500,34794,2,EL,1,100,2219.199951
1716209210.245212,223012.000,34794,2,EL,1,100,2221.600098
1716209210.312213,223079.000,34810,1,EL,1,100,2235.399902
1716209210.378714,223145.500,34827,2,EL,1,100,2250.000000
1716209210.445215,223212.000,34827,2,EL,1,100,2258.800049
1716209210.512215,223279.000,34844,1,EL,1,100,2265.600098
1716209210.578716,223345.500,34859,2,EL,1,100,2267.800049
1716209210.645217,223412.000,34859,2,EL,1,100,2262.600098
1716209210.712218,223479.000,34875,1,EL,1,100,2248.199951
1716209210.778718,223545.500,34893,2,EL,1,100,2232.800049
1716209210.845219,223612.000,34893,2,EL,1,100,2227.399902
1716209210.912220,223679.000,34909,1,EL,1,100,2224.199951
1716209210.978721,223745.500,34924,2,EL,1,100,2223.800049
1716209211.045222,223812.000,34924,2,EL,1,100,2222.600098
1716209211.112222,223879.000,34940,1,EL,1,100,2219.600098
1716209211.178723,223945.500,34960,2,EL,1,100,2217.399902
1716209211.245224,224012.000,34960,2,EL,1,100,2218.800049
1716209211.312225,224079.000,34976,1,EL,1,100,2221.600098
1716209211.378726,224145.500,34992,2,EL,1,100,2222.800049
1716209211.445226,224212.000,34992,2,EL,1,100,2225.800049
1716209211.511727,224278.500,35008,2,EL,1,100,2228.800049
1716209211.578228,224345.000,35008,2,EL,1,100,2229.199951
1716209211.645229,224412.000,35025,1,EL,1,100,2228.399902
1716209211.711729,224478.500,35041,2,EL,1,100,2225.800049
1716209211.778230,224545.000,35041,2,EL,1,100,2224.000000
1716209211.845231,224612.000,35059,1,EL,1,100,2222.000000
1716209211.911732,224678.500,35075,2,EL,1,100,2221.399902
1716209211.978232,224745.000,35075,2,EL,1,100,2220.800049
1716209212.045233,224812.000,35092,1,EL,1,100,2220.399902
1716209212.111734,224878.500,35109,2,EL,1,100,2220.600098
1716209212.178235,224945.000,35109,2,EL,1,100,2218.800049
1716209212.245235,225012.000,35126,1,EL,1,100,2216.800049
1716209212.311736,225078.500,35140,2,EL,1,100,2214.800049
1716209212.378237,225145.000,35140,2,EL,1,100,2212.000000
1716209212.445238,225212.000,35157,1,EL,1,100,2207.399902
1716209212.511739,225278.500,35174,2,EL,1,100,2204.800049
1716209212.578239,225345.000,35174,2,EL,1,100,2202.399902
1716209212.645240,225412.000,35191,1,EL,1,100,2200.199951
1716209212.711741,225478.500,35205,2,EL,1,100,2198.199951
1716209212.778242,225545.000,35205,2,EL,1,100,2195.199951
1716209212.845243,225612.000,35223,1,EL,1,100,2191.000000
1716209212.911743,225678.500,35239,2,EL,1,100,2188.399902
1716209212.978244,225745.000,35239,2,EL,1,100,2184.800049
1716209213.044745,225811.500,35256,2,EL,1,100,2183.199951
1716209213.111246,225878.000,35256,2,EL,1,100,2175.000000
1716209213.178246,225945.000,35273,2,EL,1,100,2170.399902
1716209213.245247,226012.000,35273,2,EL,1,100,2171.399902
1716209213.311248,226078.000,35290,1,EL,1,100,2168.399902
1716209213.378249,226145.000,35306,2,EL,1,100,2167.600098
1716209213.445250,226212.000,35306,2,EL,1,100,2168.800049
1716209213.511250,226278.000,35324,1,EL,1,100,2166.199951
1716209213.578251,226345.000,35340,2,EL,1,100,2160.199951
1716209213.645252,226412.000,35340,2,EL,1,100,2156.800049
1716209213.711253,226478.000,35357,1,EL,1,100,2153.199951
1716209213.778254,226545.000,35372,2,EL,1,100,2151.800049
1716209213.845254,226612.000,35372,2,EL,1,100,2149.399902
1716209213.912255,226679.000,35391,1,EL,1,100,2146.399902
1716209213.978589,226745.333,35413,3,EL,1,100,2144.000000
1716209214.044923,226811.667,35413,3,EL,1,100,2140.600098
1716209214.111257,226878.000,35413,3,EL,1,100,2136.399902
1716209214.178258,226945.000,35432,2,EL,1,100,2132.800049
1716209214.245259,227012.000,35432,2,EL,1,100,2131.600098
1716209214.311260,227078.000,35449,1,EL,1,100,2128.800049
1716209214.378260,227145.000,35465,2,EL,1,100,2125.600098
1716209214.445261,227212.000,35465,2,EL,1,100,2122.000000
1716209214.511262,227278.000,35485,1,EL,1,100,2120.399902
1716209214.578263,227345.000,35499,2,EL,1,100,2121.000000
1716209214.645264,227412.000,35499,2,EL,1,100,2118.399902
1716209214.711264,227478.000,35516,1,EL,1,100,2111.800049
1716209214.778265,227545.000,35535,2,EL,1,100,2109.000000
1716209214.845266,227612.000,35535,2,EL,1,100,2107.600098
1716209214.911267,227678.000,35552,1,EL,1,100,2105.199951
1716209214.978267,227745.000,35566,2,EL,1,100,2101.000000
1716209215.045268,227812.000,35566,2,EL,1,100,2098.600098
1716209215.111269,227878.000,35585,1,EL,1,100,2097.399902
1716209215.178270,227945.000,35602,2,EL,1,100,2094.800049
1716209215.245270,228012.000,35602,2,EL,1,100,2092.199951
1716209215.311271,228078.000,35619,1,EL,1,100,2089.800049
1716209215.378272,228145.000,35633,2,EL,1,100,2087.000000
1716209215.445273,228212.000,35633,2,EL,1,100,2083.600098
1716209215.511274,228278.000,35651,1,EL,1,100,2077.600098
1716209215.578274,228345.000,35669,2,EL,1,100,2078.199951
1716209215.645275,228412.000,35669,2,EL,1,100,2076.399902
1716209215.711276,228478.000,35686,1,EL,1,100,2074.000000
1716209215.778277,228545.000,35702,2,EL,1,100,2071.399902
1716209215.845278,228612.000,35702,2,EL,1,100,2068.199951
1716209215.911278,228678.000,35718,1,EL,1,100,2063.600098
1716209215.978279,228745.000,35734,2,EL,1,100,2060.600098
1716209216.045280,228812.000,35734,2,EL,1,100,2057.399902
1716209216.111781,228878.500,35754,2,EL,1,100,2055.199951
1716209216.178282,228945.000,35754,2,EL,1,100,2053.800049
1716209216.244282,229011.000,35770,1,EL,1,100,2052.800049
1716209216.311283,229078.000,35785,2,EL,1,100,2047.599976
1716209216.378284,229145.000,35785,2,EL,1,100,2043.400024
1716209216.444285,229211.000,35801,1,EL,1,100,2039.400024
1716209216.511285,229278.000,35821,2,EL,1,100,2036.400024
1716209216.578286,229345.000,35821,2,EL,1,100,2036.199951
1716209216.644287,229411.000,35837,1,EL,1,100,2035.599976
1716209216.711288,229478.000,35852,2,EL,1,100,2032.800049
1716209216.778289,229545.000,35852,2,EL,1,100,2029.000000
1716209216.844289,229611.000,35869,1,EL,1,100,2025.400024
1716209216.911290,229678.000,35888,2,EL,1,100,2024.199951
1716209216.978291,229745.000,35888,2,EL,1,100,2023.000000
1716209217.044291,229811.000,35904,1,EL,1,100,2024.599976
1716209217.111292,229878.000,35920,2,EL,1,100,2020.000000
1716209217.178293,229945.000,35920,2,EL,1,100,2016.599976
1716209217.244294,230011.000,35936,1,EL,1,100,2014.199951
1716209217.311295,230078.000,35953,2,EL,1,100,2010.199951
1716209217.378295,230145.000,35953,2,EL,1,100,2006.400024
1716209217.444296,230211.000,35969,1,EL,1,100,2003.000000
1716209217.511297,230278.000,35987,2,EL,1,100,2001.199951
1716209217.578298,230345.000,35987,2,EL,1,100,1999.000000
1716209217.644299,230411.000,36003,1,EL,1,100,1996.199951
1716209217.711299,230478.000,36020,2,EL,1,100,1991.000000
1716209217.778300,230545.000,36020,2,EL,1,100,1988.800049
1716209217.844301,230611.000,36039,1,EL,1,100,1988.400024
1716209217.911302,230678.000,36054,2,EL,1,100,1984.199951
1716209217.978302,230745.000,36054,2,EL,1,100,1981.000000
1716209218.044303,230811.000,36070,1,EL,1,100,1978.000000
1716209218.111304,230878.000,36090,2,EL,1,100,1977.400024
1716209218.178305,230945.000,36090,2,EL,1,100,1973.000000
1716209218.244306,231011.000,36106,1,EL,1,100,1971.199951
1716209218.311306,231078.000,36122,2,EL,1,100,1968.000000
1716209218.378307,231145.000,36122,2,EL,1,100,1964.400024
1716209218.444808,231211.500,36140,2,EL,1,100,1962.800049
1716209218.511309,231278.000,36140,2,EL,1,100,1959.800049
1716209218.578310,231345.000,36157,1,EL,1,100,1955.400024
1716209218.644810,231411.500,36173,2,EL,1,100,1952.199951
1716209218.711311,231478.000,36173,2,EL,1,100,1949.599976
1716209218.778312,231545.000,36190,1,EL,1,100,1946.199951
1716209218.844813,231611.500,36207,2,EL,1,100,1942.199951
1716209218.911313,231678.000,36207,2,EL,1,100,1939.599976
1716209218.978314,231745.000,36226,1,EL,1,100,1938.800049
1716209219.044815,231811.500,36242,2,EL,1,100,1936.400024
1716209219.111316,231878.000,36242,2,EL,1,100,1933.800049
1716209219.177817,231944.500,36265,2,EL,1,100,1931.000000
1716209219.244317,232011.000,36265,2,EL,1,100,1930.199951
1716209219.310818,232077.500,36281,2,EL,1,100,1927.199951
1716209219.377319,232144.000,36281,2,EL,1,100,1924.599976
1716209219.444320,232211.000,36298,1,EL,1,100,1923.000000
1716209219.510820,232277.500,36313,2,EL,1,100,1920.000000
1716209219.577321,232344.000,36313,2,EL,1,100,1918.800049
1716209219.644322,232411.000,36330,1,EL,1,100,1916.800049
1716209219.710823,232477.500,36346,2,EL,1,100,1911.800049
1716209219.777323,232544.000,36346,2,EL,1,100,1909.000000
1716209219.844324,232611.000,36366,1,EL,1,100,1909.000000
1716209219.910825,232677.500,36380,2,EL,1,100,1905.400024
1716209219.977326,232744.000,36380,2,EL,1,100,1902.800049
1716209220.044327,232811.000,36397,1,EL,1,100,1894.599976
1716209220.110827,232877.500,36414,2,EL,1,100,1890.400024
1716209220.177328,232944.000,36414,2,EL,1,100,1889.400024
1716209220.244329,233011.000,36433,1,EL,1,100,1888.800049
1716209220.310830,233077.500,36447,2,EL,1,100,1886.599976
1716209220.377331,233144.000,36447,2,EL,1,100,1883.000000
1716209220.444331,233211.000,36464,1,EL,1,100,1879.199951
1716209220.510832,233277.500,36481,2,EL,1,100,1879.400024
1716209220.577333,233344.000,36481,2,EL,1,100,1878.199951
1716209220.644334,233411.000,36498,1,EL,1,100,1874.400024
1716209220.710835,233477.500,36513,2,EL,1,100,1871.199951
1716209220.777335,233544.000,36513,2,EL,1,100,1866.800049
1716209220.844336,233611.000,36530,2,EL,1,100,1859.400024
1716209220.911337,233678.000,36530,2,EL,1,100,1859.400024
1716209220.977338,233744.000,36548,1,EL,1,100,1858.199951
1716209221.044338,233811.000,36565,2,EL,1,100,1856.400024
1716209221.111339,233878.000,36565,2,EL,1,100,1854.800049
1716209221.177340,233944.000,36582,1,EL,1,100,1851.400024
1716209221.244341,234011.000,36597,2,EL,1,100,1848.800049
1716209221.311342,234078.000,36597,2,EL,1,100,1845.400024
1716209221.377342,234144.000,36613,1,EL,1,100,1841.800049
1716209221.444343,234211.000,36631,2,EL,1,100,1839.599976
1716209221.511344,234278.000,36631,2,EL,1,100,1836.599976
1716209221.577345,234344.000,36649,1,EL,1,100,1834.400024
1716209221.644345,234411.000,36664,2,EL,1,100,1831.599976
1716209221.711346,234478.000,36664,2,EL,1,100,1829.199951
1716209221.777347,234544.000,36680,1,EL,1,100,1826.599976
1716209221.844348,234611.000,36698,2,EL,1,100,1826.400024
1716209221.911348,234678.000,36698,2,EL,1,100,1824.199951
1716209221.977349,234744.000,36714,1,EL,1,100,1823.400024
1716209222.044350,234811.000,36729,2,EL,1,100,1818.800049
1716209222.111351,234878.000,36729,2,EL,1,100,1814.400024
1716209222.177351,234944.000,36746,1,EL,1,100,1811.400024
1716209222.244352,235011.000,36765,2,EL,1,100,1810.599976
1716209222.311353,235078.000,36765,2,EL,1,100,1807.400024
1716209222.377354,235144.000,36781,1,EL,1,100,1805.199951
1716209222.443855,235210.500,36797,2,EL,1,100,1803.400024
1716209222.510355,235277.000,36797,2,EL,1,100,1799.800049
1716209222.577356,235344.000,36813,1,EL,1,100,1793.199951
1716209222.644357,235411.000,36830,2,EL,1,100,1790.800049
1716209222.711358,235478.000,36830,2,EL,1,100,1788.000000
1716209222.777359,235544.000,36846,1,EL,1,100,1783.400024
1716209222.844359,235611.000,36863,2,EL,1,100,1780.199951
1716209222.911360,235678.000,36863,2,EL,1,100,1778.400024
1716209222.977361,235744.000,36878,1,EL,1,100,1774.599976
1716209223.044362,235811.000,36897,2,EL,1,100,1771.800049
1716209223.111362,235878.000,36897,2,EL,1,100,1770.199951
1716209223.177863,235944.500,36914,2,EL,1,100,1767.800049
1716209223.244364,236011.000,36914,2,EL,1,100,1766.199951
1716209223.311365,236078.000,36931,1,EL,1,100,1765.000000
1716209223.377866,236144.500,36945,2,EL,1,100,1761.400024
1716209223.444366,236211.000,36945,2,EL,1,100,1757.599976
1716209223.510367,236277.000,36963,1,EL,1,100,1755.000000
1716209223.577368,236344.000,36981,2,EL,1,100,1754.199951
1716209223.644369,236411.000,36981,2,EL,1,100,1754.000000
1716209223.710370,236477.000,36998,1,EL,1,100,1752.800049
1716209223.777370,236544.000,37013,2,EL,1,100,1749.000000
1716209223.844371,236611.000,37013,2,EL,1,100,1745.400024
1716209223.910372,236677.000,37032,1,EL,1,100,1740.599976
1716209223.977373,236744.000,37048,2,EL,1,100,1739.599976
1716209224.044373,236811.000,37048,2,EL,1,100,1737.000000
1716209224.110374,236877.000,37065,1,EL,1,100,1733.400024
1716209224.177375,236944.000,37082,2,EL,1,100,1732.800049
1716209224.244376,237011.000,37082,2,EL,1,100,1728.599976
1716209224.310876,237077.500,37104,2,EL,1,100,1726.599976
1716209224.377377,237144.000,37104,2,EL,1,100,1724.000000
1716209224.443878,237210.500,37121,2,EL,1,100,1720.800049
1716209224.510379,237277.000,37121,2,EL,1,100,1717.199951
1716209224.577380,237344.000,37140,1,EL,1,100,1709.800049
1716209224.643880,237410.500,37156,2,EL,1,100,1709.000000
