LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1716209195.902245,208669.200,32443,10,PI,1,100,138091
1716209195.911645,208678.600,32443,10,PI,1,100,138112
1716209195.921045,208688.000,32443,10,PI,1,100,138101
1716209195.930445,208697.400,32443,10,PI,1,100,138063
1716209195.939845,208706.800,32443,10,PI,1,100,138092
1716209195.949245,208716.200,32443,10,PI,1,100,138096
1716209195.958645,208725.600,32443,10,PI,1,100,138085
1716209195.968045,208735.000,32443,10,PI,1,100,138089
1716209195.978745,208745.700,32459,10,PI,1,100,138117
1716209195.989446,208756.400,32459,10,PI,1,100,138087
1716209196.000146,208767.100,32459,10,PI,1,100,138107
1716209196.010846,208777.800,32459,10,PI,1,100,138073
1716209196.021546,208788.500,32459,10,PI,1,100,138105
1716209196.032246,208799.200,32459,10,PI,1,100,138106
1716209196.042946,208809.900,32459,10,PI,1,100,138091
1716209196.053646,208820.600,32459,10,PI,1,100,138136
1716209196.064347,208831.300,32459,10,PI,1,100,138153
1716209196.075047,208842.000,32459,10,PI,1,100,138165
1716209196.084347,208851.300,32476,10,PI,1,100,138149
1716209196.093647,208860.600,32476,10,PI,1,100,138127
1716209196.102947,208869.900,32476,10,PI,1,100,138130
1716209196.112247,208879.200,32476,10,PI,1,100,138122
1716209196.121547,208888.500,32476,10,PI,1,100,138170
1716209196.130847,208897.800,32476,10,PI,1,100,138121
1716209196.140147,208907.100,32476,10,PI,1,100,138160
1716209196.149447,208916.400,32476,10,PI,1,100,138166
1716209196.158748,208925.700,32476,10,PI,1,100,138174
1716209196.168048,208935.000,32476,10,PI,1,100,138169
1716209196.178648,208945.600,32492,10,PI,1,100,138153
1716209196.189248,208956.200,32492,10,PI,1,100,138136
1716209196.199848,208966.800,32492,10,PI,1,100,138150
1716209196.210448,208977.400,32492,10,PI,1,100,138138
1716209196.221048,208988.000,32492,10,PI,1,100,138178
1716209196.231648,208998.600,32492,10,PI,1,100,138163
1716209196.242249,209009.200,32492,10,PI,1,100,138157
1716209196.252849,209019.800,32492,10,PI,1,100,138146
1716209196.263449,209030.400,32492,10,PI,1,100,138173
1716209196.274049,209041.000,32492,10,PI,1,100,138170
1716209196.283776,209050.727,32510,11,PI,1,100,138157
1716209196.293504,209060.455,32510,11,PI,1,100,138156
1716209196.303231,209070.182,32510,11,PI,1,100,138172
1716209196.312958,209079.909,32510,11,PI,1,100,138196
1716209196.322686,209089.636,32510,11,PI,1,100,138209
1716209196.332413,209099.364,32510,11,PI,1,100,138167
1716209196.342141,209109.091,32510,11,PI,1,100,138169
1716209196.351868,209118.818,32510,11,PI,1,100,138136
1716209196.361595,209128.545,32510,11,PI,1,100,138105
1716209196.371323,209138.273,32510,11,PI,1,100,138157
1716209196.381050,209148.000,32510,11,PI,1,100,138163
1716209196.391384,209158.333,32526,9,PI,1,100,138136
1716209196.401717,209168.667,32526,9,PI,1,100,138149
1716209196.412050,209179.000,32526,9,PI,1,100,138154
1716209196.422384,209189.333,32526,9,PI,1,100,138091
1716209196.432718,209199.667,32526,9,PI,1,100,138118
1716209196.443051,209210.000,32526,9,PI,1,100,138110
1716209196.453384,209220.333,32526,9,PI,1,100,138134
1716209196.463718,209230.667,32526,9,PI,1,100,138071
1716209196.474051,209241.000,32526,9,PI,1,100,138117
1716209196.483779,209250.727,32546,11,PI,1,100,138117
1716209196.493506,209260.455,32546,11,PI,1,100,138127
1716209196.503233,209270.182,32546,11,PI,1,100,138110
1716209196.512961,209279.909,32546,11,PI,1,100,138115
1716209196.522688,209289.636,32546,11,PI,1,100,138148
1716209196.532416,209299.364,32546,11,PI,1,100,138118
1716209196.542143,209309.091,32546,11,PI,1,100,138102
1716209196.551870,209318.818,32546,11,PI,1,100,138115
1716209196.561598,209328.545,32546,11,PI,1,100,138148
1716209196.571325,209338.273,32546,11,PI,1,100,138138
1716209196.581053,209348.000,32546,11,PI,1,100,138133
1716209196.591497,209358.444,32562,9,PI,1,100,138146
1716209196.601942,209368.889,32562,9,PI,1,100,138084
1716209196.612386,209379.333,32562,9,PI,1,100,138068
1716209196.622831,209389.778,32562,9,PI,1,100,138097
1716209196.633275,209400.222,32562,9,PI,1,100,138123
1716209196.643720,209410.667,32562,9,PI,1,100,138099
1716209196.654165,209421.111,32562,9,PI,1,100,138120
1716209196.664609,209431.556,32562,9,PI,1,100,138116
1716209196.675054,209442.000,32562,9,PI,1,100,138109
1716209196.684690,209451.636,32579,11,PI,1,100,138094
1716209196.694327,209461.273,32579,11,PI,1,100,138084
1716209196.703963,209470.909,32579,11,PI,1,100,138130
1716209196.713599,209480.545,32579,11,PI,1,100,138125
1716209196.723236,209490.182,32579,11,PI,1,100,138143
1716209196.732872,209499.818,32579,11,PI,1,100,138146
1716209196.742509,209509.455,32579,11,PI,1,100,138137
1716209196.752146,209519.091,32579,11,PI,1,100,138117
1716209196.761782,209528.727,32579,11,PI,1,100,138142
1716209196.771418,209538.364,32579,11,PI,1,100,138102
1716209196.781055,209548.000,32579,11,PI,1,100,138103
1716209196.791755,209558.700,32596,10,PI,1,100,138108
1716209196.802455,209569.400,32596,10,PI,1,100,138126
1716209196.813155,209580.100,32596,10,PI,1,100,138113
1716209196.823855,209590.800,32596,10,PI,1,100,138110
1716209196.834555,209601.500,32596,10,PI,1,100,138128
1716209196.845256,209612.200,32596,10,PI,1,100,138117
1716209196.855956,209622.900,32596,10,PI,1,100,138138
1716209196.866656,209633.600,32596,10,PI,1,100,138124
1716209196.877356,209644.300,32596,10,PI,1,100,138085
1716209196.888056,209655.000,32596,10,PI,1,100,138099
1716209196.898390,209665.333,32613,9,PI,1,100,138117
1716209196.908723,209675.667,32613,9,PI,1,100,138097
1716209196.919056,209686.000,32613,9,PI,1,100,138094
1716209196.929390,209696.333,32613,9,PI,1,100,138090
1716209196.939723,209706.667,32613,9,PI,1,100,138025
1716209196.950057,209717.000,32613,9,PI,1,100,138042
1716209196.960390,209727.333,32613,9,PI,1,100,138033
1716209196.970724,209737.667,32613,9,PI,1,100,137984
1716209196.981057,209748.000,32613,9,PI,1,100,137970
1716209196.990785,209757.727,32629,11,PI,1,100,137955
1716209197.000512,209767.455,32629,11,PI,1,100,137941
1716209197.010239,209777.182,32629,11,PI,1,100,137947
1716209197.019967,209786.909,32629,11,PI,1,100,137952
1716209197.029694,209796.636,32629,11,PI,1,100,137956
1716209197.039422,209806.364,32629,11,PI,1,100,137947
1716209197.049149,209816.091,32629,11,PI,1,100,137939
1716209197.058876,209825.818,32629,11,PI,1,100,137941
1716209197.068604,209835.545,32629,11,PI,1,100,137959
1716209197.078331,209845.273,32629,11,PI,1,100,137994
1716209197.088058,209855.000,32629,11,PI,1,100,137975
1716209197.097786,209864.727,32645,11,PI,1,100,137985
1716209197.107513,209874.455,32645,11,PI,1,100,137985
1716209197.117241,209884.182,32645,11,PI,1,100,137961
1716209197.126968,209893.909,32645,11,PI,1,100,137976
1716209197.136695,209903.636,32645,11,PI,1,100,137994
