LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1713793822.959781,325397.000,50855,1,TH,1,100,32.216
1713793823.093783,325531.000,50871,1,TH,1,100,32.216
1713793823.226785,325664.000,50903,1,TH,1,100,32.216
1713793823.359787,325797.000,50920,1,TH,1,100,32.216
1713793823.493789,325931.000,50936,1,TH,1,100,32.255
1713793823.626791,326064.000,50968,1,TH,1,100,32.255
1713793823.759793,326197.000,50985,1,TH,1,100,32.284
1713793823.892795,326330.000,51001,1,TH,1,100,32.284
1713793824.026797,326464.000,51035,1,TH,1,100,32.204
1713793824.159799,326597.000,51052,1,TH,1,100,32.204
1713793824.292801,326730.000,51069,1,TH,1,100,32.265
1713793824.426803,326864.000,51100,1,TH,1,100,32.272
1713793824.559805,326997.000,51118,1,TH,1,100,32.267
1713793824.692807,327130.000,51139,1,TH,1,100,32.267
1713793824.826809,327264.000,51158,1,TH,1,100,32.265
1713793824.959811,327397.000,51175,1,TH,1,100,32.265
1713793825.092813,327530.000,51192,1,TH,1,100,32.284
1713793825.226815,327664.000,51224,1,TH,1,100,32.284
1713793825.359817,327797.000,51240,1,TH,1,100,32.206
1713793825.492819,327930.000,51257,1,TH,1,100,32.206
1713793825.626821,328064.000,51289,1,TH,1,100,32.267
1713793825.759823,328197.000,51305,1,TH,1,100,32.267
1713793825.892825,328330.000,51322,1,TH,1,100,32.270
1713793826.026827,328464.000,51354,1,TH,1,100,32.270
1713793826.159829,328597.000,51370,1,TH,1,100,32.270
1713793826.292830,328730.000,51388,1,TH,1,100,32.270
1713793826.426832,328864.000,51419,1,TH,1,100,32.216
1713793826.559834,328997.000,51435,1,TH,1,100,32.216
1713793826.692837,329130.000,51453,2,TH,1,100,32.221
1713793826.825838,329263.000,51453,2,TH,1,100,32.221
1713793826.959340,329396.500,51470,2,TH,1,100,32.211
1713793827.092842,329530.000,51470,2,TH,1,100,32.218
1713793827.225844,329663.000,51502,1,TH,1,100,32.335
1713793827.359846,329797.000,51519,1,TH,1,100,32.335
1713793827.492848,329930.000,51535,1,TH,1,100,32.298
1713793827.625850,330063.000,51567,1,TH,1,100,32.298
1713793827.759852,330197.000,51584,1,TH,1,100,32.262
1713793827.892854,330330.000,51600,1,TH,1,100,32.262
1713793828.025856,330463.000,51618,1,TH,1,100,32.303
1713793828.159858,330597.000,51649,1,TH,1,100,32.303
1713793828.292860,330730.000,51666,1,TH,1,100,32.235
1713793828.425862,330863.000,51683,1,TH,1,100,32.235
1713793828.559864,330997.000,51715,1,TH,1,100,32.240
1713793828.692866,331130.000,51731,1,TH,1,100,32.240
1713793828.825868,331263.000,51748,1,TH,1,100,32.335
1713793828.959870,331397.000,51782,1,TH,1,100,32.335
1713793829.092872,331530.000,51798,1,TH,1,100,32.255
1713793829.225874,331663.000,51815,1,TH,1,100,32.255
1713793829.359876,331797.000,51847,1,TH,1,100,32.313
1713793829.492878,331930.000,51863,1,TH,1,100,32.313
1713793829.625880,332063.000,51881,1,TH,1,100,32.313
1713793829.759382,332196.500,51918,2,TH,1,100,32.313
1713793829.892884,332330.000,51918,2,TH,1,100,32.294
1713793830.025886,332463.000,51950,1,TH,1,100,32.301
1713793830.159888,332597.000,51966,1,TH,1,100,32.245
1713793830.292890,332730.000,51984,1,TH,1,100,32.245
1713793830.425892,332863.000,52015,1,TH,1,100,32.274
1713793830.559894,332997.000,52031,1,TH,1,100,32.274
1713793830.692896,333130.000,52049,1,TH,1,100,32.240
1713793830.825898,333263.000,52080,1,TH,1,100,32.240
1713793830.958900,333396.000,52097,1,TH,1,100,32.264
1713793831.092902,333530.000,52114,1,TH,1,100,32.264
1713793831.225904,333663.000,52130,1,TH,1,100,32.260
1713793831.358906,333796.000,52162,1,TH,1,100,32.260
1713793831.492908,333930.000,52179,1,TH,1,100,32.371
1713793831.625910,334063.000,52196,1,TH,1,100,32.371
1713793831.758912,334196.000,52227,1,TH,1,100,32.221
1713793831.892914,334330.000,52244,1,TH,1,100,32.221
1713793832.025915,334463.000,52261,1,TH,1,100,32.284
1713793832.158917,334596.000,52294,1,TH,1,100,32.291
1713793832.292919,334730.000,52312,1,TH,1,100,32.308
1713793832.425921,334863.000,52328,1,TH,1,100,32.308
1713793832.558923,334996.000,52360,1,TH,1,100,32.318
1713793832.692925,335130.000,52377,1,TH,1,100,32.318
1713793832.825927,335263.000,52393,1,TH,1,100,32.325
1713793832.958929,335396.000,52425,1,TH,1,100,32.325
1713793833.092931,335530.000,52442,1,TH,1,100,32.288
1713793833.225933,335663.000,52458,1,TH,1,100,32.289
1713793833.358935,335796.000,52476,1,TH,1,100,32.371
1713793833.492937,335930.000,52507,1,TH,1,100,32.371
1713793833.625939,336063.000,52524,1,TH,1,100,32.267
1713793833.758941,336196.000,52541,1,TH,1,100,32.267
1713793833.892943,336330.000,52573,1,TH,1,100,32.361
1713793834.025945,336463.000,52591,1,TH,1,100,32.361
1713793834.158947,336596.000,52608,1,TH,1,100,32.390
1713793834.291949,336729.000,52640,1,TH,1,100,32.390
1713793834.425951,336863.000,52656,1,TH,1,100,32.276
1713793834.558953,336996.000,52673,1,TH,1,100,32.276
1713793834.692955,337130.000,52705,1,TH,1,100,32.271
1713793834.825957,337263.000,52721,1,TH,1,100,32.271
1713793834.958959,337396.000,52744,1,TH,1,100,32.286
1713793835.091961,337529.000,52760,1,TH,1,100,32.293
1713793835.225963,337663.000,52777,1,TH,1,100,32.347
1713793835.358965,337796.000,52809,1,TH,1,100,32.339
1713793835.491967,337929.000,52825,1,TH,1,100,32.301
1713793835.625969,338063.000,52843,1,TH,1,100,32.308
1713793835.758971,338196.000,52874,1,TH,1,100,32.363
1713793835.891973,338329.000,52890,1,TH,1,100,32.363
1713793836.025975,338463.000,52908,1,TH,1,100,32.361
1713793836.158977,338596.000,52939,1,TH,1,100,32.361
1713793836.291979,338729.000,52956,1,TH,1,100,32.271
1713793836.425981,338863.000,52973,1,TH,1,100,32.271
1713793836.558983,338996.000,53005,1,TH,1,100,32.322
1713793836.691985,339129.000,53021,1,TH,1,100,32.322
1713793836.825987,339263.000,53038,1,TH,1,100,32.269
1713793836.958989,339396.000,53070,1,TH,1,100,32.269
1713793837.091990,339529.000,53086,1,TH,1,100,32.334
1713793837.225992,339663.000,53103,1,TH,1,100,32.334
1713793837.358994,339796.000,53120,1,TH,1,100,32.296
1713793837.491997,339929.000,53151,1,TH,1,100,32.296
1713793837.625998,340063.000,53169,1,TH,1,100,32.397
1713793837.759000,340196.000,53185,1,TH,1,100,32.404
1713793837.892002,340329.000,53217,1,TH,1,100,32.329
1713793838.026004,340463.000,53234,1,TH,1,100,32.322
1713793838.159006,340596.000,53250,1,TH,1,100,32.393
1713793838.292008,340729.000,53282,1,TH,1,100,32.400
1713793838.425010,340862.000,53299,1,TH,1,100,32.395
1713793838.559012,340996.000,53315,1,TH,1,100,32.395
1713793838.692014,341129.000,53347,1,TH,1,100,32.431
1713793838.825016,341262.000,53364,1,TH,1,100,32.431
1713793838.959018,341396.000,53381,1,TH,1,100,32.378
1713793839.092020,341529.000,53400,1,TH,1,100,32.378
1713793839.225022,341662.000,53432,1,TH,1,100,32.342
1713793839.359024,341796.000,53448,1,TH,1,100,32.342
1713793839.492026,341929.000,53465,1,TH,1,100,32.373
1713793839.625028,342062.000,53497,1,TH,1,100,32.373
1713793839.759030,342196.000,53513,1,TH,1,100,32.293
1713793839.892032,342329.000,53530,1,TH,1,100,32.293
1713793840.025034,342462.000,53567,1,TH,1,100,32.363
1713793840.159036,342596.000,53582,1,TH,1,100,32.371
1713793840.292038,342729.000,53600,1,TH,1,100,32.388
1713793840.425040,342862.000,53616,1,TH,1,100,32.380
1713793840.559042,342996.000,53648,1,TH,1,100,32.332
1713793840.692044,343129.000,53665,1,TH,1,100,32.339
1713793840.825046,343262.000,53681,1,TH,1,100,32.320
1713793840.958048,343395.000,53699,1,TH,1,100,32.320
1713793841.092050,343529.000,53730,1,TH,1,100,32.300
1713793841.225052,343662.000,53746,1,TH,1,100,32.300
1713793841.358054,343795.000,53764,1,TH,1,100,32.322
1713793841.492056,343929.000,53795,1,TH,1,100,32.322
1713793841.625058,344062.000,53812,1,TH,1,100,32.390
1713793841.759060,344196.000,53829,1,TH,1,100,32.390
1713793841.892062,344329.000,53861,1,TH,1,100,32.322
1713793842.025064,344462.000,53877,1,TH,1,100,32.322
1713793842.158066,344595.000,53894,1,TH,1,100,32.387
1713793842.292068,344729.000,53926,1,TH,1,100,32.387
1713793842.425070,344862.000,53942,1,TH,1,100,32.414
1713793842.558072,344995.000,53959,1,TH,1,100,32.414
1713793842.692074,345129.000,53976,1,TH,1,100,32.414
1713793842.825075,345262.000,54007,1,TH,1,100,32.414
1713793842.958077,345395.000,54025,1,TH,1,100,32.383
1713793843.092079,345529.000,54041,1,TH,1,100,32.383
1713793843.225081,345662.000,54073,1,TH,1,100,32.356
1713793843.358083,345795.000,54090,1,TH,1,100,32.356
1713793843.492085,345929.000,54106,1,TH,1,100,32.264
1713793843.625087,346062.000,54138,1,TH,1,100,32.271
1713793843.758089,346195.000,54155,1,TH,1,100,32.349
1713793843.892091,346329.000,54171,1,TH,1,100,32.349
1713793844.025093,346462.000,54205,1,TH,1,100,32.349
1713793844.158095,346595.000,54222,1,TH,1,100,32.349
1713793844.291097,346728.000,54239,1,TH,1,100,32.319
1713793844.425099,346862.000,54270,1,TH,1,100,32.319
1713793844.558101,346995.000,54287,1,TH,1,100,32.380
1713793844.691103,347128.000,54304,1,TH,1,100,32.380
1713793844.825105,347262.000,54335,1,TH,1,100,32.336
1713793844.958107,347395.000,54353,1,TH,1,100,32.336
1713793845.091109,347528.000,54369,1,TH,1,100,32.380
1713793845.225111,347662.000,54391,1,TH,1,100,32.380
1713793845.358113,347795.000,54408,1,TH,1,100,32.315
1713793845.491115,347928.000,54439,1,TH,1,100,32.315
1713793845.625117,348062.000,54457,1,TH,1,100,32.421
1713793845.758119,348195.000,54473,1,TH,1,100,32.421
1713793845.891121,348328.000,54505,1,TH,1,100,32.322
1713793846.025123,348462.000,54522,1,TH,1,100,32.329
1713793846.158125,348595.000,54538,1,TH,1,100,32.300
1713793846.291127,348728.000,54570,1,TH,1,100,32.300
1713793846.425129,348862.000,54587,1,TH,1,100,32.344
1713793846.558131,348995.000,54603,1,TH,1,100,32.344
1713793846.691133,349128.000,54621,1,TH,1,100,32.363
1713793846.825135,349262.000,54652,1,TH,1,100,32.363
1713793846.958137,349395.000,54670,1,TH,1,100,32.479
1713793847.091139,349528.000,54685,1,TH,1,100,32.479
1713793847.225141,349662.000,54703,1,TH,1,100,32.380
1713793847.358143,349795.000,54719,1,TH,1,100,32.380
1713793847.491145,349928.000,54736,1,TH,1,100,32.375
1713793847.624146,350061.000,54768,1,TH,1,100,32.375
1713793847.758148,350195.000,54784,1,TH,1,100,32.317
1713793847.891150,350328.000,54801,1,TH,1,100,32.317
1713793848.024153,350461.000,54833,1,TH,1,100,32.360
1713793848.158154,350595.000,54849,1,TH,1,100,32.360
1713793848.291157,350728.000,54867,1,TH,1,100,32.348
1713793848.425159,350862.000,54898,1,TH,1,100,32.348
1713793848.558160,350995.000,54914,1,TH,1,100,32.326
1713793848.691162,351128.000,54932,1,TH,1,100,32.334
1713793848.824164,351261.000,54963,1,TH,1,100,32.484
1713793848.958166,351395.000,54980,1,TH,1,100,32.477
1713793849.091168,351528.000,54999,1,TH,1,100,32.358
1713793849.224170,351661.000,55015,1,TH,1,100,32.365
1713793849.358172,351795.000,55047,1,TH,1,100,32.385
1713793849.491174,351928.000,55064,1,TH,1,100,32.385
1713793849.624176,352061.000,55081,1,TH,1,100,32.365
1713793849.758178,352195.000,55098,1,TH,1,100,32.365
1713793849.891180,352328.000,55130,1,TH,1,100,32.343
1713793850.024182,352461.000,55146,1,TH,1,100,32.343
1713793850.158184,352595.000,55163,1,TH,1,100,32.355
1713793850.291186,352728.000,55186,1,TH,1,100,32.355
1713793850.424188,352861.000,55202,1,TH,1,100,32.419
1713793850.557190,352994.000,55219,1,TH,1,100,32.419
1713793850.691192,353128.000,55251,1,TH,1,100,32.394
1713793850.824194,353261.000,55267,1,TH,1,100,32.394
1713793850.958196,353395.000,55285,1,TH,1,100,32.506
1713793851.091198,353528.000,55316,1,TH,1,100,32.506
1713793851.224200,353661.000,55332,1,TH,1,100,32.486
1713793851.357202,353794.000,55350,1,TH,1,100,32.486
1713793851.491204,353928.000,55366,1,TH,1,100,32.360
1713793851.624206,354061.000,55384,1,TH,1,100,32.360
1713793851.757208,354194.000,55415,1,TH,1,100,32.406
1713793851.891210,354328.000,55431,1,TH,1,100,32.406
1713793852.024212,354461.000,55449,1,TH,1,100,32.329
1713793852.157214,354594.000,55482,1,TH,1,100,32.336
1713793852.291216,354728.000,55499,1,TH,1,100,32.460
1713793852.424218,354861.000,55516,1,TH,1,100,32.460
1713793852.557220,354994.000,55548,1,TH,1,100,32.445
1713793852.691222,355128.000,55564,1,TH,1,100,32.445
1713793852.824224,355261.000,55581,1,TH,1,100,32.409
1713793852.957226,355394.000,55598,1,TH,1,100,32.409
1713793853.091228,355528.000,55629,1,TH,1,100,32.387
1713793853.224230,355661.000,55646,1,TH,1,100,32.387
1713793853.357231,355794.000,55663,1,TH,1,100,32.394
1713793853.491233,355928.000,55694,1,TH,1,100,32.394
1713793853.624235,356061.000,55712,1,TH,1,100,32.421
1713793853.757237,356194.000,55728,1,TH,1,100,32.421
1713793853.890239,356327.000,55745,1,TH,1,100,32.355
1713793854.024241,356461.000,55779,1,TH,1,100,32.355
1713793854.157243,356594.000,55795,1,TH,1,100,32.394
1713793854.290245,356727.000,55813,1,TH,1,100,32.394
1713793854.424247,356861.000,55844,1,TH,1,100,32.389
1713793854.557249,356994.000,55860,1,TH,1,100,32.389
1713793854.690251,357127.000,55878,1,TH,1,100,32.321
1713793854.824253,357261.000,55894,1,TH,1,100,32.321
1713793854.957255,357394.000,55926,1,TH,1,100,32.406
1713793855.090257,357527.000,55943,1,TH,1,100,32.406
1713793855.224259,357661.000,55959,1,TH,1,100,32.363
1713793855.357261,357794.000,55996,1,TH,1,100,32.363
1713793855.490263,357927.000,56013,1,TH,1,100,32.387
1713793855.624265,358061.000,56030,1,TH,1,100,32.394
1713793855.757267,358194.000,56047,1,TH,1,100,32.409
1713793855.890269,358327.000,56079,1,TH,1,100,32.409
1713793856.024271,358461.000,56095,1,TH,1,100,32.418
1713793856.157273,358594.000,56112,1,TH,1,100,32.418
1713793856.290275,358727.000,56129,1,TH,1,100,32.428
1713793856.424277,358861.000,56146,1,TH,1,100,32.428
1713793856.557279,358994.000,56178,1,TH,1,100,32.474
1713793856.690281,359127.000,56194,1,TH,1,100,32.474
1713793856.824283,359261.000,56211,1,TH,1,100,32.450
1713793856.957285,359394.000,56243,1,TH,1,100,32.450
1713793857.090287,359527.000,56259,1,TH,1,100,32.428
1713793857.224289,359661.000,56276,1,TH,1,100,32.428
1713793857.357291,359794.000,56308,1,TH,1,100,32.435
1713793857.490293,359927.000,56324,1,TH,1,100,32.435
1713793857.624295,360061.000,56342,1,TH,1,100,32.425
1713793857.757297,360194.000,56373,1,TH,1,100,32.425
1713793857.890299,360327.000,56389,1,TH,1,100,32.498
1713793858.023301,360460.000,56407,1,TH,1,100,32.505
1713793858.157303,360594.000,56438,1,TH,1,100,32.479
1713793858.290305,360727.000,56455,1,TH,1,100,32.479
1713793858.423306,360860.000,56472,1,TH,1,100,32.447
1713793858.557308,360994.000,56488,1,TH,1,100,32.447
1713793858.690310,361127.000,56506,1,TH,1,100,32.413
1713793858.823313,361260.000,56537,1,TH,1,100,32.413
1713793858.957314,361394.000,56554,1,TH,1,100,32.498
1713793859.090316,361527.000,56573,1,TH,1,100,32.498
1713793859.223318,361660.000,56605,1,TH,1,100,32.425
1713793859.357320,361794.000,56621,1,TH,1,100,32.425
1713793859.490322,361927.000,56638,1,TH,1,100,32.387
1713793859.623324,362060.000,56670,1,TH,1,100,32.387
1713793859.757326,362194.000,56686,1,TH,1,100,32.382
1713793859.890328,362327.000,56703,1,TH,1,100,32.382
1713793860.023330,362460.000,56735,1,TH,1,100,32.387
1713793860.157332,362594.000,56751,1,TH,1,100,32.387
1713793860.290334,362727.000,56769,1,TH,1,100,32.459
1713793860.423336,362860.000,56808,2,TH,1,100,32.459
1713793860.556338,362993.000,56808,2,TH,1,100,32.464
1713793860.690340,363127.000,56825,1,TH,1,100,32.464
1713793860.823342,363260.000,56842,1,TH,1,100,32.362
1713793860.956344,363393.000,56874,1,TH,1,100,32.362
1713793861.090346,363527.000,56890,1,TH,1,100,32.425
1713793861.223348,363660.000,56907,1,TH,1,100,32.433
