LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1729244901.637725,276549.000,38948,3,GX,1,100,-0.458
1729244901.677725,276589.000,38948,3,GX,1,100,-0.366
1729244901.717724,276629.000,38966,2,GX,1,100,-0.366
1729244901.757724,276669.000,38966,2,GX,1,100,-0.427
1729244901.797724,276709.000,38984,3,GX,1,100,-0.427
1729244901.837724,276749.000,38984,3,GX,1,100,-0.397
1729244901.877724,276789.000,38984,3,GX,1,100,-0.397
1729244901.917723,276829.000,38999,2,GX,1,100,-0.458
1729244901.957723,276869.000,38999,2,GX,1,100,-0.458
1729244901.997723,276909.000,39015,3,GX,1,100,-0.397
1729244902.037723,276949.000,39015,3,GX,1,100,-0.397
1729244902.077723,276989.000,39015,3,GX,1,100,-0.458
1729244902.117723,277029.000,39032,2,GX,1,100,-0.488
1729244902.157722,277069.000,39032,2,GX,1,100,-0.397
1729244902.204222,277115.500,39049,2,GX,1,100,-0.519
1729244902.250722,277162.000,39049,2,GX,1,100,-0.397
1729244902.290722,277202.000,39065,3,GX,1,100,-0.427
1729244902.330721,277242.000,39065,3,GX,1,100,-0.458
1729244902.370721,277282.000,39065,3,GX,1,100,-0.244
1729244902.410721,277322.000,39080,2,GX,1,100,-0.122
1729244902.450721,277362.000,39080,2,GX,1,100,-0.366
1729244902.490721,277402.000,39097,3,GX,1,100,-0.458
1729244902.530720,277442.000,39097,3,GX,1,100,-0.458
1729244902.570720,277482.000,39097,3,GX,1,100,-0.458
1729244902.610720,277522.000,39114,3,GX,1,100,-0.427
1729244902.650720,277562.000,39114,3,GX,1,100,-0.397
1729244902.690720,277602.000,39114,3,GX,1,100,-0.458
1729244902.730720,277642.000,39130,2,GX,1,100,-0.488
1729244902.770719,277682.000,39130,2,GX,1,100,-0.397
1729244902.810719,277722.000,39146,3,GX,1,100,-0.366
1729244902.850719,277762.000,39146,3,GX,1,100,-0.397
1729244902.890719,277802.000,39146,3,GX,1,100,-0.366
1729244902.930719,277842.000,39162,2,GX,1,100,-0.366
1729244902.970718,277882.000,39162,2,GX,1,100,-0.427
1729244903.010718,277922.000,39181,3,GX,1,100,-0.397
1729244903.050718,277962.000,39181,3,GX,1,100,-0.427
1729244903.090718,278002.000,39181,3,GX,1,100,-0.427
1729244903.130718,278042.000,39198,2,GX,1,100,-0.366
1729244903.170717,278082.000,39198,2,GX,1,100,-0.397
1729244903.210717,278122.000,39215,3,GX,1,100,-0.397
1729244903.250717,278162.000,39215,3,GX,1,100,-0.458
1729244903.290717,278202.000,39215,3,GX,1,100,-0.427
1729244903.330717,278242.000,39231,2,GX,1,100,-0.397
1729244903.370716,278282.000,39231,2,GX,1,100,-0.427
1729244903.410716,278322.000,39248,3,GX,1,100,-0.427
1729244903.450716,278362.000,39248,3,GX,1,100,-0.397
1729244903.490716,278402.000,39248,3,GX,1,100,-0.427
1729244903.530716,278442.000,39265,2,GX,1,100,-0.488
1729244903.570715,278482.000,39265,2,GX,1,100,-0.397
1729244903.610715,278522.000,39280,3,GX,1,100,-0.397
1729244903.650715,278562.000,39280,3,GX,1,100,-0.397
1729244903.690715,278602.000,39280,3,GX,1,100,-0.397
1729244903.730715,278642.000,39303,4,GX,1,100,-0.427
1729244903.770715,278682.000,39303,4,GX,1,100,-0.458
1729244903.810714,278722.000,39303,4,GX,1,100,-0.397
1729244903.850714,278762.000,39303,4,GX,1,100,-0.397
1729244903.890714,278802.000,39317,2,GX,1,100,-0.397
1729244903.930714,278842.000,39317,2,GX,1,100,-0.397
1729244903.970714,278882.000,39336,3,GX,1,100,-0.427
1729244904.010713,278922.000,39336,3,GX,1,100,-0.458
1729244904.050713,278962.000,39336,3,GX,1,100,-0.366
1729244904.090713,279002.000,39352,3,GX,1,100,-0.366
1729244904.130713,279042.000,39352,3,GX,1,100,-0.397
1729244904.170712,279082.000,39352,3,GX,1,100,-0.427
1729244904.210712,279122.000,39370,2,GX,1,100,-0.427
1729244904.250712,279162.000,39370,2,GX,1,100,-0.427
1729244904.297212,279208.500,39384,2,GX,1,100,-0.458
1729244904.343712,279255.000,39384,2,GX,1,100,-0.458
1729244904.383712,279295.000,39401,3,GX,1,100,-0.427
1729244904.423711,279335.000,39401,3,GX,1,100,-0.427
1729244904.463711,279375.000,39401,3,GX,1,100,-0.458
1729244904.503711,279415.000,39418,2,GX,1,100,-0.458
1729244904.543711,279455.000,39418,2,GX,1,100,-0.366
1729244904.583711,279495.000,39435,3,GX,1,100,-0.397
1729244904.623710,279535.000,39435,3,GX,1,100,-0.397
1729244904.663710,279575.000,39435,3,GX,1,100,-0.397
1729244904.703710,279615.000,39450,2,GX,1,100,-0.427
1729244904.743710,279655.000,39450,2,GX,1,100,-0.427
1729244904.783710,279695.000,39467,3,GX,1,100,-0.397
1729244904.823709,279735.000,39467,3,GX,1,100,-0.427
1729244904.863709,279775.000,39467,3,GX,1,100,-0.397
1729244904.903709,279815.000,39483,3,GX,1,100,-0.336
1729244904.943709,279855.000,39483,3,GX,1,100,-0.397
1729244904.983709,279895.000,39483,3,GX,1,100,-0.427
1729244905.023708,279935.000,39502,2,GX,1,100,-0.458
1729244905.063708,279975.000,39502,2,GX,1,100,-0.366
1729244905.103708,280015.000,39519,3,GX,1,100,-0.397
1729244905.143708,280055.000,39519,3,GX,1,100,-0.397
1729244905.183708,280095.000,39519,3,GX,1,100,-0.397
1729244905.223707,280135.000,39534,2,GX,1,100,-0.488
1729244905.263707,280175.000,39534,2,GX,1,100,-0.458
1729244905.303707,280215.000,39550,3,GX,1,100,-0.397
1729244905.343707,280255.000,39550,3,GX,1,100,-0.427
1729244905.383707,280295.000,39550,3,GX,1,100,-0.458
1729244905.423707,280335.000,39567,2,GX,1,100,-0.366
1729244905.463706,280375.000,39567,2,GX,1,100,-0.397
1729244905.503706,280415.000,39584,3,GX,1,100,-0.427
1729244905.543706,280455.000,39584,3,GX,1,100,-0.366
1729244905.583706,280495.000,39584,3,GX,1,100,-0.427
1729244905.623706,280535.000,39601,2,GX,1,100,-0.397
1729244905.663705,280575.000,39601,2,GX,1,100,-0.427
1729244905.703705,280615.000,39617,3,GX,1,100,-0.397
1729244905.743705,280655.000,39617,3,GX,1,100,-0.366
1729244905.783705,280695.000,39617,3,GX,1,100,-0.366
1729244905.823704,280735.000,39635,2,GX,1,100,-0.427
1729244905.863704,280775.000,39635,2,GX,1,100,-0.397
1729244905.903704,280815.000,39651,3,GX,1,100,-0.427
1729244905.943704,280855.000,39651,3,GX,1,100,-0.427
1729244905.983704,280895.000,39651,3,GX,1,100,-0.427
1729244906.023704,280935.000,39666,2,GX,1,100,-0.458
1729244906.063703,280975.000,39666,2,GX,1,100,-0.427
1729244906.103703,281015.000,39683,3,GX,1,100,-0.427
1729244906.143703,281055.000,39683,3,GX,1,100,-0.397
1729244906.183703,281095.000,39683,3,GX,1,100,-0.427
1729244906.223703,281135.000,39700,3,GX,1,100,-0.397
1729244906.263702,281175.000,39700,3,GX,1,100,-0.397
1729244906.303702,281215.000,39700,3,GX,1,100,-0.397
1729244906.343702,281255.000,39716,2,GX,1,100,-0.397
1729244906.383702,281295.000,39716,2,GX,1,100,-0.397
1729244906.430202,281341.500,39731,2,GX,1,100,-0.458
1729244906.476701,281388.000,39731,2,GX,1,100,-0.427
1729244906.516701,281428.000,39748,3,GX,1,100,-0.427
1729244906.556701,281468.000,39748,3,GX,1,100,-0.397
1729244906.596701,281508.000,39748,3,GX,1,100,-0.336
1729244906.636701,281548.000,39765,2,GX,1,100,-0.427
1729244906.676700,281588.000,39765,2,GX,1,100,-0.427
1729244906.716700,281628.000,39781,3,GX,1,100,-0.397
1729244906.756700,281668.000,39781,3,GX,1,100,-0.427
1729244906.796700,281708.000,39781,3,GX,1,100,-0.427
1729244906.836700,281748.000,39798,2,GX,1,100,-0.427
1729244906.876699,281788.000,39798,2,GX,1,100,-0.366
1729244906.916699,281828.000,39815,3,GX,1,100,-0.397
1729244906.956699,281868.000,39815,3,GX,1,100,-0.397
1729244906.996699,281908.000,39815,3,GX,1,100,-0.427
1729244907.036699,281948.000,39832,3,GX,1,100,-0.458
1729244907.076699,281988.000,39832,3,GX,1,100,-0.458
1729244907.116698,282028.000,39832,3,GX,1,100,-0.427
1729244907.156698,282068.000,39849,2,GX,1,100,-0.427
1729244907.196698,282108.000,39849,2,GX,1,100,-0.427
1729244907.236698,282148.000,39866,3,GX,1,100,-0.397
1729244907.276698,282188.000,39866,3,GX,1,100,-0.427
1729244907.316697,282228.000,39866,3,GX,1,100,-0.427
1729244907.356697,282268.000,39880,2,GX,1,100,-0.366
1729244907.396697,282308.000,39880,2,GX,1,100,-0.397
