LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1729244924.141616,299053.000,42604,3,GX,1,100,-0.397
1729244924.181616,299093.000,42604,3,GX,1,100,-0.427
1729244924.221616,299133.000,42628,4,GX,1,100,-0.397
1729244924.261616,299173.000,42628,4,GX,1,100,-0.397
1729244924.301615,299213.000,42628,4,GX,1,100,-0.427
1729244924.341615,299253.000,42628,4,GX,1,100,-0.397
1729244924.381615,299293.000,42643,3,GX,1,100,-0.427
1729244924.421615,299333.000,42643,3,GX,1,100,-0.427
1729244924.461614,299373.000,42643,3,GX,1,100,-0.397
1729244924.501614,299413.000,42661,2,GX,1,100,-0.366
1729244924.541614,299453.000,42661,2,GX,1,100,-0.397
1729244924.581614,299493.000,42677,3,GX,1,100,-0.397
1729244924.621614,299533.000,42677,3,GX,1,100,-0.427
1729244924.661613,299573.000,42677,3,GX,1,100,-0.458
1729244924.701613,299613.000,42693,2,GX,1,100,-0.427
1729244924.741613,299653.000,42693,2,GX,1,100,-0.427
1729244924.781613,299693.000,42709,3,GX,1,100,-0.397
1729244924.821613,299733.000,42709,3,GX,1,100,-0.427
1729244924.861613,299773.000,42709,3,GX,1,100,-0.397
1729244924.901612,299813.000,42726,3,GX,1,100,-0.366
1729244924.941612,299853.000,42726,3,GX,1,100,-0.397
1729244924.981612,299893.000,42726,3,GX,1,100,-0.397
1729244925.021612,299933.000,42742,2,GX,1,100,-0.427
1729244925.061612,299973.000,42742,2,GX,1,100,-0.427
1729244925.101611,300013.000,42760,3,GX,1,100,-0.397
1729244925.141611,300053.000,42760,3,GX,1,100,-0.397
1729244925.181611,300093.000,42760,3,GX,1,100,-0.397
1729244925.228111,300139.500,42774,2,GX,1,100,-0.397
1729244925.274611,300186.000,42774,2,GX,1,100,-0.427
1729244925.314944,300226.333,42793,3,GX,1,100,-0.427
1729244925.355277,300266.667,42793,3,GX,1,100,-0.427
1729244925.395610,300307.000,42793,3,GX,1,100,-0.397
1729244925.435110,300346.500,42809,2,GX,1,100,-0.397
1729244925.474610,300386.000,42809,2,GX,1,100,-0.397
1729244925.514609,300426.000,42827,3,GX,1,100,-0.427
1729244925.554609,300466.000,42827,3,GX,1,100,-0.458
1729244925.594609,300506.000,42827,3,GX,1,100,-0.427
1729244925.634609,300546.000,42841,2,GX,1,100,-0.366
1729244925.674609,300586.000,42841,2,GX,1,100,-0.427
1729244925.714608,300626.000,42858,3,GX,1,100,-0.427
1729244925.754608,300666.000,42858,3,GX,1,100,-0.397
1729244925.794608,300706.000,42858,3,GX,1,100,-0.427
1729244925.834608,300746.000,42875,2,GX,1,100,-0.397
1729244925.874608,300786.000,42875,2,GX,1,100,-0.427
1729244925.914608,300826.000,42894,3,GX,1,100,-0.397
1729244925.954607,300866.000,42894,3,GX,1,100,-0.397
1729244925.994607,300906.000,42894,3,GX,1,100,-0.397
1729244926.034607,300946.000,42909,2,GX,1,100,-0.397
1729244926.074607,300986.000,42909,2,GX,1,100,-0.397
1729244926.114606,301026.000,42926,3,GX,1,100,-0.397
1729244926.154606,301066.000,42926,3,GX,1,100,-0.397
1729244926.194606,301106.000,42926,3,GX,1,100,-0.427
1729244926.234606,301146.000,42942,2,GX,1,100,-0.427
1729244926.274606,301186.000,42942,2,GX,1,100,-0.397
1729244926.314605,301226.000,42959,3,GX,1,100,-0.427
1729244926.354605,301266.000,42959,3,GX,1,100,-0.458
1729244926.394605,301306.000,42959,3,GX,1,100,-0.427
1729244926.434605,301346.000,42974,2,GX,1,100,-0.397
1729244926.474605,301386.000,42974,2,GX,1,100,-0.366
1729244926.514605,301426.000,42991,3,GX,1,100,-0.336
1729244926.554604,301466.000,42991,3,GX,1,100,-0.458
1729244926.594604,301506.000,42991,3,GX,1,100,-0.397
1729244926.634604,301546.000,43007,3,GX,1,100,-0.336
1729244926.674604,301586.000,43007,3,GX,1,100,-0.366
1729244926.714604,301626.000,43007,3,GX,1,100,-0.427
1729244926.754603,301666.000,43024,2,GX,1,100,-0.458
1729244926.794603,301706.000,43024,2,GX,1,100,-0.397
1729244926.834603,301746.000,43041,3,GX,1,100,-0.427
1729244926.874603,301786.000,43041,3,GX,1,100,-0.397
1729244926.914603,301826.000,43041,3,GX,1,100,-0.397
1729244926.954602,301866.000,43056,2,GX,1,100,-0.397
1729244926.994602,301906.000,43056,2,GX,1,100,-0.427
1729244927.034602,301946.000,43072,3,GX,1,100,-0.427
1729244927.074602,301986.000,43072,3,GX,1,100,-0.397
1729244927.114602,302026.000,43072,3,GX,1,100,-0.397
1729244927.154601,302066.000,43092,2,GX,1,100,-0.427
1729244927.194601,302106.000,43092,2,GX,1,100,-0.397
1729244927.238934,302150.333,43108,3,GX,1,100,-0.397
1729244927.283267,302194.667,43108,3,GX,1,100,-0.397
1729244927.327600,302239.000,43108,3,GX,1,100,-0.397
1729244927.367600,302279.000,43123,2,GX,1,100,-0.427
1729244927.407600,302319.000,43123,2,GX,1,100,-0.458
1729244927.447600,302359.000,43140,3,GX,1,100,-0.427
1729244927.487600,302399.000,43140,3,GX,1,100,-0.397
1729244927.527600,302439.000,43140,3,GX,1,100,-0.366
1729244927.567600,302479.000,43157,2,GX,1,100,-0.397
1729244927.607599,302519.000,43157,2,GX,1,100,-0.366
1729244927.647599,302559.000,43173,3,GX,1,100,-0.336
1729244927.687599,302599.000,43173,3,GX,1,100,-0.397
1729244927.727599,302639.000,43173,3,GX,1,100,-0.427
1729244927.767598,302679.000,43189,2,GX,1,100,-0.427
1729244927.807598,302719.000,43189,2,GX,1,100,-0.397
1729244927.847598,302759.000,43205,3,GX,1,100,-0.397
1729244927.887598,302799.000,43205,3,GX,1,100,-0.366
1729244927.927598,302839.000,43205,3,GX,1,100,-0.397
1729244927.967597,302879.000,43222,2,GX,1,100,-0.427
1729244928.007597,302919.000,43222,2,GX,1,100,-0.427
1729244928.047597,302959.000,43238,3,GX,1,100,-0.366
1729244928.087597,302999.000,43238,3,GX,1,100,-0.458
1729244928.127597,303039.000,43238,3,GX,1,100,-0.427
1729244928.167597,303079.000,43255,2,GX,1,100,-0.397
1729244928.207596,303119.000,43255,2,GX,1,100,-0.427
1729244928.247596,303159.000,43274,3,GX,1,100,-0.427
1729244928.287596,303199.000,43274,3,GX,1,100,-0.366
1729244928.327596,303239.000,43274,3,GX,1,100,-0.427
1729244928.367596,303279.000,43291,3,GX,1,100,-0.458
1729244928.407595,303319.000,43291,3,GX,1,100,-0.427
1729244928.447595,303359.000,43291,3,GX,1,100,-0.397
1729244928.488095,303399.500,43308,2,GX,1,100,-0.397
1729244928.528595,303440.000,43308,2,GX,1,100,-0.427
1729244928.568595,303480.000,43325,3,GX,1,100,-0.397
1729244928.608594,303520.000,43325,3,GX,1,100,-0.397
1729244928.648594,303560.000,43325,3,GX,1,100,-0.427
1729244928.688094,303599.500,43339,2,GX,1,100,-0.397
1729244928.727594,303639.000,43339,2,GX,1,100,-0.427
1729244928.767594,303679.000,43357,3,GX,1,100,-0.427
1729244928.807593,303719.000,43357,3,GX,1,100,-0.458
1729244928.847593,303759.000,43357,3,GX,1,100,-0.427
1729244928.887593,303799.000,43373,2,GX,1,100,-0.458
1729244928.927593,303839.000,43373,2,GX,1,100,-0.427
1729244928.967926,303879.333,43390,3,GX,1,100,-0.458
1729244929.008259,303919.667,43390,3,GX,1,100,-0.397
1729244929.048592,303960.000,43390,3,GX,1,100,-0.427
1729244929.088092,303999.500,43406,2,GX,1,100,-0.427
1729244929.127592,304039.000,43406,2,GX,1,100,-0.397
1729244929.167592,304079.000,43424,3,GX,1,100,-0.397
1729244929.207592,304119.000,43424,3,GX,1,100,-0.458
1729244929.247591,304159.000,43424,3,GX,1,100,-0.458
1729244929.287591,304199.000,43440,2,GX,1,100,-0.427
1729244929.327591,304239.000,43440,2,GX,1,100,-0.397
1729244929.370841,304282.250,43463,4,GX,1,100,-0.427
1729244929.414090,304325.500,43463,4,GX,1,100,-0.488
1729244929.457340,304368.750,43463,4,GX,1,100,-0.397
1729244929.500590,304412.000,43463,4,GX,1,100,-0.366
1729244929.540923,304452.333,43479,3,GX,1,100,-0.427
1729244929.581256,304492.667,43479,3,GX,1,100,-0.458
1729244929.621589,304533.000,43479,3,GX,1,100,-0.427
1729244929.661589,304573.000,43496,2,GX,1,100,-0.427
1729244929.701589,304613.000,43496,2,GX,1,100,-0.458
1729244929.741589,304653.000,43510,3,GX,1,100,-0.397
1729244929.781589,304693.000,43510,3,GX,1,100,-0.366
1729244929.821589,304733.000,43510,3,GX,1,100,-0.427
1729244929.861588,304773.000,43528,2,GX,1,100,-0.458
1729244929.901588,304813.000,43528,2,GX,1,100,-0.427
1729244929.941588,304853.000,43546,3,GX,1,100,-0.397
1729244929.981588,304893.000,43546,3,GX,1,100,-0.397
1729244930.021588,304933.000,43546,3,GX,1,100,-0.397
1729244930.061587,304973.000,43563,2,GX,1,100,-0.366
1729244930.101587,305013.000,43563,2,GX,1,100,-0.427
1729244930.141587,305053.000,43578,3,GX,1,100,-0.427
1729244930.181587,305093.000,43578,3,GX,1,100,-0.427
1729244930.221587,305133.000,43578,3,GX,1,100,-0.427
1729244930.261586,305173.000,43595,2,GX,1,100,-0.458
1729244930.301586,305213.000,43595,2,GX,1,100,-0.427
1729244930.341586,305253.000,43611,3,GX,1,100,-0.397
1729244930.381586,305293.000,43611,3,GX,1,100,-0.397
1729244930.421586,305333.000,43611,3,GX,1,100,-0.397
1729244930.461086,305372.500,43629,2,GX,1,100,-0.397
1729244930.500585,305412.000,43629,2,GX,1,100,-0.427
1729244930.540585,305452.000,43643,3,GX,1,100,-0.397
1729244930.580585,305492.000,43643,3,GX,1,100,-0.458
1729244930.620585,305532.000,43643,3,GX,1,100,-0.427
1729244930.660584,305572.000,43660,3,GX,1,100,-0.397
1729244930.700584,305612.000,43660,3,GX,1,100,-0.397
1729244930.740584,305652.000,43660,3,GX,1,100,-0.397
1729244930.780584,305692.000,43677,2,GX,1,100,-0.366
1729244930.820584,305732.000,43677,2,GX,1,100,-0.397
1729244930.860584,305772.000,43694,3,GX,1,100,-0.427
1729244930.900583,305812.000,43694,3,GX,1,100,-0.427
1729244930.940583,305852.000,43694,3,GX,1,100,-0.427
1729244930.980583,305892.000,43710,2,GX,1,100,-0.427
1729244931.020583,305932.000,43710,2,GX,1,100,-0.397
1729244931.060583,305972.000,43727,3,GX,1,100,-0.427
1729244931.100582,306012.000,43727,3,GX,1,100,-0.458
1729244931.140582,306052.000,43727,3,GX,1,100,-0.427
1729244931.180582,306092.000,43744,2,GX,1,100,-0.427
1729244931.220582,306132.000,43744,2,GX,1,100,-0.427
1729244931.260581,306172.000,43761,3,GX,1,100,-0.427
1729244931.300581,306212.000,43761,3,GX,1,100,-0.397
1729244931.340581,306252.000,43761,3,GX,1,100,-0.336
1729244931.387581,306299.000,43777,2,GX,1,100,-0.397
1729244931.434581,306346.000,43777,2,GX,1,100,-0.427
1729244931.474581,306386.000,43793,3,GX,1,100,-0.427
1729244931.514580,306426.000,43793,3,GX,1,100,-0.458
1729244931.554580,306466.000,43793,3,GX,1,100,-0.488
1729244931.594580,306506.000,43809,2,GX,1,100,-0.427
1729244931.634580,306546.000,43809,2,GX,1,100,-0.397
1729244931.674580,306586.000,43826,3,GX,1,100,-0.427
1729244931.714579,306626.000,43826,3,GX,1,100,-0.427
1729244931.754579,306666.000,43826,3,GX,1,100,-0.397
1729244931.794579,306706.000,43843,2,GX,1,100,-0.397
1729244931.834579,306746.000,43843,2,GX,1,100,-0.427
1729244931.874579,306786.000,43858,3,GX,1,100,-0.427
1729244931.914578,306826.000,43858,3,GX,1,100,-0.397
1729244931.954578,306866.000,43858,3,GX,1,100,-0.427
1729244931.994578,306906.000,43876,2,GX,1,100,-0.427
1729244932.034578,306946.000,43876,2,GX,1,100,-0.427
1729244932.074578,306986.000,43893,3,GX,1,100,-0.397
1729244932.114578,307026.000,43893,3,GX,1,100,-0.366
1729244932.154577,307066.000,43893,3,GX,1,100,-0.397
1729244932.194577,307106.000,43910,2,GX,1,100,-0.366
1729244932.234577,307146.000,43910,2,GX,1,100,-0.427
1729244932.274577,307186.000,43926,3,GX,1,100,-0.397
1729244932.314576,307226.000,43926,3,GX,1,100,-0.397
1729244932.354576,307266.000,43926,3,GX,1,100,-0.458
1729244932.394576,307306.000,43941,3,GX,1,100,-0.458
1729244932.434576,307346.000,43941,3,GX,1,100,-0.427
1729244932.474576,307386.000,43941,3,GX,1,100,-0.397
1729244932.514575,307426.000,43959,2,GX,1,100,-0.427
1729244932.554575,307466.000,43959,2,GX,1,100,-0.427
1729244932.594242,307505.667,43977,3,GX,1,100,-0.397
1729244932.633908,307545.333,43977,3,GX,1,100,-0.427
1729244932.673575,307585.000,43977,3,GX,1,100,-0.366
1729244932.714075,307625.500,43993,2,GX,1,100,-0.397
1729244932.754574,307666.000,43993,2,GX,1,100,-0.427
1729244932.794241,307705.667,44009,3,GX,1,100,-0.397
1729244932.833907,307745.333,44009,3,GX,1,100,-0.336
1729244932.873574,307785.000,44009,3,GX,1,100,-0.427
1729244932.914074,307825.500,44026,2,GX,1,100,-0.427
1729244932.954573,307866.000,44026,2,GX,1,100,-0.458
1729244932.994240,307905.667,44042,3,GX,1,100,-0.427
1729244933.033906,307945.333,44042,3,GX,1,100,-0.366
1729244933.073573,307985.000,44042,3,GX,1,100,-0.427
1729244933.114073,308025.500,44060,2,GX,1,100,-0.427
1729244933.154572,308066.000,44060,2,GX,1,100,-0.427
1729244933.194239,308105.667,44076,3,GX,1,100,-0.397
1729244933.233905,308145.333,44076,3,GX,1,100,-0.397
1729244933.273572,308185.000,44076,3,GX,1,100,-0.397
1729244933.313572,308225.000,44093,2,GX,1,100,-0.427
1729244933.353571,308265.000,44093,2,GX,1,100,-0.427
1729244933.393905,308305.333,44109,3,GX,1,100,-0.397
1729244933.434238,308345.667,44109,3,GX,1,100,-0.397
1729244933.474571,308386.000,44109,3,GX,1,100,-0.397
1729244933.521071,308432.500,44127,2,GX,1,100,-0.366
1729244933.567570,308479.000,44127,2,GX,1,100,-0.397
1729244933.607570,308519.000,44141,3,GX,1,100,-0.397
1729244933.647570,308559.000,44141,3,GX,1,100,-0.397
1729244933.687570,308599.000,44141,3,GX,1,100,-0.427
1729244933.727570,308639.000,44158,2,GX,1,100,-0.427
1729244933.767570,308679.000,44158,2,GX,1,100,-0.397
1729244933.807569,308719.000,44175,3,GX,1,100,-0.427
1729244933.847569,308759.000,44175,3,GX,1,100,-0.397
1729244933.887569,308799.000,44175,3,GX,1,100,-0.366
1729244933.927569,308839.000,44194,2,GX,1,100,-0.427
1729244933.967568,308879.000,44194,2,GX,1,100,-0.397
1729244934.007568,308919.000,44208,3,GX,1,100,-0.427
1729244934.047568,308959.000,44208,3,GX,1,100,-0.397
1729244934.087568,308999.000,44208,3,GX,1,100,-0.397
1729244934.127568,309039.000,44226,2,GX,1,100,-0.427
1729244934.167567,309079.000,44226,2,GX,1,100,-0.397
1729244934.207567,309119.000,44242,3,GX,1,100,-0.397
1729244934.247567,309159.000,44242,3,GX,1,100,-0.427
1729244934.287567,309199.000,44242,3,GX,1,100,-0.427
1729244934.327567,309239.000,44259,2,GX,1,100,-0.427
1729244934.367567,309279.000,44259,2,GX,1,100,-0.427
1729244934.407566,309319.000,44273,3,GX,1,100,-0.427
1729244934.447566,309359.000,44273,3,GX,1,100,-0.397
1729244934.487566,309399.000,44273,3,GX,1,100,-0.397
1729244934.527566,309439.000,44296,4,GX,1,100,-0.427
1729244934.567566,309479.000,44296,4,GX,1,100,-0.458
1729244934.607565,309519.000,44296,4,GX,1,100,-0.397
1729244934.647565,309559.000,44296,4,GX,1,100,-0.397
1729244934.687565,309599.000,44310,2,GX,1,100,-0.427
1729244934.727565,309639.000,44310,2,GX,1,100,-0.397
1729244934.767565,309679.000,44328,3,GX,1,100,-0.427
1729244934.807564,309719.000,44328,3,GX,1,100,-0.397
1729244934.847564,309759.000,44328,3,GX,1,100,-0.427
1729244934.887564,309799.000,44344,3,GX,1,100,-0.397
1729244934.927564,309839.000,44344,3,GX,1,100,-0.458
1729244934.967564,309879.000,44344,3,GX,1,100,-0.458
1729244935.007563,309919.000,44363,2,GX,1,100,-0.397
1729244935.047563,309959.000,44363,2,GX,1,100,-0.366
1729244935.087563,309999.000,44377,2,GX,1,100,-0.366
1729244935.127563,310039.000,44377,2,GX,1,100,-0.397
1729244935.167563,310079.000,44395,3,GX,1,100,-0.427
1729244935.207562,310119.000,44395,3,GX,1,100,-0.397
1729244935.247562,310159.000,44395,3,GX,1,100,-0.427
1729244935.287562,310199.000,44411,3,GX,1,100,-0.397
1729244935.327562,310239.000,44411,3,GX,1,100,-0.366
1729244935.367562,310279.000,44411,3,GX,1,100,-0.427
1729244935.407562,310319.000,44428,2,GX,1,100,-0.458
1729244935.447561,310359.000,44428,2,GX,1,100,-0.427
1729244935.487561,310399.000,44444,3,GX,1,100,-0.397
1729244935.527561,310439.000,44444,3,GX,1,100,-0.397
1729244935.567561,310479.000,44444,3,GX,1,100,-0.427
1729244935.614061,310525.500,44460,2,GX,1,100,-0.427
1729244935.660560,310572.000,44460,2,GX,1,100,-0.397
1729244935.700560,310612.000,44478,2,GX,1,100,-0.427
1729244935.740560,310652.000,44478,2,GX,1,100,-0.488
1729244935.780560,310692.000,44496,3,GX,1,100,-0.427
1729244935.820560,310732.000,44496,3,GX,1,100,-0.427
1729244935.860559,310772.000,44496,3,GX,1,100,-0.397
1729244935.900559,310812.000,44512,3,GX,1,100,-0.397
1729244935.940559,310852.000,44512,3,GX,1,100,-0.458
1729244935.980559,310892.000,44512,3,GX,1,100,-0.458
1729244936.020559,310932.000,44527,2,GX,1,100,-0.427
1729244936.060558,310972.000,44527,2,GX,1,100,-0.366
1729244936.100558,311012.000,44544,3,GX,1,100,-0.397
1729244936.140558,311052.000,44544,3,GX,1,100,-0.427
1729244936.180558,311092.000,44544,3,GX,1,100,-0.366
1729244936.220558,311132.000,44561,2,GX,1,100,-0.366
1729244936.260557,311172.000,44561,2,GX,1,100,-0.427
1729244936.300557,311212.000,44577,3,GX,1,100,-0.397
1729244936.340557,311252.000,44577,3,GX,1,100,-0.427
1729244936.380557,311292.000,44577,3,GX,1,100,-0.366
1729244936.420557,311332.000,44592,2,GX,1,100,-0.397
1729244936.460557,311372.000,44592,2,GX,1,100,-0.397
1729244936.500556,311412.000,44609,3,GX,1,100,-0.397
1729244936.540556,311452.000,44609,3,GX,1,100,-0.397
1729244936.580556,311492.000,44609,3,GX,1,100,-0.366
1729244936.620556,311532.000,44628,2,GX,1,100,-0.397
1729244936.660555,311572.000,44628,2,GX,1,100,-0.397
1729244936.700555,311612.000,44644,3,GX,1,100,-0.427
1729244936.740555,311652.000,44644,3,GX,1,100,-0.397
1729244936.780555,311692.000,44644,3,GX,1,100,-0.427
1729244936.820555,311732.000,44660,2,GX,1,100,-0.427
1729244936.860554,311772.000,44660,2,GX,1,100,-0.458
1729244936.900554,311812.000,44676,3,GX,1,100,-0.427
1729244936.940554,311852.000,44676,3,GX,1,100,-0.427
1729244936.980554,311892.000,44676,3,GX,1,100,-0.427
1729244937.020554,311932.000,44693,3,GX,1,100,-0.397
1729244937.060554,311972.000,44693,3,GX,1,100,-0.427
1729244937.100553,312012.000,44693,3,GX,1,100,-0.458
1729244937.140553,312052.000,44710,2,GX,1,100,-0.427
1729244937.180553,312092.000,44710,2,GX,1,100,-0.397
1729244937.220553,312132.000,44725,3,GX,1,100,-0.427
1729244937.260553,312172.000,44725,3,GX,1,100,-0.427
1729244937.300552,312212.000,44725,3,GX,1,100,-0.397
1729244937.340552,312252.000,44741,2,GX,1,100,-0.427
1729244937.380552,312292.000,44741,2,GX,1,100,-0.427
1729244937.420552,312332.000,44758,3,GX,1,100,-0.427
1729244937.460552,312372.000,44758,3,GX,1,100,-0.397
1729244937.500551,312412.000,44758,3,GX,1,100,-0.397
1729244937.540551,312452.000,44775,2,GX,1,100,-0.427
1729244937.580551,312492.000,44775,2,GX,1,100,-0.458
1729244937.620551,312532.000,44793,2,GX,1,100,-0.427
1729244937.660551,312572.000,44793,2,GX,1,100,-0.427
1729244937.704884,312616.333,44808,3,GX,1,100,-0.458
1729244937.749217,312660.667,44808,3,GX,1,100,-0.366
1729244937.793550,312705.000,44808,3,GX,1,100,-0.427
1729244937.833550,312745.000,44826,3,GX,1,100,-0.427
1729244937.873550,312785.000,44826,3,GX,1,100,-0.427
1729244937.913549,312825.000,44826,3,GX,1,100,-0.427
1729244937.953549,312865.000,44842,2,GX,1,100,-0.458
1729244937.993549,312905.000,44842,2,GX,1,100,-0.397
1729244938.033549,312945.000,44859,3,GX,1,100,-0.427
1729244938.073549,312985.000,44859,3,GX,1,100,-0.397
1729244938.113549,313025.000,44859,3,GX,1,100,-0.397
1729244938.153548,313065.000,44874,2,GX,1,100,-0.397
1729244938.193548,313105.000,44874,2,GX,1,100,-0.427
1729244938.233548,313145.000,44893,3,GX,1,100,-0.397
1729244938.273548,313185.000,44893,3,GX,1,100,-0.397
1729244938.313547,313225.000,44893,3,GX,1,100,-0.397
1729244938.353547,313265.000,44909,2,GX,1,100,-0.427
1729244938.393547,313305.000,44909,2,GX,1,100,-0.397
1729244938.433547,313345.000,44927,3,GX,1,100,-0.397
1729244938.473547,313385.000,44927,3,GX,1,100,-0.427
1729244938.513546,313425.000,44927,3,GX,1,100,-0.427
1729244938.553546,313465.000,44943,2,GX,1,100,-0.366
1729244938.593546,313505.000,44943,2,GX,1,100,-0.397
1729244938.633546,313545.000,44960,3,GX,1,100,-0.427
1729244938.673546,313585.000,44960,3,GX,1,100,-0.397
1729244938.713546,313625.000,44960,3,GX,1,100,-0.366
1729244938.753545,313665.000,44976,3,GX,1,100,-0.427
1729244938.793545,313705.000,44976,3,GX,1,100,-0.488
1729244938.833545,313745.000,44976,3,GX,1,100,-0.427
1729244938.873545,313785.000,44994,2,GX,1,100,-0.397
1729244938.913545,313825.000,44994,2,GX,1,100,-0.397
1729244938.953544,313865.000,45009,3,GX,1,100,-0.397
1729244938.993544,313905.000,45009,3,GX,1,100,-0.397
1729244939.033544,313945.000,45009,3,GX,1,100,-0.427
1729244939.073544,313985.000,45025,2,GX,1,100,-0.397
1729244939.113544,314025.000,45025,2,GX,1,100,-0.427
1729244939.153543,314065.000,45044,3,GX,1,100,-0.458
1729244939.193543,314105.000,45044,3,GX,1,100,-0.397
1729244939.233543,314145.000,45044,3,GX,1,100,-0.397
1729244939.273543,314185.000,45061,2,GX,1,100,-0.397
1729244939.313543,314225.000,45061,2,GX,1,100,-0.427
1729244939.353543,314265.000,45076,3,GX,1,100,-0.397
1729244939.393542,314305.000,45076,3,GX,1,100,-0.427
1729244939.433542,314345.000,45076,3,GX,1,100,-0.458
1729244939.473542,314385.000,45093,2,GX,1,100,-0.397
1729244939.513542,314425.000,45093,2,GX,1,100,-0.397
1729244939.553541,314465.000,45109,3,GX,1,100,-0.427
1729244939.593541,314505.000,45109,3,GX,1,100,-0.366
1729244939.633541,314545.000,45109,3,GX,1,100,-0.397
1729244939.673541,314585.000,45131,3,GX,1,100,-0.397
1729244939.713541,314625.000,45131,3,GX,1,100,-0.397
1729244939.753541,314665.000,45131,3,GX,1,100,-0.427
1729244939.797874,314709.333,45148,3,GX,1,100,-0.427
1729244939.842207,314753.667,45148,3,GX,1,100,-0.397
1729244939.886540,314798.000,45148,3,GX,1,100,-0.397
1729244939.926540,314838.000,45165,2,GX,1,100,-0.458
1729244939.966539,314878.000,45165,2,GX,1,100,-0.427
1729244940.006539,314918.000,45179,3,GX,1,100,-0.427
1729244940.046539,314958.000,45179,3,GX,1,100,-0.397
1729244940.086539,314998.000,45179,3,GX,1,100,-0.397
1729244940.126539,315038.000,45199,3,GX,1,100,-0.488
1729244940.166538,315078.000,45199,3,GX,1,100,-0.427
1729244940.206538,315118.000,45199,3,GX,1,100,-0.397
1729244940.246538,315158.000,45215,2,GX,1,100,-0.427
1729244940.286538,315198.000,45215,2,GX,1,100,-0.397
1729244940.326538,315238.000,45232,3,GX,1,100,-0.397
1729244940.366538,315278.000,45232,3,GX,1,100,-0.397
1729244940.406537,315318.000,45232,3,GX,1,100,-0.458
1729244940.446537,315358.000,45247,2,GX,1,100,-0.458
1729244940.486537,315398.000,45247,2,GX,1,100,-0.427
1729244940.526537,315438.000,45264,3,GX,1,100,-0.458
1729244940.566537,315478.000,45264,3,GX,1,100,-0.458
1729244940.606536,315518.000,45264,3,GX,1,100,-0.427
1729244940.646536,315558.000,45280,2,GX,1,100,-0.427
1729244940.686536,315598.000,45280,2,GX,1,100,-0.427
1729244940.726536,315638.000,45297,3,GX,1,100,-0.397
1729244940.766536,315678.000,45297,3,GX,1,100,-0.427
1729244940.806535,315718.000,45297,3,GX,1,100,-0.458
1729244940.846535,315758.000,45314,2,GX,1,100,-0.427
1729244940.886535,315798.000,45314,2,GX,1,100,-0.427
1729244940.926535,315838.000,45329,3,GX,1,100,-0.397
1729244940.966535,315878.000,45329,3,GX,1,100,-0.366
1729244941.006535,315918.000,45329,3,GX,1,100,-0.397
1729244941.046534,315958.000,45345,2,GX,1,100,-0.397
1729244941.086534,315998.000,45345,2,GX,1,100,-0.397
1729244941.126534,316038.000,45363,3,GX,1,100,-0.397
1729244941.166534,316078.000,45363,3,GX,1,100,-0.397
1729244941.206533,316118.000,45363,3,GX,1,100,-0.397
1729244941.246533,316158.000,45379,3,GX,1,100,-0.427
1729244941.286533,316198.000,45379,3,GX,1,100,-0.427
1729244941.326533,316238.000,45379,3,GX,1,100,-0.397
1729244941.366533,316278.000,45396,2,GX,1,100,-0.397
1729244941.406533,316318.000,45396,2,GX,1,100,-0.427
1729244941.446532,316358.000,45413,3,GX,1,100,-0.397
1729244941.486532,316398.000,45413,3,GX,1,100,-0.366
1729244941.526532,316438.000,45413,3,GX,1,100,-0.427
1729244941.566532,316478.000,45430,2,GX,1,100,-0.397
1729244941.606532,316518.000,45430,2,GX,1,100,-0.427
1729244941.646531,316558.000,45446,3,GX,1,100,-0.427
1729244941.686531,316598.000,45446,3,GX,1,100,-0.458
1729244941.726531,316638.000,45446,3,GX,1,100,-0.427
1729244941.766531,316678.000,45461,2,GX,1,100,-0.427
1729244941.806531,316718.000,45461,2,GX,1,100,-0.366
1729244941.853030,316764.500,45478,2,GX,1,100,-0.427
1729244941.899530,316811.000,45478,2,GX,1,100,-0.427
1729244941.939863,316851.333,45495,3,GX,1,100,-0.366
1729244941.980196,316891.667,45495,3,GX,1,100,-0.397
1729244942.020530,316932.000,45495,3,GX,1,100,-0.427
1729244942.060029,316971.500,45513,2,GX,1,100,-0.427
1729244942.099529,317011.000,45513,2,GX,1,100,-0.427
1729244942.139862,317051.333,45529,3,GX,1,100,-0.397
1729244942.180196,317091.667,45529,3,GX,1,100,-0.427
1729244942.220529,317132.000,45529,3,GX,1,100,-0.427
1729244942.260195,317171.667,45545,3,GX,1,100,-0.366
1729244942.299861,317211.333,45545,3,GX,1,100,-0.397
1729244942.339528,317251.000,45545,3,GX,1,100,-0.397
1729244942.379528,317291.000,45562,2,GX,1,100,-0.397
1729244942.419528,317331.000,45562,2,GX,1,100,-0.427
1729244942.459527,317371.000,45579,3,GX,1,100,-0.397
1729244942.499527,317411.000,45579,3,GX,1,100,-0.397
1729244942.539527,317451.000,45579,3,GX,1,100,-0.458
1729244942.579527,317491.000,45595,2,GX,1,100,-0.427
1729244942.619527,317531.000,45595,2,GX,1,100,-0.427
1729244942.659527,317571.000,45610,3,GX,1,100,-0.366
1729244942.699526,317611.000,45610,3,GX,1,100,-0.397
1729244942.739526,317651.000,45610,3,GX,1,100,-0.366
1729244942.779526,317691.000,45627,2,GX,1,100,-0.397
