LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1729244900.717729,275629.000,38802,3,MY,1,100,-3
1729244900.757729,275669.000,38802,3,MY,1,100,-3
1729244900.797729,275709.000,38820,2,MY,1,100,-3
1729244900.837729,275749.000,38820,2,MY,1,100,-3
1729244900.877728,275789.000,38836,3,MY,1,100,-3
1729244900.917728,275829.000,38836,3,MY,1,100,-1
1729244900.957728,275869.000,38836,3,MY,1,100,-3
1729244900.997728,275909.000,38855,2,MY,1,100,-3
1729244901.037728,275949.000,38855,2,MY,1,100,-2
1729244901.077728,275989.000,38869,3,MY,1,100,-4
1729244901.117727,276029.000,38869,3,MY,1,100,-2
1729244901.157727,276069.000,38869,3,MY,1,100,-3
1729244901.197727,276109.000,38887,2,MY,1,100,-2
1729244901.237727,276149.000,38887,2,MY,1,100,-2
1729244901.277727,276189.000,38903,3,MY,1,100,-2
1729244901.317726,276229.000,38903,3,MY,1,100,-4
1729244901.357726,276269.000,38903,3,MY,1,100,-2
1729244901.397726,276309.000,38920,2,MY,1,100,-3
1729244901.437726,276349.000,38920,2,MY,1,100,-2
1729244901.477726,276389.000,38935,3,MY,1,100,-2
1729244901.517725,276429.000,38935,3,MY,1,100,-2
1729244901.557725,276469.000,38935,3,MY,1,100,-3
1729244901.597725,276509.000,38952,3,MY,1,100,-3
1729244901.637725,276549.000,38952,3,MY,1,100,-3
1729244901.677725,276589.000,38952,3,MY,1,100,-2
1729244901.717724,276629.000,38970,2,MY,1,100,-3
1729244901.757724,276669.000,38970,2,MY,1,100,-4
1729244901.797724,276709.000,38988,3,MY,1,100,-3
1729244901.837724,276749.000,38988,3,MY,1,100,-3
1729244901.877724,276789.000,38988,3,MY,1,100,-2
1729244901.917723,276829.000,39003,2,MY,1,100,-4
1729244901.957723,276869.000,39003,2,MY,1,100,-4
1729244901.997723,276909.000,39019,3,MY,1,100,-3
1729244902.037723,276949.000,39019,3,MY,1,100,-3
1729244902.077723,276989.000,39019,3,MY,1,100,-4
1729244902.117723,277029.000,39036,2,MY,1,100,-2
1729244902.157722,277069.000,39036,2,MY,1,100,-2
1729244902.204222,277115.500,39053,2,MY,1,100,-3
1729244902.250722,277162.000,39053,2,MY,1,100,-2
1729244902.290722,277202.000,39069,3,MY,1,100,-3
1729244902.330721,277242.000,39069,3,MY,1,100,-2
1729244902.370721,277282.000,39069,3,MY,1,100,-3
1729244902.410721,277322.000,39084,2,MY,1,100,-3
1729244902.450721,277362.000,39084,2,MY,1,100,-4
1729244902.490721,277402.000,39101,3,MY,1,100,-3
1729244902.530720,277442.000,39101,3,MY,1,100,-2
1729244902.570720,277482.000,39101,3,MY,1,100,-2
1729244902.610720,277522.000,39118,3,MY,1,100,-1
1729244902.650720,277562.000,39118,3,MY,1,100,-2
1729244902.690720,277602.000,39118,3,MY,1,100,-4
1729244902.730720,277642.000,39134,2,MY,1,100,-3
1729244902.770719,277682.000,39134,2,MY,1,100,-3
1729244902.810719,277722.000,39150,3,MY,1,100,-2
1729244902.850719,277762.000,39150,3,MY,1,100,-3
1729244902.890719,277802.000,39150,3,MY,1,100,-3
1729244902.930719,277842.000,39166,2,MY,1,100,-2
1729244902.970718,277882.000,39166,2,MY,1,100,-3
1729244903.010718,277922.000,39185,3,MY,1,100,-2
1729244903.050718,277962.000,39185,3,MY,1,100,-3
1729244903.090718,278002.000,39185,3,MY,1,100,-3
1729244903.130718,278042.000,39202,2,MY,1,100,-4
1729244903.170717,278082.000,39202,2,MY,1,100,-2
1729244903.210717,278122.000,39219,3,MY,1,100,-1
1729244903.250717,278162.000,39219,3,MY,1,100,-2
1729244903.290717,278202.000,39219,3,MY,1,100,-3
1729244903.330717,278242.000,39235,2,MY,1,100,-3
1729244903.370716,278282.000,39235,2,MY,1,100,-2
1729244903.410716,278322.000,39252,3,MY,1,100,-2
1729244903.450716,278362.000,39252,3,MY,1,100,-3
1729244903.490716,278402.000,39252,3,MY,1,100,-2
1729244903.530716,278442.000,39269,2,MY,1,100,-2
1729244903.570715,278482.000,39269,2,MY,1,100,-3
1729244903.610715,278522.000,39284,3,MY,1,100,-1
1729244903.650715,278562.000,39284,3,MY,1,100,-3
1729244903.690715,278602.000,39284,3,MY,1,100,-4
1729244903.730715,278642.000,39307,4,MY,1,100,-2
1729244903.770715,278682.000,39307,4,MY,1,100,-3
1729244903.810714,278722.000,39307,4,MY,1,100,-2
1729244903.850714,278762.000,39307,4,MY,1,100,-2
1729244903.890714,278802.000,39321,2,MY,1,100,-2
1729244903.930714,278842.000,39321,2,MY,1,100,-2
1729244903.970714,278882.000,39340,3,MY,1,100,-3
1729244904.010713,278922.000,39340,3,MY,1,100,-3
1729244904.050713,278962.000,39340,3,MY,1,100,-2
1729244904.090713,279002.000,39356,3,MY,1,100,-2
1729244904.130713,279042.000,39356,3,MY,1,100,-2
1729244904.170712,279082.000,39356,3,MY,1,100,-2
1729244904.210712,279122.000,39374,2,MY,1,100,-3
1729244904.250712,279162.000,39374,2,MY,1,100,-3
1729244904.297212,279208.500,39388,2,MY,1,100,-2
1729244904.343712,279255.000,39388,2,MY,1,100,-3
1729244904.383712,279295.000,39405,3,MY,1,100,-3
1729244904.423711,279335.000,39405,3,MY,1,100,-3
1729244904.463711,279375.000,39405,3,MY,1,100,-3
1729244904.503711,279415.000,39422,2,MY,1,100,-2
1729244904.543711,279455.000,39422,2,MY,1,100,-2
1729244904.583711,279495.000,39439,3,MY,1,100,-2
1729244904.623710,279535.000,39439,3,MY,1,100,-4
1729244904.663710,279575.000,39439,3,MY,1,100,-2
1729244904.703710,279615.000,39454,2,MY,1,100,-3
1729244904.743710,279655.000,39454,2,MY,1,100,-3
1729244904.783710,279695.000,39471,3,MY,1,100,-2
1729244904.823709,279735.000,39471,3,MY,1,100,-1
1729244904.863709,279775.000,39471,3,MY,1,100,-4
1729244904.903709,279815.000,39487,3,MY,1,100,-3
1729244904.943709,279855.000,39487,3,MY,1,100,-2
1729244904.983709,279895.000,39487,3,MY,1,100,-2
1729244905.023708,279935.000,39506,2,MY,1,100,-2
1729244905.063708,279975.000,39506,2,MY,1,100,-3
1729244905.103708,280015.000,39523,3,MY,1,100,-1
1729244905.143708,280055.000,39523,3,MY,1,100,-2
1729244905.183708,280095.000,39523,3,MY,1,100,-2
1729244905.223707,280135.000,39538,2,MY,1,100,-3
1729244905.263707,280175.000,39538,2,MY,1,100,-3
1729244905.303707,280215.000,39554,3,MY,1,100,-3
1729244905.343707,280255.000,39554,3,MY,1,100,-2
1729244905.383707,280295.000,39554,3,MY,1,100,-3
1729244905.423707,280335.000,39571,2,MY,1,100,-2
1729244905.463706,280375.000,39571,2,MY,1,100,-2
1729244905.503706,280415.000,39588,3,MY,1,100,-2
1729244905.543706,280455.000,39588,3,MY,1,100,-3
1729244905.583706,280495.000,39588,3,MY,1,100,-3
1729244905.623706,280535.000,39605,2,MY,1,100,-3
1729244905.663705,280575.000,39605,2,MY,1,100,-2
1729244905.703705,280615.000,39621,3,MY,1,100,-2
1729244905.743705,280655.000,39621,3,MY,1,100,-3
1729244905.783705,280695.000,39621,3,MY,1,100,-1
1729244905.823704,280735.000,39639,2,MY,1,100,-1
1729244905.863704,280775.000,39639,2,MY,1,100,-4
1729244905.903704,280815.000,39655,3,MY,1,100,-3
1729244905.943704,280855.000,39655,3,MY,1,100,-3
1729244905.983704,280895.000,39655,3,MY,1,100,-3
1729244906.023704,280935.000,39670,2,MY,1,100,-2
1729244906.063703,280975.000,39670,2,MY,1,100,-2
1729244906.103703,281015.000,39687,3,MY,1,100,-2
1729244906.143703,281055.000,39687,3,MY,1,100,-3
1729244906.183703,281095.000,39687,3,MY,1,100,-3
1729244906.223703,281135.000,39704,3,MY,1,100,-3
1729244906.263702,281175.000,39704,3,MY,1,100,-3
1729244906.303702,281215.000,39704,3,MY,1,100,-2
1729244906.343702,281255.000,39720,2,MY,1,100,-3
1729244906.383702,281295.000,39720,2,MY,1,100,-3
1729244906.430202,281341.500,39735,2,MY,1,100,-2
1729244906.476701,281388.000,39735,2,MY,1,100,-2
1729244906.516701,281428.000,39752,3,MY,1,100,-2
1729244906.556701,281468.000,39752,3,MY,1,100,-3
1729244906.596701,281508.000,39752,3,MY,1,100,-4
1729244906.636701,281548.000,39769,2,MY,1,100,-2
1729244906.676700,281588.000,39769,2,MY,1,100,-4
1729244906.716700,281628.000,39785,3,MY,1,100,-2
1729244906.756700,281668.000,39785,3,MY,1,100,-3
1729244906.796700,281708.000,39785,3,MY,1,100,-2
1729244906.836700,281748.000,39802,2,MY,1,100,-2
1729244906.876699,281788.000,39802,2,MY,1,100,-1
1729244906.916699,281828.000,39819,3,MY,1,100,-2
1729244906.956699,281868.000,39819,3,MY,1,100,-3
1729244906.996699,281908.000,39819,3,MY,1,100,-3
1729244907.036699,281948.000,39836,3,MY,1,100,-3
1729244907.076699,281988.000,39836,3,MY,1,100,-3
1729244907.116698,282028.000,39836,3,MY,1,100,-4
1729244907.156698,282068.000,39853,2,MY,1,100,-2
1729244907.196698,282108.000,39853,2,MY,1,100,-2
1729244907.236698,282148.000,39870,3,MY,1,100,-2
1729244907.276698,282188.000,39870,3,MY,1,100,-3
1729244907.316697,282228.000,39870,3,MY,1,100,-3
1729244907.356697,282268.000,39884,2,MY,1,100,-3
1729244907.396697,282308.000,39884,2,MY,1,100,-2
1729244907.436697,282348.000,39902,3,MY,1,100,-1
1729244907.476696,282388.000,39902,3,MY,1,100,-2
1729244907.516696,282428.000,39902,3,MY,1,100,-2
1729244907.556696,282468.000,39918,2,MY,1,100,-2
1729244907.596696,282508.000,39918,2,MY,1,100,-2
1729244907.636696,282548.000,39935,3,MY,1,100,-3
1729244907.676696,282588.000,39935,3,MY,1,100,-3
1729244907.716695,282628.000,39935,3,MY,1,100,-3
1729244907.756695,282668.000,39949,2,MY,1,100,-1
1729244907.796695,282708.000,39949,2,MY,1,100,-2
1729244907.836695,282748.000,39969,3,MY,1,100,-2
1729244907.876695,282788.000,39969,3,MY,1,100,-2
1729244907.916694,282828.000,39969,3,MY,1,100,-2
1729244907.956694,282868.000,39985,2,MY,1,100,-2
1729244907.996694,282908.000,39985,2,MY,1,100,-2
1729244908.036694,282948.000,40002,3,MY,1,100,-3
1729244908.076694,282988.000,40002,3,MY,1,100,-3
1729244908.116693,283028.000,40002,3,MY,1,100,-2
1729244908.156693,283068.000,40017,2,MY,1,100,-3
1729244908.196693,283108.000,40017,2,MY,1,100,-2
1729244908.236693,283148.000,40036,3,MY,1,100,-2
1729244908.276693,283188.000,40036,3,MY,1,100,-3
1729244908.316693,283228.000,40036,3,MY,1,100,-2
1729244908.356692,283268.000,40052,3,MY,1,100,-3
1729244908.396692,283308.000,40052,3,MY,1,100,-4
1729244908.436692,283348.000,40052,3,MY,1,100,-3
1729244908.483192,283394.500,40070,2,MY,1,100,-3
1729244908.529691,283441.000,40070,2,MY,1,100,-2
1729244908.569691,283481.000,40084,2,MY,1,100,-4
