LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1713788000.644030,127000.000,18848,3,PR,1,100,132485
1713788000.684030,127040.000,18848,3,PR,1,100,132485
1713788000.724030,127080.000,18865,2,PR,1,100,132493
1713788000.764031,127120.000,18865,2,PR,1,100,132502
1713788000.804032,127160.000,18881,3,PR,1,100,132534
1713788000.844032,127200.000,18881,3,PR,1,100,132550
1713788000.884032,127240.000,18881,3,PR,1,100,132573
1713788000.924033,127280.000,18899,2,PR,1,100,132562
1713788000.964034,127320.000,18899,2,PR,1,100,132582
1713788001.004034,127360.000,18915,3,PR,1,100,132606
1713788001.044035,127400.000,18915,3,PR,1,100,132620
1713788001.084035,127440.000,18915,3,PR,1,100,132623
1713788001.124036,127480.000,18930,2,PR,1,100,132619
1713788001.164036,127520.000,18930,2,PR,1,100,132611
1713788001.204037,127560.000,18947,3,PR,1,100,132617
1713788001.244037,127600.000,18947,3,PR,1,100,132616
1713788001.284038,127640.000,18947,3,PR,1,100,132598
1713788001.324038,127680.000,18964,2,PR,1,100,132603
1713788001.364039,127720.000,18964,2,PR,1,100,132616
1713788001.404039,127760.000,18980,3,PR,1,100,132622
1713788001.444040,127800.000,18980,3,PR,1,100,132605
1713788001.484040,127840.000,18980,3,PR,1,100,132606
1713788001.524041,127880.000,18996,3,PR,1,100,132622
1713788001.564041,127920.000,18996,3,PR,1,100,132620
1713788001.604042,127960.000,18996,3,PR,1,100,132620
1713788001.644042,128000.000,19012,2,PR,1,100,132617
1713788001.684043,128040.000,19012,2,PR,1,100,132623
1713788001.724043,128080.000,19031,3,PR,1,100,132618
1713788001.764044,128120.000,19031,3,PR,1,100,132620
1713788001.804044,128160.000,19031,3,PR,1,100,132618
1713788001.844045,128200.000,19047,2,PR,1,100,132647
1713788001.884045,128240.000,19047,2,PR,1,100,132659
1713788001.924046,128280.000,19063,3,PR,1,100,132657
1713788001.964046,128320.000,19063,3,PR,1,100,132652
1713788002.004047,128360.000,19063,3,PR,1,100,132662
1713788002.044048,128400.000,19079,2,PR,1,100,132667
1713788002.084048,128440.000,19079,2,PR,1,100,132661
1713788002.124048,128480.000,19096,3,PR,1,100,132633
1713788002.164049,128520.000,19096,3,PR,1,100,132634
1713788002.204050,128560.000,19096,3,PR,1,100,132648
1713788002.244050,128600.000,19113,2,PR,1,100,132642
1713788002.284050,128640.000,19113,2,PR,1,100,132643
1713788002.324051,128680.000,19128,3,PR,1,100,132656
1713788002.364052,128720.000,19128,3,PR,1,100,132641
1713788002.404052,128760.000,19128,3,PR,1,100,132662
1713788002.444053,128800.000,19144,2,PR,1,100,132647
1713788002.484053,128840.000,19144,2,PR,1,100,132663
1713788002.524054,128880.000,19167,3,PR,1,100,132666
1713788002.564054,128920.000,19167,3,PR,1,100,132664
1713788002.604055,128960.000,19167,3,PR,1,100,132676
1713788002.644055,129000.000,19183,2,PR,1,100,132675
1713788002.684056,129040.000,19183,2,PR,1,100,132669
1713788002.724056,129080.000,19199,3,PR,1,100,132683
1713788002.764057,129120.000,19199,3,PR,1,100,132690
1713788002.804057,129160.000,19199,3,PR,1,100,132682
1713788002.844058,129200.000,19214,2,PR,1,100,132683
1713788002.884058,129240.000,19214,2,PR,1,100,132675
1713788002.924059,129280.000,19232,3,PR,1,100,132655
1713788002.964059,129320.000,19232,3,PR,1,100,132676
1713788003.004060,129360.000,19232,3,PR,1,100,132675
1713788003.044060,129400.000,19248,3,PR,1,100,132670
1713788003.084061,129440.000,19248,3,PR,1,100,132666
1713788003.124061,129480.000,19248,3,PR,1,100,132680
1713788003.164062,129520.000,19265,2,PR,1,100,132658
1713788003.204062,129560.000,19265,2,PR,1,100,132648
1713788003.244063,129600.000,19280,3,PR,1,100,132667
1713788003.284063,129640.000,19280,3,PR,1,100,132673
1713788003.324064,129680.000,19280,3,PR,1,100,132664
1713788003.364064,129720.000,19297,2,PR,1,100,132667
1713788003.404065,129760.000,19297,2,PR,1,100,132680
1713788003.444065,129800.000,19315,3,PR,1,100,132666
1713788003.484066,129840.000,19315,3,PR,1,100,132678
1713788003.524066,129880.000,19315,3,PR,1,100,132690
1713788003.564067,129920.000,19333,2,PR,1,100,132677
1713788003.604068,129960.000,19333,2,PR,1,100,132675
1713788003.644068,130000.000,19347,3,PR,1,100,132675
1713788003.684068,130040.000,19347,3,PR,1,100,132688
1713788003.724069,130080.000,19347,3,PR,1,100,132660
1713788003.764070,130120.000,19364,2,PR,1,100,132667
1713788003.804070,130160.000,19364,2,PR,1,100,132659
1713788003.844071,130200.000,19381,3,PR,1,100,132656
1713788003.884071,130240.000,19381,3,PR,1,100,132666
1713788003.924072,130280.000,19381,3,PR,1,100,132652
1713788003.964072,130320.000,19398,2,PR,1,100,132679
1713788004.004073,130360.000,19398,2,PR,1,100,132659
1713788004.044073,130400.000,19412,3,PR,1,100,132662
1713788004.084074,130440.000,19412,3,PR,1,100,132657
1713788004.124074,130480.000,19412,3,PR,1,100,132652
1713788004.164075,130520.000,19429,2,PR,1,100,132657
1713788004.204075,130560.000,19429,2,PR,1,100,132668
1713788004.244076,130600.000,19446,3,PR,1,100,132673
1713788004.284076,130640.000,19446,3,PR,1,100,132674
1713788004.324077,130680.000,19446,3,PR,1,100,132668
1713788004.364077,130720.000,19463,2,PR,1,100,132672
1713788004.404078,130760.000,19463,2,PR,1,100,132670
1713788004.444078,130800.000,19477,3,PR,1,100,132673
1713788004.484079,130840.000,19477,3,PR,1,100,132689
1713788004.524079,130880.000,19477,3,PR,1,100,132668
1713788004.564080,130920.000,19495,3,PR,1,100,132664
1713788004.604080,130960.000,19495,3,PR,1,100,132659
1713788004.644081,131000.000,19495,3,PR,1,100,132667
1713788004.684081,131040.000,19513,2,PR,1,100,132666
1713788004.724082,131080.000,19513,2,PR,1,100,132676
1713788004.764082,131120.000,19530,3,PR,1,100,132673
1713788004.804083,131160.000,19530,3,PR,1,100,132689
1713788004.844083,131200.000,19530,3,PR,1,100,132676
1713788004.890584,131246.500,19545,2,PR,1,100,132692
1713788004.937085,131293.000,19545,2,PR,1,100,132679
1713788004.977085,131333.000,19562,2,PR,1,100,132688
1713788005.017086,131373.000,19562,2,PR,1,100,132678
1713788005.057086,131413.000,19578,3,PR,1,100,132672
1713788005.097087,131453.000,19578,3,PR,1,100,132669
1713788005.137087,131493.000,19578,3,PR,1,100,132669
1713788005.177088,131533.000,19595,2,PR,1,100,132683
1713788005.217088,131573.000,19595,2,PR,1,100,132696
1713788005.257089,131613.000,19613,3,PR,1,100,132704
1713788005.297089,131653.000,19613,3,PR,1,100,132704
1713788005.337090,131693.000,19613,3,PR,1,100,132719
1713788005.377090,131733.000,19629,3,PR,1,100,132716
1713788005.417091,131773.000,19629,3,PR,1,100,132693
1713788005.457091,131813.000,19629,3,PR,1,100,132691
1713788005.497092,131853.000,19645,2,PR,1,100,132679
1713788005.537092,131893.000,19645,2,PR,1,100,132681
1713788005.577093,131933.000,19663,3,PR,1,100,132669
1713788005.617093,131973.000,19663,3,PR,1,100,132674
1713788005.657094,132013.000,19663,3,PR,1,100,132674
1713788005.697094,132053.000,19679,2,PR,1,100,132688
1713788005.737095,132093.000,19679,2,PR,1,100,132693
1713788005.777095,132133.000,19694,3,PR,1,100,132696
1713788005.817096,132173.000,19694,3,PR,1,100,132690
1713788005.857096,132213.000,19694,3,PR,1,100,132714
1713788005.897097,132253.000,19711,2,PR,1,100,132710
1713788005.937097,132293.000,19711,2,PR,1,100,132720
1713788005.977098,132333.000,19728,3,PR,1,100,132706
1713788006.017098,132373.000,19728,3,PR,1,100,132712
1713788006.057099,132413.000,19728,3,PR,1,100,132709
1713788006.097100,132453.000,19746,2,PR,1,100,132722
1713788006.137100,132493.000,19746,2,PR,1,100,132728
1713788006.177100,132533.000,19762,3,PR,1,100,132720
1713788006.217101,132573.000,19762,3,PR,1,100,132719
1713788006.257102,132613.000,19762,3,PR,1,100,132702
1713788006.297102,132653.000,19778,2,PR,1,100,132726
1713788006.337103,132693.000,19778,2,PR,1,100,132727
1713788006.377103,132733.000,19795,3,PR,1,100,132726
1713788006.417104,132773.000,19795,3,PR,1,100,132731
1713788006.457104,132813.000,19795,3,PR,1,100,132757
1713788006.497105,132853.000,19811,2,PR,1,100,132760
1713788006.537105,132893.000,19811,2,PR,1,100,132772
1713788006.577106,132933.000,19827,3,PR,1,100,132780
1713788006.617106,132973.000,19827,3,PR,1,100,132786
1713788006.657107,133013.000,19827,3,PR,1,100,132774
1713788006.697107,133053.000,19843,3,PR,1,100,132755
1713788006.737108,133093.000,19843,3,PR,1,100,132787
1713788006.777108,133133.000,19843,3,PR,1,100,132795
1713788006.817109,133173.000,19860,2,PR,1,100,132798
1713788006.857109,133213.000,19860,2,PR,1,100,132799
1713788006.897110,133253.000,19877,3,PR,1,100,132794
1713788006.937110,133293.000,19877,3,PR,1,100,132772
1713788006.977111,133333.000,19877,3,PR,1,100,132766
1713788007.017111,133373.000,19892,2,PR,1,100,132767
1713788007.057112,133413.000,19892,2,PR,1,100,132776
1713788007.097112,133453.000,19908,3,PR,1,100,132790
1713788007.137113,133493.000,19908,3,PR,1,100,132793
1713788007.177113,133533.000,19908,3,PR,1,100,132793
1713788007.217114,133573.000,19928,2,PR,1,100,132786
1713788007.257114,133613.000,19928,2,PR,1,100,132785
1713788007.297115,133653.000,19944,3,PR,1,100,132805
1713788007.337115,133693.000,19944,3,PR,1,100,132802
1713788007.377116,133733.000,19944,3,PR,1,100,132809
1713788007.417116,133773.000,19960,2,PR,1,100,132797
1713788007.457117,133813.000,19960,2,PR,1,100,132791
1713788007.497118,133853.000,19975,3,PR,1,100,132797
1713788007.537118,133893.000,19975,3,PR,1,100,132820
1713788007.577118,133933.000,19975,3,PR,1,100,132830
1713788007.617119,133973.000,19998,2,PR,1,100,132827
1713788007.657120,134013.000,19998,2,PR,1,100,132802
1713788007.697120,134053.000,20014,3,PR,1,100,132784
1713788007.737121,134093.000,20014,3,PR,1,100,132789
1713788007.777121,134133.000,20014,3,PR,1,100,132803
1713788007.817122,134173.000,20031,2,PR,1,100,132809
1713788007.857122,134213.000,20031,2,PR,1,100,132810
1713788007.897123,134253.000,20046,3,PR,1,100,132800
1713788007.937123,134293.000,20046,3,PR,1,100,132808
1713788007.977123,134333.000,20046,3,PR,1,100,132808
1713788008.017124,134373.000,20063,2,PR,1,100,132809
1713788008.057125,134413.000,20063,2,PR,1,100,132820
1713788008.097125,134453.000,20079,3,PR,1,100,132824
1713788008.137126,134493.000,20079,3,PR,1,100,132828
1713788008.177126,134533.000,20079,3,PR,1,100,132852
1713788008.217127,134573.000,20097,3,PR,1,100,132867
1713788008.257127,134613.000,20097,3,PR,1,100,132850
1713788008.297128,134653.000,20097,3,PR,1,100,132868
1713788008.337128,134693.000,20111,2,PR,1,100,132856
1713788008.377129,134733.000,20111,2,PR,1,100,132839
1713788008.417129,134773.000,20128,3,PR,1,100,132835
1713788008.457130,134813.000,20128,3,PR,1,100,132833
1713788008.497130,134853.000,20128,3,PR,1,100,132842
1713788008.537131,134893.000,20145,2,PR,1,100,132854
1713788008.577131,134933.000,20145,2,PR,1,100,132851
1713788008.617132,134973.000,20162,3,PR,1,100,132865
1713788008.657132,135013.000,20162,3,PR,1,100,132849
1713788008.697133,135053.000,20162,3,PR,1,100,132857
1713788008.737133,135093.000,20180,2,PR,1,100,132884
1713788008.777134,135133.000,20180,2,PR,1,100,132885
1713788008.817134,135173.000,20197,3,PR,1,100,132879
1713788008.857135,135213.000,20197,3,PR,1,100,132881
1713788008.897135,135253.000,20197,3,PR,1,100,132880
1713788008.937136,135293.000,20214,2,PR,1,100,132880
1713788008.977136,135333.000,20214,2,PR,1,100,132887
1713788009.017137,135373.000,20231,3,PR,1,100,132886
1713788009.057137,135413.000,20231,3,PR,1,100,132899
1713788009.097138,135453.000,20231,3,PR,1,100,132905
1713788009.137138,135493.000,20245,2,PR,1,100,132893
1713788009.177139,135533.000,20245,2,PR,1,100,132867
1713788009.217139,135573.000,20263,3,PR,1,100,132876
1713788009.257140,135613.000,20263,3,PR,1,100,132875
1713788009.297141,135653.000,20263,3,PR,1,100,132873
1713788009.337141,135693.000,20279,2,PR,1,100,132863
1713788009.377141,135733.000,20279,2,PR,1,100,132868
1713788009.417142,135773.000,20296,3,PR,1,100,132876
1713788009.457143,135813.000,20296,3,PR,1,100,132866
1713788009.497143,135853.000,20296,3,PR,1,100,132872
1713788009.537144,135893.000,20311,2,PR,1,100,132886
1713788009.577144,135933.000,20311,2,PR,1,100,132886
1713788009.617145,135973.000,20330,3,PR,1,100,132904
1713788009.657145,136013.000,20330,3,PR,1,100,132910
1713788009.697146,136053.000,20330,3,PR,1,100,132919
1713788009.737146,136093.000,20346,3,PR,1,100,132927
1713788009.777147,136133.000,20346,3,PR,1,100,132932
1713788009.817147,136173.000,20346,3,PR,1,100,132927
1713788009.857148,136213.000,20363,2,PR,1,100,132929
1713788009.897148,136253.000,20363,2,PR,1,100,132929
1713788009.937149,136293.000,20379,3,PR,1,100,132936
1713788009.977149,136333.000,20379,3,PR,1,100,132939
1713788010.017150,136373.000,20379,3,PR,1,100,132926
1713788010.057150,136413.000,20395,2,PR,1,100,132923
1713788010.097151,136453.000,20395,2,PR,1,100,132905
1713788010.137151,136493.000,20411,3,PR,1,100,132915
1713788010.177152,136533.000,20411,3,PR,1,100,132912
1713788010.217152,136573.000,20411,3,PR,1,100,132903
1713788010.257153,136613.000,20431,2,PR,1,100,132899
1713788010.297153,136653.000,20431,2,PR,1,100,132903
1713788010.337154,136693.000,20447,3,PR,1,100,132912
1713788010.377154,136733.000,20447,3,PR,1,100,132907
1713788010.417155,136773.000,20447,3,PR,1,100,132913
1713788010.457155,136813.000,20462,2,PR,1,100,132924
1713788010.497156,136853.000,20462,2,PR,1,100,132920
1713788010.537156,136893.000,20481,3,PR,1,100,132932
1713788010.577157,136933.000,20481,3,PR,1,100,132933
1713788010.617157,136973.000,20481,3,PR,1,100,132934
1713788010.657158,137013.000,20498,2,PR,1,100,132931
1713788010.697159,137053.000,20498,2,PR,1,100,132936
1713788010.737159,137093.000,20514,3,PR,1,100,132941
1713788010.777159,137133.000,20514,3,PR,1,100,132926
1713788010.817160,137173.000,20514,3,PR,1,100,132913
1713788010.857161,137213.000,20530,2,PR,1,100,132911
1713788010.897161,137253.000,20530,2,PR,1,100,132921
1713788010.936828,137292.667,20546,3,PR,1,100,132897
1713788010.976496,137332.333,20546,3,PR,1,100,132916
1713788011.016163,137372.000,20546,3,PR,1,100,132907
1713788011.056163,137412.000,20563,2,PR,1,100,132903
1713788011.096164,137452.000,20563,2,PR,1,100,132913
1713788011.136164,137492.000,20579,3,PR,1,100,132919
1713788011.176165,137532.000,20579,3,PR,1,100,132915
1713788011.216165,137572.000,20579,3,PR,1,100,132912
1713788011.256166,137612.000,20595,3,PR,1,100,132903
1713788011.296166,137652.000,20595,3,PR,1,100,132890
1713788011.336167,137692.000,20595,3,PR,1,100,132877
1713788011.376667,137732.500,20611,2,PR,1,100,132890
1713788011.417168,137773.000,20611,2,PR,1,100,132880
1713788011.456835,137812.667,20630,3,PR,1,100,132866
1713788011.496502,137852.333,20630,3,PR,1,100,132875
1713788011.536169,137892.000,20630,3,PR,1,100,132875
1713788011.576670,137932.500,20647,2,PR,1,100,132896
1713788011.617170,137973.000,20647,2,PR,1,100,132891
1713788011.656837,138012.667,20662,3,PR,1,100,132883
1713788011.696505,138052.333,20662,3,PR,1,100,132857
1713788011.736172,138092.000,20662,3,PR,1,100,132851
1713788011.776172,138132.000,20678,2,PR,1,100,132843
1713788011.816173,138172.000,20678,2,PR,1,100,132848
1713788011.856173,138212.000,20696,3,PR,1,100,132840
1713788011.896174,138252.000,20696,3,PR,1,100,132866
1713788011.936174,138292.000,20696,3,PR,1,100,132862
1713788011.976175,138332.000,20712,2,PR,1,100,132852
1713788012.016176,138372.000,20712,2,PR,1,100,132849
1713788012.056176,138412.000,20729,3,PR,1,100,132846
1713788012.096176,138452.000,20729,3,PR,1,100,132856
1713788012.136177,138492.000,20729,3,PR,1,100,132852
1713788012.176178,138532.000,20745,2,PR,1,100,132841
1713788012.216178,138572.000,20745,2,PR,1,100,132844
1713788012.256178,138612.000,20763,3,PR,1,100,132832
1713788012.296179,138652.000,20763,3,PR,1,100,132852
1713788012.336179,138692.000,20763,3,PR,1,100,132863
1713788012.383180,138739.000,20779,2,PR,1,100,132861
1713788012.430181,138786.000,20779,2,PR,1,100,132863
1713788012.470181,138826.000,20795,3,PR,1,100,132873
1713788012.510182,138866.000,20795,3,PR,1,100,132851
1713788012.550182,138906.000,20795,3,PR,1,100,132866
1713788012.590183,138946.000,20811,2,PR,1,100,132871
1713788012.630183,138986.000,20811,2,PR,1,100,132868
1713788012.670184,139026.000,20828,3,PR,1,100,132864
1713788012.710184,139066.000,20828,3,PR,1,100,132867
1713788012.750185,139106.000,20828,3,PR,1,100,132872
1713788012.790185,139146.000,20849,2,PR,1,100,132876
1713788012.830186,139186.000,20849,2,PR,1,100,132859
1713788012.870186,139226.000,20867,3,PR,1,100,132870
1713788012.910187,139266.000,20867,3,PR,1,100,132870
1713788012.950187,139306.000,20867,3,PR,1,100,132881
1713788012.990188,139346.000,20881,2,PR,1,100,132896
1713788013.030188,139386.000,20881,2,PR,1,100,132896
1713788013.070189,139426.000,20898,3,PR,1,100,132899
1713788013.110189,139466.000,20898,3,PR,1,100,132899
1713788013.150190,139506.000,20898,3,PR,1,100,132906
1713788013.190191,139546.000,20915,2,PR,1,100,132890
1713788013.230191,139586.000,20915,2,PR,1,100,132905
1713788013.270191,139626.000,20932,3,PR,1,100,132893
1713788013.310192,139666.000,20932,3,PR,1,100,132889
1713788013.350193,139706.000,20932,3,PR,1,100,132881
1713788013.390193,139746.000,20946,2,PR,1,100,132883
1713788013.430194,139786.000,20946,2,PR,1,100,132889
1713788013.470194,139826.000,20963,3,PR,1,100,132893
1713788013.510195,139866.000,20963,3,PR,1,100,132897
1713788013.550195,139906.000,20963,3,PR,1,100,132897
1713788013.590196,139946.000,20982,2,PR,1,100,132891
1713788013.630196,139986.000,20982,2,PR,1,100,132891
1713788013.670197,140026.000,20999,3,PR,1,100,132893
1713788013.710197,140066.000,20999,3,PR,1,100,132893
1713788013.750198,140106.000,20999,3,PR,1,100,132888
1713788013.790198,140146.000,21013,3,PR,1,100,132901
1713788013.830199,140186.000,21013,3,PR,1,100,132912
1713788013.870199,140226.000,21013,3,PR,1,100,132910
1713788013.910200,140266.000,21031,2,PR,1,100,132916
1713788013.950200,140306.000,21031,2,PR,1,100,132926
1713788013.990201,140346.000,21047,3,PR,1,100,132901
1713788014.030201,140386.000,21047,3,PR,1,100,132934
1713788014.070202,140426.000,21047,3,PR,1,100,132921
1713788014.110202,140466.000,21064,2,PR,1,100,132913
1713788014.150203,140506.000,21064,2,PR,1,100,132905
1713788014.190203,140546.000,21079,3,PR,1,100,132908
1713788014.230204,140586.000,21079,3,PR,1,100,132905
1713788014.270204,140626.000,21079,3,PR,1,100,132910
1713788014.310205,140666.000,21096,2,PR,1,100,132924
1713788014.350205,140706.000,21096,2,PR,1,100,132934
1713788014.390206,140746.000,21112,3,PR,1,100,132913
1713788014.430206,140786.000,21112,3,PR,1,100,132918
1713788014.470207,140826.000,21112,3,PR,1,100,132923
1713788014.509707,140865.500,21129,2,PR,1,100,132937
1713788014.549208,140905.000,21129,2,PR,1,100,132924
1713788014.589208,140945.000,21146,3,PR,1,100,132920
1713788014.629209,140985.000,21146,3,PR,1,100,132927
1713788014.669209,141025.000,21146,3,PR,1,100,132924
1713788014.709210,141065.000,21163,2,PR,1,100,132948
1713788014.749211,141105.000,21163,2,PR,1,100,132957
1713788014.789211,141145.000,21179,3,PR,1,100,132942
1713788014.829211,141185.000,21179,3,PR,1,100,132934
1713788014.869212,141225.000,21179,3,PR,1,100,132958
1713788014.909213,141265.000,21197,2,PR,1,100,132977
1713788014.949213,141305.000,21197,2,PR,1,100,132969
1713788014.989213,141345.000,21212,3,PR,1,100,132974
1713788015.029214,141385.000,21212,3,PR,1,100,132966
1713788015.069215,141425.000,21212,3,PR,1,100,132948
1713788015.109215,141465.000,21228,2,PR,1,100,132950
1713788015.149216,141505.000,21228,2,PR,1,100,132944
1713788015.189216,141545.000,21245,3,PR,1,100,132939
