LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1713787995.550964,121907.000,18007,3,PG,1,100,10527
1713787995.550964,121907.000,18007,3,PG,1,100,10531
1713787995.550964,121907.000,18007,3,PG,1,100,10533
1713787995.590965,121947.000,18027,2,PG,1,100,10541
1713787995.630965,121987.000,18027,2,PG,1,100,10545
1713787995.670966,122027.000,18042,3,PG,1,100,10546
1713787995.710966,122067.000,18042,3,PG,1,100,10543
1713787995.750967,122107.000,18042,3,PG,1,100,10557
1713787995.790967,122147.000,18058,2,PG,1,100,10570
1713787995.830968,122187.000,18058,2,PG,1,100,10587
1713787995.870968,122227.000,18075,3,PG,1,100,10567
1713787995.910969,122267.000,18075,3,PG,1,100,10577
1713787995.950969,122307.000,18075,3,PG,1,100,10583
1713787995.990970,122347.000,18092,2,PG,1,100,10577
1713787996.030970,122387.000,18092,2,PG,1,100,10580
1713787996.070971,122427.000,18108,4,PG,1,100,10565
1713787996.110971,122467.000,18108,4,PG,1,100,10573
1713787996.150972,122507.000,18108,4,PG,1,100,10581
1713787996.190972,122547.000,18108,4,PG,1,100,10578
1713787996.230973,122587.000,18126,3,PG,1,100,10586
1713787996.270973,122627.000,18126,3,PG,1,100,10578
1713787996.310974,122667.000,18126,3,PG,1,100,10590
1713787996.350974,122707.000,18144,2,PG,1,100,10596
1713787996.390975,122747.000,18144,2,PG,1,100,10609
1713787996.430975,122787.000,18161,3,PG,1,100,10592
1713787996.470976,122827.000,18161,3,PG,1,100,10599
1713787996.510977,122867.000,18161,3,PG,1,100,10599
1713787996.550977,122907.000,18178,2,PG,1,100,10618
1713787996.590977,122947.000,18178,2,PG,1,100,10605
1713787996.630978,122987.000,18195,3,PG,1,100,10622
1713787996.670979,123027.000,18195,3,PG,1,100,10616
1713787996.710979,123067.000,18195,3,PG,1,100,10619
1713787996.750980,123107.000,18210,2,PG,1,100,10627
1713787996.790980,123147.000,18210,2,PG,1,100,10638
1713787996.830981,123187.000,18229,3,PG,1,100,10653
1713787996.870981,123227.000,18229,3,PG,1,100,10642
1713787996.910982,123267.000,18229,3,PG,1,100,10640
1713787996.950982,123307.000,18245,2,PG,1,100,10643
1713787996.990983,123347.000,18245,2,PG,1,100,10635
1713787997.035650,123391.667,18262,3,PG,1,100,10636
1713787997.080317,123436.333,18262,3,PG,1,100,10647
1713787997.124984,123481.000,18262,3,PG,1,100,10651
1713787997.164985,123521.000,18278,2,PG,1,100,10653
1713787997.204985,123561.000,18278,2,PG,1,100,10636
1713787997.244986,123601.000,18294,3,PG,1,100,10645
