LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1713788129.192679,255547,39920,1,HR,1,100,74.46
1713788129.592684,255947,39987,1,HR,1,100,91.25
1713788129.912688,256267,40038,1,HR,1,100,112.64
1713788130.832700,257187,40194,1,HR,1,100,102.10
1713788131.832713,258187,40360,1,HR,1,100,92.75
1713788132.312719,258667,40429,1,HR,1,100,99.91
1713788133.312732,259667,40594,1,HR,1,100,91.04
1713788133.792738,260147,40678,1,HR,1,100,98.59
1713788134.592748,260947,40810,1,HR,1,100,93.35
1713788135.365758,261720,40930,1,HR,1,100,90.15
1713788136.045767,262400,41035,1,HR,1,100,89.72
1713788136.565773,262920,41119,1,HR,1,100,95.43
1713788137.165781,263520,41220,1,HR,1,100,96.44
1713788137.845790,264200,41337,1,HR,1,100,94.62
1713788138.605799,264960,41453,1,HR,1,100,91.14
1713788139.005805,265360,41521,1,HR,1,100,104.22
1713788142.218846,268573,42036,1,HR,1,100,85.22
1713788143.698865,270053,42285,1,HR,1,100,75.29
1713788144.058869,270413,42335,1,HR,1,100,95.60
1713788145.417887,271772,42570,1,HR,1,100,84.16
1713788146.937907,273292,42807,1,HR,1,100,74.23
1713788148.950932,275305,43137,1,HR,1,100,64.40
1713788150.910957,277265,43474,1,HR,1,100,56.89
1713788151.670967,278025,43592,1,HR,1,100,61.79
1713788152.070972,278425,43659,1,HR,1,100,81.39
1713788152.430977,278785,43710,1,HR,1,100,100.35
1713788153.350989,279705,43859,1,HR,1,100,92.54
1713788154.030997,280385,43975,1,HR,1,100,91.58
1713788154.844008,281198,44109,1,HR,1,100,87.90
1713788156.444028,282798,44364,1,HR,1,100,76.70
1713788157.444041,283798,44534,1,HR,1,100,72.99
1713788158.124050,284478,44652,1,HR,1,100,76.38
1713788158.764058,285118,44752,1,HR,1,100,80.24
1713788160.164076,286518,44988,1,HR,1,100,71.93
1713788160.364079,286718,45026,1,HR,1,100,122.61
1713788160.924086,287278,45109,1,HR,1,100,119.18
1713788162.177102,288531,45320,1,HR,1,100,103.44
1713788162.857111,289211,45440,1,HR,1,100,100.06
1713788164.257128,290611,45675,1,HR,1,100,87.35
1713788165.136140,291490,45808,1,HR,1,100,83.09
1713788168.309180,294663,46327,1,HR,1,100,68.85
1713788169.110191,295464,46460,1,HR,1,100,70.21
1713788169.789200,296143,46576,1,HR,1,100,74.22
1713788171.029216,297383,46778,1,HR,1,100,68.48
1713788171.829226,298183,46902,1,HR,1,100,69.93
1713788172.989241,299343,47083,1,HR,1,100,65.88
1713788173.669249,300023,47199,1,HR,1,100,70.85
1713788174.802264,301156,47385,1,HR,1,100,67.01
1713788175.322271,301676,47472,1,HR,1,100,77.76
1713788176.042280,302396,47587,1,HR,1,100,79.00
1713788177.242295,303596,47789,1,HR,1,100,72.55
1713788178.282309,304636,47956,1,HR,1,100,69.25
1713788178.722314,305076,48025,1,HR,1,100,84.17
1713788179.282321,305636,48126,1,HR,1,100,89.27
1713788180.482337,306836,48327,1,HR,1,100,80.54
1713788182.135358,308489,48581,1,HR,1,100,70.78
1713788185.654403,312008,49161,1,HR,1,100,58.83
1713788186.174410,312528,49247,1,HR,1,100,71.40
1713788186.814418,313168,49353,1,HR,1,100,76.37
1713788187.748430,314102,49502,1,HR,1,100,73.89
1713788189.268450,315622,49750,1,HR,1,100,66.24
1713788189.987459,316341,49867,1,HR,1,100,70.04
1713788192.147486,318501,50222,1,HR,1,100,60.65
1713788194.880522,321234,50665,1,HR,1,100,52.07
1713788196.120537,322474,50866,1,HR,1,100,51.25
1713788197.520555,323874,51105,1,HR,1,100,49.39
1713788199.080575,325434,51355,1,HR,1,100,46.96
1713788203.053626,329407,52019,1,HR,1,100,39.89
1713788203.933638,330287,52151,1,HR,1,100,46.18
1713788205.012651,331366,52318,1,HR,1,100,48.26
1713788205.732661,332086,52454,1,HR,1,100,56.06
1713788207.305681,333659,52698,1,HR,1,100,52.15
1713788208.225693,334579,52848,1,HR,1,100,55.05
1713788211.145730,337499,53331,1,HR,1,100,47.38
1713788211.665737,338019,53416,1,HR,1,100,62.50
1713788213.078755,339432,53651,1,HR,1,100,58.13
1713788213.958766,340312,53783,1,HR,1,100,60.36
1713788215.558787,341912,54048,1,HR,1,100,55.28
1713788216.278796,342632,54165,1,HR,1,100,61.52
1713788217.998818,344352,54451,1,HR,1,100,55.60
1713788218.571826,344925,54537,1,HR,1,100,67.05
1713788222.051870,348405,55118,1,HR,1,100,55.98
1713788223.611890,349965,55371,1,HR,1,100,52.09
1713788224.410900,350764,55505,1,HR,1,100,57.18
1713788227.344938,353698,55976,1,HR,1,100,49.04
1713788228.904958,355258,56228,1,HR,1,100,46.69
1713788231.237988,357591,56615,1,HR,1,100,42.06
1713788232.116999,358470,56768,1,HR,1,100,47.87
1713788233.677019,360030,57029,1,HR,1,100,45.78
1713788235.677045,362030,57368,1,HR,1,100,42.27
1713788236.797059,363150,57550,1,HR,1,100,44.78
1713788237.650070,364003,57683,1,HR,1,100,50.70
1713788238.410080,364763,57807,1,HR,1,100,56.98
1713788239.410093,365763,57956,1,HR,1,100,57.65
1713788240.570108,366923,58161,1,HR,1,100,56.33
1713788241.170115,367523,58266,1,HR,1,100,66.04
1713788242.490132,368843,58485,1,HR,1,100,61.46
1713788245.183167,371536,58901,1,HR,1,100,52.78
1713788245.943177,372296,59036,1,HR,1,100,58.60
1713788246.783187,373136,59170,1,HR,1,100,61.45
1713788247.463196,373816,59285,1,HR,1,100,67.40
1713788248.463209,374816,59444,1,HR,1,100,65.76
1713788248.982216,375335,59529,1,HR,1,100,76.78
1713788249.836226,376189,59683,1,HR,1,100,75.59
1713788250.756238,377109,59838,1,HR,1,100,73.29
1713788252.675263,379028,60152,1,HR,1,100,63.95
1713788253.355272,379708,60258,1,HR,1,100,69.34
1713788254.275284,380628,60406,1,HR,1,100,68.43
1713788254.955292,381308,60523,1,HR,1,100,72.83
1713788255.728302,382081,60641,1,HR,1,100,74.19
1713788256.488312,382841,60774,1,HR,1,100,75.25
1713788257.968331,384321,61021,1,HR,1,100,67.53
1713788258.888343,385241,61158,1,HR,1,100,67.02
1713788260.328361,386681,61391,1,HR,1,100,61.38
1713788260.968369,387321,61507,1,HR,1,100,68.58
1713788262.581390,388934,61770,1,HR,1,100,61.67
1713788264.821419,391174,62121,1,HR,1,100,53.92
1713788265.541428,391894,62238,1,HR,1,100,60.46
1713788266.021434,392374,62323,1,HR,1,100,74.80
1713788266.901445,393254,62473,1,HR,1,100,73.33
1713788267.314451,393667,62543,1,HR,1,100,90.37
1713788268.434465,394787,62724,1,HR,1,100,82.19
1713788269.914484,396267,62960,1,HR,1,100,72.93
1713788270.394490,396747,63046,1,HR,1,100,84.50
1713788271.393503,397746,63214,1,HR,1,100,79.06
1713788272.753520,399106,63431,1,HR,1,100,71.29
1713788273.353528,399706,63530,1,HR,1,100,77.67
1713788274.287540,400640,63652,1,HR,1,100,74.91
1713788274.726546,401079,63736,1,HR,1,100,88.56
1713788275.686558,402039,63886,1,HR,1,100,82.77
1713788276.926574,403279,64085,1,HR,1,100,75.13
1713788278.286592,404639,64321,1,HR,1,100,68.24
1713788279.006601,405359,64428,1,HR,1,100,71.59
1713788281.699635,408052,64884,1,HR,1,100,60.66
1713788282.739649,409092,65050,1,HR,1,100,60.00
1713788283.219655,409572,65134,1,HR,1,100,74.44
1713788283.779662,410132,65218,1,HR,1,100,81.71
1713788284.699674,411052,65373,1,HR,1,100,78.05
1713788286.192693,412545,88,1,HR,1,100,69.71
1713788289.392734,415745,609,1,HR,1,100,58.39
1713788289.832740,416185,692,1,HR,1,100,75.71
1713788290.192744,416545,743,1,HR,1,100,95.93
1713788291.072756,417425,894,1,HR,1,100,89.76
1713788291.925766,418278,1026,1,HR,1,100,85.69
1713788292.565775,418918,1143,1,HR,1,100,87.48
1713788293.005780,419358,1211,1,HR,1,100,98.34
1713788293.525787,419878,1293,1,HR,1,100,102.13
1713788295.244809,421597,1578,1,HR,1,100,87.19
1713788296.484825,422837,1778,1,HR,1,100,78.56
1713788297.204834,423557,1895,1,HR,1,100,79.62
1713788297.578839,423931,1962,1,HR,1,100,98.97
1713788298.618852,424971,2126,1,HR,1,100,89.79
1713788299.258861,425611,2245,1,HR,1,100,90.67
1713788300.737880,427090,2487,1,HR,1,100,79.53
1713788301.297887,427650,2588,1,HR,1,100,85.67
1713788302.657904,429010,2802,1,HR,1,100,76.43
1713788303.550916,429903,2951,1,HR,1,100,74.60
1713788303.990921,430343,3021,1,HR,1,100,88.33
1713788304.390926,430743,3088,1,HR,1,100,102.03
1713788305.430940,431783,3263,1,HR,1,100,92.18
1713788307.230963,433583,3559,1,HR,1,100,79.10
1713788308.070974,434423,3694,1,HR,1,100,77.40
1713788309.030986,435383,3843,1,HR,1,100,74.09
1713788310.124000,436476,4031,1,HR,1,100,69.97
1713788311.484017,437836,4247,1,HR,1,100,64.22
1713788312.284028,438636,4379,1,HR,1,100,66.62
1713788313.004037,439356,4498,1,HR,1,100,70.33
1713788313.724046,440076,4634,1,HR,1,100,73.22
1713788316.297079,442649,5055,1,HR,1,100,62.16
1713788316.817086,443169,5141,1,HR,1,100,73.99
1713788317.497095,443849,5258,1,HR,1,100,77.15
1713788318.337105,444689,5393,1,HR,1,100,75.88
1713788319.456120,445808,5584,1,HR,1,100,70.92
1713788320.056127,446408,5688,1,HR,1,100,77.38
1713788320.896138,447248,5823,1,HR,1,100,76.06
1713788321.549147,447901,5939,1,HR,1,100,79.99
1713788322.429158,448781,6072,1,HR,1,100,77.37
1713788323.909177,450261,6320,1,HR,1,100,69.18
1713788327.309221,453661,6870,1,HR,1,100,57.73
1713788328.162231,454514,7019,1,HR,1,100,60.77
1713788328.962242,455314,7152,1,HR,1,100,63.94
