LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1713787995.590965,121947,18023,1,HR,1,100,63.66
1713787996.350974,122707,18139,1,HR,1,100,67.06
1713787996.870981,123227,18225,1,HR,1,100,77.80
1713787998.884007,125240,18564,1,HR,1,100,67.18
1713788000.044022,126400,18745,1,HR,1,100,63.74
1713788000.764031,127120,18863,1,HR,1,100,68.10
1713788001.804044,128160,19029,1,HR,1,100,65.78
1713788006.097100,132453,19744,1,HR,1,100,54.28
1713788007.257114,133613,19925,1,HR,1,100,53.71
1713788008.777134,135133,20176,1,HR,1,100,50.55
1713788009.657145,136013,20328,1,HR,1,100,54.47
1713788010.537156,136893,20478,1,HR,1,100,57.51
1713788011.496169,137852,20628,1,HR,1,100,58.62
1713788012.096176,138452,20727,1,HR,1,100,67.82
1713788013.630196,139986,20979,1,HR,1,100,61.52
1713788014.589208,140945,21143,1,HR,1,100,61.74
1713788015.389219,141745,21264,1,HR,1,100,64.68
1713788017.189242,143545,21561,1,HR,1,100,57.72
1713788017.909251,144265,21682,1,HR,1,100,63.41
1713788018.789262,145145,21834,1,HR,1,100,64.47
1713788019.629273,145985,21966,1,HR,1,100,66.02
1713788023.002316,149358,22513,1,HR,1,100,55.31
1713788023.642325,149998,22630,1,HR,1,100,63.86
1713788025.802352,152158,22980,1,HR,1,100,55.84
1713788026.362360,152718,23065,1,HR,1,100,67.24
1713788027.082369,153438,23181,1,HR,1,100,70.82
1713788027.975380,154331,23329,1,HR,1,100,70.23
1713788029.055394,155411,23517,1,HR,1,100,66.97
1713788029.975406,156331,23667,1,HR,1,100,66.58
1713788030.495413,156851,23750,1,HR,1,100,77.43
1713788032.774442,159130,24113,1,HR,1,100,66.07
1713788034.694466,161050,24431,1,HR,1,100,58.33
1713788035.947482,162303,24630,1,HR,1,100,56.12
1713788037.747505,164103,24929,1,HR,1,100,51.06
1713788038.427514,164783,25050,1,HR,1,100,59.32
1713788041.427553,167783,25527,1,HR,1,100,50.58
1713788042.267564,168623,25677,1,HR,1,100,55.21
1713788042.960572,169316,25777,1,HR,1,100,62.55
1713788043.720582,170076,25915,1,HR,1,100,66.20
1713788044.640594,170996,26064,1,HR,1,100,65.98
1713788046.560619,172916,26379,1,HR,1,100,58.26
1713788047.360629,173716,26512,1,HR,1,100,61.98
1713788049.039650,175395,26780,1,HR,1,100,56.14
1713788049.853661,176209,26913,1,HR,1,100,60.33
1713788050.893674,177249,27086,1,HR,1,100,59.75
1713788052.052689,178408,27286,1,HR,1,100,57.96
1713788052.772698,179128,27403,1,HR,1,100,63.60
1713788053.932713,180288,27589,1,HR,1,100,60.96
1713788056.292743,182648,27987,1,HR,1,100,53.06
1713788057.025753,183381,28104,1,HR,1,100,59.79
1713788058.105767,184461,28285,1,HR,1,100,58.85
1713788059.025779,185381,28441,1,HR,1,100,60.26
1713788060.985804,187341,28755,1,HR,1,100,53.68
1713788063.545836,189901,29164,1,HR,1,100,46.96
1713788065.558862,191914,29501,1,HR,1,100,43.19
1713788068.597901,194953,29978,1,HR,1,100,37.98
1713788069.477913,195833,30133,1,HR,1,100,44.69
1713788070.077920,196433,30236,1,HR,1,100,56.98
1713788071.770942,198126,30517,1,HR,1,100,52.25
1713788074.850981,201206,31016,1,HR,1,100,44.97
1713788075.890995,202246,31186,1,HR,1,100,47.80
1713788077.131011,203486,31401,1,HR,1,100,47.93
1713788078.904034,205259,31679,1,HR,1,100,44.85
1713788080.824058,207179,32003,1,HR,1,100,41.83
1713788081.544067,207899,32118,1,HR,1,100,51.05
1713788082.344078,208699,32251,1,HR,1,100,56.38
1713788082.944085,209299,32351,1,HR,1,100,66.07
1713788085.383117,211738,32760,1,HR,1,100,56.85
1713788086.077126,212432,32879,1,HR,1,100,63.83
1713788086.877136,213232,33014,1,HR,1,100,66.31
1713788088.196153,214551,33230,1,HR,1,100,61.67
1713788090.476182,216831,33585,1,HR,1,100,53.82
1713788093.929226,220284,34146,1,HR,1,100,45.73
1713788095.929252,222284,34486,1,HR,1,100,42.24
1713788096.769263,223124,34623,1,HR,1,100,48.72
1713788098.169281,224524,34852,1,HR,1,100,47.42
1713788098.969291,225324,34985,1,HR,1,100,53.55
1713788099.729301,226084,35102,1,HR,1,100,59.19
1713788100.622312,226977,35240,1,HR,1,100,61.19
1713788101.342321,227697,35359,1,HR,1,100,66.11
1713788102.062331,228417,35474,1,HR,1,100,69.94
1713788102.582337,228937,35558,1,HR,1,100,80.04
1713788104.022356,230377,35804,1,HR,1,100,71.51
1713788104.981368,231336,35942,1,HR,1,100,69.51
1713788108.354411,234709,36489,1,HR,1,100,58.03
1713788108.994420,235349,36607,1,HR,1,100,65.97
1713788109.754429,236109,36726,1,HR,1,100,68.85
1713788110.514439,236869,36849,1,HR,1,100,71.10
1713788111.274449,237629,36988,1,HR,1,100,72.84
1713788112.234461,238589,37138,1,HR,1,100,70.54
1713788112.754468,239109,37225,1,HR,1,100,80.51
1713788114.047484,240402,37441,1,HR,1,100,73.03
1713788114.807494,241162,37573,1,HR,1,100,74.35
1713788115.647505,242002,37697,1,HR,1,100,73.70
1713788117.607530,243962,38028,1,HR,1,100,64.12
1713788118.407540,244762,38160,1,HR,1,100,66.54
1713788119.287552,245642,38292,1,HR,1,100,66.91
1713788119.967560,246322,38412,1,HR,1,100,71.65
1713788120.447567,246802,38486,1,HR,1,100,83.50
1713788120.900572,247255,38570,1,HR,1,100,95.25
1713788121.300577,247655,38638,1,HR,1,100,107.42
1713788122.220589,248575,38786,1,HR,1,100,98.04
1713788123.420605,249775,38984,1,HR,1,100,87.36
1713788125.220628,251575,39264,1,HR,1,100,75.36
1713788126.659646,253014,39505,1,HR,1,100,67.87
1713788127.139652,253494,39588,1,HR,1,100,80.57
1713788127.779661,254134,39687,1,HR,1,100,83.50
