LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1713788005.377090,131733.000,19628,3,PI,1,100,151605
1713788005.417091,131773.000,19628,3,PI,1,100,151581
1713788005.457091,131813.000,19628,3,PI,1,100,151579
1713788005.497092,131853.000,19644,2,PI,1,100,151595
1713788005.537092,131893.000,19644,2,PI,1,100,151606
1713788005.577093,131933.000,19662,3,PI,1,100,151604
1713788005.617093,131973.000,19662,3,PI,1,100,151605
1713788005.657094,132013.000,19662,3,PI,1,100,151611
1713788005.697094,132053.000,19678,2,PI,1,100,151633
1713788005.737095,132093.000,19678,2,PI,1,100,151640
1713788005.777095,132133.000,19693,3,PI,1,100,151621
1713788005.817096,132173.000,19693,3,PI,1,100,151604
1713788005.857096,132213.000,19693,3,PI,1,100,151598
1713788005.897097,132253.000,19710,2,PI,1,100,151614
1713788005.937097,132293.000,19710,2,PI,1,100,151612
1713788005.977098,132333.000,19727,3,PI,1,100,151592
1713788006.017098,132373.000,19727,3,PI,1,100,151612
1713788006.057099,132413.000,19727,3,PI,1,100,151619
1713788006.097100,132453.000,19745,2,PI,1,100,151611
1713788006.137100,132493.000,19745,2,PI,1,100,151632
1713788006.177100,132533.000,19761,3,PI,1,100,151641
1713788006.217101,132573.000,19761,3,PI,1,100,151635
1713788006.257102,132613.000,19761,3,PI,1,100,151615
1713788006.297102,132653.000,19777,2,PI,1,100,151595
1713788006.337103,132693.000,19777,2,PI,1,100,151621
1713788006.377103,132733.000,19794,3,PI,1,100,151632
1713788006.417104,132773.000,19794,3,PI,1,100,151666
1713788006.457104,132813.000,19794,3,PI,1,100,151681
1713788006.497105,132853.000,19810,2,PI,1,100,151677
1713788006.537105,132893.000,19810,2,PI,1,100,151681
1713788006.577106,132933.000,19826,3,PI,1,100,151679
1713788006.617106,132973.000,19826,3,PI,1,100,151680
1713788006.657107,133013.000,19826,3,PI,1,100,151682
1713788006.697107,133053.000,19842,3,PI,1,100,151687
1713788006.737108,133093.000,19842,3,PI,1,100,151700
1713788006.777108,133133.000,19842,3,PI,1,100,151669
1713788006.817109,133173.000,19859,2,PI,1,100,151695
1713788006.857109,133213.000,19859,2,PI,1,100,151683
1713788006.897110,133253.000,19876,3,PI,1,100,151669
1713788006.937110,133293.000,19876,3,PI,1,100,151653
1713788006.977111,133333.000,19876,3,PI,1,100,151644
1713788007.017111,133373.000,19891,2,PI,1,100,151630
1713788007.057112,133413.000,19891,2,PI,1,100,151612
1713788007.097112,133453.000,19907,3,PI,1,100,151642
1713788007.137113,133493.000,19907,3,PI,1,100,151648
1713788007.177113,133533.000,19907,3,PI,1,100,151657
1713788007.217114,133573.000,19927,2,PI,1,100,151654
1713788007.257114,133613.000,19927,2,PI,1,100,151638
1713788007.297115,133653.000,19943,3,PI,1,100,151640
1713788007.337115,133693.000,19943,3,PI,1,100,151652
1713788007.377116,133733.000,19943,3,PI,1,100,151655
1713788007.417116,133773.000,19959,2,PI,1,100,151652
1713788007.457117,133813.000,19959,2,PI,1,100,151638
1713788007.497118,133853.000,19974,3,PI,1,100,151655
1713788007.537118,133893.000,19974,3,PI,1,100,151666
1713788007.577118,133933.000,19974,3,PI,1,100,151654
1713788007.617119,133973.000,19997,2,PI,1,100,151649
1713788007.657120,134013.000,19997,2,PI,1,100,151628
1713788007.697120,134053.000,20013,3,PI,1,100,151633
1713788007.737121,134093.000,20013,3,PI,1,100,151626
1713788007.777121,134133.000,20013,3,PI,1,100,151614
1713788007.817122,134173.000,20030,2,PI,1,100,151631
1713788007.857122,134213.000,20030,2,PI,1,100,151613
1713788007.897123,134253.000,20045,3,PI,1,100,151629
1713788007.937123,134293.000,20045,3,PI,1,100,151629
1713788007.977123,134333.000,20045,3,PI,1,100,151614
1713788008.017124,134373.000,20062,2,PI,1,100,151608
1713788008.057125,134413.000,20062,2,PI,1,100,151611
1713788008.097125,134453.000,20078,3,PI,1,100,151632
1713788008.137126,134493.000,20078,3,PI,1,100,151638
1713788008.177126,134533.000,20078,3,PI,1,100,151652
1713788008.217127,134573.000,20096,3,PI,1,100,151643
1713788008.257127,134613.000,20096,3,PI,1,100,151639
1713788008.297128,134653.000,20096,3,PI,1,100,151656
1713788008.337128,134693.000,20110,2,PI,1,100,151638
1713788008.377129,134733.000,20110,2,PI,1,100,151612
1713788008.417129,134773.000,20127,3,PI,1,100,151607
1713788008.457130,134813.000,20127,3,PI,1,100,151600
1713788008.497130,134853.000,20127,3,PI,1,100,151588
1713788008.537131,134893.000,20144,2,PI,1,100,151583
1713788008.577131,134933.000,20144,2,PI,1,100,151591
1713788008.617132,134973.000,20161,3,PI,1,100,151588
1713788008.657132,135013.000,20161,3,PI,1,100,151592
1713788008.697133,135053.000,20161,3,PI,1,100,151606
1713788008.737133,135093.000,20179,2,PI,1,100,151595
1713788008.777134,135133.000,20179,2,PI,1,100,151597
1713788008.817134,135173.000,20196,3,PI,1,100,151607
1713788008.857135,135213.000,20196,3,PI,1,100,151616
1713788008.897135,135253.000,20196,3,PI,1,100,151618
1713788008.937136,135293.000,20213,2,PI,1,100,151604
1713788008.977136,135333.000,20213,2,PI,1,100,151606
1713788009.017137,135373.000,20230,3,PI,1,100,151598
1713788009.057137,135413.000,20230,3,PI,1,100,151595
1713788009.097138,135453.000,20230,3,PI,1,100,151578
1713788009.137138,135493.000,20244,2,PI,1,100,151577
1713788009.177139,135533.000,20244,2,PI,1,100,151561
1713788009.217139,135573.000,20262,3,PI,1,100,151546
1713788009.257140,135613.000,20262,3,PI,1,100,151557
1713788009.297141,135653.000,20262,3,PI,1,100,151546
1713788009.337141,135693.000,20278,2,PI,1,100,151546
1713788009.377141,135733.000,20278,2,PI,1,100,151553
1713788009.417142,135773.000,20295,3,PI,1,100,151542
1713788009.457143,135813.000,20295,3,PI,1,100,151530
1713788009.497143,135853.000,20295,3,PI,1,100,151529
1713788009.537144,135893.000,20310,2,PI,1,100,151542
1713788009.577144,135933.000,20310,2,PI,1,100,151543
1713788009.617145,135973.000,20329,3,PI,1,100,151558
1713788009.657145,136013.000,20329,3,PI,1,100,151565
1713788009.697146,136053.000,20329,3,PI,1,100,151563
1713788009.737146,136093.000,20345,3,PI,1,100,151591
1713788009.777147,136133.000,20345,3,PI,1,100,151596
1713788009.817147,136173.000,20345,3,PI,1,100,151601
1713788009.857148,136213.000,20362,2,PI,1,100,151591
1713788009.897148,136253.000,20362,2,PI,1,100,151591
1713788009.937149,136293.000,20378,3,PI,1,100,151596
1713788009.977149,136333.000,20378,3,PI,1,100,151579
1713788010.017150,136373.000,20378,3,PI,1,100,151594
1713788010.057150,136413.000,20394,2,PI,1,100,151577
1713788010.097151,136453.000,20394,2,PI,1,100,151543
1713788010.137151,136493.000,20410,3,PI,1,100,151532
1713788010.177152,136533.000,20410,3,PI,1,100,151549
1713788010.217152,136573.000,20410,3,PI,1,100,151540
1713788010.257153,136613.000,20430,2,PI,1,100,151534
1713788010.297153,136653.000,20430,2,PI,1,100,151538
1713788010.337154,136693.000,20446,3,PI,1,100,151545
1713788010.377154,136733.000,20446,3,PI,1,100,151525
1713788010.417155,136773.000,20446,3,PI,1,100,151527
1713788010.457155,136813.000,20461,2,PI,1,100,151541
1713788010.497156,136853.000,20461,2,PI,1,100,151556
1713788010.537156,136893.000,20480,3,PI,1,100,151557
1713788010.577157,136933.000,20480,3,PI,1,100,151569
1713788010.617157,136973.000,20480,3,PI,1,100,151576
1713788010.657158,137013.000,20497,2,PI,1,100,151569
1713788010.697159,137053.000,20497,2,PI,1,100,151580
1713788010.737159,137093.000,20513,3,PI,1,100,151566
1713788010.777159,137133.000,20513,3,PI,1,100,151575
1713788010.817160,137173.000,20513,3,PI,1,100,151575
1713788010.857161,137213.000,20529,2,PI,1,100,151563
1713788010.897161,137253.000,20529,2,PI,1,100,151550
1713788010.936828,137292.667,20545,3,PI,1,100,151538
1713788010.976496,137332.333,20545,3,PI,1,100,151554
1713788011.016163,137372.000,20545,3,PI,1,100,151545
1713788011.056163,137412.000,20562,2,PI,1,100,151526
1713788011.096164,137452.000,20562,2,PI,1,100,151539
1713788011.136164,137492.000,20578,3,PI,1,100,151535
1713788011.176165,137532.000,20578,3,PI,1,100,151544
1713788011.216165,137572.000,20578,3,PI,1,100,151547
1713788011.256166,137612.000,20594,3,PI,1,100,151547
1713788011.296166,137652.000,20594,3,PI,1,100,151519
1713788011.336167,137692.000,20594,3,PI,1,100,151532
1713788011.376667,137732.500,20610,2,PI,1,100,151530
1713788011.417168,137773.000,20610,2,PI,1,100,151541
1713788011.456835,137812.667,20629,3,PI,1,100,151536
1713788011.496502,137852.333,20629,3,PI,1,100,151554
1713788011.536169,137892.000,20629,3,PI,1,100,151565
1713788011.576670,137932.500,20646,2,PI,1,100,151546
1713788011.617170,137973.000,20646,2,PI,1,100,151548
1713788011.656837,138012.667,20661,3,PI,1,100,151548
1713788011.696505,138052.333,20661,3,PI,1,100,151533
1713788011.736172,138092.000,20661,3,PI,1,100,151518
1713788011.776172,138132.000,20677,2,PI,1,100,151510
1713788011.816173,138172.000,20677,2,PI,1,100,151513
1713788011.856173,138212.000,20695,3,PI,1,100,151495
1713788011.896174,138252.000,20695,3,PI,1,100,151502
1713788011.936174,138292.000,20695,3,PI,1,100,151490
1713788011.976175,138332.000,20711,2,PI,1,100,151507
1713788012.016176,138372.000,20711,2,PI,1,100,151521
1713788012.056176,138412.000,20728,3,PI,1,100,151508
1713788012.096176,138452.000,20728,3,PI,1,100,151504
1713788012.136177,138492.000,20728,3,PI,1,100,151509
1713788012.176178,138532.000,20744,2,PI,1,100,151512
1713788012.216178,138572.000,20744,2,PI,1,100,151520
1713788012.256178,138612.000,20762,3,PI,1,100,151512
1713788012.296179,138652.000,20762,3,PI,1,100,151518
1713788012.336179,138692.000,20762,3,PI,1,100,151531
1713788012.383180,138739.000,20778,2,PI,1,100,151540
1713788012.430181,138786.000,20778,2,PI,1,100,151530
1713788012.470181,138826.000,20794,3,PI,1,100,151526
1713788012.510182,138866.000,20794,3,PI,1,100,151506
1713788012.550182,138906.000,20794,3,PI,1,100,151500
1713788012.590183,138946.000,20810,2,PI,1,100,151520
1713788012.630183,138986.000,20810,2,PI,1,100,151511
1713788012.670184,139026.000,20827,3,PI,1,100,151529
1713788012.710184,139066.000,20827,3,PI,1,100,151529
1713788012.750185,139106.000,20827,3,PI,1,100,151524
1713788012.790185,139146.000,20848,2,PI,1,100,151517
1713788012.830186,139186.000,20848,2,PI,1,100,151513
1713788012.870186,139226.000,20866,3,PI,1,100,151541
1713788012.910187,139266.000,20866,3,PI,1,100,151543
1713788012.950187,139306.000,20866,3,PI,1,100,151546
1713788012.990188,139346.000,20880,2,PI,1,100,151542
1713788013.030188,139386.000,20880,2,PI,1,100,151551
