LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1713788009.855148,136211.000,20365,1,EA,1,100,0.185731
1713788009.922148,136278.000,20381,2,EA,1,100,0.185419
1713788009.989149,136345.000,20381,2,EA,1,100,0.185138
1713788010.056150,136412.000,20397,1,EA,1,100,0.184961
1713788010.122651,136478.500,20413,2,EA,1,100,0.184667
1713788010.189152,136545.000,20413,2,EA,1,100,0.184466
1713788010.255653,136611.500,20433,2,EA,1,100,0.184261
1713788010.322154,136678.000,20433,2,EA,1,100,0.183921
1713788010.389154,136745.000,20449,1,EA,1,100,0.183688
1713788010.455655,136811.500,20464,2,EA,1,100,0.183547
1713788010.522156,136878.000,20464,2,EA,1,100,0.183359
1713788010.589157,136945.000,20483,1,EA,1,100,0.183094
1713788010.655658,137011.500,20500,2,EA,1,100,0.182829
1713788010.722159,137078.000,20500,2,EA,1,100,0.182599
1713788010.789160,137145.000,20516,1,EA,1,100,0.182417
1713788010.855660,137211.500,20532,2,EA,1,100,0.182217
1713788010.922161,137278.000,20532,2,EA,1,100,0.182041
1713788010.989162,137345.000,20548,1,EA,1,100,0.181855
1713788011.055663,137411.500,20565,2,EA,1,100,0.181732
1713788011.122164,137478.000,20565,2,EA,1,100,0.181552
1713788011.189165,137545.000,20581,1,EA,1,100,0.181372
1713788011.255666,137611.500,20597,2,EA,1,100,0.181226
1713788011.322166,137678.000,20597,2,EA,1,100,0.181061
1713788011.388167,137744.000,20613,1,EA,1,100,0.180957
1713788011.455168,137811.000,20632,2,EA,1,100,0.180854
1713788011.522169,137878.000,20632,2,EA,1,100,0.180694
1713788011.588170,137944.000,20649,1,EA,1,100,0.180577
1713788011.655171,138011.000,20664,2,EA,1,100,0.180465
1713788011.722172,138078.000,20664,2,EA,1,100,0.180306
1713788011.788172,138144.000,20680,1,EA,1,100,0.180217
1713788011.855173,138211.000,20698,2,EA,1,100,0.180185
1713788011.922174,138278.000,20698,2,EA,1,100,0.180115
1713788011.988175,138344.000,20714,1,EA,1,100,0.180063
1713788012.055176,138411.000,20731,2,EA,1,100,0.180008
1713788012.122177,138478.000,20731,2,EA,1,100,0.179924
1713788012.188178,138544.000,20747,1,EA,1,100,0.179873
1713788012.255178,138611.000,20765,2,EA,1,100,0.179812
1713788012.322179,138678.000,20765,2,EA,1,100,0.179784
1713788012.388180,138744.000,20781,1,EA,1,100,0.179715
1713788012.455181,138811.000,20797,2,EA,1,100,0.179613
1713788012.522182,138878.000,20797,2,EA,1,100,0.179488
1713788012.588183,138944.000,20813,1,EA,1,100,0.179432
1713788012.655184,139011.000,20830,2,EA,1,100,0.179321
1713788012.722184,139078.000,20830,2,EA,1,100,0.179266
1713788012.788685,139144.500,20851,2,EA,1,100,0.179220
1713788012.855186,139211.000,20851,2,EA,1,100,0.179215
1713788012.922187,139278.000,20869,1,EA,1,100,0.179128
1713788012.988688,139344.500,20883,2,EA,1,100,0.179049
1713788013.055189,139411.000,20883,2,EA,1,100,0.178957
1713788013.122190,139478.000,20900,1,EA,1,100,0.178842
1713788013.188690,139544.500,20917,2,EA,1,100,0.178755
1713788013.255191,139611.000,20917,2,EA,1,100,0.178815
1713788013.322192,139678.000,20934,1,EA,1,100,0.178728
1713788013.388693,139744.500,20948,2,EA,1,100,0.178696
1713788013.455194,139811.000,20948,2,EA,1,100,0.178595
1713788013.522195,139878.000,20965,1,EA,1,100,0.178499
1713788013.588696,139944.500,20984,2,EA,1,100,0.178380
1713788013.655196,140011.000,20984,2,EA,1,100,0.178357
1713788013.722197,140078.000,21001,1,EA,1,100,0.178348
1713788013.788698,140144.500,21015,2,EA,1,100,0.178325
1713788013.855199,140211.000,21015,2,EA,1,100,0.178215
1713788013.922200,140278.000,21033,1,EA,1,100,0.178188
1713788013.988701,140344.500,21049,2,EA,1,100,0.178170
1713788014.055202,140411.000,21049,2,EA,1,100,0.178138
1713788014.122202,140478.000,21066,1,EA,1,100,0.178015
1713788014.188703,140544.500,21081,2,EA,1,100,0.177988
1713788014.255204,140611.000,21081,2,EA,1,100,0.177983
1713788014.322205,140678.000,21098,1,EA,1,100,0.177942
1713788014.388706,140744.500,21114,2,EA,1,100,0.177938
1713788014.455207,140811.000,21114,2,EA,1,100,0.177869
1713788014.522207,140878.000,21131,1,EA,1,100,0.177878
1713788014.588708,140944.500,21148,2,EA,1,100,0.178033
1713788014.655209,141011.000,21148,2,EA,1,100,0.178024
1713788014.722210,141078.000,21165,1,EA,1,100,0.178111
1713788014.788711,141144.500,21181,2,EA,1,100,0.178092
1713788014.855212,141211.000,21181,2,EA,1,100,0.178256
1713788014.922213,141278.000,21199,1,EA,1,100,0.178430
1713788014.988714,141344.500,21214,2,EA,1,100,0.178522
1713788015.055214,141411.000,21214,2,EA,1,100,0.178572
1713788015.122215,141478.000,21230,1,EA,1,100,0.178714
1713788015.188716,141544.500,21247,2,EA,1,100,0.178746
1713788015.255217,141611.000,21247,2,EA,1,100,0.178787
1713788015.321718,141677.500,21268,2,EA,1,100,0.178893
1713788015.388219,141744.000,21268,2,EA,1,100,0.179003
1713788015.455220,141811.000,21284,1,EA,1,100,0.179045
1713788015.521720,141877.500,21302,2,EA,1,100,0.179119
1713788015.588221,141944.000,21302,2,EA,1,100,0.179008
1713788015.655222,142011.000,21318,1,EA,1,100,0.178990
1713788015.721723,142077.500,21335,2,EA,1,100,0.179008
1713788015.788224,142144.000,21335,2,EA,1,100,0.178971
1713788015.855225,142211.000,21351,1,EA,1,100,0.178939
1713788015.921726,142277.500,21367,2,EA,1,100,0.178971
1713788015.988226,142344.000,21367,2,EA,1,100,0.178829
1713788016.055227,142411.000,21383,1,EA,1,100,0.178714
1713788016.121728,142477.500,21400,2,EA,1,100,0.178654
1713788016.188229,142544.000,21400,2,EA,1,100,0.178581
1713788016.255230,142611.000,21417,1,EA,1,100,0.178494
1713788016.321731,142677.500,21432,2,EA,1,100,0.178384
1713788016.388232,142744.000,21432,2,EA,1,100,0.178298
1713788016.455232,142811.000,21448,1,EA,1,100,0.178275
1713788016.521733,142877.500,21466,2,EA,1,100,0.178252
1713788016.588234,142944.000,21466,2,EA,1,100,0.178174
1713788016.655235,143011.000,21482,1,EA,1,100,0.178070
1713788016.721736,143077.500,21497,2,EA,1,100,0.177892
1713788016.788237,143144.000,21497,2,EA,1,100,0.177838
1713788016.855237,143211.000,21513,1,EA,1,100,0.177856
1713788016.921738,143277.500,21531,2,EA,1,100,0.177806
1713788016.988239,143344.000,21531,2,EA,1,100,0.177760
1713788017.055240,143411.000,21547,1,EA,1,100,0.177779
1713788017.121741,143477.500,21565,2,EA,1,100,0.177792
1713788017.188242,143544.000,21565,2,EA,1,100,0.177869
1713788017.255243,143611.000,21581,1,EA,1,100,0.178010
1713788017.321743,143677.500,21598,2,EA,1,100,0.178124
1713788017.388244,143744.000,21598,2,EA,1,100,0.178215
1713788017.455245,143811.000,21614,1,EA,1,100,0.178412
1713788017.521746,143877.500,21631,2,EA,1,100,0.178572
1713788017.588247,143944.000,21631,2,EA,1,100,0.178631
1713788017.654748,144010.500,21646,2,EA,1,100,0.178792
1713788017.721249,144077.000,21646,2,EA,1,100,0.178934
1713788017.788249,144144.000,21663,1,EA,1,100,0.179100
1713788017.854750,144210.500,21687,2,EA,1,100,0.179298
1713788017.921251,144277.000,21687,2,EA,1,100,0.179382
1713788017.988252,144344.000,21704,1,EA,1,100,0.179456
1713788018.054753,144410.500,21718,2,EA,1,100,0.179557
1713788018.121254,144477.000,21718,2,EA,1,100,0.179678
1713788018.188255,144544.000,21735,1,EA,1,100,0.179752
1713788018.254755,144610.500,21754,2,EA,1,100,0.179794
1713788018.321256,144677.000,21754,2,EA,1,100,0.179854
1713788018.388257,144744.000,21771,1,EA,1,100,0.179910
1713788018.454758,144810.500,21785,2,EA,1,100,0.179859
1713788018.521259,144877.000,21785,2,EA,1,100,0.179771
1713788018.588260,144944.000,21803,1,EA,1,100,0.179678
1713788018.654761,145010.500,21819,2,EA,1,100,0.179678
1713788018.721262,145077.000,21819,2,EA,1,100,0.179692
1713788018.788262,145144.000,21838,1,EA,1,100,0.179696
1713788018.854763,145210.500,21853,2,EA,1,100,0.179516
1713788018.921264,145277.000,21853,2,EA,1,100,0.179446
1713788018.988265,145344.000,21870,1,EA,1,100,0.179446
1713788019.054766,145410.500,21886,2,EA,1,100,0.179442
1713788019.121267,145477.000,21886,2,EA,1,100,0.179354
1713788019.188267,145544.000,21903,1,EA,1,100,0.179225
1713788019.254768,145610.500,21918,2,EA,1,100,0.179137
1713788019.321269,145677.000,21918,2,EA,1,100,0.178994
1713788019.388270,145744.000,21935,1,EA,1,100,0.178898
1713788019.454771,145810.500,21951,2,EA,1,100,0.178820
1713788019.521272,145877.000,21951,2,EA,1,100,0.178732
1713788019.588273,145944.000,21971,1,EA,1,100,0.178599
1713788019.654773,146010.500,21986,2,EA,1,100,0.178476
1713788019.721274,146077.000,21986,2,EA,1,100,0.178361
1713788019.788275,146144.000,22002,1,EA,1,100,0.178275
1713788019.854776,146210.500,22019,2,EA,1,100,0.178156
1713788019.921277,146277.000,22019,2,EA,1,100,0.178029
1713788019.987778,146343.500,22036,2,EA,1,100,0.177874
1713788020.054279,146410.000,22036,2,EA,1,100,0.177824
1713788020.121279,146477.000,22052,1,EA,1,100,0.177652
1713788020.187780,146543.500,22068,2,EA,1,100,0.177516
1713788020.254281,146610.000,22068,2,EA,1,100,0.177430
1713788020.321282,146677.000,22086,1,EA,1,100,0.177335
1713788020.387783,146743.500,22103,2,EA,1,100,0.177199
1713788020.454284,146810.000,22103,2,EA,1,100,0.177163
1713788020.521285,146877.000,22119,1,EA,1,100,0.177028
1713788020.587785,146943.500,22135,2,EA,1,100,0.176965
1713788020.654286,147010.000,22135,2,EA,1,100,0.176826
1713788020.721287,147077.000,22151,1,EA,1,100,0.176768
1713788020.787788,147143.500,22168,2,EA,1,100,0.176732
1713788020.854289,147210.000,22168,2,EA,1,100,0.176615
1713788020.921290,147277.000,22185,1,EA,1,100,0.176432
1713788020.987791,147343.500,22200,2,EA,1,100,0.176378
1713788021.054291,147410.000,22200,2,EA,1,100,0.176217
1713788021.121292,147477.000,22216,1,EA,1,100,0.176137
1713788021.187793,147543.500,22234,2,EA,1,100,0.176030
1713788021.254294,147610.000,22234,2,EA,1,100,0.175990
1713788021.321295,147677.000,22250,1,EA,1,100,0.176039
1713788021.387796,147743.500,22265,2,EA,1,100,0.175959
1713788021.454297,147810.000,22265,2,EA,1,100,0.175924
1713788021.521297,147877.000,22281,1,EA,1,100,0.175884
1713788021.587798,147943.500,22299,2,EA,1,100,0.175799
1713788021.654299,148010.000,22299,2,EA,1,100,0.175768
1713788021.721300,148077.000,22315,1,EA,1,100,0.175759
1713788021.787801,148143.500,22331,2,EA,1,100,0.175733
1713788021.854302,148210.000,22331,2,EA,1,100,0.175644
1713788021.920803,148276.500,22347,2,EA,1,100,0.175631
1713788021.987303,148343.000,22347,2,EA,1,100,0.175555
1713788022.054304,148410.000,22364,1,EA,1,100,0.175516
1713788022.120805,148476.500,22380,2,EA,1,100,0.175569
1713788022.187306,148543.000,22380,2,EA,1,100,0.175520
1713788022.254307,148610.000,22398,1,EA,1,100,0.175493
1713788022.320808,148676.500,22412,2,EA,1,100,0.175560
1713788022.387308,148743.000,22412,2,EA,1,100,0.175573
1713788022.454309,148810.000,22429,1,EA,1,100,0.175631
1713788022.520810,148876.500,22446,2,EA,1,100,0.175728
1713788022.587311,148943.000,22446,2,EA,1,100,0.175821
1713788022.654312,149010.000,22463,1,EA,1,100,0.175906
1713788022.720813,149076.500,22477,2,EA,1,100,0.175959
1713788022.787314,149143.000,22477,2,EA,1,100,0.175955
1713788022.854315,149210.000,22494,1,EA,1,100,0.176035
1713788022.920815,149276.500,22518,2,EA,1,100,0.176106
1713788022.987316,149343.000,22518,2,EA,1,100,0.176280
1713788023.054317,149410.000,22535,2,EA,1,100,0.176356
1713788023.121318,149477.000,22535,2,EA,1,100,0.176347
1713788023.187319,149543.000,22551,1,EA,1,100,0.176360
1713788023.254320,149610.000,22567,2,EA,1,100,0.176378
1713788023.321321,149677.000,22567,2,EA,1,100,0.176454
1713788023.387321,149743.000,22583,1,EA,1,100,0.176566
1713788023.454322,149810.000,22600,2,EA,1,100,0.176714
1713788023.521323,149877.000,22600,2,EA,1,100,0.176647
1713788023.587324,149943.000,22617,1,EA,1,100,0.176673
1713788023.654325,150010.000,22636,2,EA,1,100,0.176705
1713788023.721326,150077.000,22636,2,EA,1,100,0.176714
1713788023.787326,150143.000,22652,1,EA,1,100,0.176777
1713788023.854327,150210.000,22672,2,EA,1,100,0.176804
1713788023.921328,150277.000,22672,2,EA,1,100,0.176848
1713788023.987329,150343.000,22688,1,EA,1,100,0.176844
1713788024.054330,150410.000,22703,2,EA,1,100,0.176799
1713788024.121331,150477.000,22703,2,EA,1,100,0.176700
1713788024.187332,150543.000,22719,1,EA,1,100,0.176682
1713788024.254333,150610.000,22737,2,EA,1,100,0.176651
1713788024.321333,150677.000,22737,2,EA,1,100,0.176588
1713788024.387334,150743.000,22753,1,EA,1,100,0.176476
1713788024.453835,150809.500,22768,2,EA,1,100,0.176508
1713788024.520336,150876.000,22768,2,EA,1,100,0.176409
1713788024.587337,150943.000,22785,1,EA,1,100,0.176374
1713788024.653837,151009.500,22802,2,EA,1,100,0.176360
1713788024.720338,151076.000,22802,2,EA,1,100,0.176289
1713788024.787339,151143.000,22818,1,EA,1,100,0.176262
1713788024.853840,151209.500,22835,2,EA,1,100,0.176151
1713788024.920341,151276.000,22835,2,EA,1,100,0.176084
1713788024.987342,151343.000,22850,1,EA,1,100,0.176039
1713788025.054343,151410.000,22867,2,EA,1,100,0.175959
1713788025.121344,151477.000,22867,2,EA,1,100,0.175937
1713788025.187845,151543.500,22884,2,EA,1,100,0.175946
1713788025.254345,151610.000,22884,2,EA,1,100,0.175875
1713788025.320346,151676.000,22903,1,EA,1,100,0.175795
1713788025.387347,151743.000,22917,2,EA,1,100,0.175799
1713788025.454348,151810.000,22917,2,EA,1,100,0.175737
1713788025.520349,151876.000,22934,1,EA,1,100,0.175693
1713788025.587349,151943.000,22951,2,EA,1,100,0.175671
1713788025.654350,152010.000,22951,2,EA,1,100,0.175648
1713788025.720351,152076.000,22968,1,EA,1,100,0.175591
1713788025.787352,152143.000,22984,2,EA,1,100,0.175524
1713788025.854353,152210.000,22984,2,EA,1,100,0.175485
1713788025.920354,152276.000,23002,1,EA,1,100,0.175489
1713788025.987355,152343.000,23018,2,EA,1,100,0.175409
1713788026.054356,152410.000,23018,2,EA,1,100,0.175330
