LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1713788094.679236,221034.000,34281,2,AK,1,100,RD
1713788094.685736,221040.500,34284,2,AK,1,100,34282
1713788094.692236,221047.000,34284,2,AK,1,100,RD
1713788097.245769,223600.500,35118,2,AK,1,100,34282
1713788099.799302,226154.000,35118,2,AK,1,100,RD
1713788099.805802,226160.500,35121,2,AK,1,100,35119
1713788099.812302,226167.000,35121,2,AK,1,100,RD
1713788102.359334,228714.000,35936,2,AK,1,100,35119
1713788104.906367,231261.000,35936,2,AK,1,100,RD
1713788104.912367,231267.000,35939,2,AK,1,100,35937
1713788104.918367,231273.000,35939,2,AK,1,100,RD
1713788107.470900,233825.500,36776,2,AK,1,100,35937
1713788110.023433,236378.000,36776,2,AK,1,100,RD
1713788110.027933,236382.500,36779,2,AK,1,100,36777
1713788110.032433,236387.000,36779,2,AK,1,100,RD
1713788112.590466,238945.000,37624,2,AK,1,100,36777
1713788115.148499,241503.000,37624,2,AK,1,100,RD
1713788115.152999,241507.500,37627,2,AK,1,100,37625
1713788115.157499,241512.000,37627,2,AK,1,100,RD
1713788117.709531,244064.000,38463,2,AK,1,100,37625
1713788120.261564,246616.000,38463,2,AK,1,100,RD
1713788120.268064,246622.500,38466,2,AK,1,100,38464
1713788120.274564,246629.000,38466,2,AK,1,100,RD
1713788122.828597,249183.000,39299,2,AK,1,100,38464
1713788125.382630,251737.000,39299,2,AK,1,100,RD
1713788125.390130,251744.500,39302,2,AK,1,100,39300
1713788125.397630,251752.000,39302,2,AK,1,100,RD
1713788127.946663,254301.000,40140,2,AK,1,100,39300
1713788130.495695,256850.000,40140,2,AK,1,100,RD
1713788130.502196,256856.500,40143,2,AK,1,100,40141
1713788130.508696,256863.000,40143,2,AK,1,100,RD
1713788133.057728,259412.000,40964,2,AK,1,100,40141
1713788135.606761,261961.000,40964,2,AK,1,100,RD
1713788135.611261,261965.500,40967,2,AK,1,100,40965
1713788135.615761,261970.000,40967,2,AK,1,100,RD
1713788138.165294,264519.500,41802,2,AK,1,100,40965
1713788140.714827,267069.000,41802,2,AK,1,100,RD
1713788140.721327,267075.500,41805,2,AK,1,100,41803
1713788140.727827,267082.000,41805,2,AK,1,100,RD
1713788143.276359,269630.500,42637,2,AK,1,100,41803
1713788145.824892,272179.000,42637,2,AK,1,100,RD
1713788145.830392,272184.500,42640,2,AK,1,100,42638
1713788145.835892,272190.000,42640,2,AK,1,100,RD
1713788148.387925,274742.000,43468,2,AK,1,100,42638
1713788150.939958,277294.000,43468,2,AK,1,100,RD
1713788150.947958,277302.000,43471,2,AK,1,100,43469
1713788150.955958,277310.000,43471,2,AK,1,100,RD
1713788153.504491,279858.500,44308,2,AK,1,100,43469
1713788156.053023,282407.000,44308,2,AK,1,100,RD
1713788156.057523,282411.500,44311,2,AK,1,100,44309
1713788156.062023,282416.000,44311,2,AK,1,100,RD
1713788158.615556,284969.500,45163,2,AK,1,100,44309
1713788161.169089,287523.000,45163,2,AK,1,100,RD
1713788161.174589,287528.500,45166,2,AK,1,100,45164
1713788161.180089,287534.000,45166,2,AK,1,100,RD
1713788163.732622,290086.500,46011,2,AK,1,100,45164
1713788166.285155,292639.000,46011,2,AK,1,100,RD
1713788166.291655,292645.500,46014,2,AK,1,100,46012
1713788166.298155,292652.000,46014,2,AK,1,100,RD
1713788168.845187,295199.000,46830,2,AK,1,100,46012
1713788171.392220,297746.000,46830,2,AK,1,100,RD
1713788171.398720,297752.500,46833,2,AK,1,100,46831
1713788171.405220,297759.000,46833,2,AK,1,100,RD
1713788173.955753,300309.500,47670,2,AK,1,100,46831
1713788176.506286,302860.000,47670,2,AK,1,100,RD
1713788176.512786,302866.500,47673,2,AK,1,100,47671
1713788176.519286,302873.000,47673,2,AK,1,100,RD
1713788179.074819,305428.500,48508,2,AK,1,100,47671
1713788181.630352,307984.000,48508,2,AK,1,100,RD
1713788181.634351,307988.000,48511,2,AK,1,100,48509
1713788181.638352,307992.000,48511,2,AK,1,100,RD
1713788184.194384,310548.000,49347,2,AK,1,100,48509
1713788186.750417,313104.000,49347,2,AK,1,100,RD
1713788186.756917,313110.500,49350,2,AK,1,100,49348
1713788186.763417,313117.000,49350,2,AK,1,100,RD
1713788189.313450,315667.000,50182,2,AK,1,100,49348
1713788191.863483,318217.000,50182,2,AK,1,100,RD
1713788191.868483,318222.000,50185,2,AK,1,100,50183
1713788191.873483,318227.000,50185,2,AK,1,100,RD
1713788194.433516,320787.000,51018,2,AK,1,100,50183
1713788196.993549,323347.000,51018,2,AK,1,100,RD
1713788196.998549,323352.000,51021,2,AK,1,100,51019
1713788197.003549,323357.000,51021,2,AK,1,100,RD
1713788199.556082,325909.500,51860,2,AK,1,100,51019
1713788202.108614,328462.000,51860,2,AK,1,100,RD
1713788202.113114,328466.500,51863,2,AK,1,100,51861
1713788202.117614,328471.000,51863,2,AK,1,100,RD
1713788204.667147,331020.500,52693,2,AK,1,100,51861
1713788207.216680,333570.000,52693,2,AK,1,100,RD
1713788207.222680,333576.000,52696,2,AK,1,100,52694
1713788207.228680,333582.000,52696,2,AK,1,100,RD
1713788209.787713,336141.000,53532,2,AK,1,100,52694
1713788212.346745,338700.000,53532,2,AK,1,100,RD
1713788212.351246,338704.500,53535,2,AK,1,100,53533
1713788212.355746,338709.000,53535,2,AK,1,100,RD
1713788214.905278,341258.500,54363,2,AK,1,100,53533
1713788217.454811,343808.000,54363,2,AK,1,100,RD
1713788217.460811,343814.000,54366,2,AK,1,100,54364
1713788217.466811,343820.000,54366,2,AK,1,100,RD
1713788220.020344,346373.500,55200,2,AK,1,100,54364
1713788222.573877,348927.000,55200,2,AK,1,100,RD
1713788222.580377,348933.500,55203,2,AK,1,100,55201
1713788222.586877,348940.000,55203,2,AK,1,100,RD
1713788225.137410,351490.500,56042,2,AK,1,100,55201
1713788227.687942,354041.000,56042,2,AK,1,100,RD
1713788227.694443,354047.500,56045,2,AK,1,100,56043
1713788227.700943,354054.000,56045,2,AK,1,100,RD
1713788230.256475,356609.500,56887,2,AK,1,100,56043
1713788232.812008,359165.000,56887,2,AK,1,100,RD
1713788232.818508,359171.500,56890,2,AK,1,100,56888
1713788232.825008,359178.000,56890,2,AK,1,100,RD
1713788235.382041,361735.000,57735,2,AK,1,100,56888
1713788237.939074,364292.000,57735,2,AK,1,100,RD
1713788237.949574,364302.500,57738,2,AK,1,100,57736
1713788237.960074,364313.000,57738,2,AK,1,100,RD
1713788240.503607,366856.500,58569,2,AK,1,100,57736
1713788243.047139,369400.000,58569,2,AK,1,100,RD
1713788243.055640,369408.500,58572,2,AK,1,100,58570
1713788243.064140,369417.000,58572,2,AK,1,100,RD
1713788245.617672,371970.500,59404,2,AK,1,100,58570
1713788248.171205,374524.000,59404,2,AK,1,100,RD
1713788248.177205,374530.000,59407,2,AK,1,100,59405
1713788248.183205,374536.000,59407,2,AK,1,100,RD
1713788250.737238,377090.000,60252,2,AK,1,100,59405
1713788253.291271,379644.000,60252,2,AK,1,100,RD
1713788253.296771,379649.500,60255,2,AK,1,100,60253
1713788253.302271,379655.000,60255,2,AK,1,100,RD
1713788255.850304,382203.000,61087,2,AK,1,100,60253
1713788258.398336,384751.000,61087,2,AK,1,100,RD
1713788258.404836,384757.500,61090,2,AK,1,100,61088
1713788258.411336,384764.000,61090,2,AK,1,100,RD
1713788260.965869,387318.500,61918,2,AK,1,100,61088
1713788263.520402,389873.000,61918,2,AK,1,100,RD
1713788263.525402,389878.000,61921,2,AK,1,100,61919
1713788263.530402,389883.000,61921,2,AK,1,100,RD
1713788266.085935,392438.500,62759,2,AK,1,100,61919
1713788268.641468,394994.000,62759,2,AK,1,100,RD
1713788268.646468,394999.000,62762,2,AK,1,100,62760
1713788268.651468,395004.000,62762,2,AK,1,100,RD
1713788271.219001,397571.500,63580,2,AK,1,100,62760
1713788273.786534,400139.000,63580,2,AK,1,100,RD
1713788273.792034,400144.500,63583,2,AK,1,100,63581
1713788273.797534,400150.000,63583,2,AK,1,100,RD
1713788276.356067,402708.500,64422,2,AK,1,100,63581
1713788278.914600,405267.000,64422,2,AK,1,100,RD
1713788278.919100,405271.500,64425,2,AK,1,100,64423
1713788278.923600,405276.000,64425,2,AK,1,100,RD
1713788281.475632,407828.000,65268,2,AK,1,100,64423
1713788284.027665,410380.000,65268,2,AK,1,100,RD
1713788284.034665,410387.000,65271,2,AK,1,100,65269
1713788284.041665,410394.000,65271,2,AK,1,100,RD
1713788286.594198,412946.500,571,2,AK,1,100,65269
1713788289.146731,415499.000,571,2,AK,1,100,RD
1713788289.151731,415504.000,574,2,AK,1,100,572
1713788289.156731,415509.000,574,2,AK,1,100,RD
1713788291.705764,418058.000,1411,2,AK,1,100,572
1713788294.254797,420607.000,1411,2,AK,1,100,RD
1713788294.264297,420616.500,1414,2,AK,1,100,1412
1713788294.273797,420626.000,1414,2,AK,1,100,RD
1713788296.830829,423183.000,2261,2,AK,1,100,1412
1713788299.387862,425740.000,2261,2,AK,1,100,RD
1713788299.394362,425746.500,2264,2,AK,1,100,2262
1713788299.400862,425753.000,2264,2,AK,1,100,RD
1713788301.949895,428302.000,3105,2,AK,1,100,2262
1713788304.498928,430851.000,3105,2,AK,1,100,RD
1713788304.505928,430858.000,3108,2,AK,1,100,3106
1713788304.512928,430865.000,3108,2,AK,1,100,RD
1713788307.059961,433412.000,3944,2,AK,1,100,3106
1713788309.606993,435959.000,3944,2,AK,1,100,RD
1713788309.613493,435965.500,3947,2,AK,1,100,3945
1713788309.619993,435972.000,3947,2,AK,1,100,RD
1713788312.167526,438519.500,4785,2,AK,1,100,3945
1713788314.715059,441067.000,4785,2,AK,1,100,RD
1713788314.720559,441072.500,4788,2,AK,1,100,4786
1713788314.726059,441078.000,4788,2,AK,1,100,RD
1713788317.282592,443634.500,5650,2,AK,1,100,4786
1713788319.839125,446191.000,5650,2,AK,1,100,RD
1713788319.844125,446196.000,5653,2,AK,1,100,5651
1713788319.849125,446201.000,5653,2,AK,1,100,RD
1713788322.397657,448749.500,6488,2,AK,1,100,5651
1713788324.946190,451298.000,6488,2,AK,1,100,RD
1713788324.952690,451304.500,6491,2,AK,1,100,6489
1713788324.959190,451311.000,6491,2,AK,1,100,RD
