LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1713788030.595414,156951.000,23775,1,TH,1,100,31.563
1713788030.728415,157084.000,23791,1,TH,1,100,31.573
1713788030.861417,157217.000,23823,1,TH,1,100,31.580
1713788030.995419,157351.000,23840,1,TH,1,100,31.538
1713788031.128421,157484.000,23857,1,TH,1,100,31.538
1713788031.261422,157617.000,23874,1,TH,1,100,31.538
1713788031.395424,157751.000,23891,1,TH,1,100,31.538
1713788031.528426,157884.000,23923,1,TH,1,100,31.570
1713788031.661427,158017.000,23939,1,TH,1,100,31.570
1713788031.794429,158150.000,23956,1,TH,1,100,31.521
1713788031.928431,158284.000,23988,1,TH,1,100,31.521
1713788032.061433,158417.000,24004,1,TH,1,100,31.585
1713788032.194434,158550.000,24021,1,TH,1,100,31.592
1713788032.328436,158684.000,24053,1,TH,1,100,31.585
1713788032.461438,158817.000,24069,1,TH,1,100,31.585
1713788032.595439,158951.000,24087,1,TH,1,100,31.602
1713788032.728441,159084.000,24120,1,TH,1,100,31.602
1713788032.861443,159217.000,24136,1,TH,1,100,31.521
1713788032.994445,159350.000,24154,1,TH,1,100,31.521
1713788033.128446,159484.000,24185,1,TH,1,100,31.545
1713788033.261448,159617.000,24207,1,TH,1,100,31.552
1713788033.394450,159750.000,24224,1,TH,1,100,31.555
1713788033.528451,159884.000,24240,1,TH,1,100,31.555
1713788033.661453,160017.000,24272,1,TH,1,100,31.633
1713788033.794455,160150.000,24289,1,TH,1,100,31.633
1713788033.928457,160284.000,24306,1,TH,1,100,31.560
1713788034.061458,160417.000,24337,1,TH,1,100,31.560
1713788034.194460,160550.000,24354,1,TH,1,100,31.552
1713788034.328462,160684.000,24371,1,TH,1,100,31.552
1713788034.461463,160817.000,24402,1,TH,1,100,31.552
1713788034.594465,160950.000,24420,1,TH,1,100,31.552
1713788034.728467,161084.000,24438,1,TH,1,100,31.623
1713788034.861469,161217.000,24470,1,TH,1,100,31.630
1713788034.994470,161350.000,24487,1,TH,1,100,31.625
1713788035.127472,161483.000,24503,1,TH,1,100,31.625
1713788035.261474,161617.000,24537,1,TH,1,100,31.613
1713788035.394475,161750.000,24554,1,TH,1,100,31.613
1713788035.527477,161883.000,24570,1,TH,1,100,31.608
1713788035.661479,162017.000,24602,1,TH,1,100,31.608
1713788035.794481,162150.000,24619,1,TH,1,100,31.603
1713788035.927482,162283.000,24638,1,TH,1,100,31.610
1713788036.061484,162417.000,24655,1,TH,1,100,31.606
1713788036.194486,162550.000,24687,1,TH,1,100,31.606
1713788036.327487,162683.000,24703,1,TH,1,100,31.667
1713788036.461489,162817.000,24722,1,TH,1,100,31.667
1713788036.594491,162950.000,24754,1,TH,1,100,31.608
1713788036.727492,163083.000,24770,1,TH,1,100,31.608
1713788036.861494,163217.000,24787,1,TH,1,100,31.569
1713788036.994496,163350.000,24819,1,TH,1,100,31.576
1713788037.127498,163483.000,24835,1,TH,1,100,31.642
1713788037.261499,163617.000,24853,1,TH,1,100,31.642
1713788037.394501,163750.000,24884,1,TH,1,100,31.537
1713788037.527503,163883.000,24900,1,TH,1,100,31.537
1713788037.661505,164017.000,24918,1,TH,1,100,31.578
1713788037.794506,164150.000,24951,1,TH,1,100,31.578
1713788037.927508,164283.000,24968,1,TH,1,100,31.593
1713788038.061510,164417.000,24985,1,TH,1,100,31.593
1713788038.194511,164550.000,25001,1,TH,1,100,31.578
1713788038.327513,164683.000,25038,1,TH,1,100,31.585
1713788038.460515,164816.000,25057,1,TH,1,100,31.607
1713788038.594517,164950.000,25074,1,TH,1,100,31.607
1713788038.727518,165083.000,25105,1,TH,1,100,31.646
1713788038.860520,165216.000,25122,1,TH,1,100,31.646
1713788038.994522,165350.000,25139,1,TH,1,100,31.690
1713788039.127523,165483.000,25170,1,TH,1,100,31.690
1713788039.260525,165616.000,25188,1,TH,1,100,31.651
1713788039.394527,165750.000,25204,1,TH,1,100,31.651
1713788039.527528,165883.000,25236,1,TH,1,100,31.631
1713788039.660530,166016.000,25253,1,TH,1,100,31.638
1713788039.794532,166150.000,25269,1,TH,1,100,31.653
1713788039.927533,166283.000,25287,1,TH,1,100,31.653
1713788040.060535,166416.000,25318,1,TH,1,100,31.612
1713788040.194537,166550.000,25334,1,TH,1,100,31.612
1713788040.327539,166683.000,25354,1,TH,1,100,31.619
1713788040.460540,166816.000,25385,1,TH,1,100,31.619
1713788040.594542,166950.000,25402,1,TH,1,100,31.695
1713788040.727544,167083.000,25419,1,TH,1,100,31.695
1713788040.860545,167216.000,25451,1,TH,1,100,31.538
1713788040.994547,167350.000,25467,1,TH,1,100,31.546
1713788041.127549,167483.000,25484,1,TH,1,100,31.577
1713788041.260550,167616.000,25516,1,TH,1,100,31.577
1713788041.394552,167750.000,25534,1,TH,1,100,31.628
1713788041.527554,167883.000,25551,1,TH,1,100,31.628
1713788041.660556,168016.000,25583,1,TH,1,100,31.621
1713788041.794558,168150.000,25599,1,TH,1,100,31.621
1713788041.927559,168283.000,25617,1,TH,1,100,31.545
1713788042.060561,168416.000,25633,1,TH,1,100,31.545
1713788042.193563,168549.000,25665,1,TH,1,100,31.648
1713788042.327564,168683.000,25684,1,TH,1,100,31.655
1713788042.460566,168816.000,25700,1,TH,1,100,31.552
1713788042.593568,168949.000,25732,1,TH,1,100,31.552
1713788042.727569,169083.000,25749,1,TH,1,100,31.706
1713788042.860571,169216.000,25765,1,TH,1,100,31.706
1713788042.993573,169349.000,25799,1,TH,1,100,31.628
1713788043.127574,169483.000,25816,1,TH,1,100,31.628
1713788043.260576,169616.000,25833,1,TH,1,100,31.572
1713788043.393578,169749.000,25869,1,TH,1,100,31.572
1713788043.527580,169883.000,25887,1,TH,1,100,31.603
1713788043.660581,170016.000,25903,1,TH,1,100,31.610
1713788043.793583,170149.000,25922,1,TH,1,100,31.596
1713788043.927585,170283.000,25954,1,TH,1,100,31.596
1713788044.060586,170416.000,25970,1,TH,1,100,31.677
1713788044.193588,170549.000,25987,1,TH,1,100,31.677
1713788044.327590,170683.000,26019,1,TH,1,100,31.628
1713788044.460592,170816.000,26035,1,TH,1,100,31.628
1713788044.593593,170949.000,26053,1,TH,1,100,31.603
1713788044.727595,171083.000,26086,1,TH,1,100,31.603
1713788044.860597,171216.000,26102,1,TH,1,100,31.716
1713788044.993598,171349.000,26120,1,TH,1,100,31.723
1713788045.126600,171482.000,26151,1,TH,1,100,31.701
1713788045.260602,171616.000,26168,1,TH,1,100,31.701
1713788045.393604,171749.000,26187,1,TH,1,100,31.693
1713788045.526605,171882.000,26203,1,TH,1,100,31.693
1713788045.660607,172016.000,26237,1,TH,1,100,31.635
1713788045.793609,172149.000,26254,1,TH,1,100,31.635
1713788045.926610,172282.000,26271,1,TH,1,100,31.605
1713788046.060612,172416.000,26302,1,TH,1,100,31.605
1713788046.193614,172549.000,26319,1,TH,1,100,31.683
1713788046.326616,172682.000,26336,1,TH,1,100,31.691
1713788046.460617,172816.000,26367,1,TH,1,100,31.615
1713788046.593619,172949.000,26387,1,TH,1,100,31.615
1713788046.726621,173082.000,26403,1,TH,1,100,31.720
1713788046.860622,173216.000,26435,1,TH,1,100,31.719
1713788046.993624,173349.000,26452,1,TH,1,100,31.712
1713788047.126626,173482.000,26468,1,TH,1,100,31.712
1713788047.260628,173616.000,26500,1,TH,1,100,31.646
1713788047.393629,173749.000,26519,1,TH,1,100,31.646
1713788047.526631,173882.000,26535,1,TH,1,100,31.685
1713788047.660633,174016.000,26567,1,TH,1,100,31.685
1713788047.793634,174149.000,26584,1,TH,1,100,31.673
1713788047.926636,174282.000,26601,1,TH,1,100,31.680
1713788048.060638,174416.000,26618,1,TH,1,100,31.614
1713788048.193640,174549.000,26650,1,TH,1,100,31.614
1713788048.326641,174682.000,26666,1,TH,1,100,31.673
1713788048.460643,174816.000,26683,1,TH,1,100,31.673
1713788048.593645,174949.000,26720,1,TH,1,100,31.697
1713788048.726646,175082.000,26736,1,TH,1,100,31.697
1713788048.859648,175215.000,26753,1,TH,1,100,31.751
1713788048.993650,175349.000,26787,1,TH,1,100,31.758
1713788049.126652,175482.000,26803,1,TH,1,100,31.680
1713788049.259653,175615.000,26821,1,TH,1,100,31.680
1713788049.393655,175749.000,26852,1,TH,1,100,31.660
1713788049.526657,175882.000,26868,1,TH,1,100,31.660
1713788049.659658,176015.000,26886,1,TH,1,100,31.680
1713788049.793660,176149.000,26919,1,TH,1,100,31.680
1713788049.926662,176282.000,26936,1,TH,1,100,31.687
1713788050.059664,176415.000,26955,1,TH,1,100,31.694
1713788050.193665,176549.000,26971,1,TH,1,100,31.645
1713788050.326667,176682.000,27007,1,TH,1,100,31.645
1713788050.459669,176815.000,27024,1,TH,1,100,31.655
1713788050.593670,176949.000,27043,1,TH,1,100,31.655
1713788050.726672,177082.000,27074,1,TH,1,100,31.663
1713788050.859674,177215.000,27093,1,TH,1,100,31.663
1713788050.993675,177349.000,27110,1,TH,1,100,31.716
1713788051.126677,177482.000,27141,1,TH,1,100,31.716
1713788051.259679,177615.000,27159,1,TH,1,100,31.597
1713788051.393681,177749.000,27175,1,TH,1,100,31.597
1713788051.526682,177882.000,27207,1,TH,1,100,31.763
1713788051.659684,178015.000,27224,1,TH,1,100,31.770
1713788051.792686,178148.000,27240,1,TH,1,100,31.718
1713788051.926687,178282.000,27274,1,TH,1,100,31.718
1713788052.059689,178415.000,27293,1,TH,1,100,31.736
1713788052.192691,178548.000,27309,1,TH,1,100,31.735
1713788052.326693,178682.000,27341,1,TH,1,100,31.686
1713788052.459694,178815.000,27358,1,TH,1,100,31.686
1713788052.592696,178948.000,27375,1,TH,1,100,31.696
1713788052.726698,179082.000,27392,1,TH,1,100,31.703
1713788052.859699,179215.000,27426,1,TH,1,100,31.662
1713788052.992701,179348.000,27442,1,TH,1,100,31.662
1713788053.126703,179482.000,27459,1,TH,1,100,31.713
1713788053.259705,179615.000,27491,1,TH,1,100,31.713
1713788053.392706,179748.000,27507,1,TH,1,100,31.784
1713788053.526708,179882.000,27524,1,TH,1,100,31.784
1713788053.659710,180015.000,27561,1,TH,1,100,31.706
1713788053.792711,180148.000,27577,1,TH,1,100,31.706
1713788053.926713,180282.000,27597,1,TH,1,100,31.733
1713788054.059715,180415.000,27628,1,TH,1,100,31.740
1713788054.192717,180548.000,27644,1,TH,1,100,31.698
1713788054.326718,180682.000,27662,1,TH,1,100,31.691
1713788054.459720,180815.000,27693,1,TH,1,100,31.762
1713788054.592722,180948.000,27710,1,TH,1,100,31.769
1713788054.726723,181082.000,27727,1,TH,1,100,31.781
1713788054.859725,181215.000,27743,1,TH,1,100,31.781
1713788054.992727,181348.000,27777,1,TH,1,100,31.708
1713788055.125729,181481.000,27794,1,TH,1,100,31.708
1713788055.259730,181615.000,27811,1,TH,1,100,31.676
1713788055.392732,181748.000,27844,1,TH,1,100,31.676
1713788055.525734,181881.000,27861,1,TH,1,100,31.769
1713788055.659735,182015.000,27878,1,TH,1,100,31.768
1713788055.792737,182148.000,27909,1,TH,1,100,31.754
1713788055.925739,182281.000,27927,1,TH,1,100,31.761
1713788056.059741,182415.000,27943,1,TH,1,100,31.822
1713788056.192742,182548.000,27975,1,TH,1,100,31.822
1713788056.325744,182681.000,27994,1,TH,1,100,31.693
1713788056.459746,182815.000,28010,1,TH,1,100,31.693
1713788056.592747,182948.000,28042,1,TH,1,100,31.722
1713788056.725749,183081.000,28059,1,TH,1,100,31.722
1713788056.859751,183215.000,28075,1,TH,1,100,31.851
1713788056.992753,183348.000,28093,1,TH,1,100,31.851
1713788057.125754,183481.000,28126,1,TH,1,100,31.702
1713788057.259756,183615.000,28143,1,TH,1,100,31.710
1713788057.392758,183748.000,28160,1,TH,1,100,31.749
1713788057.525759,183881.000,28192,1,TH,1,100,31.749
1713788057.659761,184015.000,28208,1,TH,1,100,31.832
1713788057.792763,184148.000,28225,1,TH,1,100,31.832
1713788057.925764,184281.000,28257,1,TH,1,100,31.717
1713788058.058766,184414.000,28273,1,TH,1,100,31.717
1713788058.192768,184548.000,28292,1,TH,1,100,31.666
1713788058.325770,184681.000,28324,1,TH,1,100,31.673
1713788058.458771,184814.000,28340,1,TH,1,100,31.721
1713788058.592773,184948.000,28360,1,TH,1,100,31.721
