LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1713788037.387501,163743.000,24889,2,GY,1,100,0.305
1713788037.427501,163783.000,24889,2,GY,1,100,0.336
1713788037.471835,163827.333,24905,3,GY,1,100,0.214
1713788037.516169,163871.667,24905,3,GY,1,100,0.275
1713788037.560503,163916.000,24905,3,GY,1,100,0.214
1713788037.600504,163956.000,24923,3,GY,1,100,0.305
1713788037.640504,163996.000,24923,3,GY,1,100,0.366
1713788037.680505,164036.000,24923,3,GY,1,100,0.305
1713788037.720505,164076.000,24940,2,GY,1,100,0.336
1713788037.760506,164116.000,24940,2,GY,1,100,0.305
1713788037.800506,164156.000,24956,3,GY,1,100,0.214
1713788037.840507,164196.000,24956,3,GY,1,100,0.397
1713788037.880507,164236.000,24956,3,GY,1,100,0.336
1713788037.920508,164276.000,24973,2,GY,1,100,0.031
1713788037.960508,164316.000,24973,2,GY,1,100,-0.031
1713788038.000509,164356.000,24990,3,GY,1,100,0.214
1713788038.040509,164396.000,24990,3,GY,1,100,0.458
1713788038.080510,164436.000,24990,3,GY,1,100,0.122
1713788038.120510,164476.000,25006,2,GY,1,100,-0.031
1713788038.160511,164516.000,25006,2,GY,1,100,0.214
1713788038.200511,164556.000,25022,3,GY,1,100,0.183
1713788038.240512,164596.000,25022,3,GY,1,100,0.244
1713788038.280512,164636.000,25022,3,GY,1,100,0.275
1713788038.320513,164676.000,25043,3,GY,1,100,0.153
1713788038.360513,164716.000,25043,3,GY,1,100,0.305
1713788038.400514,164756.000,25043,3,GY,1,100,0.397
1713788038.440514,164796.000,25062,2,GY,1,100,0.397
1713788038.480515,164836.000,25062,2,GY,1,100,1.007
1713788038.520515,164876.000,25079,3,GY,1,100,0.641
1713788038.560516,164916.000,25079,3,GY,1,100,0.122
1713788038.600517,164956.000,25079,3,GY,1,100,0.183
1713788038.640517,164996.000,25094,2,GY,1,100,0.336
1713788038.680517,165036.000,25094,2,GY,1,100,0.366
1713788038.720518,165076.000,25110,3,GY,1,100,0.031
1713788038.760519,165116.000,25110,3,GY,1,100,0.397
1713788038.800519,165156.000,25110,3,GY,1,100,1.251
1713788038.840520,165196.000,25127,2,GY,1,100,0.885
1713788038.880520,165236.000,25127,2,GY,1,100,0.488
1713788038.920521,165276.000,25144,3,GY,1,100,0.549
1713788038.960521,165316.000,25144,3,GY,1,100,0.488
1713788039.000522,165356.000,25144,3,GY,1,100,0.275
1713788039.040522,165396.000,25159,2,GY,1,100,0.366
1713788039.080523,165436.000,25159,2,GY,1,100,0.183
1713788039.120523,165476.000,25175,3,GY,1,100,-0.305
1713788039.160524,165516.000,25175,3,GY,1,100,-0.305
1713788039.200524,165556.000,25175,3,GY,1,100,-0.122
1713788039.240525,165596.000,25193,2,GY,1,100,0.122
1713788039.280525,165636.000,25193,2,GY,1,100,0.092
1713788039.324859,165680.333,25209,3,GY,1,100,-0.153
1713788039.369193,165724.667,25209,3,GY,1,100,0.153
1713788039.413527,165769.000,25209,3,GY,1,100,0.366
1713788039.453527,165809.000,25225,2,GY,1,100,-0.031
1713788039.493528,165849.000,25225,2,GY,1,100,-0.153
1713788039.533529,165889.000,25241,3,GY,1,100,0.458
1713788039.573529,165929.000,25241,3,GY,1,100,0.549
1713788039.613529,165969.000,25241,3,GY,1,100,-0.092
1713788039.653530,166009.000,25258,2,GY,1,100,-0.092
1713788039.693531,166049.000,25258,2,GY,1,100,0.488
1713788039.733531,166089.000,25274,3,GY,1,100,0.366
1713788039.773531,166129.000,25274,3,GY,1,100,-0.031
1713788039.813532,166169.000,25274,3,GY,1,100,0.000
1713788039.853533,166209.000,25292,2,GY,1,100,0.183
1713788039.893533,166249.000,25292,2,GY,1,100,0.183
1713788039.933534,166289.000,25306,3,GY,1,100,0.061
1713788039.973534,166329.000,25306,3,GY,1,100,0.214
1713788040.013535,166369.000,25306,3,GY,1,100,0.275
1713788040.053535,166409.000,25323,2,GY,1,100,0.092
1713788040.093536,166449.000,25323,2,GY,1,100,0.061
1713788040.133536,166489.000,25339,3,GY,1,100,0.031
1713788040.173537,166529.000,25339,3,GY,1,100,-0.061
1713788040.213537,166569.000,25339,3,GY,1,100,-0.275
1713788040.253538,166609.000,25359,2,GY,1,100,0.061
1713788040.293538,166649.000,25359,2,GY,1,100,0.366
1713788040.333539,166689.000,25373,3,GY,1,100,-0.031
1713788040.373539,166729.000,25373,3,GY,1,100,0.153
1713788040.413540,166769.000,25373,3,GY,1,100,0.458
1713788040.453540,166809.000,25390,2,GY,1,100,0.031
1713788040.493541,166849.000,25390,2,GY,1,100,0.092
1713788040.533541,166889.000,25407,3,GY,1,100,0.397
1713788040.573542,166929.000,25407,3,GY,1,100,0.153
1713788040.613542,166969.000,25407,3,GY,1,100,-0.061
1713788040.653543,167009.000,25424,3,GY,1,100,0.153
1713788040.693543,167049.000,25424,3,GY,1,100,0.488
1713788040.733544,167089.000,25424,3,GY,1,100,0.519
1713788040.773544,167129.000,25438,2,GY,1,100,0.366
1713788040.813545,167169.000,25438,2,GY,1,100,0.031
1713788040.853545,167209.000,25456,3,GY,1,100,0.244
1713788040.893546,167249.000,25456,3,GY,1,100,0.214
1713788040.933546,167289.000,25456,3,GY,1,100,0.092
1713788040.973547,167329.000,25472,2,GY,1,100,-0.031
1713788041.013547,167369.000,25472,2,GY,1,100,0.305
1713788041.053548,167409.000,25489,3,GY,1,100,0.458
1713788041.093549,167449.000,25489,3,GY,1,100,0.153
1713788041.133549,167489.000,25489,3,GY,1,100,0.153
1713788041.173549,167529.000,25503,2,GY,1,100,-0.031
1713788041.213550,167569.000,25503,2,GY,1,100,0.061
1713788041.253551,167609.000,25521,3,GY,1,100,0.061
1713788041.293551,167649.000,25521,3,GY,1,100,-0.031
1713788041.333552,167689.000,25521,3,GY,1,100,0.092
1713788041.373552,167729.000,25539,2,GY,1,100,0.000
1713788041.413553,167769.000,25539,2,GY,1,100,0.092
1713788041.460553,167816.000,25556,2,GY,1,100,0.183
1713788041.507554,167863.000,25556,2,GY,1,100,-0.031
1713788041.547554,167903.000,25571,3,GY,1,100,0.092
1713788041.587555,167943.000,25571,3,GY,1,100,0.305
1713788041.627555,167983.000,25571,3,GY,1,100,0.244
1713788041.667556,168023.000,25588,3,GY,1,100,0.488
1713788041.707556,168063.000,25588,3,GY,1,100,0.458
1713788041.747557,168103.000,25588,3,GY,1,100,0.244
1713788041.787557,168143.000,25604,2,GY,1,100,0.153
1713788041.827558,168183.000,25604,2,GY,1,100,0.061
1713788041.867558,168223.000,25622,3,GY,1,100,0.702
1713788041.907559,168263.000,25622,3,GY,1,100,0.641
1713788041.947559,168303.000,25622,3,GY,1,100,0.122
1713788041.987560,168343.000,25638,2,GY,1,100,0.427
1713788042.027560,168383.000,25638,2,GY,1,100,0.427
1713788042.067561,168423.000,25653,3,GY,1,100,0.000
1713788042.107562,168463.000,25653,3,GY,1,100,0.336
1713788042.147562,168503.000,25653,3,GY,1,100,0.397
1713788042.187562,168543.000,25670,2,GY,1,100,0.183
1713788042.227563,168583.000,25670,2,GY,1,100,0.397
1713788042.267230,168622.667,25689,3,GY,1,100,0.214
1713788042.306897,168662.333,25689,3,GY,1,100,0.244
1713788042.346565,168702.000,25689,3,GY,1,100,0.275
1713788042.386565,168742.000,25705,2,GY,1,100,0.305
1713788042.426566,168782.000,25705,2,GY,1,100,0.549
1713788042.466566,168822.000,25720,3,GY,1,100,0.519
1713788042.506567,168862.000,25720,3,GY,1,100,0.549
1713788042.546567,168902.000,25720,3,GY,1,100,0.458
1713788042.586568,168942.000,25737,2,GY,1,100,0.122
1713788042.626568,168982.000,25737,2,GY,1,100,0.549
1713788042.666569,169022.000,25754,3,GY,1,100,0.793
1713788042.706569,169062.000,25754,3,GY,1,100,0.366
1713788042.746570,169102.000,25754,3,GY,1,100,0.580
1713788042.786570,169142.000,25770,3,GY,1,100,0.793
1713788042.826571,169182.000,25770,3,GY,1,100,0.488
1713788042.866571,169222.000,25770,3,GY,1,100,0.214
1713788042.906572,169262.000,25788,2,GY,1,100,0.092
1713788042.946572,169302.000,25788,2,GY,1,100,0.092
1713788042.986573,169342.000,25804,3,GY,1,100,0.610
1713788043.026573,169382.000,25804,3,GY,1,100,0.153
1713788043.066574,169422.000,25804,3,GY,1,100,0.000
1713788043.106574,169462.000,25821,2,GY,1,100,0.427
1713788043.146575,169502.000,25821,2,GY,1,100,0.458
1713788043.186575,169542.000,25838,3,GY,1,100,0.397
1713788043.226576,169582.000,25838,3,GY,1,100,0.366
1713788043.266576,169622.000,25838,3,GY,1,100,0.092
1713788043.306577,169662.000,25853,2,GY,1,100,0.336
1713788043.346577,169702.000,25853,2,GY,1,100,0.854
1713788043.386578,169742.000,25874,3,GY,1,100,0.397
1713788043.426578,169782.000,25874,3,GY,1,100,0.397
1713788043.466579,169822.000,25874,3,GY,1,100,0.641
1713788043.513580,169869.000,25892,2,GY,1,100,0.366
1713788043.560580,169916.000,25892,2,GY,1,100,0.397
1713788043.600581,169956.000,25908,3,GY,1,100,0.244
1713788043.640581,169996.000,25908,3,GY,1,100,0.061
1713788043.680582,170036.000,25908,3,GY,1,100,0.183
1713788043.720582,170076.000,25927,2,GY,1,100,-0.061
1713788043.760583,170116.000,25927,2,GY,1,100,-0.092
1713788043.800583,170156.000,25941,3,GY,1,100,0.458
1713788043.840584,170196.000,25941,3,GY,1,100,0.549
1713788043.880584,170236.000,25941,3,GY,1,100,-0.092
1713788043.920585,170276.000,25959,2,GY,1,100,-0.061
1713788043.960585,170316.000,25959,2,GY,1,100,0.153
1713788044.000586,170356.000,25975,3,GY,1,100,-0.122
1713788044.040586,170396.000,25975,3,GY,1,100,0.031
1713788044.080587,170436.000,25975,3,GY,1,100,0.610
1713788044.120587,170476.000,25992,3,GY,1,100,0.977
1713788044.160588,170516.000,25992,3,GY,1,100,1.312
1713788044.200588,170556.000,25992,3,GY,1,100,0.916
1713788044.240589,170596.000,26007,2,GY,1,100,0.763
1713788044.280589,170636.000,26007,2,GY,1,100,0.427
1713788044.320590,170676.000,26024,3,GY,1,100,0.244
1713788044.360590,170716.000,26024,3,GY,1,100,0.366
1713788044.400591,170756.000,26024,3,GY,1,100,0.214
1713788044.440591,170796.000,26040,2,GY,1,100,0.122
1713788044.480592,170836.000,26040,2,GY,1,100,0.336
1713788044.520592,170876.000,26058,3,GY,1,100,-0.092
1713788044.560593,170916.000,26058,3,GY,1,100,0.061
1713788044.600594,170956.000,26058,3,GY,1,100,0.244
1713788044.640594,170996.000,26074,2,GY,1,100,-0.092
1713788044.680594,171036.000,26074,2,GY,1,100,-0.092
1713788044.720595,171076.000,26091,3,GY,1,100,-0.427
1713788044.760596,171116.000,26091,3,GY,1,100,0.305
1713788044.800596,171156.000,26091,3,GY,1,100,0.488
1713788044.840596,171196.000,26107,2,GY,1,100,-0.305
1713788044.880597,171236.000,26107,2,GY,1,100,0.031
1713788044.920598,171276.000,26125,3,GY,1,100,0.397
1713788044.960598,171316.000,26125,3,GY,1,100,0.275
1713788045.000599,171356.000,26125,3,GY,1,100,0.336
1713788045.040599,171396.000,26139,2,GY,1,100,-0.122
1713788045.080600,171436.000,26139,2,GY,1,100,0.000
1713788045.120600,171476.000,26156,3,GY,1,100,0.336
1713788045.160601,171516.000,26156,3,GY,1,100,0.336
1713788045.200601,171556.000,26156,3,GY,1,100,0.183
1713788045.240602,171596.000,26173,3,GY,1,100,0.183
1713788045.280602,171636.000,26173,3,GY,1,100,0.031
1713788045.320603,171676.000,26173,3,GY,1,100,0.031
1713788045.360603,171716.000,26192,2,GY,1,100,0.092
1713788045.400604,171756.000,26192,2,GY,1,100,-0.183
1713788045.440604,171796.000,26208,3,GY,1,100,-0.122
1713788045.480605,171836.000,26208,3,GY,1,100,0.183
1713788045.520605,171876.000,26208,3,GY,1,100,0.214
1713788045.560606,171916.000,26224,2,GY,1,100,0.153
1713788045.600606,171956.000,26224,2,GY,1,100,0.000
1713788045.646607,172002.000,26242,2,GY,1,100,0.031
1713788045.692607,172048.000,26242,2,GY,1,100,0.214
1713788045.732941,172088.333,26259,3,GY,1,100,0.061
1713788045.773275,172128.667,26259,3,GY,1,100,-0.031
1713788045.813609,172169.000,26259,3,GY,1,100,0.183
1713788045.853610,172209.000,26276,2,GY,1,100,0.244
1713788045.893610,172249.000,26276,2,GY,1,100,0.092
1713788045.933277,172288.667,26291,3,GY,1,100,0.000
1713788045.972944,172328.333,26291,3,GY,1,100,0.305
1713788046.012612,172368.000,26291,3,GY,1,100,0.488
1713788046.052612,172408.000,26307,3,GY,1,100,0.122
1713788046.092613,172448.000,26307,3,GY,1,100,0.183
1713788046.132613,172488.000,26307,3,GY,1,100,0.061
1713788046.172614,172528.000,26324,2,GY,1,100,0.397
1713788046.212614,172568.000,26324,2,GY,1,100,1.099
1713788046.252615,172608.000,26341,3,GY,1,100,0.244
1713788046.292615,172648.000,26341,3,GY,1,100,0.092
1713788046.332616,172688.000,26341,3,GY,1,100,0.366
1713788046.372616,172728.000,26356,2,GY,1,100,0.214
1713788046.412617,172768.000,26356,2,GY,1,100,0.122
1713788046.452617,172808.000,26372,3,GY,1,100,0.305
1713788046.492618,172848.000,26372,3,GY,1,100,0.275
1713788046.532618,172888.000,26372,3,GY,1,100,0.092
1713788046.572619,172928.000,26392,2,GY,1,100,0.122
1713788046.612619,172968.000,26392,2,GY,1,100,0.061
1713788046.652620,173008.000,26408,3,GY,1,100,0.122
1713788046.692620,173048.000,26408,3,GY,1,100,0.305
1713788046.732621,173088.000,26408,3,GY,1,100,0.244
1713788046.772621,173128.000,26423,2,GY,1,100,0.305
1713788046.812622,173168.000,26423,2,GY,1,100,-0.183
1713788046.852622,173208.000,26440,3,GY,1,100,-0.397
1713788046.892623,173248.000,26440,3,GY,1,100,0.397
1713788046.932623,173288.000,26440,3,GY,1,100,0.122
1713788046.972624,173328.000,26457,2,GY,1,100,-0.122
1713788047.012625,173368.000,26457,2,GY,1,100,0.793
1713788047.052625,173408.000,26473,3,GY,1,100,0.214
1713788047.092625,173448.000,26473,3,GY,1,100,-1.007
1713788047.132626,173488.000,26473,3,GY,1,100,-0.153
1713788047.172626,173528.000,26488,2,GY,1,100,0.336
1713788047.212627,173568.000,26488,2,GY,1,100,0.305
1713788047.252627,173608.000,26505,3,GY,1,100,0.763
1713788047.292628,173648.000,26505,3,GY,1,100,0.183
1713788047.332628,173688.000,26505,3,GY,1,100,0.092
1713788047.372629,173728.000,26524,2,GY,1,100,0.702
1713788047.412630,173768.000,26524,2,GY,1,100,0.549
1713788047.452630,173808.000,26540,3,GY,1,100,0.793
1713788047.492630,173848.000,26540,3,GY,1,100,1.038
1713788047.532631,173888.000,26540,3,GY,1,100,0.610
1713788047.579632,173935.000,26557,2,GY,1,100,0.305
1713788047.626632,173982.000,26557,2,GY,1,100,0.427
1713788047.666633,174022.000,26572,3,GY,1,100,0.549
1713788047.706633,174062.000,26572,3,GY,1,100,0.153
1713788047.746634,174102.000,26572,3,GY,1,100,0.244
1713788047.786634,174142.000,26589,2,GY,1,100,0.122
1713788047.826635,174182.000,26589,2,GY,1,100,0.275
1713788047.866635,174222.000,26606,3,GY,1,100,0.702
1713788047.906636,174262.000,26606,3,GY,1,100,0.275
1713788047.946636,174302.000,26606,3,GY,1,100,0.122
1713788047.986637,174342.000,26623,2,GY,1,100,0.397
1713788048.026637,174382.000,26623,2,GY,1,100,0.397
1713788048.066638,174422.000,26637,3,GY,1,100,0.458
1713788048.106638,174462.000,26637,3,GY,1,100,0.153
1713788048.146639,174502.000,26637,3,GY,1,100,0.244
1713788048.186640,174542.000,26655,2,GY,1,100,0.519
1713788048.226640,174582.000,26655,2,GY,1,100,0.122
1713788048.266307,174621.667,26671,3,GY,1,100,0.061
1713788048.305974,174661.333,26671,3,GY,1,100,0.732
1713788048.345642,174701.000,26671,3,GY,1,100,0.427
1713788048.385642,174741.000,26688,2,GY,1,100,0.031
1713788048.425642,174781.000,26688,2,GY,1,100,0.427
1713788048.465643,174821.000,26702,3,GY,1,100,0.275
1713788048.505644,174861.000,26702,3,GY,1,100,-0.061
1713788048.545644,174901.000,26702,3,GY,1,100,0.092
1713788048.585644,174941.000,26725,3,GY,1,100,-0.153
1713788048.625645,174981.000,26725,3,GY,1,100,0.031
1713788048.665646,175021.000,26725,3,GY,1,100,0.580
1713788048.706146,175061.500,26741,2,GY,1,100,0.153
1713788048.746647,175102.000,26741,2,GY,1,100,-0.031
1713788048.786314,175141.667,26758,3,GY,1,100,0.275
1713788048.825981,175181.333,26758,3,GY,1,100,0.092
1713788048.865648,175221.000,26758,3,GY,1,100,0.275
1713788048.905649,175261.000,26773,2,GY,1,100,0.336
1713788048.945649,175301.000,26773,2,GY,1,100,0.122
1713788048.985650,175341.000,26792,3,GY,1,100,0.397
1713788049.025650,175381.000,26792,3,GY,1,100,0.214
1713788049.065651,175421.000,26792,3,GY,1,100,0.061
1713788049.105651,175461.000,26808,2,GY,1,100,0.244
1713788049.145652,175501.000,26808,2,GY,1,100,0.336
1713788049.185652,175541.000,26826,3,GY,1,100,0.427
1713788049.225653,175581.000,26826,3,GY,1,100,0.427
1713788049.265653,175621.000,26826,3,GY,1,100,0.153
1713788049.305654,175661.000,26840,2,GY,1,100,0.366
1713788049.345654,175701.000,26840,2,GY,1,100,0.427
1713788049.385655,175741.000,26857,3,GY,1,100,0.244
1713788049.425655,175781.000,26857,3,GY,1,100,0.549
1713788049.465656,175821.000,26857,3,GY,1,100,0.671
1713788049.505656,175861.000,26873,2,GY,1,100,1.038
1713788049.545657,175901.000,26873,2,GY,1,100,0.793
1713788049.590324,175945.667,26891,3,GY,1,100,0.305
1713788049.634991,175990.333,26891,3,GY,1,100,0.458
1713788049.679659,176035.000,26891,3,GY,1,100,0.244
1713788049.719659,176075.000,26906,2,GY,1,100,0.214
1713788049.759660,176115.000,26906,2,GY,1,100,0.702
1713788049.799660,176155.000,26924,3,GY,1,100,0.458
1713788049.839661,176195.000,26924,3,GY,1,100,0.275
1713788049.879661,176235.000,26924,3,GY,1,100,0.488
1713788049.919662,176275.000,26941,2,GY,1,100,0.366
1713788049.959662,176315.000,26941,2,GY,1,100,0.519
1713788049.999663,176355.000,26960,3,GY,1,100,0.183
1713788050.039663,176395.000,26960,3,GY,1,100,0.031
1713788050.079664,176435.000,26960,3,GY,1,100,-0.031
1713788050.119664,176475.000,26976,2,GY,1,100,0.000
1713788050.159665,176515.000,26976,2,GY,1,100,0.702
1713788050.199665,176555.000,26994,3,GY,1,100,0.153
1713788050.239666,176595.000,26994,3,GY,1,100,-0.214
1713788050.279666,176635.000,26994,3,GY,1,100,0.122
1713788050.319667,176675.000,27012,2,GY,1,100,0.092
1713788050.359667,176715.000,27012,2,GY,1,100,0.305
1713788050.399668,176755.000,27029,3,GY,1,100,0.854
1713788050.439668,176795.000,27029,3,GY,1,100,0.488
1713788050.479669,176835.000,27029,3,GY,1,100,0.458
1713788050.519669,176875.000,27048,2,GY,1,100,0.488
1713788050.559670,176915.000,27048,2,GY,1,100,0.183
1713788050.599670,176955.000,27063,3,GY,1,100,0.519
1713788050.639671,176995.000,27063,3,GY,1,100,0.122
1713788050.679672,177035.000,27063,3,GY,1,100,-0.183
1713788050.719672,177075.000,27079,2,GY,1,100,0.031
1713788050.759672,177115.000,27079,2,GY,1,100,-0.031
1713788050.799673,177155.000,27098,3,GY,1,100,-0.122
1713788050.839674,177195.000,27098,3,GY,1,100,-0.122
1713788050.879674,177235.000,27098,3,GY,1,100,0.366
1713788050.919675,177275.000,27115,3,GY,1,100,0.305
1713788050.959675,177315.000,27115,3,GY,1,100,0.000
1713788050.999676,177355.000,27115,3,GY,1,100,0.214
1713788051.039676,177395.000,27130,2,GY,1,100,0.214
1713788051.079677,177435.000,27130,2,GY,1,100,0.183
1713788051.119677,177475.000,27146,3,GY,1,100,0.458
1713788051.159678,177515.000,27146,3,GY,1,100,-0.122
1713788051.199678,177555.000,27146,3,GY,1,100,-0.214
1713788051.239679,177595.000,27164,2,GY,1,100,0.214
1713788051.279679,177635.000,27164,2,GY,1,100,0.153
1713788051.319680,177675.000,27180,3,GY,1,100,0.000
1713788051.359680,177715.000,27180,3,GY,1,100,-0.153
1713788051.399681,177755.000,27180,3,GY,1,100,0.153
1713788051.439681,177795.000,27195,2,GY,1,100,0.519
1713788051.479682,177835.000,27195,2,GY,1,100,0.061
1713788051.519349,177874.667,27212,3,GY,1,100,0.183
1713788051.559016,177914.333,27212,3,GY,1,100,0.031
1713788051.598683,177954.000,27212,3,GY,1,100,0.092
1713788051.645684,178001.000,27229,2,GY,1,100,0.885
1713788051.692684,178048.000,27229,2,GY,1,100,0.427
1713788051.733185,178088.500,27245,2,GY,1,100,0.061
1713788051.773685,178129.000,27245,2,GY,1,100,0.275
1713788051.813686,178169.000,27262,3,GY,1,100,0.641
1713788051.853687,178209.000,27262,3,GY,1,100,1.648
1713788051.893687,178249.000,27262,3,GY,1,100,-0.854
1713788051.933187,178288.500,27279,2,GY,1,100,-0.793
1713788051.972688,178328.000,27279,2,GY,1,100,3.601
1713788052.012689,178368.000,27298,3,GY,1,100,-0.397
1713788052.052689,178408.000,27298,3,GY,1,100,-2.747
1713788052.092690,178448.000,27298,3,GY,1,100,2.167
1713788052.132690,178488.000,27314,3,GY,1,100,1.312
1713788052.172691,178528.000,27314,3,GY,1,100,-1.099
1713788052.212691,178568.000,27314,3,GY,1,100,1.770
1713788052.253192,178608.500,27331,2,GY,1,100,0.336
1713788052.293692,178649.000,27331,2,GY,1,100,-1.495
1713788052.333359,178688.667,27346,3,GY,1,100,1.556
1713788052.373027,178728.333,27346,3,GY,1,100,0.732
1713788052.412694,178768.000,27346,3,GY,1,100,-1.373
1713788052.452694,178808.000,27363,2,GY,1,100,0.916
1713788052.492695,178848.000,27363,2,GY,1,100,0.488
1713788052.532695,178888.000,27380,3,GY,1,100,-0.427
1713788052.572696,178928.000,27380,3,GY,1,100,0.946
1713788052.612696,178968.000,27380,3,GY,1,100,-0.336
1713788052.652697,179008.000,27397,2,GY,1,100,-0.519
1713788052.692697,179048.000,27397,2,GY,1,100,1.465
1713788052.732698,179088.000,27413,3,GY,1,100,0.061
1713788052.772698,179128.000,27413,3,GY,1,100,-0.336
1713788052.812699,179168.000,27413,3,GY,1,100,1.099
1713788052.852699,179208.000,27431,2,GY,1,100,0.214
1713788052.892700,179248.000,27431,2,GY,1,100,-0.793
1713788052.932700,179288.000,27447,3,GY,1,100,1.160
1713788052.972701,179328.000,27447,3,GY,1,100,2.380
1713788053.012701,179368.000,27447,3,GY,1,100,-1.038
1713788053.052702,179408.000,27464,2,GY,1,100,-0.916
1713788053.092702,179448.000,27464,2,GY,1,100,2.594
1713788053.132703,179488.000,27478,3,GY,1,100,0.122
1713788053.172704,179528.000,27478,3,GY,1,100,-0.092
1713788053.212704,179568.000,27478,3,GY,1,100,1.495
1713788053.252704,179608.000,27496,2,GY,1,100,-1.831
1713788053.292705,179648.000,27496,2,GY,1,100,1.953
1713788053.332705,179688.000,27512,3,GY,1,100,1.831
1713788053.372706,179728.000,27512,3,GY,1,100,-3.235
1713788053.412707,179768.000,27512,3,GY,1,100,2.106
1713788053.452707,179808.000,27529,3,GY,1,100,3.143
1713788053.492707,179848.000,27529,3,GY,1,100,-3.235
1713788053.532708,179888.000,27529,3,GY,1,100,0.641
1713788053.572709,179928.000,27544,2,GY,1,100,3.387
1713788053.612709,179968.000,27544,2,GY,1,100,-1.617
1713788053.652709,180008.000,27566,3,GY,1,100,0.427
1713788053.692710,180048.000,27566,3,GY,1,100,1.892
1713788053.732711,180088.000,27566,3,GY,1,100,-0.580
1713788053.779211,180134.500,27582,2,GY,1,100,1.068
1713788053.825712,180181.000,27582,2,GY,1,100,1.343
1713788053.865712,180221.000,27602,2,GY,1,100,-0.275
1713788053.905713,180261.000,27602,2,GY,1,100,2.014
1713788053.945713,180301.000,27616,3,GY,1,100,2.197
1713788053.985714,180341.000,27616,3,GY,1,100,-0.336
1713788054.025714,180381.000,27616,3,GY,1,100,1.373
1713788054.065715,180421.000,27633,2,GY,1,100,1.343
1713788054.105716,180461.000,27633,2,GY,1,100,-0.122
1713788054.145716,180501.000,27649,3,GY,1,100,-0.153
1713788054.185716,180541.000,27649,3,GY,1,100,1.434
1713788054.225717,180581.000,27649,3,GY,1,100,2.594
1713788054.265718,180621.000,27667,2,GY,1,100,-0.977
1713788054.305718,180661.000,27667,2,GY,1,100,-0.519
1713788054.345718,180701.000,27682,3,GY,1,100,2.136
1713788054.385719,180741.000,27682,3,GY,1,100,-0.610
1713788054.425719,180781.000,27682,3,GY,1,100,0.244
1713788054.465720,180821.000,27698,3,GY,1,100,2.899
1713788054.505721,180861.000,27698,3,GY,1,100,-1.526
1713788054.545721,180901.000,27698,3,GY,1,100,-0.458
1713788054.585721,180941.000,27715,2,GY,1,100,3.845
1713788054.625722,180981.000,27715,2,GY,1,100,-0.824
1713788054.665723,181021.000,27732,3,GY,1,100,-2.991
1713788054.705723,181061.000,27732,3,GY,1,100,3.235
1713788054.745724,181101.000,27732,3,GY,1,100,2.777
1713788054.785724,181141.000,27748,2,GY,1,100,-2.594
1713788054.825725,181181.000,27748,2,GY,1,100,-0.458
1713788054.865725,181221.000,27766,3,GY,1,100,1.648
1713788054.905726,181261.000,27766,3,GY,1,100,0.366
1713788054.945726,181301.000,27766,3,GY,1,100,-0.031
1713788054.985727,181341.000,27782,2,GY,1,100,0.183
1713788055.025727,181381.000,27782,2,GY,1,100,0.183
1713788055.065728,181421.000,27799,3,GY,1,100,0.488
1713788055.105728,181461.000,27799,3,GY,1,100,0.610
1713788055.145729,181501.000,27799,3,GY,1,100,0.671
1713788055.185729,181541.000,27816,2,GY,1,100,0.244
1713788055.225730,181581.000,27816,2,GY,1,100,-0.061
1713788055.265730,181621.000,27833,3,GY,1,100,1.038
1713788055.305731,181661.000,27833,3,GY,1,100,1.099
1713788055.345731,181701.000,27833,3,GY,1,100,-0.153
1713788055.385732,181741.000,27849,3,GY,1,100,0.000
1713788055.425732,181781.000,27849,3,GY,1,100,0.671
1713788055.465733,181821.000,27849,3,GY,1,100,0.336
1713788055.505733,181861.000,27866,2,GY,1,100,0.214
1713788055.545734,181901.000,27866,2,GY,1,100,0.305
1713788055.585734,181941.000,27883,3,GY,1,100,0.183
1713788055.625735,181981.000,27883,3,GY,1,100,0.092
1713788055.665735,182021.000,27883,3,GY,1,100,0.305
1713788055.712236,182067.500,27898,2,GY,1,100,0.122
1713788055.758737,182114.000,27898,2,GY,1,100,-0.122
1713788055.798737,182154.000,27914,2,GY,1,100,0.244
1713788055.838738,182194.000,27914,2,GY,1,100,0.000
1713788055.878738,182234.000,27932,3,GY,1,100,0.275
1713788055.918739,182274.000,27932,3,GY,1,100,0.458
1713788055.958739,182314.000,27932,3,GY,1,100,0.061
1713788055.998740,182354.000,27948,2,GY,1,100,0.031
1713788056.038740,182394.000,27948,2,GY,1,100,0.275
1713788056.078741,182434.000,27963,3,GY,1,100,0.153
1713788056.118741,182474.000,27963,3,GY,1,100,-0.641
1713788056.158742,182514.000,27963,3,GY,1,100,0.397
1713788056.198742,182554.000,27980,3,GY,1,100,0.275
1713788056.238743,182594.000,27980,3,GY,1,100,-1.373
1713788056.278743,182634.000,27980,3,GY,1,100,-0.366
1713788056.318744,182674.000,27999,2,GY,1,100,0.366
1713788056.358744,182714.000,27999,2,GY,1,100,-0.366
1713788056.398745,182754.000,28015,3,GY,1,100,-0.305
1713788056.438745,182794.000,28015,3,GY,1,100,0.122
1713788056.478746,182834.000,28015,3,GY,1,100,0.031
1713788056.518746,182874.000,28031,2,GY,1,100,-0.214
1713788056.558747,182914.000,28031,2,GY,1,100,-0.488
