LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1713788001.404039,127760.000,18988,3,GY,1,100,0.793
1713788001.444040,127800.000,18988,3,GY,1,100,1.160
1713788001.484040,127840.000,18988,3,GY,1,100,0.244
1713788001.524041,127880.000,19006,3,GY,1,100,-0.366
1713788001.564041,127920.000,19006,3,GY,1,100,-0.122
1713788001.604042,127960.000,19006,3,GY,1,100,0.061
1713788001.644042,128000.000,19022,2,GY,1,100,0.214
1713788001.684043,128040.000,19022,2,GY,1,100,0.305
1713788001.724043,128080.000,19041,3,GY,1,100,0.092
1713788001.764044,128120.000,19041,3,GY,1,100,0.122
1713788001.804044,128160.000,19041,3,GY,1,100,0.275
1713788001.844045,128200.000,19055,2,GY,1,100,0.031
1713788001.884045,128240.000,19055,2,GY,1,100,0.122
1713788001.924046,128280.000,19073,3,GY,1,100,0.336
1713788001.964046,128320.000,19073,3,GY,1,100,0.183
1713788002.004047,128360.000,19073,3,GY,1,100,0.153
1713788002.044048,128400.000,19089,2,GY,1,100,0.702
1713788002.084048,128440.000,19089,2,GY,1,100,0.275
1713788002.124048,128480.000,19106,3,GY,1,100,0.183
1713788002.164049,128520.000,19106,3,GY,1,100,0.458
1713788002.204050,128560.000,19106,3,GY,1,100,0.366
1713788002.244050,128600.000,19121,2,GY,1,100,0.336
1713788002.284050,128640.000,19121,2,GY,1,100,0.244
1713788002.324051,128680.000,19138,3,GY,1,100,0.061
1713788002.364052,128720.000,19138,3,GY,1,100,0.336
1713788002.404052,128760.000,19138,3,GY,1,100,0.214
1713788002.444053,128800.000,19154,2,GY,1,100,0.183
1713788002.484053,128840.000,19154,2,GY,1,100,0.275
1713788002.524054,128880.000,19177,3,GY,1,100,0.244
1713788002.564054,128920.000,19177,3,GY,1,100,0.488
1713788002.604055,128960.000,19177,3,GY,1,100,0.702
1713788002.650555,129006.500,19192,2,GY,1,100,0.122
1713788002.697056,129053.000,19192,2,GY,1,100,0.061
1713788002.737056,129093.000,19208,3,GY,1,100,0.488
1713788002.777057,129133.000,19208,3,GY,1,100,0.183
1713788002.817057,129173.000,19208,3,GY,1,100,0.061
1713788002.857058,129213.000,19224,2,GY,1,100,0.641
1713788002.897058,129253.000,19224,2,GY,1,100,0.427
1713788002.937059,129293.000,19242,3,GY,1,100,0.183
1713788002.977059,129333.000,19242,3,GY,1,100,0.092
1713788003.017060,129373.000,19242,3,GY,1,100,0.275
1713788003.057060,129413.000,19258,2,GY,1,100,0.458
1713788003.097061,129453.000,19258,2,GY,1,100,0.183
1713788003.137062,129493.000,19273,3,GY,1,100,0.061
1713788003.177062,129533.000,19273,3,GY,1,100,0.336
1713788003.217062,129573.000,19273,3,GY,1,100,0.458
1713788003.257063,129613.000,19290,2,GY,1,100,0.061
1713788003.297064,129653.000,19290,2,GY,1,100,0.214
1713788003.337064,129693.000,19307,3,GY,1,100,0.458
1713788003.377064,129733.000,19307,3,GY,1,100,0.153
1713788003.417065,129773.000,19307,3,GY,1,100,0.305
1713788003.457066,129813.000,19325,2,GY,1,100,0.214
1713788003.497066,129853.000,19325,2,GY,1,100,0.153
1713788003.537067,129893.000,19341,3,GY,1,100,0.458
1713788003.577067,129933.000,19341,3,GY,1,100,-0.153
1713788003.617068,129973.000,19341,3,GY,1,100,-0.031
1713788003.657068,130013.000,19357,3,GY,1,100,1.007
1713788003.697069,130053.000,19357,3,GY,1,100,0.244
1713788003.737069,130093.000,19357,3,GY,1,100,-0.061
1713788003.777070,130133.000,19374,2,GY,1,100,0.610
1713788003.817070,130173.000,19374,2,GY,1,100,0.275
1713788003.857071,130213.000,19391,3,GY,1,100,0.275
1713788003.897071,130253.000,19391,3,GY,1,100,0.488
1713788003.937072,130293.000,19391,3,GY,1,100,0.275
1713788003.977072,130333.000,19406,2,GY,1,100,0.214
1713788004.017073,130373.000,19406,2,GY,1,100,0.275
1713788004.057073,130413.000,19422,3,GY,1,100,0.336
1713788004.097074,130453.000,19422,3,GY,1,100,0.061
1713788004.137074,130493.000,19422,3,GY,1,100,0.153
1713788004.177075,130533.000,19439,2,GY,1,100,0.458
1713788004.217075,130573.000,19439,2,GY,1,100,0.275
1713788004.257076,130613.000,19456,3,GY,1,100,0.092
1713788004.297076,130653.000,19456,3,GY,1,100,0.305
1713788004.337077,130693.000,19456,3,GY,1,100,0.092
1713788004.377077,130733.000,19471,2,GY,1,100,-0.061
1713788004.417078,130773.000,19471,2,GY,1,100,0.122
1713788004.457078,130813.000,19487,3,GY,1,100,0.854
1713788004.497079,130853.000,19487,3,GY,1,100,1.038
1713788004.537080,130893.000,19487,3,GY,1,100,0.275
1713788004.583580,130939.500,19505,2,GY,1,100,0.427
1713788004.630081,130986.000,19505,2,GY,1,100,0.305
1713788004.670081,131026.000,19523,2,GY,1,100,0.031
1713788004.710082,131066.000,19523,2,GY,1,100,0.244
1713788004.750082,131106.000,19538,3,GY,1,100,0.275
1713788004.790083,131146.000,19538,3,GY,1,100,0.214
1713788004.830083,131186.000,19538,3,GY,1,100,0.305
1713788004.870084,131226.000,19555,3,GY,1,100,0.244
1713788004.910084,131266.000,19555,3,GY,1,100,0.305
1713788004.950085,131306.000,19555,3,GY,1,100,0.092
1713788004.990085,131346.000,19572,2,GY,1,100,-0.153
1713788005.030086,131386.000,19572,2,GY,1,100,0.000
1713788005.070086,131426.000,19588,3,GY,1,100,-0.031
1713788005.110087,131466.000,19588,3,GY,1,100,-0.214
1713788005.150087,131506.000,19588,3,GY,1,100,0.031
1713788005.190088,131546.000,19604,2,GY,1,100,0.366
1713788005.230088,131586.000,19604,2,GY,1,100,0.183
1713788005.270089,131626.000,19622,3,GY,1,100,0.214
1713788005.310089,131666.000,19622,3,GY,1,100,1.190
1713788005.350090,131706.000,19622,3,GY,1,100,1.007
1713788005.390090,131746.000,19639,2,GY,1,100,0.244
1713788005.430091,131786.000,19639,2,GY,1,100,0.122
1713788005.470091,131826.000,19655,3,GY,1,100,0.061
1713788005.510092,131866.000,19655,3,GY,1,100,-0.122
1713788005.550092,131906.000,19655,3,GY,1,100,-0.092
1713788005.590093,131946.000,19673,2,GY,1,100,1.556
1713788005.630094,131986.000,19673,2,GY,1,100,3.998
1713788005.670094,132026.000,19687,3,GY,1,100,3.998
1713788005.710094,132066.000,19687,3,GY,1,100,1.740
1713788005.750095,132106.000,19687,3,GY,1,100,-1.801
1713788005.790096,132146.000,19704,2,GY,1,100,0.763
1713788005.830096,132186.000,19704,2,GY,1,100,2.991
1713788005.870097,132226.000,19721,3,GY,1,100,2.106
1713788005.910097,132266.000,19721,3,GY,1,100,1.678
1713788005.950098,132306.000,19721,3,GY,1,100,1.526
1713788005.990098,132346.000,19738,2,GY,1,100,0.488
1713788006.030099,132386.000,19738,2,GY,1,100,0.366
1713788006.070099,132426.000,19754,3,GY,1,100,1.160
1713788006.110100,132466.000,19754,3,GY,1,100,0.610
1713788006.150100,132506.000,19754,3,GY,1,100,-0.092
1713788006.190101,132546.000,19772,3,GY,1,100,0.122
1713788006.230101,132586.000,19772,3,GY,1,100,0.458
1713788006.270102,132626.000,19772,3,GY,1,100,1.343
1713788006.310102,132666.000,19788,2,GY,1,100,3.448
1713788006.350103,132706.000,19788,2,GY,1,100,4.852
1713788006.390103,132746.000,19805,3,GY,1,100,2.625
1713788006.430104,132786.000,19805,3,GY,1,100,-1.709
1713788006.470104,132826.000,19805,3,GY,1,100,-3.937
1713788006.510105,132866.000,19819,2,GY,1,100,-4.669
1713788006.550105,132906.000,19819,2,GY,1,100,-1.831
1713788006.590106,132946.000,19837,2,GY,1,100,-1.404
1713788006.630106,132986.000,19837,2,GY,1,100,-1.984
1713788006.674440,133030.333,19853,3,GY,1,100,-1.709
1713788006.718774,133074.667,19853,3,GY,1,100,-0.885
1713788006.763108,133119.000,19853,3,GY,1,100,0.092
1713788006.803108,133159.000,19870,2,GY,1,100,0.793
1713788006.843109,133199.000,19870,2,GY,1,100,-0.244
1713788006.883110,133239.000,19885,3,GY,1,100,-1.831
1713788006.923110,133279.000,19885,3,GY,1,100,-0.061
1713788006.963111,133319.000,19885,3,GY,1,100,-0.061
1713788007.003111,133359.000,19902,3,GY,1,100,-1.862
1713788007.043112,133399.000,19902,3,GY,1,100,-0.214
1713788007.083112,133439.000,19902,3,GY,1,100,0.366
1713788007.123113,133479.000,19918,2,GY,1,100,-1.038
1713788007.163113,133519.000,19918,2,GY,1,100,-0.885
1713788007.203114,133559.000,19938,3,GY,1,100,-0.854
1713788007.243114,133599.000,19938,3,GY,1,100,-1.068
1713788007.283115,133639.000,19938,3,GY,1,100,-0.702
1713788007.323115,133679.000,19953,2,GY,1,100,-1.068
1713788007.363116,133719.000,19953,2,GY,1,100,-1.007
1713788007.403116,133759.000,19969,3,GY,1,100,-0.305
1713788007.443117,133799.000,19969,3,GY,1,100,0.183
1713788007.483117,133839.000,19969,3,GY,1,100,0.214
1713788007.523118,133879.000,19985,2,GY,1,100,0.488
1713788007.563118,133919.000,19985,2,GY,1,100,0.732
1713788007.603119,133959.000,20008,3,GY,1,100,0.885
1713788007.643119,133999.000,20008,3,GY,1,100,0.610
1713788007.683120,134039.000,20008,3,GY,1,100,-0.183
1713788007.723120,134079.000,20024,2,GY,1,100,-0.122
1713788007.763121,134119.000,20024,2,GY,1,100,-0.336
1713788007.803121,134159.000,20039,3,GY,1,100,-0.977
1713788007.843122,134199.000,20039,3,GY,1,100,-0.153
1713788007.883122,134239.000,20039,3,GY,1,100,0.427
1713788007.923123,134279.000,20056,2,GY,1,100,0.366
1713788007.963123,134319.000,20056,2,GY,1,100,0.244
1713788008.003124,134359.000,20073,3,GY,1,100,0.153
1713788008.043124,134399.000,20073,3,GY,1,100,0.336
1713788008.083125,134439.000,20073,3,GY,1,100,0.732
1713788008.123126,134479.000,20089,2,GY,1,100,0.580
1713788008.163126,134519.000,20089,2,GY,1,100,0.580
1713788008.203126,134559.000,20105,3,GY,1,100,0.488
1713788008.243127,134599.000,20105,3,GY,1,100,0.153
1713788008.283128,134639.000,20105,3,GY,1,100,0.671
1713788008.323128,134679.000,20121,2,GY,1,100,0.916
1713788008.363129,134719.000,20121,2,GY,1,100,0.366
1713788008.403129,134759.000,20138,3,GY,1,100,0.275
1713788008.443130,134799.000,20138,3,GY,1,100,0.549
1713788008.483130,134839.000,20138,3,GY,1,100,0.519
1713788008.523131,134879.000,20155,3,GY,1,100,0.336
1713788008.563131,134919.000,20155,3,GY,1,100,-0.641
1713788008.603132,134959.000,20155,3,GY,1,100,-2.625
1713788008.643132,134999.000,20170,2,GY,1,100,-2.625
1713788008.683133,135039.000,20170,2,GY,1,100,-2.106
1713788008.730133,135086.000,20190,2,GY,1,100,-1.709
1713788008.777134,135133.000,20190,2,GY,1,100,-0.977
1713788008.817134,135173.000,20207,3,GY,1,100,-1.190
1713788008.857135,135213.000,20207,3,GY,1,100,-0.702
1713788008.897135,135253.000,20207,3,GY,1,100,-0.336
1713788008.937136,135293.000,20224,2,GY,1,100,-0.702
1713788008.977136,135333.000,20224,2,GY,1,100,-0.427
1713788009.017137,135373.000,20239,3,GY,1,100,0.092
1713788009.057137,135413.000,20239,3,GY,1,100,0.122
1713788009.097138,135453.000,20239,3,GY,1,100,0.610
1713788009.137138,135493.000,20255,2,GY,1,100,0.977
1713788009.177139,135533.000,20255,2,GY,1,100,0.854
1713788009.217139,135573.000,20273,3,GY,1,100,0.610
1713788009.257140,135613.000,20273,3,GY,1,100,0.519
1713788009.297141,135653.000,20273,3,GY,1,100,1.038
1713788009.337141,135693.000,20289,2,GY,1,100,1.587
1713788009.377141,135733.000,20289,2,GY,1,100,1.038
1713788009.417142,135773.000,20304,3,GY,1,100,0.854
1713788009.457143,135813.000,20304,3,GY,1,100,1.312
1713788009.497143,135853.000,20304,3,GY,1,100,1.648
1713788009.537144,135893.000,20321,2,GY,1,100,1.221
1713788009.577144,135933.000,20321,2,GY,1,100,0.946
1713788009.617145,135973.000,20340,3,GY,1,100,1.251
1713788009.657145,136013.000,20340,3,GY,1,100,1.312
1713788009.697146,136053.000,20340,3,GY,1,100,0.824
1713788009.737146,136093.000,20356,3,GY,1,100,0.244
1713788009.777147,136133.000,20356,3,GY,1,100,-1.892
1713788009.817147,136173.000,20356,3,GY,1,100,-1.892
1713788009.857148,136213.000,20372,2,GY,1,100,-0.366
1713788009.897148,136253.000,20372,2,GY,1,100,-0.641
1713788009.937149,136293.000,20388,3,GY,1,100,-1.251
1713788009.977149,136333.000,20388,3,GY,1,100,-0.214
1713788010.017150,136373.000,20388,3,GY,1,100,0.519
1713788010.057150,136413.000,20405,2,GY,1,100,-0.061
1713788010.097151,136453.000,20405,2,GY,1,100,0.061
1713788010.137151,136493.000,20421,3,GY,1,100,0.336
1713788010.177152,136533.000,20421,3,GY,1,100,0.549
1713788010.217152,136573.000,20421,3,GY,1,100,0.641
1713788010.257153,136613.000,20441,2,GY,1,100,0.336
1713788010.297153,136653.000,20441,2,GY,1,100,0.519
1713788010.337154,136693.000,20455,3,GY,1,100,1.617
1713788010.377154,136733.000,20455,3,GY,1,100,1.740
1713788010.417155,136773.000,20455,3,GY,1,100,1.495
1713788010.457155,136813.000,20472,2,GY,1,100,1.434
1713788010.497156,136853.000,20472,2,GY,1,100,0.977
1713788010.537156,136893.000,20491,3,GY,1,100,1.068
1713788010.577157,136933.000,20491,3,GY,1,100,1.129
1713788010.617157,136973.000,20491,3,GY,1,100,0.336
1713788010.657158,137013.000,20508,2,GY,1,100,-0.244
1713788010.697159,137053.000,20508,2,GY,1,100,0.183
1713788010.737159,137093.000,20522,3,GY,1,100,0.458
1713788010.777159,137133.000,20522,3,GY,1,100,0.214
1713788010.817160,137173.000,20522,3,GY,1,100,0.092
1713788010.863161,137219.000,20540,2,GY,1,100,0.793
1713788010.909161,137265.000,20540,2,GY,1,100,1.160
1713788010.949162,137305.000,20556,3,GY,1,100,0.549
1713788010.989162,137345.000,20556,3,GY,1,100,0.366
1713788011.029163,137385.000,20556,3,GY,1,100,0.397
1713788011.069163,137425.000,20573,2,GY,1,100,0.244
1713788011.109164,137465.000,20573,2,GY,1,100,0.427
1713788011.149164,137505.000,20587,3,GY,1,100,-0.061
1713788011.189165,137545.000,20587,3,GY,1,100,-0.153
1713788011.229165,137585.000,20587,3,GY,1,100,0.366
1713788011.269166,137625.000,20605,2,GY,1,100,0.610
1713788011.309166,137665.000,20605,2,GY,1,100,1.740
1713788011.349167,137705.000,20621,3,GY,1,100,1.434
1713788011.389167,137745.000,20621,3,GY,1,100,-1.038
1713788011.429168,137785.000,20621,3,GY,1,100,-1.251
1713788011.469168,137825.000,20640,2,GY,1,100,0.458
1713788011.509169,137865.000,20640,2,GY,1,100,0.580
1713788011.549170,137905.000,20655,3,GY,1,100,-0.092
1713788011.589170,137945.000,20655,3,GY,1,100,0.092
1713788011.629170,137985.000,20655,3,GY,1,100,0.580
1713788011.669171,138025.000,20672,2,GY,1,100,0.244
1713788011.709172,138065.000,20672,2,GY,1,100,-0.488
1713788011.749172,138105.000,20688,3,GY,1,100,-0.275
1713788011.789172,138145.000,20688,3,GY,1,100,0.671
1713788011.829173,138185.000,20688,3,GY,1,100,0.671
1713788011.869174,138225.000,20706,2,GY,1,100,-0.031
1713788011.909174,138265.000,20706,2,GY,1,100,0.519
1713788011.949175,138305.000,20720,3,GY,1,100,0.397
1713788011.989175,138345.000,20720,3,GY,1,100,0.000
1713788012.029176,138385.000,20720,3,GY,1,100,0.366
1713788012.069176,138425.000,20739,2,GY,1,100,0.641
1713788012.109177,138465.000,20739,2,GY,1,100,0.946
1713788012.149177,138505.000,20755,3,GY,1,100,0.183
1713788012.189178,138545.000,20755,3,GY,1,100,-0.641
1713788012.229178,138585.000,20755,3,GY,1,100,-0.183
1713788012.269179,138625.000,20773,3,GY,1,100,0.458
1713788012.309179,138665.000,20773,3,GY,1,100,0.153
1713788012.349180,138705.000,20773,3,GY,1,100,-0.183
1713788012.389680,138745.500,20788,2,GY,1,100,0.336
1713788012.430181,138786.000,20788,2,GY,1,100,0.244
1713788012.470181,138826.000,20804,3,GY,1,100,-0.214
1713788012.510182,138866.000,20804,3,GY,1,100,-0.031
1713788012.550182,138906.000,20804,3,GY,1,100,0.549
1713788012.590183,138946.000,20821,2,GY,1,100,0.549
1713788012.630183,138986.000,20821,2,GY,1,100,-0.061
1713788012.670184,139026.000,20838,3,GY,1,100,0.092
1713788012.710184,139066.000,20838,3,GY,1,100,0.275
1713788012.750185,139106.000,20838,3,GY,1,100,0.427
1713788012.790185,139146.000,20859,2,GY,1,100,0.427
1713788012.830186,139186.000,20859,2,GY,1,100,0.458
1713788012.870186,139226.000,20875,2,GY,1,100,0.336
1713788012.910187,139266.000,20875,2,GY,1,100,0.122
1713788012.954187,139310.000,20891,3,GY,1,100,0.397
1713788012.998188,139354.000,20891,3,GY,1,100,0.458
1713788013.042189,139398.000,20891,3,GY,1,100,0.366
1713788013.082189,139438.000,20908,2,GY,1,100,0.305
1713788013.122190,139478.000,20908,2,GY,1,100,0.366
1713788013.162190,139518.000,20925,3,GY,1,100,0.916
1713788013.202191,139558.000,20925,3,GY,1,100,0.885
1713788013.242191,139598.000,20925,3,GY,1,100,0.305
1713788013.282192,139638.000,20940,2,GY,1,100,0.397
1713788013.322192,139678.000,20940,2,GY,1,100,0.458
1713788013.362193,139718.000,20956,3,GY,1,100,0.458
1713788013.402193,139758.000,20956,3,GY,1,100,0.458
1713788013.442194,139798.000,20956,3,GY,1,100,0.427
1713788013.482194,139838.000,20973,3,GY,1,100,0.397
1713788013.522195,139878.000,20973,3,GY,1,100,0.427
1713788013.562195,139918.000,20973,3,GY,1,100,0.366
1713788013.602196,139958.000,20992,2,GY,1,100,0.244
1713788013.642196,139998.000,20992,2,GY,1,100,0.275
1713788013.682197,140038.000,21007,3,GY,1,100,0.305
1713788013.722197,140078.000,21007,3,GY,1,100,0.488
1713788013.762198,140118.000,21007,3,GY,1,100,0.336
1713788013.802198,140158.000,21023,2,GY,1,100,0.427
1713788013.842199,140198.000,21023,2,GY,1,100,0.214
1713788013.882199,140238.000,21041,3,GY,1,100,0.183
1713788013.922200,140278.000,21041,3,GY,1,100,0.519
1713788013.962200,140318.000,21041,3,GY,1,100,0.488
1713788014.002201,140358.000,21057,2,GY,1,100,0.061
1713788014.042202,140398.000,21057,2,GY,1,100,0.458
1713788014.082202,140438.000,21072,3,GY,1,100,0.641
1713788014.122202,140478.000,21072,3,GY,1,100,0.183
1713788014.162203,140518.000,21072,3,GY,1,100,0.061
1713788014.202204,140558.000,21089,2,GY,1,100,0.458
1713788014.242204,140598.000,21089,2,GY,1,100,0.488
1713788014.282204,140638.000,21106,3,GY,1,100,0.122
1713788014.322205,140678.000,21106,3,GY,1,100,0.183
1713788014.362206,140718.000,21106,3,GY,1,100,0.336
1713788014.402206,140758.000,21122,2,GY,1,100,0.153
