LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1713788211.145730,337499,53330,1,BI,1,100,2920
1713788211.665737,338019,53415,1,BI,1,100,520
1713788213.078755,339432,53650,1,BI,1,100,1400
1713788213.958766,340312,53782,1,BI,1,100,880
1713788215.558787,341912,54047,1,BI,1,100,1600
1713788216.278796,342632,54164,1,BI,1,100,720
1713788217.998818,344352,54450,1,BI,1,100,1720
1713788218.571826,344925,54536,1,BI,1,100,560
1713788222.051870,348405,55117,1,BI,1,100,3480
1713788223.611890,349965,55370,1,BI,1,100,1560
1713788224.410900,350764,55504,1,BI,1,100,800
1713788227.344938,353698,55975,1,BI,1,100,2920
1713788228.904958,355258,56227,1,BI,1,100,1560
1713788231.237988,357591,56614,1,BI,1,100,2320
1713788232.116999,358470,56767,1,BI,1,100,880
1713788233.677019,360030,57028,1,BI,1,100,1560
1713788235.677045,362030,57367,1,BI,1,100,2000
1713788236.797059,363150,57549,1,BI,1,100,1120
1713788237.650070,364003,57682,1,BI,1,100,840
1713788238.410080,364763,57806,1,BI,1,100,760
1713788239.410093,365763,57955,1,BI,1,100,1000
1713788240.570108,366923,58160,1,BI,1,100,1160
1713788241.170115,367523,58265,1,BI,1,100,600
1713788242.490132,368843,58484,1,BI,1,100,1320
1713788245.183167,371536,58900,1,BI,1,100,2680
1713788245.943177,372296,59035,1,BI,1,100,760
1713788246.783187,373136,59169,1,BI,1,100,840
1713788247.463196,373816,59284,1,BI,1,100,680
1713788248.463209,374816,59443,1,BI,1,100,1000
1713788248.982216,375335,59528,1,BI,1,100,520
1713788249.836226,376189,59682,1,BI,1,100,840
1713788250.756238,377109,59837,1,BI,1,100,920
1713788252.675263,379028,60151,1,BI,1,100,1920
1713788253.355272,379708,60257,1,BI,1,100,680
1713788254.275284,380628,60405,1,BI,1,100,920
1713788254.955292,381308,60522,1,BI,1,100,680
1713788255.728302,382081,60640,1,BI,1,100,760
1713788256.488312,382841,60773,1,BI,1,100,760
1713788257.968331,384321,61020,1,BI,1,100,1480
1713788258.888343,385241,61157,1,BI,1,100,920
1713788260.328361,386681,61390,1,BI,1,100,1440
1713788260.968369,387321,61506,1,BI,1,100,640
1713788262.581390,388934,61769,1,BI,1,100,1600
1713788264.821419,391174,62120,1,BI,1,100,2240
1713788265.541428,391894,62237,1,BI,1,100,720
1713788266.021434,392374,62322,1,BI,1,100,480
1713788266.901445,393254,62472,1,BI,1,100,880
1713788267.314451,393667,62542,1,BI,1,100,400
1713788268.434465,394787,62723,1,BI,1,100,1120
1713788269.914484,396267,62959,1,BI,1,100,1480
1713788270.394490,396747,63045,1,BI,1,100,480
1713788271.393503,397746,63213,1,BI,1,100,1000
1713788272.753520,399106,63430,1,BI,1,100,1360
1713788273.353528,399706,63529,1,BI,1,100,600
1713788274.287540,400640,63651,1,BI,1,100,920
1713788274.726546,401079,63735,1,BI,1,100,440
1713788275.686558,402039,63885,1,BI,1,100,960
1713788276.926574,403279,64084,1,BI,1,100,1240
1713788278.286592,404639,64320,1,BI,1,100,1360
1713788279.006601,405359,64427,1,BI,1,100,720
1713788281.699635,408052,64883,1,BI,1,100,2680
1713788282.739649,409092,65049,1,BI,1,100,1040
1713788283.219655,409572,65133,1,BI,1,100,480
1713788283.779662,410132,65217,1,BI,1,100,560
1713788284.699674,411052,65372,1,BI,1,100,920
1713788286.192693,412545,87,1,BI,1,100,1480
1713788289.392734,415745,608,1,BI,1,100,3200
1713788289.832740,416185,691,1,BI,1,100,440
1713788290.192744,416545,742,1,BI,1,100,360
1713788291.072756,417425,893,1,BI,1,100,880
1713788291.925766,418278,1025,1,BI,1,100,840
1713788292.565775,418918,1142,1,BI,1,100,640
1713788293.005780,419358,1210,1,BI,1,100,440
1713788293.525787,419878,1292,1,BI,1,100,520
1713788295.244809,421597,1577,1,BI,1,100,1720
1713788296.484825,422837,1777,1,BI,1,100,1240
1713788297.204834,423557,1894,1,BI,1,100,720
1713788297.578839,423931,1961,1,BI,1,100,360
1713788298.618852,424971,2125,1,BI,1,100,1040
1713788299.258861,425611,2244,1,BI,1,100,640
1713788300.737880,427090,2486,1,BI,1,100,1480
1713788301.297887,427650,2587,1,BI,1,100,560
1713788302.657904,429010,2801,1,BI,1,100,1360
1713788303.550916,429903,2950,1,BI,1,100,880
1713788303.990921,430343,3020,1,BI,1,100,440
1713788304.390926,430743,3087,1,BI,1,100,400
1713788305.430940,431783,3262,1,BI,1,100,1040
1713788307.230963,433583,3558,1,BI,1,100,1800
1713788308.070974,434423,3693,1,BI,1,100,840
1713788309.030986,435383,3842,1,BI,1,100,960
1713788310.124000,436476,4030,1,BI,1,100,1080
1713788311.484017,437836,4246,1,BI,1,100,1360
1713788312.284028,438636,4378,1,BI,1,100,800
1713788313.004037,439356,4497,1,BI,1,100,720
1713788313.724046,440076,4633,1,BI,1,100,720
1713788316.297079,442649,5054,1,BI,1,100,2560
1713788316.817086,443169,5140,1,BI,1,100,520
1713788317.497095,443849,5257,1,BI,1,100,680
1713788318.337105,444689,5392,1,BI,1,100,840
1713788319.456120,445808,5583,1,BI,1,100,1120
1713788320.056127,446408,5687,1,BI,1,100,600
1713788320.896138,447248,5822,1,BI,1,100,840
1713788321.549147,447901,5938,1,BI,1,100,640
1713788322.429158,448781,6071,1,BI,1,100,880
1713788323.909177,450261,6319,1,BI,1,100,1480
1713788327.309221,453661,6869,1,BI,1,100,3400
1713788328.162231,454514,7018,1,BI,1,100,840
1713788328.962242,455314,7151,1,BI,1,100,800
