LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1716209205.087152,217854.000,33966,2,MY,1,100,-58
1716209205.127152,217894.000,33981,3,MY,1,100,-59
1716209205.167153,217934.000,33981,3,MY,1,100,-59
1716209205.207153,217974.000,33981,3,MY,1,100,-60
1716209205.247154,218014.000,33998,3,MY,1,100,-59
1716209205.287154,218054.000,33998,3,MY,1,100,-59
1716209205.327155,218094.000,33998,3,MY,1,100,-58
1716209205.367155,218134.000,34014,2,MY,1,100,-59
1716209205.407156,218174.000,34014,2,MY,1,100,-58
1716209205.447156,218214.000,34032,3,MY,1,100,-59
1716209205.487157,218254.000,34032,3,MY,1,100,-58
1716209205.527157,218294.000,34032,3,MY,1,100,-57
1716209205.567158,218334.000,34046,2,MY,1,100,-57
1716209205.607158,218374.000,34046,2,MY,1,100,-58
1716209205.647158,218414.000,34063,3,MY,1,100,-57
1716209205.687159,218454.000,34063,3,MY,1,100,-57
1716209205.727160,218494.000,34063,3,MY,1,100,-58
1716209205.767160,218534.000,34079,2,MY,1,100,-57
1716209205.807160,218574.000,34079,2,MY,1,100,-57
1716209205.847161,218614.000,34097,3,MY,1,100,-56
1716209205.887161,218654.000,34097,3,MY,1,100,-58
1716209205.927162,218694.000,34097,3,MY,1,100,-57
1716209205.967162,218734.000,34113,2,MY,1,100,-57
1716209206.007163,218774.000,34113,2,MY,1,100,-57
1716209206.047163,218814.000,34130,2,MY,1,100,-59
1716209206.087164,218854.000,34130,2,MY,1,100,-59
1716209206.131497,218898.333,34147,3,MY,1,100,-58
1716209206.175831,218942.667,34147,3,MY,1,100,-59
1716209206.220165,218987.000,34147,3,MY,1,100,-58
1716209206.260166,219027.000,34164,3,MY,1,100,-57
1716209206.300166,219067.000,34164,3,MY,1,100,-58
1716209206.340167,219107.000,34164,3,MY,1,100,-58
1716209206.380167,219147.000,34179,2,MY,1,100,-59
1716209206.420167,219187.000,34179,2,MY,1,100,-60
1716209206.460168,219227.000,34196,3,MY,1,100,-58
1716209206.500168,219267.000,34196,3,MY,1,100,-59
1716209206.540169,219307.000,34196,3,MY,1,100,-58
1716209206.580169,219347.000,34214,2,MY,1,100,-58
1716209206.620170,219387.000,34214,2,MY,1,100,-59
1716209206.660170,219427.000,34231,3,MY,1,100,-57
1716209206.700171,219467.000,34231,3,MY,1,100,-59
1716209206.740171,219507.000,34231,3,MY,1,100,-58
1716209206.780172,219547.000,34246,2,MY,1,100,-58
1716209206.820172,219587.000,34246,2,MY,1,100,-58
1716209206.860173,219627.000,34263,3,MY,1,100,-57
1716209206.900173,219667.000,34263,3,MY,1,100,-58
1716209206.940174,219707.000,34263,3,MY,1,100,-59
1716209206.980174,219747.000,34281,2,MY,1,100,-58
1716209207.020175,219787.000,34281,2,MY,1,100,-59
1716209207.060175,219827.000,34298,3,MY,1,100,-57
1716209207.100175,219867.000,34298,3,MY,1,100,-58
1716209207.140176,219907.000,34298,3,MY,1,100,-59
1716209207.180176,219947.000,34317,2,MY,1,100,-57
1716209207.220177,219987.000,34317,2,MY,1,100,-59
1716209207.260177,220027.000,34332,3,MY,1,100,-57
1716209207.300178,220067.000,34332,3,MY,1,100,-59
1716209207.340178,220107.000,34332,3,MY,1,100,-58
1716209207.380179,220147.000,34348,2,MY,1,100,-59
1716209207.420179,220187.000,34348,2,MY,1,100,-58
1716209207.460180,220227.000,34366,3,MY,1,100,-59
1716209207.500180,220267.000,34366,3,MY,1,100,-58
1716209207.540181,220307.000,34366,3,MY,1,100,-59
1716209207.580181,220347.000,34382,2,MY,1,100,-57
1716209207.620182,220387.000,34382,2,MY,1,100,-58
1716209207.660182,220427.000,34397,3,MY,1,100,-59
1716209207.700182,220467.000,34397,3,MY,1,100,-57
1716209207.740183,220507.000,34397,3,MY,1,100,-57
1716209207.780183,220547.000,34414,3,MY,1,100,-57
1716209207.820184,220587.000,34414,3,MY,1,100,-57
1716209207.860184,220627.000,34414,3,MY,1,100,-57
1716209207.900185,220667.000,34431,2,MY,1,100,-57
1716209207.940185,220707.000,34431,2,MY,1,100,-57
1716209207.980186,220747.000,34447,3,MY,1,100,-56
1716209208.020186,220787.000,34447,3,MY,1,100,-57
1716209208.060187,220827.000,34447,3,MY,1,100,-57
1716209208.100187,220867.000,34462,2,MY,1,100,-57
1716209208.140188,220907.000,34462,2,MY,1,100,-56
1716209208.186688,220953.500,34479,2,MY,1,100,-56
1716209208.233189,221000.000,34479,2,MY,1,100,-58
1716209208.273189,221040.000,34496,3,MY,1,100,-58
1716209208.313190,221080.000,34496,3,MY,1,100,-56
1716209208.353190,221120.000,34496,3,MY,1,100,-56
1716209208.393191,221160.000,34512,3,MY,1,100,-59
1716209208.433191,221200.000,34512,3,MY,1,100,-57
1716209208.473191,221240.000,34512,3,MY,1,100,-57
1716209208.513192,221280.000,34531,2,MY,1,100,-57
1716209208.553192,221320.000,34531,2,MY,1,100,-58
1716209208.593193,221360.000,34546,3,MY,1,100,-57
1716209208.633193,221400.000,34546,3,MY,1,100,-58
1716209208.673194,221440.000,34546,3,MY,1,100,-59
1716209208.713194,221480.000,34563,2,MY,1,100,-58
1716209208.753195,221520.000,34563,2,MY,1,100,-58
1716209208.793529,221560.333,34580,3,MY,1,100,-58
1716209208.833862,221600.667,34580,3,MY,1,100,-59
1716209208.874196,221641.000,34580,3,MY,1,100,-60
1716209208.913947,221680.750,34604,4,MY,1,100,-59
1716209208.953697,221720.500,34604,4,MY,1,100,-59
1716209208.993448,221760.250,34604,4,MY,1,100,-59
1716209209.033198,221800.000,34604,4,MY,1,100,-59
1716209209.073199,221840.000,34620,2,MY,1,100,-58
1716209209.113199,221880.000,34620,2,MY,1,100,-57
1716209209.153199,221920.000,34639,3,MY,1,100,-56
1716209209.193200,221960.000,34639,3,MY,1,100,-58
1716209209.233200,222000.000,34639,3,MY,1,100,-56
1716209209.273201,222040.000,34654,2,MY,1,100,-56
1716209209.313201,222080.000,34654,2,MY,1,100,-57
1716209209.353202,222120.000,34671,3,MY,1,100,-55
1716209209.393202,222160.000,34671,3,MY,1,100,-56
1716209209.433203,222200.000,34671,3,MY,1,100,-54
1716209209.473203,222240.000,34688,2,MY,1,100,-56
1716209209.513204,222280.000,34688,2,MY,1,100,-54
1716209209.553204,222320.000,34705,3,MY,1,100,-55
1716209209.593204,222360.000,34705,3,MY,1,100,-56
1716209209.633205,222400.000,34705,3,MY,1,100,-54
1716209209.673205,222440.000,34719,2,MY,1,100,-55
1716209209.713206,222480.000,34719,2,MY,1,100,-55
1716209209.753206,222520.000,34737,3,MY,1,100,-55
1716209209.793207,222560.000,34737,3,MY,1,100,-58
1716209209.833207,222600.000,34737,3,MY,1,100,-57
1716209209.873208,222640.000,34753,3,MY,1,100,-57
1716209209.913208,222680.000,34753,3,MY,1,100,-57
1716209209.953209,222720.000,34753,3,MY,1,100,-57
1716209209.993209,222760.000,34770,2,MY,1,100,-59
1716209210.033210,222800.000,34770,2,MY,1,100,-59
1716209210.079710,222846.500,34786,2,MY,1,100,-56
1716209210.126211,222893.000,34786,2,MY,1,100,-56
1716209210.166211,222933.000,34804,3,MY,1,100,-58
1716209210.206212,222973.000,34804,3,MY,1,100,-59
1716209210.246212,223013.000,34804,3,MY,1,100,-59
1716209210.286213,223053.000,34820,2,MY,1,100,-57
1716209210.326213,223093.000,34820,2,MY,1,100,-59
1716209210.366214,223133.000,34837,3,MY,1,100,-58
1716209210.406214,223173.000,34837,3,MY,1,100,-58
1716209210.446214,223213.000,34837,3,MY,1,100,-57
1716209210.486215,223253.000,34852,2,MY,1,100,-59
1716209210.526216,223293.000,34852,2,MY,1,100,-59
1716209210.566216,223333.000,34869,3,MY,1,100,-59
1716209210.606216,223373.000,34869,3,MY,1,100,-59
1716209210.646217,223413.000,34869,3,MY,1,100,-59
1716209210.686217,223453.000,34885,3,MY,1,100,-58
1716209210.726218,223493.000,34885,3,MY,1,100,-58
1716209210.766218,223533.000,34885,3,MY,1,100,-58
1716209210.806219,223573.000,34903,2,MY,1,100,-58
1716209210.846219,223613.000,34903,2,MY,1,100,-57
1716209210.886220,223653.000,34917,3,MY,1,100,-57
1716209210.926220,223693.000,34917,3,MY,1,100,-59
1716209210.966221,223733.000,34917,3,MY,1,100,-59
1716209211.006221,223773.000,34934,2,MY,1,100,-56
1716209211.046221,223813.000,34934,2,MY,1,100,-57
1716209211.086222,223853.000,34950,3,MY,1,100,-59
1716209211.126222,223893.000,34950,3,MY,1,100,-57
1716209211.166223,223933.000,34950,3,MY,1,100,-58
1716209211.206223,223973.000,34970,2,MY,1,100,-59
1716209211.246224,224013.000,34970,2,MY,1,100,-58
1716209211.286224,224053.000,34985,3,MY,1,100,-60
1716209211.326225,224093.000,34985,3,MY,1,100,-57
1716209211.366225,224133.000,34985,3,MY,1,100,-59
1716209211.406726,224173.500,35001,2,MY,1,100,-58
1716209211.447226,224214.000,35001,2,MY,1,100,-58
1716209211.487227,224254.000,35018,3,MY,1,100,-59
1716209211.527227,224294.000,35018,3,MY,1,100,-59
1716209211.567228,224334.000,35018,3,MY,1,100,-58
1716209211.607228,224374.000,35035,2,MY,1,100,-59
1716209211.647228,224414.000,35035,2,MY,1,100,-60
1716209211.686896,224453.667,35051,3,MY,1,100,-59
1716209211.726563,224493.333,35051,3,MY,1,100,-60
1716209211.766230,224533.000,35051,3,MY,1,100,-58
1716209211.806731,224573.500,35067,2,MY,1,100,-59
1716209211.847231,224614.000,35067,2,MY,1,100,-60
1716209211.886898,224653.667,35085,3,MY,1,100,-59
1716209211.926565,224693.333,35085,3,MY,1,100,-60
1716209211.966232,224733.000,35085,3,MY,1,100,-60
1716209212.006233,224773.000,35102,3,MY,1,100,-59
1716209212.046233,224813.000,35102,3,MY,1,100,-62
1716209212.086234,224853.000,35102,3,MY,1,100,-59
1716209212.133234,224900.000,35119,2,MY,1,100,-60
1716209212.180235,224947.000,35119,2,MY,1,100,-60
1716209212.220235,224987.000,35134,2,MY,1,100,-60
1716209212.260236,225027.000,35134,2,MY,1,100,-61
1716209212.300236,225067.000,35150,3,MY,1,100,-60
1716209212.340237,225107.000,35150,3,MY,1,100,-62
1716209212.380237,225147.000,35150,3,MY,1,100,-59
1716209212.420238,225187.000,35167,2,MY,1,100,-60
1716209212.460238,225227.000,35167,2,MY,1,100,-60
1716209212.500238,225267.000,35184,3,MY,1,100,-59
1716209212.540239,225307.000,35184,3,MY,1,100,-61
1716209212.580240,225347.000,35184,3,MY,1,100,-60
1716209212.620240,225387.000,35199,3,MY,1,100,-60
1716209212.660240,225427.000,35199,3,MY,1,100,-60
1716209212.700241,225467.000,35199,3,MY,1,100,-60
1716209212.739741,225506.500,35215,2,MY,1,100,-61
1716209212.779242,225546.000,35215,2,MY,1,100,-60
1716209212.819242,225586.000,35233,3,MY,1,100,-60
1716209212.859243,225626.000,35233,3,MY,1,100,-62
1716209212.899243,225666.000,35233,3,MY,1,100,-61
1716209212.939244,225706.000,35249,3,MY,1,100,-60
1716209212.979244,225746.000,35249,3,MY,1,100,-60
1716209213.019245,225786.000,35249,3,MY,1,100,-61
1716209213.059245,225826.000,35266,3,MY,1,100,-59
1716209213.099246,225866.000,35266,3,MY,1,100,-61
1716209213.139246,225906.000,35266,3,MY,1,100,-59
1716209213.179246,225946.000,35283,2,MY,1,100,-62
1716209213.219247,225986.000,35283,2,MY,1,100,-60
1716209213.259247,226026.000,35298,3,MY,1,100,-59
1716209213.299248,226066.000,35298,3,MY,1,100,-60
1716209213.339248,226106.000,35298,3,MY,1,100,-62
1716209213.379249,226146.000,35316,2,MY,1,100,-62
1716209213.419249,226186.000,35316,2,MY,1,100,-60
1716209213.459250,226226.000,35334,3,MY,1,100,-60
1716209213.499250,226266.000,35334,3,MY,1,100,-60
1716209213.539251,226306.000,35334,3,MY,1,100,-61
1716209213.579251,226346.000,35350,2,MY,1,100,-62
1716209213.619251,226386.000,35350,2,MY,1,100,-60
1716209213.659252,226426.000,35365,3,MY,1,100,-60
1716209213.699253,226466.000,35365,3,MY,1,100,-61
1716209213.739253,226506.000,35365,3,MY,1,100,-62
1716209213.779253,226546.000,35382,3,MY,1,100,-60
1716209213.819254,226586.000,35382,3,MY,1,100,-61
1716209213.859254,226626.000,35382,3,MY,1,100,-59
1716209213.899255,226666.000,35401,2,MY,1,100,-61
1716209213.939255,226706.000,35401,2,MY,1,100,-61
1716209213.979506,226746.250,35423,4,MY,1,100,-62
1716209214.019756,226786.500,35423,4,MY,1,100,-60
1716209214.060007,226826.750,35423,4,MY,1,100,-60
1716209214.100257,226867.000,35423,4,MY,1,100,-61
1716209214.144591,226911.333,35442,3,MY,1,100,-60
1716209214.188925,226955.667,35442,3,MY,1,100,-60
1716209214.233259,227000.000,35442,3,MY,1,100,-60
1716209214.273259,227040.000,35459,2,MY,1,100,-60
1716209214.313260,227080.000,35459,2,MY,1,100,-60
1716209214.353260,227120.000,35475,3,MY,1,100,-61
1716209214.393261,227160.000,35475,3,MY,1,100,-60
1716209214.433261,227200.000,35475,3,MY,1,100,-62
1716209214.473262,227240.000,35493,3,MY,1,100,-60
1716209214.513262,227280.000,35493,3,MY,1,100,-62
1716209214.553262,227320.000,35493,3,MY,1,100,-61
1716209214.593263,227360.000,35509,2,MY,1,100,-62
1716209214.633263,227400.000,35509,2,MY,1,100,-61
1716209214.673264,227440.000,35526,3,MY,1,100,-62
1716209214.713264,227480.000,35526,3,MY,1,100,-62
1716209214.753265,227520.000,35526,3,MY,1,100,-62
