LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1716209206.975174,219742.000,34283,4,EM,1,100,RS
1716209207.026175,219793.000,34283,4,EM,1,100,RB
1716209207.077175,219844.000,34283,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209207.128176,219895.000,34283,4,EM,1,100,PS
1716209207.178426,219945.250,34319,4,EM,1,100,RS
1716209207.228677,219995.500,34319,4,EM,1,100,RB
1716209207.278928,220045.750,34319,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209207.329178,220096.000,34319,4,EM,1,100,PS
1716209207.379429,220146.250,34350,4,EM,1,100,RS
1716209207.429679,220196.500,34350,4,EM,1,100,RB
1716209207.479930,220246.750,34350,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209207.530180,220297.000,34350,4,EM,1,100,PS
1716209207.580431,220347.250,34384,4,EM,1,100,RS
1716209207.630682,220397.500,34384,4,EM,1,100,RB
1716209207.680932,220447.750,34384,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209207.731183,220498.000,34384,4,EM,1,100,PS
1716209207.781433,220548.250,34416,4,EM,1,100,RS
1716209207.831684,220598.500,34416,4,EM,1,100,RB
1716209207.881935,220648.750,34416,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209207.932185,220699.000,34416,4,EM,1,100,PS
1716209207.982436,220749.250,34449,4,EM,1,100,RS
1716209208.032686,220799.500,34449,4,EM,1,100,RB
1716209208.082937,220849.750,34449,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209208.133188,220900.000,34449,4,EM,1,100,PS
1716209208.183438,220950.250,34481,4,EM,1,100,RS
1716209208.233689,221000.500,34481,4,EM,1,100,RB
1716209208.283939,221050.750,34481,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209208.334190,221101.000,34481,4,EM,1,100,PS
1716209208.384440,221151.250,34514,4,EM,1,100,RS
1716209208.434691,221201.500,34514,4,EM,1,100,RB
1716209208.484942,221251.750,34514,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209208.535192,221302.000,34514,4,EM,1,100,PS
1716209208.585443,221352.250,34548,4,EM,1,100,RS
1716209208.635693,221402.500,34548,4,EM,1,100,RB
1716209208.685944,221452.750,34548,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209208.736195,221503.000,34548,4,EM,1,100,PS
1716209208.810946,221577.750,34589,4,EM,1,100,RS
1716209208.885696,221652.500,34589,4,EM,1,100,RB
1716209208.960447,221727.250,34589,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209209.035198,221802.000,34589,4,EM,1,100,PS
1716209209.085449,221852.250,34622,4,EM,1,100,RS
1716209209.135699,221902.500,34622,4,EM,1,100,RB
1716209209.185950,221952.750,34622,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209209.236200,222003.000,34622,4,EM,1,100,PS
1716209209.286451,222053.250,34656,4,EM,1,100,RS
1716209209.336702,222103.500,34656,4,EM,1,100,RB
1716209209.386952,222153.750,34656,4,EM,1,100,2024-05-20_15-46-34-532101.csv
