LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1716209247.841651,260608.000,40966,1,SF,1,100,108.0635
1716209248.241656,261008.000,41033,1,SF,1,100,106.8135
1716209248.508659,261275.000,41087,1,SF,1,100,107.6601
1716209248.841663,261608.000,41136,1,SF,1,100,106.4147
1716209249.175667,261942.000,41188,1,SF,1,100,107.2659
1716209249.574672,262341.000,41257,1,SF,1,100,110.1896
1716209249.841675,262608.000,41308,1,SF,1,100,108.9149
1716209250.241679,263008.000,41363,1,SF,1,100,111.8194
1716209250.508682,263275.000,41416,1,SF,1,100,110.5259
1716209250.841686,263608.000,41466,1,SF,1,100,111.3296
1716209251.241691,264008.000,41531,1,SF,1,100,110.0417
1716209251.508694,264275.000,41580,1,SF,1,100,108.7688
1716209251.841698,264608.000,41630,1,SF,1,100,109.5928
1716209252.174702,264941.000,41681,1,SF,1,100,108.3250
1716209252.574707,265341.000,41748,1,SF,1,100,109.1541
1716209252.841710,265608.000,41800,1,SF,1,100,109.9737
1716209253.174714,265941.000,41853,1,SF,1,100,110.7837
1716209253.574718,266341.000,41918,1,SF,1,100,109.5022
1716209253.841722,266608.000,41968,1,SF,1,100,108.2355
1716209254.174725,266941.000,42021,1,SF,1,100,109.0656
1716209254.574730,267341.000,42086,1,SF,1,100,107.8039
1716209254.907734,267674.000,42136,1,SF,1,100,108.6391
1716209255.241738,268008.000,42192,1,SF,1,100,107.3824
1716209255.507741,268274.000,42245,1,SF,1,100,108.2224
1716209255.841745,268608.000,42297,1,SF,1,100,109.0527
1716209256.174749,268941.000,42348,1,SF,1,100,109.8735
1716209256.574753,269341.000,42415,1,SF,1,100,110.6847
1716209256.840756,269607.000,42465,1,SF,1,100,111.4865
1716209257.174760,269941.000,42518,1,SF,1,100,112.2791
1716209257.574765,270341.000,42584,1,SF,1,100,110.9803
1716209257.907769,270674.000,42635,1,SF,1,100,111.7787
1716209258.174772,270941.000,42686,1,SF,1,100,112.5679
1716209258.507776,271274.000,42734,1,SF,1,100,111.2657
1716209258.907781,271674.000,42803,1,SF,1,100,112.0608
1716209259.174784,271941.000,42854,1,SF,1,100,110.7645
1716209259.507788,272274.000,42902,1,SF,1,100,109.4831
1716209259.907792,272674.000,42969,1,SF,1,100,110.2989
1716209260.240796,273007.000,43025,1,SF,1,100,111.1052
1716209260.573800,273340.000,43074,1,SF,1,100,109.8199
1716209260.907804,273674.000,43125,1,SF,1,100,110.6318
1716209261.173807,273940.000,43175,1,SF,1,100,109.3520
1716209261.507811,274274.000,43226,1,SF,1,100,110.1692
1716209261.907816,274674.000,43293,1,SF,1,100,110.9770
1716209262.173819,274940.000,43341,1,SF,1,100,109.6933
1716209262.506823,275273.000,43393,1,SF,1,100,110.5066
1716209262.840827,275607.000,43444,1,SF,1,100,111.3105
1716209263.240831,276007.000,43509,1,SF,1,100,110.0228
1716209263.506834,276273.000,43562,1,SF,1,100,110.8323
1716209263.840838,276607.000,43614,1,SF,1,100,111.6325
1716209264.240843,277007.000,43686,1,SF,1,100,112.4233
1716209264.573847,277340.000,43738,1,SF,1,100,113.2051
1716209264.840850,277607.000,43788,1,SF,1,100,113.9778
1716209265.173854,277940.000,43837,1,SF,1,100,112.6592
1716209265.506858,278273.000,43896,1,SF,1,100,113.4382
1716209265.840862,278607.000,43949,1,SF,1,100,116.2905
1716209266.239866,279006.000,44014,1,SF,1,100,114.9452
1716209266.506869,279273.000,44066,1,SF,1,100,115.6978
1716209266.839873,279606.000,44117,1,SF,1,100,116.4416
1716209267.239878,280006.000,44182,1,SF,1,100,115.0946
1716209267.573882,280340.000,44232,1,SF,1,100,115.8455
1716209267.839885,280606.000,44283,1,SF,1,100,114.5054
1716209268.173889,280940.000,44333,1,SF,1,100,115.2630
1716209268.573894,281340.000,44398,1,SF,1,100,113.9296
1716209268.839897,281606.000,44449,1,SF,1,100,114.6939
1716209269.172901,281939.000,44502,1,SF,1,100,115.4494
1716209269.572905,282339.000,44569,1,SF,1,100,114.1139
1716209269.906909,282673.000,44621,1,SF,1,100,114.8760
1716209270.172912,282939.000,44673,1,SF,1,100,115.6294
1716209270.572917,283339.000,44729,1,SF,1,100,116.3740
1716209270.839920,283606.000,44779,1,SF,1,100,117.1101
1716209271.172924,283939.000,44830,1,SF,1,100,117.8376
1716209271.572929,284339.000,44897,1,SF,1,100,118.5567
1716209271.839932,284606.000,44949,1,SF,1,100,119.2675
1716209272.172936,284939.000,44998,1,SF,1,100,117.8878
1716209272.506939,285273.000,45048,1,SF,1,100,118.6063
1716209272.905944,285672.000,45113,1,SF,1,100,117.2343
1716209273.172947,285939.000,45166,1,SF,1,100,117.9603
1716209273.505951,286272.000,45216,1,SF,1,100,118.6780
1716209273.905956,286672.000,45285,1,SF,1,100,119.3874
1716209274.172959,286939.000,45338,1,SF,1,100,120.0886
1716209274.505963,287272.000,45389,1,SF,1,100,120.7816
1716209274.839967,287606.000,45441,1,SF,1,100,121.4667
1716209275.239971,288006.000,45506,1,SF,1,100,120.0615
1716209275.705977,288472.000,45564,1,SF,1,100,122.8372
1716209275.905979,288672.000,45600,1,SF,1,100,121.4162
1716209276.172982,288939.000,45650,1,SF,1,100,122.0939
1716209276.505986,289272.000,45701,1,SF,1,100,120.6815
1716209276.905991,289672.000,45768,1,SF,1,100,121.3677
1716209277.172994,289939.000,45820,1,SF,1,100,122.0459
1716209277.505998,290272.000,45869,1,SF,1,100,120.6341
1716209277.839002,290605.000,45921,1,SF,1,100,123.4031
1716209278.239007,291005.000,45986,1,SF,1,100,121.9756
1716209278.506010,291272.000,46039,1,SF,1,100,122.6468
1716209278.839014,291605.000,46091,1,SF,1,100,123.3103
1716209279.239018,292005.000,46160,1,SF,1,100,123.9661
1716209279.506021,292272.000,46211,1,SF,1,100,122.5320
1716209279.839025,292605.000,46262,1,SF,1,100,123.1968
1716209280.172029,292938.000,46314,1,SF,1,100,123.8539
1716209280.572034,293338.000,46381,1,SF,1,100,122.4212
1716209280.906038,293672.000,46436,1,SF,1,100,123.0872
1716209281.239042,294005.000,46488,1,SF,1,100,123.7456
1716209281.506045,294272.000,46538,1,SF,1,100,124.3964
1716209281.839049,294605.000,46587,1,SF,1,100,122.9573
1716209282.239053,295005.000,46652,1,SF,1,100,121.5350
1716209282.506056,295272.000,46706,1,SF,1,100,122.2113
1716209282.839060,295605.000,46755,1,SF,1,100,120.7975
1716209283.172064,295938.000,46805,1,SF,1,100,121.4824
1716209283.572069,296338.000,46870,1,SF,1,100,120.0771
1716209283.839072,296605.000,46923,1,SF,1,100,120.7703
1716209284.172076,296938.000,46977,1,SF,1,100,123.5377
1716209284.572080,297338.000,47042,1,SF,1,100,122.1086
1716209284.905084,297671.000,47093,1,SF,1,100,122.7783
1716209285.172087,297938.000,47143,1,SF,1,100,121.3580
1716209285.505091,298271.000,47194,1,SF,1,100,122.0364
1716209285.972097,298738.000,47266,1,SF,1,100,122.7069
1716209286.172099,298938.000,47302,1,SF,1,100,123.3697
1716209286.572104,299338.000,47369,1,SF,1,100,121.9425
1716209286.838107,299604.000,47419,1,SF,1,100,122.6141
1716209287.172111,299938.000,47471,1,SF,1,100,123.2780
1716209287.572115,300338.000,47538,1,SF,1,100,123.9341
1716209287.905119,300671.000,47591,1,SF,1,100,126.6650
1716209288.172122,300938.000,47642,1,SF,1,100,127.2820
1716209288.505126,301271.000,47690,1,SF,1,100,125.8095
1716209288.905131,301671.000,47757,1,SF,1,100,124.3542
1716209289.172134,301938.000,47810,1,SF,1,100,124.9979
1716209289.505138,302271.000,47858,1,SF,1,100,123.5519
1716209289.905143,302671.000,47927,1,SF,1,100,126.2871
1716209290.238147,303004.000,47978,1,SF,1,100,126.9085
1716209290.505150,303271.000,48030,1,SF,1,100,127.5227
1716209290.838154,303604.000,48079,1,SF,1,100,126.0475
1716209291.171158,303937.000,48136,1,SF,1,100,126.6716
1716209291.505162,304271.000,48187,1,SF,1,100,127.2885
1716209291.905166,304671.000,48256,1,SF,1,100,129.9805
1716209292.238170,305004.000,48306,1,SF,1,100,130.5592
1716209292.504173,305270.000,48357,1,SF,1,100,129.0489
1716209292.838177,305604.000,48407,1,SF,1,100,129.6383
1716209293.238182,306004.000,48472,1,SF,1,100,128.1386
1716209293.504185,306270.000,48521,1,SF,1,100,126.6563
1716209293.838189,306604.000,48569,1,SF,1,100,125.1911
1716209294.238194,307004.000,48639,1,SF,1,100,125.8252
1716209294.571197,307337.000,48691,1,SF,1,100,126.4519
1716209294.838200,307604.000,48743,1,SF,1,100,127.0713
1716209295.171204,307937.000,48794,1,SF,1,100,127.6836
1716209295.571209,308337.000,48861,1,SF,1,100,128.2888
1716209295.838212,308604.000,48913,1,SF,1,100,128.8870
1716209296.237217,309003.000,48969,1,SF,1,100,129.4783
1716209296.504220,309270.000,49021,1,SF,1,100,130.0627
1716209296.837224,309603.000,49072,1,SF,1,100,130.6404
1716209297.237228,310003.000,49137,1,SF,1,100,129.1291
1716209297.504231,310270.000,49189,1,SF,1,100,131.7999
1716209297.837235,310603.000,49242,1,SF,1,100,132.3574
1716209298.171239,310937.000,49290,1,SF,1,100,130.8263
1716209298.571244,311337.000,49357,1,SF,1,100,131.3951
1716209298.837247,311603.000,49406,1,SF,1,100,129.8752
1716209299.170251,311936.000,49461,1,SF,1,100,132.5372
1716209299.504255,312270.000,49513,1,SF,1,100,131.0040
1716209299.904260,312670.000,49578,1,SF,1,100,129.4886
1716209300.171263,312937.000,49628,1,SF,1,100,130.0729
1716209300.504267,313270.000,49680,1,SF,1,100,130.6505
1716209300.837270,313603.000,49733,1,SF,1,100,133.3036
1716209301.304276,314070.000,49804,1,SF,1,100,131.7615
1716209301.504278,314270.000,49839,1,SF,1,100,132.3195
1716209301.837282,314603.000,49893,1,SF,1,100,132.8711
1716209302.170286,314936.000,49942,1,SF,1,100,131.3341
1716209302.570291,315336.000,50011,1,SF,1,100,133.9793
1716209302.837294,315603.000,50061,1,SF,1,100,134.5117
1716209303.170298,315936.000,50114,1,SF,1,100,135.0379
1716209303.570302,316336.000,50184,1,SF,1,100,135.5580
1716209303.903306,316669.000,50237,1,SF,1,100,136.0721
1716209304.170310,316936.000,50286,1,SF,1,100,134.4980
1716209304.503313,317269.000,50336,1,SF,1,100,135.0244
1716209304.903318,317669.000,50403,1,SF,1,100,135.5446
1716209305.170321,317936.000,50456,1,SF,1,100,136.0589
1716209305.503325,318269.000,50504,1,SF,1,100,134.4850
1716209305.903330,318669.000,50571,1,SF,1,100,135.0115
1716209306.236334,319002.000,50620,1,SF,1,100,133.4496
1716209306.570338,319336.000,50677,1,SF,1,100,133.9881
1716209306.970342,319736.000,50730,1,SF,1,100,136.6026
1716209307.170345,319936.000,50766,1,SF,1,100,137.1047
1716209307.570349,320336.000,50833,1,SF,1,100,137.6009
1716209307.836352,320602.000,50887,1,SF,1,100,140.1736
1716209308.170356,320936.000,50938,1,SF,1,100,138.5521
1716209308.570361,321336.000,51003,1,SF,1,100,136.9493
1716209308.903365,321669.000,51055,1,SF,1,100,137.4473
1716209309.170368,321936.000,51108,1,SF,1,100,135.8573
1716209309.503372,322269.000,51158,1,SF,1,100,136.3680
1716209309.903376,322669.000,51223,1,SF,1,100,134.7904
1716209310.169379,322935.000,51274,1,SF,1,100,135.3134
1716209310.503383,323269.000,51324,1,SF,1,100,135.8304
1716209310.903388,323669.000,51392,1,SF,1,100,136.3413
1716209311.236392,324002.000,51444,1,SF,1,100,134.7641
1716209311.569396,324335.000,51499,1,SF,1,100,135.2874
1716209311.836399,324602.000,51550,1,SF,1,100,133.7224
1716209312.169403,324935.000,51600,1,SF,1,100,134.2577
1716209312.503407,325269.000,51649,1,SF,1,100,132.7046
1716209312.902411,325668.000,51716,1,SF,1,100,133.2517
1716209313.169415,325935.000,51768,1,SF,1,100,133.7925
1716209313.502419,326268.000,51821,1,SF,1,100,134.3271
1716209313.836422,326602.000,51869,1,SF,1,100,132.7732
1716209314.236427,327002.000,51938,1,SF,1,100,133.3195
1716209314.502430,327268.000,51989,1,SF,1,100,131.7772
1716209314.836434,327602.000,52039,1,SF,1,100,132.3351
1716209315.236439,328002.000,52108,1,SF,1,100,132.8865
1716209315.569443,328335.000,52159,1,SF,1,100,133.4315
1716209315.836446,328602.000,52211,1,SF,1,100,133.9702
1716209316.169450,328935.000,52262,1,SF,1,100,134.5027
1716209316.569454,329335.000,52329,1,SF,1,100,135.0290
1716209316.835457,329601.000,52370,1,SF,1,100,135.5492
1716209317.235462,330001.000,52439,1,SF,1,100,136.0634
1716209317.502465,330268.000,52488,1,SF,1,100,134.4894
1716209317.835469,330601.000,52539,1,SF,1,100,135.0159
1716209318.169473,330935.000,52591,1,SF,1,100,135.5363
1716209318.569478,331335.000,52658,1,SF,1,100,136.0507
1716209318.835481,331601.000,52706,1,SF,1,100,134.4768
1716209319.169485,331935.000,52761,1,SF,1,100,135.0034
1716209319.569489,332335.000,52828,1,SF,1,100,135.5240
1716209319.835492,332601.000,52878,1,SF,1,100,133.9562
1716209320.168496,332934.000,52929,1,SF,1,100,134.4889
1716209320.502500,333268.000,52979,1,SF,1,100,135.0154
1716209320.902505,333668.000,53048,1,SF,1,100,135.5357
1716209321.168508,333934.000,53099,1,SF,1,100,133.9678
1716209321.502512,334268.000,53151,1,SF,1,100,134.5004
1716209321.835516,334601.000,53205,1,SF,1,100,132.9445
1716209322.168520,334934.000,53257,1,SF,1,100,133.4888
1716209322.568524,335334.000,53326,1,SF,1,100,134.0269
1716209322.835527,335601.000,53377,1,SF,1,100,134.5587
1716209323.168531,335934.000,53426,1,SF,1,100,133.0021
1716209323.501535,336267.000,53478,1,SF,1,100,133.5458
1716209323.901540,336667.000,53549,1,SF,1,100,134.0832
1716209324.168543,336934.000,53599,1,SF,1,100,134.6143
1716209324.501547,337267.000,53648,1,SF,1,100,133.0571
1716209324.901552,337667.000,53716,1,SF,1,100,133.6001
1716209325.168555,337934.000,53765,1,SF,1,100,132.0546
1716209325.501559,338267.000,53820,1,SF,1,100,134.6915
1716209325.834563,338600.000,53870,1,SF,1,100,135.2156
1716209326.234567,339000.000,53935,1,SF,1,100,133.6515
1716209326.501570,339267.000,53990,1,SF,1,100,134.1876
1716209326.834574,339600.000,54038,1,SF,1,100,132.6353
1716209327.168578,339934.000,54094,1,SF,1,100,131.1010
1716209327.501582,340267.000,54146,1,SF,1,100,131.6667
1716209327.901587,340667.000,54215,1,SF,1,100,134.3080
1716209328.234591,341000.000,54268,1,SF,1,100,134.8366
1716209328.501594,341267.000,54320,1,SF,1,100,135.3591
1716209328.834598,341600.000,54369,1,SF,1,100,133.7932
1716209329.234602,342000.000,54440,1,SF,1,100,134.3278
1716209329.501605,342267.000,54490,1,SF,1,100,134.8561
1716209329.834609,342600.000,54541,1,SF,1,100,133.2961
1716209330.234614,343000.000,54609,1,SF,1,100,133.8364
1716209330.567618,343333.000,54658,1,SF,1,100,132.2881
1716209330.834621,343600.000,54711,1,SF,1,100,132.8401
1716209331.167625,343933.000,54759,1,SF,1,100,131.3034
1716209331.567630,344333.000,54826,1,SF,1,100,131.8667
1716209331.834633,344600.000,54881,1,SF,1,100,132.4235
1716209332.234637,345000.000,54934,1,SF,1,100,130.8916
1716209332.501640,345267.000,54987,1,SF,1,100,131.4597
1716209332.834644,345600.000,55039,1,SF,1,100,132.0212
1716209333.234649,346000.000,55104,1,SF,1,100,130.4940
1716209333.500652,346266.000,55157,1,SF,1,100,131.0667
1716209333.834656,346600.000,55207,1,SF,1,100,129.5505
1716209334.167660,346933.000,55260,1,SF,1,100,130.1341
1716209334.567665,347333.000,55325,1,SF,1,100,128.6287
1716209334.834668,347600.000,55375,1,SF,1,100,129.2230
1716209335.167671,347933.000,55428,1,SF,1,100,129.8104
1716209335.567676,348333.000,55498,1,SF,1,100,130.3910
1716209335.900680,348666.000,55549,1,SF,1,100,130.9648
1716209336.167683,348933.000,55600,1,SF,1,100,131.5321
1716209336.500687,349266.000,55650,1,SF,1,100,132.0927
1716209336.900692,349666.000,55715,1,SF,1,100,130.5647
1716209337.233696,349999.000,55773,1,SF,1,100,131.1366
1716209337.567700,350333.000,55823,1,SF,1,100,131.7018
1716209337.833703,350599.000,55859,1,SF,1,100,130.1783
1716209338.233707,350999.000,55926,1,SF,1,100,130.7546
1716209338.500710,351266.000,55977,1,SF,1,100,129.2421
1716209338.833714,351599.000,56025,1,SF,1,100,127.7470
1716209339.233719,351999.000,56094,1,SF,1,100,128.3515
1716209339.500722,352266.000,56143,1,SF,1,100,126.8667
1716209339.833726,352599.000,56194,1,SF,1,100,127.4813
1716209340.166730,352932.000,56246,1,SF,1,100,128.0889
1716209340.566735,353332.000,56315,1,SF,1,100,128.6894
1716209340.833738,353599.000,56363,1,SF,1,100,127.2007
1716209341.166742,353932.000,56416,1,SF,1,100,127.8115
1716209341.566746,354332.000,56484,1,SF,1,100,128.4152
1716209341.900750,354666.000,56533,1,SF,1,100,126.9297
1716209342.166753,354932.000,56584,1,SF,1,100,127.5436
1716209342.566758,355332.000,56644,1,SF,1,100,130.2327
1716209342.833761,355599.000,56696,1,SF,1,100,130.8084
1716209343.166765,355932.000,56745,1,SF,1,100,129.2952
1716209343.566770,356332.000,56813,1,SF,1,100,129.8817
1716209343.899774,356665.000,56868,1,SF,1,100,130.4615
1716209344.166777,356932.000,56919,1,SF,1,100,131.0346
1716209344.499781,357265.000,56967,1,SF,1,100,129.5188
1716209344.899785,357665.000,57034,1,SF,1,100,128.0205
1716209345.166788,357932.000,57087,1,SF,1,100,128.6218
1716209345.499792,358265.000,57139,1,SF,1,100,131.2984
1716209345.899797,358665.000,57204,1,SF,1,100,129.7795
1716209346.232801,358998.000,57255,1,SF,1,100,130.3604
1716209346.499804,359265.000,57305,1,SF,1,100,128.8524
1716209346.832808,359598.000,57356,1,SF,1,100,129.4441
1716209347.232812,359998.000,57423,1,SF,1,100,130.0289
1716209347.499816,360265.000,57466,1,SF,1,100,132.6893
