LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1716209474.796303,487560,12793,1,BI,1,100,1190
1716209476.916327,489680,13129,1,BI,1,100,2110
1716209479.049352,491813,13478,1,BI,1,100,2120
1716209479.863362,492627,13610,1,BI,1,100,810
1716209480.359368,493123,13694,1,BI,1,100,490
1716209482.872397,495636,14110,1,BI,1,100,2500
1716209483.305402,496069,14177,1,BI,1,100,430
1716209483.675406,496439,14244,1,BI,1,100,370
1716209484.539417,497303,14378,1,BI,1,100,860
1716209485.952433,498716,14619,1,BI,1,100,1410
1716209488.135458,500899,14971,1,BI,1,100,2170
1716209488.771466,501535,15087,1,BI,1,100,630
1716209489.479474,502243,15204,1,BI,1,100,710
1716209490.182482,502946,15305,1,BI,1,100,700
1716209491.291495,504055,15492,1,BI,1,100,1100
1716209491.928503,504692,15613,1,BI,1,100,630
1716209492.921515,505685,15763,1,BI,1,100,990
1716209493.524522,506288,15861,1,BI,1,100,600
1716209494.358531,507122,15996,1,BI,1,100,830
1716209495.278542,508042,16147,1,BI,1,100,920
1716209495.534545,508298,16200,1,BI,1,100,250
1716209496.597557,509361,16375,1,BI,1,100,1060
1716209497.621569,510385,16545,1,BI,1,100,1020
1716209499.661593,512425,16881,1,BI,1,100,2030
1716209501.564615,514328,17205,1,BI,1,100,1890
1716209502.577627,515341,17377,1,BI,1,100,1010
1716209504.467649,517231,17673,1,BI,1,100,1880
1716209505.650663,518414,17877,1,BI,1,100,1180
1716209507.127681,519891,18115,1,BI,1,100,1460
1716209509.200705,521964,18465,1,BI,1,100,2070
1716209511.649733,524413,18877,1,BI,1,100,2430
1716209512.492743,525256,19011,1,BI,1,100,840
1716209514.319764,527083,19314,1,BI,1,100,1820
1716209517.479801,530243,19837,1,BI,1,100,3140
1716209519.445824,532209,20179,1,BI,1,100,1960
1716209521.725851,534489,20550,1,BI,1,100,2270
1716209523.698874,536462,20868,1,BI,1,100,1960
1716209527.241915,540005,21461,1,BI,1,100,3530
1716209527.961924,540725,21579,1,BI,1,100,710
1716209532.301975,545065,22284,1,BI,1,100,4320
1716209534.170996,546934,22603,1,BI,1,100,1860
1716209538.671049,551434,23352,1,BI,1,100,4480
1716209540.318068,553081,23625,1,BI,1,100,1640
1716209541.207078,553970,23776,1,BI,1,100,880
1716209541.501082,554264,23826,1,BI,1,100,290
1716209542.144089,554907,23934,1,BI,1,100,640
1716209542.581095,555344,24020,1,BI,1,100,440
1716209544.384116,557147,24312,1,BI,1,100,1790
1716209544.840121,557603,24396,1,BI,1,100,450
1716209545.377127,558140,24484,1,BI,1,100,540
1716209546.774144,559537,24721,1,BI,1,100,1390
1716209549.106171,561869,25113,1,BI,1,100,2320
1716209552.186207,564949,25612,1,BI,1,100,3060
1716209554.766237,567529,26048,1,BI,1,100,2570
1716209555.343244,568106,26133,1,BI,1,100,570
1716209557.409268,570172,26494,1,BI,1,100,2060
1716209559.446292,572209,26834,1,BI,1,100,2030
