LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1716209194.988034,207755.000,32297,1,TH,1,100,34.143
1716209195.121036,207888.000,32314,1,TH,1,100,34.143
1716209195.255037,208022.000,32331,1,TH,1,100,34.157
1716209195.388039,208155.000,32362,1,TH,1,100,34.165
1716209195.521040,208288.000,32380,1,TH,1,100,34.157
1716209195.655042,208422.000,32396,1,TH,1,100,34.157
1716209195.788043,208555.000,32432,1,TH,1,100,34.143
1716209195.921045,208688.000,32449,1,TH,1,100,34.143
1716209196.055046,208822.000,32465,1,TH,1,100,34.198
1716209196.188048,208955.000,32497,1,TH,1,100,34.198
1716209196.321049,209088.000,32516,1,TH,1,100,34.047
1716209196.454051,209221.000,32532,1,TH,1,100,34.047
1716209196.588053,209355.000,32552,1,TH,1,100,34.162
1716209196.721054,209488.000,32585,1,TH,1,100,34.162
1716209196.854056,209621.000,32602,1,TH,1,100,34.122
1716209196.988057,209755.000,32619,1,TH,1,100,34.122
1716209197.121059,209888.000,32651,1,TH,1,100,34.167
1716209197.254061,210021.000,32667,1,TH,1,100,34.167
1716209197.388062,210155.000,32684,1,TH,1,100,34.205
1716209197.521064,210288.000,32718,1,TH,1,100,34.205
1716209197.654065,210421.000,32734,1,TH,1,100,34.188
1716209197.788067,210555.000,32751,1,TH,1,100,34.188
1716209197.921068,210688.000,32783,1,TH,1,100,34.191
1716209198.054070,210821.000,32799,1,TH,1,100,34.191
1716209198.188071,210955.000,32817,1,TH,1,100,34.160
1716209198.321073,211088.000,32833,1,TH,1,100,34.160
1716209198.454074,211221.000,32867,1,TH,1,100,34.177
1716209198.588076,211355.000,32884,1,TH,1,100,34.177
1716209198.721077,211488.000,32905,1,TH,1,100,34.148
1716209198.854079,211621.000,32925,1,TH,1,100,34.148
1716209198.987081,211754.000,32960,1,TH,1,100,34.150
1716209199.121082,211888.000,32976,1,TH,1,100,34.150
1716209199.254084,212021.000,32994,1,TH,1,100,34.160
1716209199.387085,212154.000,33025,1,TH,1,100,34.160
1716209199.521087,212288.000,33044,1,TH,1,100,34.196
1716209199.654088,212421.000,33061,1,TH,1,100,34.203
1716209199.787090,212554.000,33077,1,TH,1,100,34.115
1716209199.921092,212688.000,33109,1,TH,1,100,34.107
1716209200.054093,212821.000,33128,1,TH,1,100,34.155
1716209200.187095,212954.000,33145,1,TH,1,100,34.162
1716209200.321096,213088.000,33176,1,TH,1,100,34.227
1716209200.454098,213221.000,33193,1,TH,1,100,34.227
1716209200.587099,213354.000,33210,1,TH,1,100,34.186
1716209200.721101,213488.000,33241,1,TH,1,100,34.186
1716209200.854102,213621.000,33263,1,TH,1,100,34.162
1716209200.987104,213754.000,33279,1,TH,1,100,34.162
1716209201.121106,213888.000,33313,1,TH,1,100,34.158
1716209201.254107,214021.000,33330,1,TH,1,100,34.158
1716209201.387109,214154.000,33348,1,TH,1,100,34.191
1716209201.521110,214288.000,33380,1,TH,1,100,34.191
1716209201.654112,214421.000,33397,1,TH,1,100,34.210
1716209201.787113,214554.000,33415,1,TH,1,100,34.210
1716209201.921115,214688.000,33433,1,TH,1,100,34.136
1716209202.054116,214821.000,33464,1,TH,1,100,34.136
1716209202.187118,214954.000,33481,1,TH,1,100,34.203
1716209202.321120,215088.000,33502,1,TH,1,100,34.203
1716209202.454121,215221.000,33534,1,TH,1,100,34.141
1716209202.587123,215354.000,33550,1,TH,1,100,34.141
1716209202.721124,215488.000,33567,1,TH,1,100,34.222
1716209202.854126,215621.000,33599,1,TH,1,100,34.222
1716209202.987127,215754.000,33615,1,TH,1,100,34.163
1716209203.120129,215887.000,33634,1,TH,1,100,34.163
1716209203.254131,216021.000,33666,1,TH,1,100,34.165
1716209203.387132,216154.000,33682,1,TH,1,100,34.165
1716209203.520133,216287.000,33700,1,TH,1,100,34.141
1716209203.654135,216421.000,33731,1,TH,1,100,34.141
1716209203.787137,216554.000,33756,1,TH,1,100,34.267
1716209203.920138,216687.000,33775,1,TH,1,100,34.268
1716209204.054140,216821.000,33792,1,TH,1,100,34.222
1716209204.187141,216954.000,33809,1,TH,1,100,34.229
1716209204.320143,217087.000,33840,1,TH,1,100,34.199
1716209204.454144,217221.000,33858,1,TH,1,100,34.199
1716209204.587146,217354.000,33874,1,TH,1,100,34.199
1716209204.720148,217487.000,33891,1,TH,1,100,34.199
1716209204.854149,217621.000,33925,1,TH,1,100,34.156
1716209204.987151,217754.000,33941,1,TH,1,100,34.156
1716209205.120152,217887.000,33958,1,TH,1,100,34.213
1716209205.254154,218021.000,33990,1,TH,1,100,34.213
1716209205.387156,218154.000,34006,1,TH,1,100,34.179
1716209205.520157,218287.000,34024,1,TH,1,100,34.179
1716209205.654159,218421.000,34055,1,TH,1,100,34.108
1716209205.787160,218554.000,34071,1,TH,1,100,34.108
1716209205.920162,218687.000,34089,1,TH,1,100,34.160
1716209206.053163,218820.000,34122,1,TH,1,100,34.160
1716209206.187165,218954.000,34139,1,TH,1,100,34.203
1716209206.320166,219087.000,34156,1,TH,1,100,34.203
1716209206.453168,219220.000,34188,1,TH,1,100,34.065
1716209206.587169,219354.000,34206,1,TH,1,100,34.065
1716209206.720171,219487.000,34223,1,TH,1,100,34.127
1716209206.853173,219620.000,34255,1,TH,1,100,34.127
1716209206.987174,219754.000,34273,1,TH,1,100,34.222
1716209207.120176,219887.000,34290,1,TH,1,100,34.222
1716209207.253177,220020.000,34309,1,TH,1,100,34.122
1716209207.387179,220154.000,34340,1,TH,1,100,34.122
1716209207.520180,220287.000,34358,1,TH,1,100,34.172
1716209207.653182,220420.000,34374,1,TH,1,100,34.172
1716209207.787184,220554.000,34406,1,TH,1,100,34.184
1716209207.920185,220687.000,34423,1,TH,1,100,34.184
1716209208.053187,220820.000,34439,1,TH,1,100,34.153
1716209208.187188,220954.000,34471,1,TH,1,100,34.160
1716209208.320190,221087.000,34488,1,TH,1,100,34.266
1716209208.453191,221220.000,34504,1,TH,1,100,34.266
1716209208.587193,221354.000,34538,1,TH,1,100,34.235
1716209208.720194,221487.000,34555,1,TH,1,100,34.235
1716209208.853196,221620.000,34572,1,TH,1,100,34.275
1716209208.987197,221754.000,34596,1,TH,1,100,34.275
1716209209.120199,221887.000,34612,1,TH,1,100,34.242
1716209209.253201,222020.000,34646,1,TH,1,100,34.249
1716209209.387202,222154.000,34663,1,TH,1,100,34.104
1716209209.520204,222287.000,34680,1,TH,1,100,34.104
1716209209.653205,222420.000,34697,1,TH,1,100,34.218
1716209209.787207,222554.000,34729,1,TH,1,100,34.218
1716209209.920208,222687.000,34745,1,TH,1,100,34.221
1716209210.053210,222820.000,34762,1,TH,1,100,34.221
1716209210.187212,222954.000,34796,1,TH,1,100,34.245
1716209210.320213,223087.000,34812,1,TH,1,100,34.245
1716209210.453215,223220.000,34829,1,TH,1,100,34.128
1716209210.587216,223354.000,34861,1,TH,1,100,34.128
1716209210.720218,223487.000,34877,1,TH,1,100,34.197
1716209210.853219,223620.000,34895,1,TH,1,100,34.197
1716209210.986221,223753.000,34926,1,TH,1,100,34.154
1716209211.120222,223887.000,34942,1,TH,1,100,34.154
1716209211.253224,224020.000,34962,1,TH,1,100,34.221
1716209211.386225,224153.000,34993,1,TH,1,100,34.221
1716209211.520227,224287.000,35010,1,TH,1,100,34.175
1716209211.653229,224420.000,35027,1,TH,1,100,34.183
1716209211.786230,224553.000,35043,1,TH,1,100,34.273
1716209211.920232,224687.000,35077,1,TH,1,100,34.274
1716209212.053233,224820.000,35094,1,TH,1,100,34.192
1716209212.186235,224953.000,35111,1,TH,1,100,34.192
1716209212.320236,225087.000,35142,1,TH,1,100,34.111
1716209212.453238,225220.000,35159,1,TH,1,100,34.111
1716209212.586240,225353.000,35176,1,TH,1,100,34.116
1716209212.719241,225486.000,35207,1,TH,1,100,34.116
1716209212.853243,225620.000,35225,1,TH,1,100,34.197
1716209212.986244,225753.000,35241,1,TH,1,100,34.197
1716209213.119246,225886.000,35258,1,TH,1,100,34.216
1716209213.253247,226020.000,35275,1,TH,1,100,34.216
1716209213.386249,226153.000,35308,1,TH,1,100,34.169
1716209213.519250,226286.000,35326,1,TH,1,100,34.176
1716209213.653252,226420.000,35342,1,TH,1,100,34.226
1716209213.786253,226553.000,35374,1,TH,1,100,34.219
1716209213.919255,226686.000,35393,1,TH,1,100,34.162
1716209214.053257,226820.000,35415,1,TH,1,100,34.169
1716209214.186258,226953.000,35434,1,TH,1,100,34.279
1716209214.319260,227086.000,35451,1,TH,1,100,34.279
1716209214.453261,227220.000,35467,1,TH,1,100,34.274
1716209214.586263,227353.000,35501,1,TH,1,100,34.274
1716209214.720264,227487.000,35518,1,TH,1,100,34.164
1716209214.853266,227620.000,35537,1,TH,1,100,34.164
1716209214.986268,227753.000,35568,1,TH,1,100,34.298
1716209215.119269,227886.000,35587,1,TH,1,100,34.298
1716209215.253271,228020.000,35604,1,TH,1,100,34.238
1716209215.386272,228153.000,35635,1,TH,1,100,34.238
1716209215.519274,228286.000,35653,1,TH,1,100,34.109
1716209215.652275,228419.000,35671,1,TH,1,100,34.109
