LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1716209490.895491,503659.000,15424,2,AK,1,100,RD
1716209493.426520,506190.000,16270,2,AK,1,100,15422
1716209495.957550,508721.000,16270,2,AK,1,100,RD
1716209495.964050,508727.500,16273,2,AK,1,100,16271
1716209495.970550,508734.000,16273,2,AK,1,100,RD
1716209498.518580,511282.000,17116,2,AK,1,100,16271
1716209501.066610,513830.000,17116,2,AK,1,100,RD
1716209501.072110,513835.500,17119,2,AK,1,100,17117
1716209501.077610,513841.000,17119,2,AK,1,100,RD
1716209503.625639,516389.000,17962,2,AK,1,100,17117
1716209506.173669,518937.000,17962,2,AK,1,100,RD
1716209506.178669,518942.000,17965,2,AK,1,100,17963
1716209506.183669,518947.000,17965,2,AK,1,100,RD
1716209508.732699,521496.000,18806,2,AK,1,100,17963
1716209511.281729,524045.000,18806,2,AK,1,100,RD
1716209511.286729,524050.000,18809,2,AK,1,100,18807
1716209511.291729,524055.000,18809,2,AK,1,100,RD
1716209513.866259,526629.500,19665,2,AK,1,100,18807
1716209516.440789,529204.000,19665,2,AK,1,100,RD
1716209516.444789,529208.000,19668,2,AK,1,100,19666
1716209516.448789,529212.000,19668,2,AK,1,100,RD
1716209518.998819,531762.000,20512,2,AK,1,100,19666
1716209521.548849,534312.000,20512,2,AK,1,100,RD
1716209521.555349,534318.500,20515,2,AK,1,100,20513
1716209521.561849,534325.000,20515,2,AK,1,100,RD
1716209524.110879,536874.000,21358,2,AK,1,100,20513
1716209526.659909,539423.000,21358,2,AK,1,100,RD
1716209526.666909,539430.000,21361,2,AK,1,100,21359
1716209526.673909,539437.000,21361,2,AK,1,100,RD
1716209529.221439,541984.500,22197,2,AK,1,100,21359
1716209531.768968,544532.000,22197,2,AK,1,100,RD
1716209531.774968,544538.000,22200,2,AK,1,100,22198
1716209531.780968,544544.000,22200,2,AK,1,100,RD
1716209534.329498,547092.500,23043,2,AK,1,100,22198
1716209536.878028,549641.000,23043,2,AK,1,100,RD
1716209536.883528,549646.500,23046,2,AK,1,100,23044
1716209536.889028,549652.000,23046,2,AK,1,100,RD
1716209539.450558,552213.500,23913,2,AK,1,100,23044
1716209542.012088,554775.000,23913,2,AK,1,100,RD
1716209542.020088,554783.000,23916,2,AK,1,100,23914
1716209542.028088,554791.000,23916,2,AK,1,100,RD
1716209544.574118,557337.000,24772,2,AK,1,100,23914
1716209547.120148,559883.000,24772,2,AK,1,100,RD
1716209547.126148,559889.000,24775,2,AK,1,100,24773
1716209547.132148,559895.000,24775,2,AK,1,100,RD
1716209549.701678,562464.500,25632,2,AK,1,100,24773
1716209552.271208,565034.000,25632,2,AK,1,100,RD
1716209552.278208,565041.000,25635,2,AK,1,100,25633
1716209552.285208,565048.000,25635,2,AK,1,100,RD
1716209554.832238,567595.000,26474,2,AK,1,100,25633
1716209557.379267,570142.000,26474,2,AK,1,100,RD
1716209557.385767,570148.500,26477,2,AK,1,100,26475
1716209557.392268,570155.000,26477,2,AK,1,100,RD
