LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1716209198.665077,211432.000,32895,2,AK,1,100,32067
1716209198.665077,211432.000,32895,2,AK,1,100,RD
1716209198.671077,211438.000,32898,2,AK,1,100,32896
1716209198.677077,211444.000,32898,2,AK,1,100,RD
1716209201.234107,214001.000,33742,2,AK,1,100,32896
1716209203.791137,216558.000,33742,2,AK,1,100,RD
1716209203.797137,216564.000,33745,2,AK,1,100,33743
1716209203.803137,216570.000,33745,2,AK,1,100,RD
1716209206.366667,219133.500,34585,2,AK,1,100,33743
1716209208.930197,221697.000,34585,2,AK,1,100,RD
1716209208.956197,221723.000,34588,2,AK,1,100,34586
1716209208.982198,221749.000,34588,2,AK,1,100,RD
1716209211.511227,224278.000,35404,2,AK,1,100,34586
1716209214.040257,226807.000,35404,2,AK,1,100,RD
1716209214.044757,226811.500,35407,2,AK,1,100,35405
1716209214.049257,226816.000,35407,2,AK,1,100,RD
1716209216.609287,229376.000,36255,2,AK,1,100,35405
1716209219.169317,231936.000,36255,2,AK,1,100,RD
1716209219.175817,231942.500,36258,2,AK,1,100,36256
1716209219.182317,231949.000,36258,2,AK,1,100,RD
1716209221.745847,234512.500,37095,2,AK,1,100,36256
1716209224.309376,237076.000,37095,2,AK,1,100,RD
1716209224.328877,237095.500,37098,2,AK,1,100,37096
1716209224.348377,237115.000,37098,2,AK,1,100,RD
1716209226.892907,239659.500,37946,2,AK,1,100,37096
1716209229.437436,242204.000,37946,2,AK,1,100,RD
1716209229.454937,242221.500,37949,2,AK,1,100,37947
1716209229.472437,242239.000,37949,2,AK,1,100,RD
1716209232.016967,244783.500,38788,2,AK,1,100,37947
1716209234.561496,247328.000,38788,2,AK,1,100,RD
1716209234.576996,247343.500,38791,2,AK,1,100,38789
1716209234.592497,247359.000,38791,2,AK,1,100,RD
1716209237.143026,249909.500,39635,2,AK,1,100,38789
1716209239.693556,252460.000,39635,2,AK,1,100,RD
1716209239.700556,252467.000,39638,2,AK,1,100,39636
1716209239.707556,252474.000,39638,2,AK,1,100,RD
1716209242.259086,255025.500,40472,2,AK,1,100,39636
1716209244.810616,257577.000,40472,2,AK,1,100,RD
1716209244.822116,257588.500,40475,2,AK,1,100,40473
1716209244.833616,257600.000,40475,2,AK,1,100,RD
1716209247.387146,260153.500,41324,2,AK,1,100,40473
1716209249.940676,262707.000,41324,2,AK,1,100,RD
1716209249.946676,262713.000,41327,2,AK,1,100,41325
1716209249.952676,262719.000,41327,2,AK,1,100,RD
1716209252.502706,265269.000,42171,2,AK,1,100,41325
1716209255.052736,267819.000,42171,2,AK,1,100,RD
1716209255.062236,267828.500,42174,2,AK,1,100,42172
1716209255.071736,267838.000,42174,2,AK,1,100,RD
1716209257.631766,270398.000,43018,2,AK,1,100,42172
1716209260.191796,272958.000,43018,2,AK,1,100,RD
1716209260.198296,272964.500,43021,2,AK,1,100,43019
1716209260.204796,272971.000,43021,2,AK,1,100,RD
1716209262.770826,275537.000,43871,2,AK,1,100,43019
1716209265.336856,278103.000,43871,2,AK,1,100,RD
1716209265.343356,278109.500,43874,2,AK,1,100,43872
1716209265.349856,278116.000,43874,2,AK,1,100,RD
1716209267.909386,280675.500,44722,2,AK,1,100,43872
1716209270.468916,283235.000,44722,2,AK,1,100,RD
1716209270.473416,283239.500,44725,2,AK,1,100,44723
1716209270.477916,283244.000,44725,2,AK,1,100,RD
1716209273.040946,285807.000,45557,2,AK,1,100,44723
1716209275.603976,288370.000,45557,2,AK,1,100,RD
1716209275.629476,288395.500,45560,2,AK,1,100,45558
1716209275.654976,288421.000,45560,2,AK,1,100,RD
1716209278.191506,290957.500,46415,2,AK,1,100,45558
1716209280.728035,293494.000,46415,2,AK,1,100,RD
1716209280.748036,293514.000,46418,2,AK,1,100,46416
1716209280.768036,293534.000,46418,2,AK,1,100,RD
1716209283.319066,296085.000,47261,2,AK,1,100,46416
1716209285.870096,298636.000,47261,2,AK,1,100,RD
1716209285.882096,298648.000,47264,2,AK,1,100,47262
1716209285.894096,298660.000,47264,2,AK,1,100,RD
1716209288.447626,301213.500,48113,2,AK,1,100,47262
1716209291.001156,303767.000,48113,2,AK,1,100,RD
1716209291.008156,303774.000,48116,2,AK,1,100,48114
1716209291.015156,303781.000,48116,2,AK,1,100,RD
1716209293.578186,306344.000,48964,2,AK,1,100,48114
1716209296.141216,308907.000,48964,2,AK,1,100,RD
1716209296.146716,308912.500,48967,2,AK,1,100,48965
1716209296.152216,308918.000,48967,2,AK,1,100,RD
1716209298.702245,311468.000,49799,2,AK,1,100,48965
1716209301.252275,314018.000,49799,2,AK,1,100,RD
1716209301.260275,314026.000,49802,2,AK,1,100,49800
1716209301.268275,314034.000,49802,2,AK,1,100,RD
1716209303.826805,316592.500,50654,2,AK,1,100,49800
1716209306.385335,319151.000,50654,2,AK,1,100,RD
1716209306.389835,319155.500,50657,2,AK,1,100,50655
1716209306.394336,319160.000,50657,2,AK,1,100,RD
1716209308.944365,321710.000,51495,2,AK,1,100,50655
1716209311.494395,324260.000,51495,2,AK,1,100,RD
1716209311.501395,324267.000,51498,2,AK,1,100,51496
1716209311.508395,324274.000,51498,2,AK,1,100,RD
1716209314.074425,326840.000,52347,2,AK,1,100,51496
1716209316.640455,329406.000,52347,2,AK,1,100,RD
1716209316.646955,329412.500,52350,2,AK,1,100,52348
1716209316.653455,329419.000,52350,2,AK,1,100,RD
1716209319.209985,331975.500,53200,2,AK,1,100,52348
1716209321.766515,334532.000,53200,2,AK,1,100,RD
1716209321.775515,334541.000,53203,2,AK,1,100,53201
1716209321.784515,334550.000,53203,2,AK,1,100,RD
1716209324.344545,337110.000,54056,2,AK,1,100,53201
1716209326.904575,339670.000,54056,2,AK,1,100,RD
1716209326.927075,339692.500,54059,2,AK,1,100,54057
1716209326.949575,339715.000,54059,2,AK,1,100,RD
1716209329.491105,342256.500,54913,2,AK,1,100,54057
1716209332.032635,344798.000,54913,2,AK,1,100,RD
1716209332.051135,344816.500,54916,2,AK,1,100,54914
1716209332.069635,344835.000,54916,2,AK,1,100,RD
1716209334.615665,347381.000,55768,2,AK,1,100,54914
1716209337.161695,349927.000,55768,2,AK,1,100,RD
1716209337.177195,349942.500,55771,2,AK,1,100,55769
1716209337.192695,349958.000,55771,2,AK,1,100,RD
1716209339.731225,352496.500,56602,2,AK,1,100,55769
1716209342.269754,355035.000,56602,2,AK,1,100,RD
1716209342.292755,355058.000,56605,2,AK,1,100,56603
1716209342.315755,355081.000,56605,2,AK,1,100,RD
1716209344.857785,357623.000,57457,2,AK,1,100,56603
1716209347.399814,360165.000,57457,2,AK,1,100,RD
1716209347.428815,360194.000,57460,2,AK,1,100,57458
1716209347.457815,360223.000,57460,2,AK,1,100,RD
1716209349.988345,362753.500,58314,2,AK,1,100,57458
1716209352.518874,365284.000,58314,2,AK,1,100,RD
1716209352.536875,365302.000,58317,2,AK,1,100,58315
1716209352.554875,365320.000,58317,2,AK,1,100,RD
1716209355.102404,367867.500,59166,2,AK,1,100,58315
1716209357.649934,370415.000,59166,2,AK,1,100,RD
1716209357.662934,370428.000,59169,2,AK,1,100,59167
1716209357.675935,370441.000,59169,2,AK,1,100,RD
1716209360.228964,372994.000,60016,2,AK,1,100,59167
1716209362.781994,375547.000,60016,2,AK,1,100,RD
1716209362.789494,375554.500,60019,2,AK,1,100,60017
1716209362.796994,375562.000,60019,2,AK,1,100,RD
1716209365.357024,378122.000,60870,2,AK,1,100,60017
1716209367.917054,380682.000,60870,2,AK,1,100,RD
1716209367.922554,380687.500,60873,2,AK,1,100,60871
1716209367.928054,380693.000,60873,2,AK,1,100,RD
1716209370.485084,383250.000,61694,2,AK,1,100,60871
1716209373.042114,385807.000,61694,2,AK,1,100,RD
1716209373.048614,385813.500,61697,2,AK,1,100,61695
1716209373.055114,385820.000,61697,2,AK,1,100,RD
1716209375.607644,388372.500,62527,2,AK,1,100,61695
1716209378.160174,390925.000,62527,2,AK,1,100,RD
1716209378.167174,390932.000,62530,2,AK,1,100,62528
1716209378.174174,390939.000,62530,2,AK,1,100,RD
1716209380.754204,393519.000,63281,2,AK,1,100,62528
1716209383.334234,396099.000,63281,2,AK,1,100,RD
1716209383.357734,396122.500,63284,2,AK,1,100,63282
1716209383.381235,396146.000,63284,2,AK,1,100,RD
1716209385.931265,398696.000,64138,2,AK,1,100,63282
1716209388.481294,401246.000,64138,2,AK,1,100,RD
1716209388.490794,401255.500,64141,2,AK,1,100,64139
1716209388.500295,401265.000,64141,2,AK,1,100,RD
1716209391.062824,403827.500,64992,2,AK,1,100,64139
1716209393.625355,406390.000,64992,2,AK,1,100,RD
1716209393.632854,406397.500,64995,2,AK,1,100,64993
1716209393.640355,406405.000,64995,2,AK,1,100,RD
1716209396.197885,408962.500,305,2,AK,1,100,64993
1716209398.755414,411520.000,305,2,AK,1,100,RD
1716209398.761415,411526.000,308,2,AK,1,100,306
1716209398.767415,411532.000,308,2,AK,1,100,RD
1716209401.316944,414081.500,1131,2,AK,1,100,306
1716209403.866474,416631.000,1131,2,AK,1,100,RD
1716209403.872974,416637.500,1134,2,AK,1,100,1132
1716209403.879474,416644.000,1134,2,AK,1,100,RD
1716209406.428004,419192.500,1962,2,AK,1,100,1132
1716209408.976534,421741.000,1962,2,AK,1,100,RD
1716209408.984534,421749.000,1965,2,AK,1,100,1963
1716209408.992534,421757.000,1965,2,AK,1,100,RD
1716209411.538564,424303.000,2793,2,AK,1,100,1963
1716209414.084594,426849.000,2793,2,AK,1,100,RD
1716209414.091594,426856.000,2796,2,AK,1,100,2794
1716209414.098594,426863.000,2796,2,AK,1,100,RD
1716209416.645123,429409.500,3583,2,AK,1,100,2794
1716209419.191653,431956.000,3583,2,AK,1,100,RD
1716209419.205153,431969.500,3586,2,AK,1,100,3584
1716209419.218653,431983.000,3586,2,AK,1,100,RD
1716209421.761183,434525.500,4428,2,AK,1,100,3584
1716209424.303713,437068.000,4428,2,AK,1,100,RD
1716209424.320213,437084.500,4431,2,AK,1,100,4429
1716209424.336713,437101.000,4431,2,AK,1,100,RD
1716209426.872243,439636.500,5275,2,AK,1,100,4429
1716209429.407773,442172.000,5275,2,AK,1,100,RD
1716209429.431773,442196.000,5278,2,AK,1,100,5276
1716209429.455773,442220.000,5278,2,AK,1,100,RD
1716209431.996303,444760.500,6126,2,AK,1,100,5276
1716209434.536832,447301.000,6126,2,AK,1,100,RD
1716209434.557333,447321.500,6129,2,AK,1,100,6127
1716209434.577833,447342.000,6129,2,AK,1,100,RD
1716209437.112362,449876.500,6974,2,AK,1,100,6127
1716209439.646892,452411.000,6974,2,AK,1,100,RD
1716209439.671392,452435.500,6977,2,AK,1,100,6975
1716209439.695893,452460.000,6977,2,AK,1,100,RD
1716209442.225422,454989.500,7821,2,AK,1,100,6975
1716209444.754952,457519.000,7821,2,AK,1,100,RD
1716209444.759952,457524.000,7824,2,AK,1,100,7822
1716209444.764952,457529.000,7824,2,AK,1,100,RD
1716209447.333482,460097.500,8685,2,AK,1,100,7822
1716209449.902012,462666.000,8685,2,AK,1,100,RD
1716209449.918512,462682.500,8688,2,AK,1,100,8686
1716209449.935012,462699.000,8688,2,AK,1,100,RD
1716209452.470542,465234.500,9527,2,AK,1,100,8686
1716209455.006072,467770.000,9527,2,AK,1,100,RD
1716209455.030572,467794.500,9530,2,AK,1,100,9528
1716209455.055072,467819.000,9530,2,AK,1,100,RD
1716209457.584602,470348.500,10376,2,AK,1,100,9528
1716209460.114131,472878.000,10376,2,AK,1,100,RD
1716209460.120131,472884.000,10379,2,AK,1,100,10377
1716209460.126131,472890.000,10379,2,AK,1,100,RD
1716209462.696661,475460.500,11241,2,AK,1,100,10377
1716209465.267191,478031.000,11241,2,AK,1,100,RD
1716209465.307192,478071.000,11244,2,AK,1,100,11242
1716209465.347192,478111.000,11244,2,AK,1,100,RD
1716209467.861222,480625.000,12061,2,AK,1,100,11242
1716209470.375251,483139.000,12061,2,AK,1,100,RD
1716209470.394751,483158.500,12064,2,AK,1,100,12062
1716209470.414252,483178.000,12064,2,AK,1,100,RD
1716209472.949781,485713.500,12895,2,AK,1,100,12062
1716209475.485311,488249.000,12895,2,AK,1,100,RD
1716209475.510311,488274.000,12898,2,AK,1,100,12896
1716209475.535311,488299.000,12898,2,AK,1,100,RD
1716209478.063841,490827.500,13729,2,AK,1,100,12896
1716209480.592371,493356.000,13729,2,AK,1,100,RD
1716209480.598371,493362.000,13732,2,AK,1,100,13730
1716209480.604371,493368.000,13732,2,AK,1,100,RD
1716209483.154400,495918.000,14564,2,AK,1,100,13730
1716209485.704430,498468.000,14564,2,AK,1,100,RD
1716209485.709930,498473.500,14567,2,AK,1,100,14565
1716209485.715430,498479.000,14567,2,AK,1,100,RD
1716209488.283460,501047.000,15421,2,AK,1,100,14565
1716209490.851490,503615.000,15421,2,AK,1,100,RD
1716209490.873491,503637.000,15424,2,AK,1,100,15422
