LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1716209195.397439,208164.400,32358,10,PG,1,100,12283
1716209195.408039,208175.000,32358,10,PG,1,100,12288
1716209195.418639,208185.600,32358,10,PG,1,100,12292
1716209195.429239,208196.200,32358,10,PG,1,100,12267
1716209195.439839,208206.800,32358,10,PG,1,100,12298
1716209195.450439,208217.400,32358,10,PG,1,100,12281
1716209195.461040,208228.000,32358,10,PG,1,100,12286
1716209195.470767,208237.727,32376,11,PG,1,100,12265
1716209195.480494,208247.455,32376,11,PG,1,100,12289
1716209195.490222,208257.182,32376,11,PG,1,100,12254
1716209195.499949,208266.909,32376,11,PG,1,100,12266
1716209195.509676,208276.636,32376,11,PG,1,100,12275
1716209195.519404,208286.364,32376,11,PG,1,100,12243
1716209195.529131,208296.091,32376,11,PG,1,100,12239
1716209195.538859,208305.818,32376,11,PG,1,100,12241
1716209195.548586,208315.545,32376,11,PG,1,100,12221
1716209195.558313,208325.273,32376,11,PG,1,100,12219
1716209195.568041,208335.000,32376,11,PG,1,100,12214
1716209195.578374,208345.333,32392,9,PG,1,100,12242
1716209195.588708,208355.667,32392,9,PG,1,100,12243
1716209195.599041,208366.000,32392,9,PG,1,100,12232
1716209195.609375,208376.333,32392,9,PG,1,100,12224
1716209195.619708,208386.667,32392,9,PG,1,100,12217
1716209195.630041,208397.000,32392,9,PG,1,100,12227
1716209195.640375,208407.333,32392,9,PG,1,100,12222
1716209195.650708,208417.667,32392,9,PG,1,100,12242
1716209195.661042,208428.000,32392,9,PG,1,100,12237
1716209195.670769,208437.727,32411,11,PG,1,100,12204
1716209195.680496,208447.455,32411,11,PG,1,100,12238
1716209195.690224,208457.182,32411,11,PG,1,100,12206
1716209195.699951,208466.909,32411,11,PG,1,100,12214
1716209195.709679,208476.636,32411,11,PG,1,100,12219
1716209195.719406,208486.364,32411,11,PG,1,100,12210
1716209195.729134,208496.091,32411,11,PG,1,100,12223
1716209195.738861,208505.818,32411,11,PG,1,100,12221
1716209195.748588,208515.545,32411,11,PG,1,100,12230
1716209195.758316,208525.273,32411,11,PG,1,100,12198
1716209195.768043,208535.000,32411,11,PG,1,100,12219
1716209195.778643,208545.600,32428,10,PG,1,100,12215
1716209195.789243,208556.200,32428,10,PG,1,100,12210
1716209195.799843,208566.800,32428,10,PG,1,100,12221
1716209195.810444,208577.400,32428,10,PG,1,100,12224
1716209195.821044,208588.000,32428,10,PG,1,100,12208
1716209195.831644,208598.600,32428,10,PG,1,100,12184
1716209195.842244,208609.200,32428,10,PG,1,100,12183
1716209195.852844,208619.800,32428,10,PG,1,100,12189
1716209195.863444,208630.400,32428,10,PG,1,100,12200
1716209195.874044,208641.000,32428,10,PG,1,100,12201
1716209195.883444,208650.400,32445,10,PG,1,100,12183
1716209195.892844,208659.800,32445,10,PG,1,100,12218
1716209195.902245,208669.200,32445,10,PG,1,100,12208
1716209195.911645,208678.600,32445,10,PG,1,100,12175
1716209195.921045,208688.000,32445,10,PG,1,100,12224
1716209195.930445,208697.400,32445,10,PG,1,100,12206
1716209195.939845,208706.800,32445,10,PG,1,100,12204
1716209195.949245,208716.200,32445,10,PG,1,100,12213
1716209195.958645,208725.600,32445,10,PG,1,100,12226
1716209195.968045,208735.000,32445,10,PG,1,100,12213
1716209195.978745,208745.700,32461,10,PG,1,100,12211
1716209195.989446,208756.400,32461,10,PG,1,100,12214
1716209196.000146,208767.100,32461,10,PG,1,100,12220
1716209196.010846,208777.800,32461,10,PG,1,100,12220
1716209196.021546,208788.500,32461,10,PG,1,100,12217
1716209196.032246,208799.200,32461,10,PG,1,100,12249
1716209196.042946,208809.900,32461,10,PG,1,100,12204
1716209196.053646,208820.600,32461,10,PG,1,100,12218
1716209196.064347,208831.300,32461,10,PG,1,100,12235
1716209196.075047,208842.000,32461,10,PG,1,100,12258
1716209196.084347,208851.300,32478,10,PG,1,100,12203
1716209196.093647,208860.600,32478,10,PG,1,100,12243
1716209196.102947,208869.900,32478,10,PG,1,100,12226
1716209196.112247,208879.200,32478,10,PG,1,100,12216
1716209196.121547,208888.500,32478,10,PG,1,100,12255
1716209196.130847,208897.800,32478,10,PG,1,100,12206
1716209196.140147,208907.100,32478,10,PG,1,100,12237
1716209196.149447,208916.400,32478,10,PG,1,100,12228
1716209196.158748,208925.700,32478,10,PG,1,100,12233
1716209196.168048,208935.000,32478,10,PG,1,100,12260
1716209196.178648,208945.600,32494,10,PG,1,100,12228
1716209196.189248,208956.200,32494,10,PG,1,100,12212
1716209196.199848,208966.800,32494,10,PG,1,100,12254
1716209196.210448,208977.400,32494,10,PG,1,100,12237
1716209196.221048,208988.000,32494,10,PG,1,100,12252
1716209196.231648,208998.600,32494,10,PG,1,100,12243
1716209196.242249,209009.200,32494,10,PG,1,100,12237
1716209196.252849,209019.800,32494,10,PG,1,100,12257
1716209196.263449,209030.400,32494,10,PG,1,100,12259
1716209196.274049,209041.000,32494,10,PG,1,100,12259
1716209196.283776,209050.727,32512,11,PG,1,100,12251
1716209196.293504,209060.455,32512,11,PG,1,100,12228
1716209196.303231,209070.182,32512,11,PG,1,100,12243
1716209196.312958,209079.909,32512,11,PG,1,100,12265
1716209196.322686,209089.636,32512,11,PG,1,100,12262
1716209196.332413,209099.364,32512,11,PG,1,100,12235
1716209196.342141,209109.091,32512,11,PG,1,100,12265
1716209196.351868,209118.818,32512,11,PG,1,100,12259
1716209196.361595,209128.545,32512,11,PG,1,100,12253
1716209196.371323,209138.273,32512,11,PG,1,100,12258
1716209196.381050,209148.000,32512,11,PG,1,100,12244
1716209196.391384,209158.333,32528,9,PG,1,100,12239
1716209196.401717,209168.667,32528,9,PG,1,100,12252
1716209196.412050,209179.000,32528,9,PG,1,100,12250
1716209196.422384,209189.333,32528,9,PG,1,100,12236
1716209196.432718,209199.667,32528,9,PG,1,100,12222
1716209196.443051,209210.000,32528,9,PG,1,100,12243
1716209196.453384,209220.333,32528,9,PG,1,100,12203
1716209196.463718,209230.667,32528,9,PG,1,100,12184
1716209196.474051,209241.000,32528,9,PG,1,100,12212
1716209196.483779,209250.727,32548,11,PG,1,100,12199
1716209196.493506,209260.455,32548,11,PG,1,100,12224
1716209196.503233,209270.182,32548,11,PG,1,100,12196
1716209196.512961,209279.909,32548,11,PG,1,100,12206
1716209196.522688,209289.636,32548,11,PG,1,100,12195
1716209196.532416,209299.364,32548,11,PG,1,100,12229
1716209196.542143,209309.091,32548,11,PG,1,100,12199
1716209196.551870,209318.818,32548,11,PG,1,100,12204
1716209196.561598,209328.545,32548,11,PG,1,100,12191
1716209196.571325,209338.273,32548,11,PG,1,100,12222
1716209196.581053,209348.000,32548,11,PG,1,100,12220
1716209196.591497,209358.444,32564,9,PG,1,100,12213
1716209196.601942,209368.889,32564,9,PG,1,100,12198
1716209196.612386,209379.333,32564,9,PG,1,100,12185
1716209196.622831,209389.778,32564,9,PG,1,100,12192
1716209196.633275,209400.222,32564,9,PG,1,100,12214
1716209196.643720,209410.667,32564,9,PG,1,100,12191
1716209196.654165,209421.111,32564,9,PG,1,100,12180
1716209196.664609,209431.556,32564,9,PG,1,100,12210
1716209196.675054,209442.000,32564,9,PG,1,100,12196
1716209196.684690,209451.636,32581,11,PG,1,100,12193
1716209196.694327,209461.273,32581,11,PG,1,100,12190
1716209196.703963,209470.909,32581,11,PG,1,100,12216
1716209196.713599,209480.545,32581,11,PG,1,100,12199
1716209196.723236,209490.182,32581,11,PG,1,100,12242
1716209196.732872,209499.818,32581,11,PG,1,100,12212
1716209196.742509,209509.455,32581,11,PG,1,100,12199
1716209196.752146,209519.091,32581,11,PG,1,100,12197
1716209196.761782,209528.727,32581,11,PG,1,100,12221
1716209196.771418,209538.364,32581,11,PG,1,100,12197
1716209196.781055,209548.000,32581,11,PG,1,100,12221
1716209196.791755,209558.700,32598,10,PG,1,100,12210
1716209196.802455,209569.400,32598,10,PG,1,100,12182
1716209196.813155,209580.100,32598,10,PG,1,100,12182
1716209196.823855,209590.800,32598,10,PG,1,100,12188
1716209196.834555,209601.500,32598,10,PG,1,100,12203
1716209196.845256,209612.200,32598,10,PG,1,100,12183
1716209196.855956,209622.900,32598,10,PG,1,100,12253
1716209196.866656,209633.600,32598,10,PG,1,100,12226
1716209196.877356,209644.300,32598,10,PG,1,100,12198
1716209196.888056,209655.000,32598,10,PG,1,100,12229
1716209196.898390,209665.333,32615,9,PG,1,100,12205
1716209196.908723,209675.667,32615,9,PG,1,100,12198
1716209196.919056,209686.000,32615,9,PG,1,100,12220
1716209196.929390,209696.333,32615,9,PG,1,100,12209
1716209196.939723,209706.667,32615,9,PG,1,100,12206
1716209196.950057,209717.000,32615,9,PG,1,100,12237
1716209196.960390,209727.333,32615,9,PG,1,100,12233
1716209196.970724,209737.667,32615,9,PG,1,100,12222
1716209196.981057,209748.000,32615,9,PG,1,100,12221
1716209196.990785,209757.727,32631,11,PG,1,100,12226
1716209197.000512,209767.455,32631,11,PG,1,100,12214
1716209197.010239,209777.182,32631,11,PG,1,100,12229
1716209197.019967,209786.909,32631,11,PG,1,100,12239
1716209197.029694,209796.636,32631,11,PG,1,100,12246
1716209197.039422,209806.364,32631,11,PG,1,100,12208
1716209197.049149,209816.091,32631,11,PG,1,100,12224
1716209197.058876,209825.818,32631,11,PG,1,100,12236
1716209197.068604,209835.545,32631,11,PG,1,100,12226
1716209197.078331,209845.273,32631,11,PG,1,100,12249
1716209197.088058,209855.000,32631,11,PG,1,100,12240
1716209197.097786,209864.727,32647,11,PG,1,100,12233
1716209197.107513,209874.455,32647,11,PG,1,100,12192
1716209197.117241,209884.182,32647,11,PG,1,100,12223
1716209197.126968,209893.909,32647,11,PG,1,100,12245
1716209197.136695,209903.636,32647,11,PG,1,100,12228
1716209197.146423,209913.364,32647,11,PG,1,100,12250
1716209197.156150,209923.091,32647,11,PG,1,100,12246
1716209197.165878,209932.818,32647,11,PG,1,100,12258
1716209197.175605,209942.545,32647,11,PG,1,100,12265
1716209197.185332,209952.273,32647,11,PG,1,100,12244
1716209197.195060,209962.000,32647,11,PG,1,100,12251
1716209197.205393,209972.333,32663,9,PG,1,100,12249
1716209197.215727,209982.667,32663,9,PG,1,100,12239
1716209197.226060,209993.000,32663,9,PG,1,100,12278
1716209197.236393,210003.333,32663,9,PG,1,100,12244
1716209197.246727,210013.667,32663,9,PG,1,100,12243
1716209197.257061,210024.000,32663,9,PG,1,100,12270
1716209197.267394,210034.333,32663,9,PG,1,100,12237
1716209197.277727,210044.667,32663,9,PG,1,100,12241
1716209197.288061,210055.000,32663,9,PG,1,100,12244
1716209197.297788,210064.727,32680,11,PG,1,100,12251
1716209197.307516,210074.455,32680,11,PG,1,100,12271
1716209197.317243,210084.182,32680,11,PG,1,100,12234
1716209197.326970,210093.909,32680,11,PG,1,100,12221
1716209197.336698,210103.636,32680,11,PG,1,100,12218
1716209197.346425,210113.364,32680,11,PG,1,100,12231
1716209197.356153,210123.091,32680,11,PG,1,100,12209
1716209197.365880,210132.818,32680,11,PG,1,100,12221
1716209197.375607,210142.545,32680,11,PG,1,100,12226
1716209197.385335,210152.273,32680,11,PG,1,100,12232
1716209197.395062,210162.000,32680,11,PG,1,100,12234
1716209197.405662,210172.600,32696,10,PG,1,100,12206
1716209197.416262,210183.200,32696,10,PG,1,100,12199
1716209197.426862,210193.800,32696,10,PG,1,100,12210
1716209197.437463,210204.400,32696,10,PG,1,100,12225
1716209197.448063,210215.000,32696,10,PG,1,100,12205
1716209197.458663,210225.600,32696,10,PG,1,100,12185
1716209197.469263,210236.200,32696,10,PG,1,100,12191
1716209197.479863,210246.800,32696,10,PG,1,100,12189
1716209197.490463,210257.400,32696,10,PG,1,100,12206
1716209197.501063,210268.000,32696,10,PG,1,100,12195
